emr_id,category,subcategory,question_type,term,definition,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-VOCAB-676,Terminology,Suffixes,vocabulary,-phasia,Suffix meaning speech,Eating,Speech,Breathing,Movement,B,The suffix -phasia refers to speech. Aphasia is inability to speak or understand speech and dysphasia is difficulty with speech.
EMR-VOCAB-677,Terminology,Suffixes,vocabulary,-plegia,Suffix meaning paralysis,Weakness,Paralysis,Pain,Numbness,B,The suffix -plegia means paralysis. Hemiplegia is paralysis of one side paraplegia is paralysis of lower body and quadriplegia is paralysis of all four limbs.
EMR-VOCAB-678,Terminology,Suffixes,vocabulary,-paresis,Suffix meaning weakness or partial paralysis,Full paralysis,Weakness,Numbness,Pain,B,The suffix -paresis means weakness or partial paralysis less than complete. Hemiparesis is weakness on one side. It is less severe than -plegia.
EMR-VOCAB-679,Terminology,Suffixes,vocabulary,-pnea,Suffix meaning breathing,Eating,Breathing,Speaking,Moving,B,The suffix -pnea relates to breathing. Dyspnea is difficulty breathing apnea is absence of breathing tachypnea is fast breathing and eupnea is normal breathing.
EMR-VOCAB-680,Terminology,Suffixes,vocabulary,-uria,Suffix meaning urine condition,Blood condition,Urine condition,Breathing condition,Heart condition,B,The suffix -uria relates to urine. Hematuria is blood in urine polyuria is excessive urination and oliguria is decreased urination.
EMR-VOCAB-681,Terminology,Root Words,vocabulary,Cardi/o,Root meaning heart,Lung,Heart,Brain,Liver,B,Cardi/o refers to the heart. Cardiac means pertaining to the heart cardiomyopathy is heart muscle disease and tachycardia is fast heart rate.
EMR-VOCAB-682,Terminology,Root Words,vocabulary,Pulmo/pulmon,Root meaning lung,Heart,Lung,Liver,Kidney,B,Pulmo or pulmon refers to the lungs. Pulmonary means pertaining to the lungs and cardiopulmonary refers to heart and lungs together.
EMR-VOCAB-683,Terminology,Root Words,vocabulary,Hepat/o,Root meaning liver,Kidney,Liver,Spleen,Heart,B,Hepat/o refers to the liver. Hepatitis is liver inflammation hepatomegaly is enlarged liver and hepatic means pertaining to the liver.
EMR-VOCAB-684,Terminology,Root Words,vocabulary,Ren/o or Nephr/o,Root meaning kidney,Liver,Kidney,Bladder,Heart,B,Ren/o and nephr/o both refer to the kidney. Renal means pertaining to kidneys and nephritis is kidney inflammation.
EMR-VOCAB-685,Terminology,Root Words,vocabulary,Gastr/o,Root meaning stomach,Intestine,Stomach,Liver,Esophagus,B,Gastr/o refers to the stomach. Gastritis is stomach inflammation gastric means pertaining to stomach and gastroenteritis is stomach and intestinal inflammation.
EMR-VOCAB-686,Terminology,Root Words,vocabulary,Enter/o,Root meaning intestine,Stomach,Intestine,Liver,Colon,B,Enter/o refers to the small intestine. Enteritis is intestinal inflammation and gastroenteritis affects both stomach and intestines.
EMR-VOCAB-687,Terminology,Root Words,vocabulary,Cephal/o,Root meaning head,Neck,Head,Chest,Arm,B,Cephal/o refers to the head. Cephalic means toward the head encephalitis is brain inflammation and hydrocephalus is water on the brain.
EMR-VOCAB-688,Terminology,Root Words,vocabulary,Encephal/o,Root meaning brain,Head,Brain,Skull,Spine,B,Encephal/o refers to the brain specifically. Encephalitis is brain inflammation and encephalopathy is brain disease or dysfunction.
EMR-VOCAB-689,Terminology,Root Words,vocabulary,Neur/o,Root meaning nerve,Muscle,Nerve,Brain,Spine,B,Neur/o refers to nerves. Neurology is study of nerves neuropathy is nerve disease and neurological pertains to the nervous system.
EMR-VOCAB-690,Terminology,Root Words,vocabulary,My/o,Root meaning muscle,Bone,Muscle,Nerve,Skin,B,My/o refers to muscle. Myocardium is heart muscle myalgia is muscle pain and myopathy is muscle disease.
EMR-VOCAB-691,Terminology,Root Words,vocabulary,Oste/o,Root meaning bone,Muscle,Bone,Joint,Cartilage,B,Oste/o refers to bone. Osteoporosis is porous bones osteomyelitis is bone infection and fracture is a broken bone.
EMR-VOCAB-692,Terminology,Root Words,vocabulary,Arthr/o,Root meaning joint,Bone,Joint,Muscle,Tendon,B,Arthr/o refers to joints. Arthritis is joint inflammation arthroscopy is joint examination and arthroplasty is joint repair.
EMR-VOCAB-693,Terminology,Root Words,vocabulary,Derm/o or Dermat/o,Root meaning skin,Muscle,Skin,Bone,Hair,B,Derm/o and dermat/o refer to skin. Dermatitis is skin inflammation dermatology is study of skin and subcutaneous means under the skin.
EMR-VOCAB-694,Terminology,Root Words,vocabulary,Hem/o or Hemat/o,Root meaning blood,Bone,Blood,Heart,Vessel,B,Hem/o and hemat/o refer to blood. Hemorrhage is bleeding hematoma is blood collection and hematology is study of blood.
EMR-VOCAB-695,Terminology,Root Words,vocabulary,Angi/o,Root meaning vessel,Blood,Vessel,Heart,Nerve,B,Angi/o refers to blood vessels. Angiography is vessel imaging angioplasty is vessel repair and angioedema is vessel-related swelling.
EMR-VOCAB-696,Terminology,Root Words,vocabulary,Phleb/o,Root meaning vein,Artery,Vein,Capillary,Heart,B,Phleb/o refers to veins. Phlebitis is vein inflammation phlebotomy is vein puncture to draw blood and thrombophlebitis is clot in an inflamed vein.
EMR-VOCAB-697,Terminology,Root Words,vocabulary,Thromb/o,Root meaning clot,Flow,Clot,Vessel,Blood,B,Thromb/o refers to blood clots. Thrombosis is clot formation thrombus is a clot and thrombocyte is a platelet which helps clotting.
EMR-VOCAB-698,Terminology,Directional,vocabulary,Proximal,Closer to the trunk or point of attachment,Farther away,Closer to trunk,Above,Below,B,Proximal means closer to the trunk or point of attachment. The elbow is proximal to the wrist. It is the opposite of distal.
EMR-VOCAB-699,Terminology,Directional,vocabulary,Distal,Farther from the trunk or point of attachment,Closer,Farther from trunk,Above,Below,B,Distal means farther from the trunk or point of attachment. The fingers are distal to the elbow. It is the opposite of proximal.
EMR-VOCAB-700,Terminology,Directional,vocabulary,Superficial,Near the surface,Deep inside,Near the surface,In the middle,On the back,B,Superficial means near the surface or shallow. A superficial wound affects only outer layers. It is the opposite of deep.
