id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
11,Pharmacology,Respiratory,A 68-year-old male with COPD presents with severe dyspnea and increased sputum production over the past 3 days. He ran out of his home oxygen two days ago. On exam he has barrel chest diminished breath sounds diffusely with scattered rhonchi and is speaking in one to two word sentences. He is using pursed-lip breathing and tripod positioning. Vital signs are BP 152/88 HR 108 RR 32 SpO2 78% on room air. After placing him on a non-rebreather at 15 LPM his SpO2 rises to 94% but he becomes increasingly lethargic. What is the most likely explanation for his deteriorating mental status despite improved oxygenation?,He is having a stroke,The non-rebreather is defective,High-flow oxygen has eliminated his hypoxic drive and he is now retaining CO2 causing CO2 narcosis,He is developing pulmonary edema from the oxygen,C,Some patients with chronic COPD develop chronic CO2 retention and their respiratory drive becomes dependent on hypoxia rather than hypercapnia. Administering high-flow oxygen eliminates this hypoxic drive and can cause hypoventilation with worsening hypercapnia leading to CO2 narcosis manifesting as somnolence and altered mental status. Treatment includes reducing oxygen to target SpO2 88-92% and may require ventilatory support with BiPAP. However never withhold oxygen from a hypoxic patient.,Paramedic,hard
12,Pharmacology,Respiratory,A 34-year-old female presents with sudden onset severe difficulty breathing while eating dinner at a restaurant. Her husband states she was eating shrimp when she suddenly grabbed her throat developed hives on her face and chest and began wheezing. On exam she has diffuse urticaria angioedema of the lips and tongue audible stridor and diffuse wheezing. She is extremely anxious and can only speak one word at a time between gasps. Vital signs are BP 82/50 HR 138 RR 36 SpO2 84% on room air. You recognize anaphylactic shock. What is the first medication dose and route you should administer?,Diphenhydramine 50 mg IV push,Methylprednisolone 125 mg IV,Epinephrine 1 mg of 1:10000 concentration IV push,Epinephrine 0.3-0.5 mg of 1:1000 concentration IM into the lateral thigh,D,Epinephrine is the first-line treatment for anaphylaxis and should be administered immediately. The correct dose for anaphylaxis is 0.3-0.5 mg of 1:1000 concentration given intramuscularly in the lateral thigh. The 1:10000 concentration IV is reserved for cardiac arrest not anaphylaxis. IM injection in the thigh provides rapid absorption. Antihistamines and steroids are adjunctive treatments but should never delay epinephrine. The dose can be repeated every 5-15 minutes if needed.,Paramedic,hard
13,Pharmacology,Respiratory,You continue treating the 34-year-old in anaphylaxis. You have administered IM epinephrine 0.5 mg and her wheezing has improved slightly but she remains hypotensive with BP 76/48. You have established two large-bore IVs and are giving a fluid bolus. Her husband mentions she takes propranolol for anxiety. After a second dose of IM epinephrine she remains hypotensive and bradycardic at 58 bpm. What medication should you consider for this patient with anaphylaxis refractory to epinephrine who is on a beta-blocker?,Higher doses of IM epinephrine up to 2 mg,Glucagon 1-5 mg IV because it bypasses blocked beta receptors,Atropine 1 mg IV for the bradycardia,Norepinephrine drip at 2-20 mcg per minute,B,Patients on beta-blockers may have anaphylaxis that is refractory to epinephrine because epinephrine's beta-adrenergic effects are blocked. Glucagon activates adenylyl cyclase through a non-beta-receptor mechanism increasing cAMP and providing inotropic and chronotropic effects that bypass the beta-blockade. The dose is 1-5 mg IV followed by infusion of 5-15 mcg per minute if effective. Vasopressin is another alternative in beta-blocker resistant anaphylaxis.,Paramedic,hard
14,Pharmacology,Analgesic,A 42-year-old male construction worker fell 15 feet from scaffolding landing on his right side. He is alert and oriented complaining of severe right-sided chest pain worse with breathing and right hip pain. On exam he has tenderness over the right lateral ribs with crepitus and deformity of the right hip with the leg shortened and externally rotated. He rates his pain as 10 out of 10. Vital signs are BP 138/86 HR 112 RR 24 shallow SpO2 96% on room air. You establish IV access and prepare to administer pain medication. What is an appropriate initial dose of fentanyl for this patient?,Fentanyl 250 mcg IV push,Fentanyl 1-2 mcg/kg IV or 25-100 mcg IV titrated to pain relief,Fentanyl 500 mcg IM,Fentanyl 50 mcg/kg IV push,B,Fentanyl is an excellent choice for trauma pain because it provides rapid analgesia with minimal hemodynamic effects compared to morphine. The appropriate dose is 1-2 mcg/kg IV which for an average adult is approximately 50-100 mcg. It should be titrated in increments every 3-5 minutes until adequate pain relief is achieved. Fentanyl has a rapid onset of 1-2 minutes IV and duration of 30-60 minutes. Respiratory depression and hypotension are potential side effects that require monitoring.,Paramedic,hard
15,Pharmacology,Analgesic,A 67-year-old female presents with severe abdominal pain that began 6 hours ago. She describes the pain as constant and diffuse rated 9 out of 10 with nausea and one episode of vomiting. She has a history of atrial fibrillation and takes warfarin and diltiazem. On exam her abdomen is diffusely tender with guarding but is soft. Bowel sounds are hypoactive. Vital signs are BP 108/62 HR 102 irregular RR 22 SpO2 97% on room air. You are concerned for mesenteric ischemia given her history of atrial fibrillation. While transporting you wish to provide pain relief. Why might morphine be a less optimal choice than fentanyl in this patient?,Morphine is contraindicated in patients on warfarin,Morphine causes histamine release leading to vasodilation and potential hypotension which could worsen mesenteric perfusion,Morphine is ineffective for abdominal pain,Morphine causes increased bowel motility which could worsen her condition,B,Morphine causes histamine release which leads to vasodilation and potential hypotension. In a patient with suspected mesenteric ischemia who is already borderline hypotensive with signs of potential shock this could worsen gut perfusion. Fentanyl does not cause significant histamine release and is more hemodynamically stable. Both are effective for visceral pain. Additionally morphine can cause sphincter of Oddi spasm though this is more relevant in biliary disease.,Paramedic,hard
16,Pharmacology,Analgesic,A 28-year-old female presents with a severe migraine headache that began 8 hours ago. She describes throbbing unilateral pain rated 8 out of 10 with photophobia phonophobia and nausea. She has vomited twice. She has a history of migraines and states this feels like her typical migraine but over-the-counter medications have not helped. She is lying in a dark room with a cold cloth over her eyes. Vital signs are BP 128/78 HR 88 RR 16 SpO2 99% on room air. Your protocols allow for ondansetron and ketorolac. What is the mechanism of action and dose of ketorolac for acute migraine?,Ketorolac is an opioid analgesic that binds mu receptors given as 10 mg IV,Ketorolac is a nonsteroidal anti-inflammatory drug that inhibits cyclooxygenase reducing prostaglandin synthesis given as 15-30 mg IV or IM,Ketorolac is a serotonin receptor agonist given as 60 mg IM,Ketorolac is a dopamine antagonist given as 30 mg IV,B,Ketorolac is an NSAID that provides analgesia and anti-inflammatory effects by inhibiting cyclooxygenase and reducing prostaglandin synthesis. It is effective for migraine particularly when combined with antiemetics. The dose is 15-30 mg IV or 30-60 mg IM. Contraindications include renal impairment GI bleeding history active peptic ulcer disease coagulopathy and third trimester pregnancy. Ketorolac provides opioid-level analgesia without respiratory depression or sedation.,Paramedic,hard
17,Pharmacology,Analgesic,An 8-year-old male fell off his bicycle and has an obvious deformity of his left forearm. He is crying and holding his arm. His mother is present and very anxious. The arm is angulated with swelling but skin is intact and distal pulses are present. He rates his pain as very bad pointing to a pain scale showing 8 out of 10. He weighs approximately 25 kg. Vital signs are BP 104/68 HR 110 RR 22 SpO2 99% on room air. Your protocols allow intranasal fentanyl for pediatric pain management. What is the appropriate dose and administration technique?,Fentanyl 25 mcg IV push,Fentanyl 1.5-2 mcg/kg intranasally using atomizer device divided between both nares so approximately 37.5-50 mcg total,Fentanyl 100 mcg intranasally in one nare,Fentanyl 0.1 mcg/kg intranasally,B,Intranasal fentanyl provides rapid analgesia without the need for IV access making it ideal for pediatric pain management. The dose is 1.5-2 mcg/kg with a maximum of 100 mcg. Using the mucosal atomizer device the dose should be divided between both nares with no more than 0.5 mL per nare to ensure mucosal absorption. For a 25 kg child this would be approximately 37.5-50 mcg total. Onset is 5-10 minutes with peak effect at 15-20 minutes.,Paramedic,hard
18,Pharmacology,Analgesic,A 35-year-old male is found unresponsive in an alley by police. There is drug paraphernalia nearby including a syringe and burnt spoon. On exam he is unresponsive to painful stimuli with pinpoint pupils. His respiratory rate is 4 breaths per minute with shallow respirations and cyanotic lips. Vital signs are BP 90/60 HR 58 RR 4 SpO2 74% on room air. You immediately begin bag-valve-mask ventilation with supplemental oxygen. What is the appropriate initial dose of naloxone for this patient and what is the treatment goal?,Naloxone 2 mg IV push with the goal of complete arousal and normal mental status,Naloxone 0.4-2 mg IV/IM/IN titrated to adequate respiratory effort not necessarily full arousal,Naloxone 10 mg IV push to ensure complete reversal,Naloxone 0.04 mg IV to avoid precipitating withdrawal,B,The goal of naloxone administration in opioid overdose is to restore adequate spontaneous ventilation not necessarily full alertness. Starting with 0.4 mg and titrating up allows you to restore breathing while minimizing the risk of precipitating acute withdrawal which can cause vomiting aspiration agitation and seizures. The dose can be given IV IM IN or subcutaneously. Additional doses may be needed as naloxone has a shorter half-life than many opioids.,Paramedic,hard
19,Pharmacology,Analgesic,You successfully reversed the respiratory depression in the previous patient with naloxone 0.8 mg IV. He is now awake and breathing at 14 breaths per minute with SpO2 of 96%. He becomes agitated demanding to leave and stating he feels terrible. He is sweating and complaining of abdominal cramps. What is happening and how should you counsel this patient?,He is having an allergic reaction to naloxone and needs diphenhydramine,He is experiencing acute opioid withdrawal precipitated by naloxone and should be counseled that the naloxone will wear off in 30-90 minutes and he may become sedated again,The naloxone is not working and he needs more,He is having a heart attack from the naloxone,B,Naloxone competitively binds to opioid receptors displacing the opioid and reversing its effects. This can precipitate acute withdrawal in opioid-dependent individuals causing agitation diaphoresis nausea vomiting abdominal cramps piloerection and potentially aggression. More importantly naloxone has a shorter duration of action 30-90 minutes than most opioids so re-sedation is a significant risk. Patients need close monitoring and transport for observation. Many will want to refuse care but should be counseled about the risk of re-sedation and death.,Paramedic,hard
20,Pharmacology,Sedation,A 32-year-old male is in the psychiatric unit of a hospital being transported to another facility. During transport he becomes extremely agitated believing the ambulance is a spaceship and you are aliens trying to abduct him. He is attempting to remove his seatbelts and has become combative striking your partner. Physical restraints are being applied. He has a history of schizophrenia and bipolar disorder. Vital signs before he became combative were BP 142/88 HR 118 RR 20. Your protocols allow for chemical sedation. What is an appropriate medication choice and dose for acute agitation in this patient?,Midazolam 5-10 mg IM alone,Ketamine 4-5 mg/kg IM for rapid sedation of severe agitation,Haloperidol 5 mg IM with diphenhydramine 50 mg IM to prevent dystonic reaction,Either B or C would be appropriate depending on severity with ketamine for severe agitation and haloperidol plus diphenhydramine for moderate agitation,D,Both options are appropriate depending on severity. Ketamine 4-5 mg/kg IM provides rapid dissociative sedation within 3-5 minutes and is excellent for severe agitation but requires airway monitoring. Haloperidol 5-10 mg IM with diphenhydramine 25-50 mg IM to prevent dystonic reactions is a classic combination for moderate psychotic agitation. Droperidol and newer atypical antipsychotics are also used. Benzodiazepines alone may be insufficient for severe psychotic agitation but are good for anxious or stimulant-induced agitation.,Paramedic,hard
21,Pharmacology,Sedation,A 45-year-old male with a history of alcohol abuse was found down in his apartment by his landlord. He reportedly has been drinking heavily for weeks. On exam he is confused tremulous and diaphoretic. He is picking at his clothes and appears to be responding to visual hallucinations. Vital signs are BP 168/102 HR 124 RR 22 SpO2 96% Temp 100.8F. You recognize this presentation as alcohol withdrawal with possible delirium tremens. What is the first-line medication class for treatment of alcohol withdrawal and why?,Phenobarbital because it is a long-acting barbiturate,Haloperidol because it treats the hallucinations,Benzodiazepines because they enhance GABA activity similar to alcohol and prevent progression to seizures and severe DTs,Beta-blockers because they treat the tachycardia and hypertension,C,Benzodiazepines are the first-line treatment for alcohol withdrawal. Alcohol enhances GABA-A receptor activity and chronic use leads to receptor downregulation. Abrupt cessation causes CNS hyperexcitability leading to withdrawal symptoms. Benzodiazepines also enhance GABA activity cross-tolerating with alcohol and preventing seizures and progression to delirium tremens. Diazepam or lorazepam are commonly used. Haloperidol can be added for severe agitation but can lower seizure threshold. Beta-blockers treat symptoms but do not prevent seizures.,Paramedic,hard
22,Pharmacology,Sedation,You are performing RSI on a 55-year-old trauma patient with severe head injury. GCS is 6 with a blown right pupil. He is combative and hypoxic with SpO2 85%. Vital signs are BP 178/100 HR 58 RR 8 irregular. You plan to use etomidate for induction. After preoxygenation you administer etomidate 0.3 mg/kg IV. The patient becomes apneic and relaxed but you notice brief myoclonic movements of his extremities. What is the explanation for these movements and should you be concerned?,The patient is seizing and needs benzodiazepines immediately,The myoclonic movements are a known benign side effect of etomidate and are not seizures,The etomidate is not working and you need additional sedation,The patient is experiencing malignant hyperthermia,B,Myoclonus is a common side effect of etomidate occurring in 50-80% of patients. These are brief involuntary muscle jerks that are not seizures and do not require treatment. They result from disinhibition of subcortical structures. Etomidate is otherwise an excellent induction agent for hemodynamically unstable patients and those with head injury because it has minimal cardiovascular effects and may decrease ICP. The main concern with etomidate is transient adrenal suppression which is generally not clinically significant with single-dose use.,Paramedic,hard
23,Pharmacology,Sedation,During RSI of a trauma patient you administer ketamine 2 mg/kg IV for induction followed by rocuronium 1.2 mg/kg. Intubation is successful with confirmed placement. Post-intubation the patient has copious oral secretions requiring frequent suctioning and on the monitor you note the heart rate has increased from 80 to 115. The blood pressure has increased from 120/80 to 150/95. Are these findings concerning and what is the explanation?,Yes these findings suggest allergic reaction to ketamine,No these are expected effects of ketamine which causes sympathetic stimulation and increased secretions,Yes the tachycardia suggests the patient is in pain and needs more sedation,Yes the hypertension suggests cerebral herniation,B,Ketamine causes sympathetic stimulation resulting in increased heart rate blood pressure and cardiac output making it useful in hypotensive patients but potentially problematic in uncontrolled hypertension or cardiac ischemia. It also increases secretions which is why atropine or glycopyrrolate pretreatment is sometimes given though this is controversial. Ketamine provides excellent analgesia and amnesia. Previous concerns about ketamine raising ICP have largely been dispelled and it is now considered safe in head injury when hypotension is avoided.,Paramedic,hard
24,Pharmacology,Paralytic,You are preparing to intubate a 70-year-old male with respiratory failure from pneumonia. He has a history of COPD chronic kidney disease and hypertension. His medications include albuterol fluticasone lisinopril and amlodipine. He was recently hospitalized for an acute kidney injury with creatinine of 4.2. His current potassium is unknown. Vital signs are BP 142/88 HR 108 RR 32 SpO2 86% on 15L NRB. You are considering paralytic agents for RSI. Why might succinylcholine be a poor choice in this patient?,Succinylcholine is contraindicated in patients with COPD,Succinylcholine causes hyperkalemia and patients with renal failure may have elevated baseline potassium,Succinylcholine is ineffective in elderly patients,Succinylcholine is contraindicated with ACE inhibitors,B,Succinylcholine causes depolarization of muscle cells which releases intracellular potassium typically raising serum potassium by 0.5-1.0 mEq/L. In patients with renal failure who may already have hyperkalemia this additional increase can cause cardiac arrhythmias including ventricular fibrillation and cardiac arrest. Other conditions with hyperkalemia risk include burns greater than 24 hours crush injuries denervation injuries and prolonged immobilization. Rocuronium is a safer alternative in these patients.,Paramedic,hard
25,Pharmacology,Paralytic,A 28-year-old male firefighter was rescued from a structure fire 48 hours ago with 40% total body surface area burns to his torso and extremities. He has been in the burn ICU but is now being transferred and becomes agitated with worsening respiratory distress requiring intubation during transport. The flight nurse suggests using succinylcholine for RSI because of its rapid onset. Why is succinylcholine contraindicated in this patient?,Succinylcholine is inactivated by burned tissue,Burn patients develop extrajunctional acetylcholine receptors leading to massive potassium release when succinylcholine is given,Succinylcholine causes fluid shifts in burn patients,Succinylcholine is contraindicated with burn medications,B,Burns greater than 24 hours old cause proliferation of extrajunctional acetylcholine receptors on muscle cells. When succinylcholine causes depolarization massive potassium efflux occurs from these abnormal receptors potentially causing fatal hyperkalemia. This risk begins around 24 hours post-burn and can persist for months. Similar receptor proliferation occurs with denervation injuries spinal cord injury prolonged immobilization and severe infections. Rocuronium or another non-depolarizing agent should be used instead.,Paramedic,hard
26,Pharmacology,Paralytic,You have successfully intubated a patient using RSI with etomidate and rocuronium 1.2 mg/kg. Twenty minutes into transport the ventilator alarms high pressure and the patient appears to be biting on the endotracheal tube. The SpO2 is dropping to 88%. What is the most likely explanation and what should you do?,The rocuronium is wearing off and you should administer additional sedation and possible redosing of paralytic,The patient has developed tension pneumothorax,The ETT has become obstructed with secretions,The patient is having a seizure,A,Rocuronium at RSI doses of 1.2 mg/kg lasts approximately 45-60 minutes but the duration can vary. At 20 minutes the paralysis may be waning especially if a lower dose was used. The patient regaining muscle tone and biting on the tube suggests paralytic wearing off. First ensure adequate sedation as awareness under paralysis is traumatic. Then consider additional paralytic dosing if needed for ventilation. Always rule out other causes like pneumothorax or tube problems. Continuous sedation and possible paralytic infusion may be needed for transport.,Paramedic,hard
27,Pharmacology,Paralytic,During RSI of a 22-year-old male with status asthmaticus you administer succinylcholine 1.5 mg/kg for paralysis. As you are preparing to intubate you notice the patient has severe jaw rigidity and the masseter muscles are extremely tight making it difficult to open his mouth. His temperature is 99.8F. What is your immediate concern and what should you do?,This is normal succinylcholine effect wait 60 seconds and it will resolve,This may represent early malignant hyperthermia you should abandon succinylcholine use not give more and prepare to treat MH if it develops,The patient is not adequately paralyzed and needs more succinylcholine,The patient is having a dystonic reaction and needs diphenhydramine,B,Masseter muscle rigidity after succinylcholine may be an early sign of malignant hyperthermia a rare but life-threatening hypermetabolic crisis of skeletal muscle. It occurs in genetically susceptible individuals exposed to triggering agents including succinylcholine and volatile anesthetics. Early signs include masseter rigidity tachycardia rising temperature and elevated EtCO2. Treatment includes discontinuing triggering agents hyperventilation cooling and dantrolene 2.5 mg/kg IV. Mortality without treatment exceeds 70%.,Paramedic,hard
28,Pharmacology,Reversal,You intubated a patient using rocuronium 1.2 mg/kg thirty minutes ago. The intubation was unexpectedly difficult and you now realize the patient has an undiagnosed anatomic abnormality that makes ventilation extremely difficult even with the ETT in place. You are having trouble maintaining adequate ventilation and medical control advises considering reversal of paralysis to allow the patient to breathe spontaneously while maintaining the airway. What reversal agent can immediately reverse rocuronium?,Neostigmine 0.05 mg/kg with glycopyrrolate,Sugammadex 16 mg/kg for immediate reversal of rocuronium,Naloxone 2 mg IV,Flumazenil 0.2 mg IV,B,Sugammadex is a modified gamma-cyclodextrin that encapsulates rocuronium and vecuronium molecules creating a complex that is renally excreted. At 16 mg/kg it provides immediate reversal within 1-3 minutes of even deep neuromuscular blockade from rocuronium. Standard reversal dose is 2-4 mg/kg for moderate blockade. Neostigmine reverses non-depolarizing agents but takes 15-20 minutes and requires anticholinergic co-administration. Naloxone reverses opioids and flumazenil reverses benzodiazepines.,Paramedic,hard
