emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-381,Medical,Altered Mental Status,scenario,A 45-year-old man is confused and agitated. He smells of alcohol. He has a laceration on his forehead from a fall. Should you assume his altered mental status is from alcohol?,Yes the alcohol smell explains everything,No do not assume alcohol is the sole cause. Head injury hypoglycemia and other conditions can cause similar symptoms and can coexist with intoxication. Fully assess including glucose if possible and transport for evaluation,Only treat the laceration,He is just drunk let him sleep,B,Never assume alcohol alone explains altered mental status. Head trauma hypoglycemia stroke and other serious conditions can mimic or coexist with intoxication. This patient needs full assessment and hospital evaluation.
EMR-SCEN-382,Medical,Poisoning,scenario,A toddler got into grandmother's pill bottles and may have ingested unknown medications. He currently appears fine and is playing normally. The parents ask if he really needs to go to the hospital.,No if he seems fine he is okay,Yes he must be evaluated. Many medication toxicities have delayed onset. A child who appears fine now may become critically ill later. Bring all pill bottles and transport for evaluation and possible decontamination,Only if he shows symptoms,Make him vomit to remove the pills,B,Medication ingestion in children requires evaluation even if asymptomatic. Many drugs have delayed toxicity. The child could appear normal then rapidly deteriorate. Bring the pill bottles and transport immediately.
EMR-SCEN-383,Trauma,Mechanism,scenario,A motorcycle rider was thrown 30 feet after colliding with a car at high speed. He is walking around at the scene saying he feels fine. Should you let him refuse transport?,Yes if he feels fine he can refuse,No this mechanism warrants full evaluation regardless of current symptoms. High-speed motorcycle crashes with ejection can cause serious internal injuries that may not be immediately apparent. Strongly encourage transport and document thoroughly if he still refuses,Only if he can walk,He is probably fine,B,High-energy mechanism like motorcycle crash with ejection can cause serious internal injuries not immediately apparent. Adrenaline can mask symptoms. Strongly encourage transport. If he refuses ensure informed refusal and document thoroughly.
EMR-SCEN-384,Trauma,Penetrating,scenario,A patient has a knife embedded in his abdomen. He wants you to remove it to make him more comfortable. Should you remove the knife?,Yes removing it will help with pain,No leave the knife in place and stabilize it with bulky dressings. Impaled objects may be tamponading bleeding. Removal can cause uncontrolled hemorrhage. Only remove impaled objects if they prevent CPR or transport,Remove it slowly to minimize damage,Let the patient remove it himself,B,Never remove impaled objects in the field. They may be controlling bleeding by tamponade effect. Stabilize in place with bulky dressings and transport for surgical removal under controlled conditions.
EMR-SCEN-385,Trauma,Spinal,scenario,A diver struck the bottom of a pool and now cannot move his arms or legs. He is floating in the water face up. How should you remove him from the water?,Grab his arms and pull him out,Float a backboard under him while maintaining inline spinal stabilization. Support his head and neck throughout. Carefully lift him horizontally onto the deck maintaining spinal alignment. This is a water rescue with spinal precautions,Tell him to swim to the edge,Pull him out by his feet,B,Diving accidents have high risk of cervical spine injury. Maintain inline stabilization throughout water rescue. Float a backboard under him keep him horizontal and maintain spinal alignment during removal and transport.
EMR-SCEN-386,Trauma,Burns,scenario,A patient pulled a pot of boiling water onto himself. He has burns on his chest and abdomen with blisters and redness. He is in severe pain. Using rule of nines what approximate body surface area is burned?,9%,36%. Anterior chest is 9% and anterior abdomen is 9% for 18% total. However if the burns wrap around the torso it could be more. This is significant BSA requiring burn center evaluation,50%,5%,B,Using rule of nines the anterior torso chest and abdomen together is 18%. Second-degree burns with blisters over this area is significant and likely requires burn center evaluation depending on other factors.
EMR-SCEN-387,Special Populations,Pediatric Respiratory,scenario,A 2-year-old has been coughing with a runny nose for 2 days. Tonight he developed a barking cough and noisy breathing. His temperature is 101°F. He does not have drooling and can swallow. What condition is likely?,Epiglottitis,Croup. The gradual onset after URI symptoms low-grade fever barking cough and inspiratory stridor without drooling or toxic appearance suggests viral croup. Keep him calm provide humidified oxygen if needed and transport,Asthma,Foreign body aspiration,B,Croup presents with gradual onset after cold symptoms barking cough stridor and low fever. The absence of drooling high fever and toxic appearance helps differentiate it from epiglottitis. Keep him calm and monitor for worsening.
EMR-SCEN-388,Special Populations,Pediatric Trauma,scenario,A 6-year-old was hit by a car. She has no obvious external injuries but is pale quiet and has a rapid heart rate. Her blood pressure is normal. Her mother says she is usually loud and energetic. How concerned should you be?,Not very since her BP is normal,Very concerned. A pale quiet tachycardic child with change from normal behavior is showing signs of shock despite normal BP. Children compensate well maintaining BP until late. Transport immediately to a trauma center,Only if she cries,She is just scared,B,Change from baseline behavior pallor and tachycardia in a child are shock signs. Children maintain BP until they have lost significant blood volume. Her normal BP is not reassuring given her other findings. Treat as serious trauma.
EMR-SCEN-389,Special Populations,Geriatric Fall,scenario,An 88-year-old woman tripped on a rug and fell hitting her head. She takes warfarin for atrial fibrillation. She has a small bump on her head but says she feels fine and does not want to go to the hospital. What is your concern?,She is fine if she feels okay,She is at very high risk for intracranial bleeding. Elderly anticoagulated patients can develop life-threatening brain bleeds from minor head trauma. Symptoms may be delayed. Strongly encourage transport for CT evaluation,Falls are normal in elderly,Warfarin protects against bleeding,B,Elderly patients on anticoagulants are extremely high-risk for intracranial hemorrhage even from minor falls. Bleeding can be delayed. This patient needs CT evaluation regardless of current symptoms. Strongly encourage transport.
EMR-SCEN-390,Special Populations,Obstetric Delivery,scenario,A woman is in labor and the baby's head is crowning. She wants to be transported to the hospital. Should you attempt transport?,Yes get her to the hospital quickly,No deliver on scene. Crowning means delivery is imminent. Attempting transport risks delivery in the ambulance under less controlled conditions. Prepare for delivery stay calm guide the process and then transport mother and baby after delivery,Only if contractions slow,Push the head back and transport,B,Crowning means birth is imminent. Do not transport. Prepare for delivery on scene. Have delivery supplies ready support the head as it delivers check for cord around neck and prepare for newborn care.
EMR-SCEN-391,Operations,Triage,scenario,At an MCI you are triaging using START. A patient has respiratory rate of 8 and is unresponsive. You reposition the airway and now she is breathing at 22 with chest rise. She still does not follow commands. What is her triage category?,Deceased black,Immediate red. She was not breathing but started after airway repositioning. Any patient who breathes after airway intervention is immediate. She needs ongoing airway management but is potentially salvageable,Minor green,Delayed yellow,B,START triage: if patient is not breathing but breathes after airway opening they are immediate red. She needs continued airway management. Tag as immediate and move to the next patient.
EMR-SCEN-392,Operations,Transport Decision,scenario,You have a patient with signs of stroke. The nearest hospital is 5 minutes away. The nearest stroke center is 25 minutes away. Where should you transport?,The closest hospital to save time,The stroke center if the additional time is within acceptable limits and the patient may benefit from specialized treatment. Stroke centers can provide interventions that community hospitals cannot. Consult protocols and medical direction,Whichever the patient prefers,Stay on scene and wait for ALS,B,Stroke patients benefit from specialized stroke center care. If the additional transport time is reasonable and patient is a candidate for intervention transport to the stroke center. Follow local protocols for bypass decisions.
EMR-SCEN-393,Operations,Refusal,scenario,You treated a diabetic patient for hypoglycemia. After receiving oral glucose she is now alert oriented and asymptomatic with blood glucose of 110. She wants to refuse transport. What should you do?,She cannot refuse because she was altered,Ensure she has decision-making capacity now. Explain the risks of refusing transport including recurrent hypoglycemia. Advise her to eat a meal contact her doctor and call back if symptoms return. Document thoroughly including risks explained and have her sign refusal,Force her to go to the hospital,Leave without documentation,B,She now appears to have capacity. Explain risks of refusing ensure she understands advise appropriate follow-up and document thoroughly. Include that she understood risks and refused. Have her sign refusal form and advise to call if symptoms return.
EMR-SCEN-394,Legal,Consent,scenario,You respond to a 15-year-old with a possible broken arm from a skateboard fall. She is alone and in pain. Her parents cannot be reached. She asks you to splint her arm and take her to the hospital. Can you treat her?,No you must wait for parental consent,Yes implied consent allows emergency treatment when parents are unavailable. She has a potentially serious injury and cannot consent herself as a minor. Provide appropriate treatment and transport. Continue trying to reach parents and document attempts,Only if she signs consent,Only with a court order,B,Implied consent allows treatment of minors when parents are unavailable and emergency treatment is needed. Provide appropriate care for her injury and transport. Document attempts to reach parents and continue trying during transport.
EMR-SCEN-395,Comprehensive,Integration,scenario,You respond to a 55-year-old man with crushing chest pressure for 30 minutes. He is diaphoretic pale and anxious. BP 148/90 HR 104 RR 22 SpO2 94%. He has prescribed nitroglycerin and aspirin at home. Describe your complete management.,Give nitroglycerin only,Complete management includes: High-flow oxygen to improve SpO2. Aspirin 160-325mg chewed if not already taken and not allergic. Assist with nitroglycerin if BP above 100. Position of comfort. Continuous monitoring. Calm reassurance. Rapid transport to cardiac-capable facility. Prepare for potential cardiac arrest,Wait to see if pain resolves,Transport without treatment,B,Comprehensive STEMI management includes oxygen aspirin nitroglycerin positioning monitoring and rapid transport to appropriate facility. Be prepared for sudden cardiac arrest. This patient has classic MI presentation requiring immediate complete treatment.
