id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
24,Airway,Assessment,Supraclavicular retractions occur:,Below the ribs,Above the clavicles,Between ribs,In the abdomen,B,Supraclavicular retractions are seen above the clavicles in severe distress.,AEMT,medium
25,Airway,Assessment,Head bobbing in infants indicates:,Normal behavior,Respiratory distress,Sleep,Comfort,B,Head bobbing with breathing indicates significant respiratory distress in infants.,AEMT,medium
26,Airway,Assessment,See-saw breathing in children indicates:,Normal breathing,Respiratory distress with paradoxical movement,Adequate ventilation,Sleep breathing,B,See-saw or paradoxical breathing shows chest and abdomen moving opposite directions.,AEMT,medium
27,Airway,Assessment,Normal SpO2 on room air is:,85-90%,95-100%,80-85%,70-75%,B,Normal oxygen saturation is 95-100% on room air.,AEMT,medium
28,Airway,Assessment,SpO2 less than 94% generally indicates:,Normal,Hypoxia requiring oxygen,Hyperoxia,Adequate oxygenation,B,SpO2 below 94% suggests hypoxia and need for supplemental oxygen.,AEMT,medium
29,Airway,Assessment,Pulse oximetry measures:,Oxygen in plasma,Hemoglobin saturation with oxygen,Carbon dioxide levels,Respiratory rate,B,Pulse oximetry measures percentage of hemoglobin saturated with oxygen.,AEMT,medium
30,Airway,Assessment,Pulse oximetry may be inaccurate with:,Normal perfusion,Poor perfusion hypothermia CO poisoning,High oxygen levels,Deep breathing,B,SpO2 inaccurate with poor perfusion cold CO poisoning nail polish anemia.,AEMT,medium
31,Airway,Management,Head-tilt chin-lift opens airway by:,Flexing the neck,Lifting tongue off posterior pharynx,Suctioning secretions,Inserting an airway,B,Head-tilt chin-lift lifts mandible and tongue away from posterior pharynx.,AEMT,medium
32,Airway,Management,Modified jaw thrust is used when:,Patient is conscious,Cervical spine injury suspected,OPA is contraindicated,Patient is breathing,B,Modified jaw thrust opens airway while maintaining cervical spine alignment.,AEMT,medium
33,Airway,Management,Suctioning should be performed:,Continuously,When secretions are visible or audible,Every 5 minutes,Only at hospital,B,Suction when you see or hear secretions obstructing the airway.,AEMT,medium
34,Airway,Management,Rigid suction catheter is used for:,Tracheal suctioning,Oropharyngeal suctioning,Deep suctioning,Nasal suctioning,B,Rigid Yankauer catheter is for oropharyngeal suctioning of thick secretions.,AEMT,medium
35,Airway,Management,Flexible suction catheter is used for:,Oral suctioning only,Suctioning through airway devices or nose,Thick secretions,Vomit removal,B,Flexible catheters for suctioning through airways ETT or nasal passages.,AEMT,medium
36,Airway,Management,Suction pressure for adults should not exceed:,80 mmHg,120 mmHg,200 mmHg,300 mmHg,B,Adult suction pressure should not exceed 120 mmHg to prevent tissue damage.,AEMT,medium
37,Airway,Management,Suction pressure for infants should not exceed:,40 mmHg,80-100 mmHg,150 mmHg,200 mmHg,B,Infant suction pressure should not exceed 80-100 mmHg.,AEMT,medium
38,Airway,Management,If patient vomits during suctioning you should:,Continue suctioning,Turn patient to side and suction,Stop suctioning,Insert OPA,B,Turn to side to prevent aspiration and clear airway with suction.,AEMT,medium
39,Airway,Management,OPA insertion in adults uses which technique:,Insert right side up,Insert upside down rotate 180 degrees,Insert sideways,Insert through nose,B,Adult OPA inserted with tip toward palate then rotated 180 degrees.,AEMT,medium
40,Airway,Management,If patient gags on OPA you should:,Push it further,Remove immediately,Leave in place,Tape it in place,B,If patient gags remove OPA immediately; indicates intact gag reflex.,AEMT,medium
41,Airway,Management,NPA is measured from:,Lip to ear,Tip of nose to earlobe,Chin to ear,Nostril to nostril,B,NPA measured from tip of nose to earlobe; diameter should match nostril.,AEMT,medium
42,Airway,Management,NPA is inserted:,With bevel away from septum,With bevel toward septum,Bevel facing up,Without lubrication,B,Insert NPA with bevel toward septum; lubricate with water-based lubricant.,AEMT,medium
43,Airway,Management,If NPA meets resistance during insertion:,Force it through,Try the other nostril,Remove and use OPA,Push harder,B,If resistance met try other nostril; do not force.,AEMT,medium
44,Airway,Management,NPA advantage over OPA is:,Larger size,Better tolerated with gag reflex,Easier insertion,Provides better airway,B,NPA better tolerated in patients with intact gag reflex.,AEMT,medium
45,Airway,Management,King LT airway is inserted:,Into the trachea,Into the esophagus and hypopharynx,Through the nose,Through a surgical opening,B,Supraglottic airways like King LT sit above glottis; do not enter trachea.,AEMT,medium
46,Airway,Management,Supraglottic airway advantages include:,Definitive airway,Easier placement no visualization needed,Better than ETT,Prevents aspiration completely,B,Supraglottic airways easier to place; do not require visualization of cords.,AEMT,medium
47,Airway,Management,Supraglottic airways do NOT:,Protect airway,Completely prevent aspiration,Allow ventilation,Provide a seal,B,Supraglottic airways do not completely prevent aspiration like ETT with cuff.,AEMT,medium
48,Airway,Management,After placing supraglottic airway confirm by:,Patient speaking,Chest rise breath sounds capnography,Cuff inflation,Visualization,B,Confirm placement with chest rise bilateral breath sounds capnography.,AEMT,medium
49,Airway,Management,Ventilation through supraglottic airway is delivered:,Same as BVM to face,At higher pressures,With slower rate,With smaller volumes,A,Ventilate normally with chest rise; same technique as BVM.,AEMT,medium
50,Airway,Ventilation,BVM reservoir bag should be:,Partially inflated,Fully inflated before use,Empty,Detached,B,Reservoir should be fully inflated to deliver high oxygen concentration.,AEMT,medium
51,Airway,Ventilation,BVM without oxygen delivers approximately:,10% oxygen,21% oxygen,50% oxygen,100% oxygen,B,Room air contains 21% oxygen; without O2 source BVM delivers room air.,AEMT,medium
52,Airway,Ventilation,BVM with reservoir and 15 LPM O2 delivers approximately:,40-50% oxygen,60-70% oxygen,90-100% oxygen,21% oxygen,C,BVM with reservoir at 15 LPM delivers 90-100% oxygen.,AEMT,medium
53,Airway,Ventilation,Signs of effective BVM ventilation include:,Epigastric sounds,Visible chest rise and improving color,Gastric distension,Patient fighting,B,Effective ventilation shows chest rise with each breath and improving color SpO2.,AEMT,medium
54,Airway,Ventilation,If chest does not rise with BVM:,Ventilate faster,Reposition airway check seal try again,Increase volume,Continue same technique,B,No chest rise: reposition head check mask seal consider obstruction.,AEMT,medium
55,Airway,Ventilation,Gastric distension is harmful because:,It is painful,It restricts diaphragm movement and increases aspiration risk,It is not harmful,It improves ventilation,B,Gastric distension restricts breathing and increases vomiting aspiration risk.,AEMT,medium
56,Airway,Ventilation,To reduce gastric distension:,Ventilate rapidly,Use slow breaths with minimal volume for chest rise,Increase pressure,Ventilate harder,B,Slow 1-second breaths with just enough volume to see chest rise.,AEMT,medium
57,Airway,Ventilation,Cricoid pressure Sellick maneuver:,Opens the airway,May help reduce gastric insufflation,Is always required,Improves ventilation,B,Cricoid pressure compresses esophagus may reduce air into stomach.,AEMT,medium
58,Airway,Ventilation,Ventilation rate for apneic adult with pulse:,6-8 per minute,10-12 per minute,20-24 per minute,30 per minute,B,Respiratory arrest with pulse: ventilate 10-12 per minute one every 5-6 seconds.,AEMT,medium
59,Airway,Ventilation,During CPR with basic airway ventilation ratio is:,15:2,30:2,10:1,Continuous,B,Adult CPR without advanced airway: 30 compressions to 2 ventilations.,AEMT,medium
60,Airway,Ventilation,Pediatric BVM should be:,Same size as adult,Appropriately sized for patient,Always the smallest,Always largest available,B,Use appropriately sized pediatric BVM; too large causes excessive volume.,AEMT,medium
61,Airway,Oxygenation,Nasal cannula flow rate range is:,1-6 LPM,1-15 LPM,6-15 LPM,10-15 LPM,A,Nasal cannula effective at 1-6 LPM; higher flows dry nasal mucosa.,AEMT,medium
62,Airway,Oxygenation,Simple face mask requires minimum flow of:,2 LPM,6 LPM,10 LPM,15 LPM,B,Simple mask needs minimum 6 LPM to flush exhaled CO2 from mask.,AEMT,medium
63,Airway,Oxygenation,Simple face mask flow rate range is:,1-4 LPM,6-10 LPM,10-15 LPM,15-25 LPM,B,Simple mask used at 6-10 LPM delivering 35-60% oxygen.,AEMT,medium
64,Airway,Oxygenation,Non-rebreather mask has:,No reservoir,Reservoir bag and one-way valves,Only reservoir,Only valves,B,NRB has reservoir bag for high O2 and one-way valves to prevent rebreathing.,AEMT,medium
65,Airway,Oxygenation,The reservoir bag on NRB should:,Be empty,Stay inflated during inspiration,Be removed,Deflate completely,B,Reservoir should stay at least partially inflated; if collapses increase flow.,AEMT,medium
66,Airway,Oxygenation,Venturi mask is used to:,Deliver highest oxygen,Deliver precise oxygen concentration,Deliver humidified oxygen,Replace NRB,B,Venturi mask delivers precise FiO2 24-50% useful for COPD patients.,AEMT,medium
67,Airway,Oxygenation,COPD patients may have hypoxic drive meaning:,They need more oxygen,Their breathing stimulus is low oxygen not high CO2,They cannot be given oxygen,They breathe faster,B,Some COPD patients breathe based on hypoxia not hypercapnia.,AEMT,medium
68,Airway,Oxygenation,Oxygen therapy for COPD patients should:,Be withheld,Be titrated to SpO2 88-92%,Always be high flow,Be 100% only,B,Give oxygen but titrate to 88-92% to maintain breathing drive.,AEMT,medium
69,Airway,Oxygenation,Never withhold oxygen from:,COPD patients,Hypoxic patients regardless of COPD history,Patients with normal SpO2,Conscious patients,B,Never withhold oxygen from hypoxic patient; treat hypoxia first.,AEMT,medium
70,Airway,Oxygenation,Blow-by oxygen is used for:,Adults,Infants and children who will not tolerate mask,Unconscious patients,Trauma patients,B,Blow-by holds O2 tubing near face for children who refuse mask.,AEMT,medium
71,Airway,Pathophysiology,Ventilation is the:,Exchange of gases at alveoli,Movement of air in and out of lungs,Oxygen binding to hemoglobin,Blood flow through lungs,B,Ventilation is mechanical movement of air into and out of lungs.,AEMT,medium
72,Airway,Pathophysiology,Respiration at the cellular level is:,Breathing,Oxygen use and CO2 production by cells,Air movement,Gas exchange in lungs,B,Cellular respiration is metabolic process using O2 producing CO2.,AEMT,medium
73,Airway,Pathophysiology,External respiration is:,Cellular metabolism,Gas exchange between alveoli and blood,Breathing movements,CO2 production,B,External respiration is gas exchange at alveolar-capillary membrane.,AEMT,medium
74,Airway,Pathophysiology,Internal respiration is:,Lung function,Gas exchange between blood and tissue cells,Breathing,Alveolar exchange,B,Internal respiration is gas exchange between blood and body tissues.,AEMT,medium
75,Airway,Pathophysiology,Oxygen is transported in blood mainly:,Dissolved in plasma,Bound to hemoglobin,As bicarbonate,Free in solution,B,About 97% of oxygen is carried bound to hemoglobin in RBCs.,AEMT,medium
76,Airway,Pathophysiology,Carbon dioxide is transported mainly:,Bound to hemoglobin only,As bicarbonate ion in plasma,Dissolved in plasma only,Attached to WBCs,B,Most CO2 transported as bicarbonate; some bound to Hb and dissolved.,AEMT,medium
77,Airway,Pathophysiology,Hypoxic drive occurs when:,Brain senses high O2,Chemoreceptors respond to low O2 rather than high CO2,CO2 drives breathing,Normal breathing occurs,B,In chronic CO2 retention low O2 becomes primary breathing stimulus.,AEMT,medium
78,Airway,Pathophysiology,V/Q mismatch means:,Normal gas exchange,Ventilation and perfusion are not matched,Adequate breathing,Normal blood flow,B,V/Q mismatch when ventilation and blood flow are not proportional; impairs gas exchange.,AEMT,medium
79,Airway,Pathophysiology,Shunting occurs when:,Blood bypasses ventilated alveoli,Alveoli are ventilated but not perfused,Normal gas exchange occurs,Oxygen levels are high,A,Shunt is blood passing through lungs without gas exchange.,AEMT,medium
80,Airway,Pathophysiology,Dead space ventilation occurs when:,Blood bypasses alveoli,Alveoli are ventilated but not perfused,Normal breathing,Effective gas exchange,B,Dead space is ventilation of areas without blood flow; no gas exchange.,AEMT,medium
81,Airway,Respiratory Emergency,Status asthmaticus is:,Mild asthma,Severe asthma not responding to treatment,Chronic asthma,Resolved asthma,B,Status asthmaticus is severe life-threatening asthma unresponsive to initial treatment.,AEMT,medium
82,Airway,Respiratory Emergency,Silent chest in asthma indicates:,Improving condition,Critical airway obstruction no air movement,Resolved attack,Mild asthma,B,Silent chest means severe obstruction with insufficient airflow to generate wheezing.,AEMT,medium
83,Airway,Respiratory Emergency,Pulsus paradoxus in asthma indicates:,Mild attack,Severe attack,Resolved symptoms,Normal finding,B,Pulsus paradoxus greater than 10 mmHg suggests severe asthma attack.,AEMT,medium
84,Airway,Respiratory Emergency,COPD pink puffer refers to:,Chronic bronchitis,Emphysema patient thin with pursed lips,Asthma patient,Heart failure patient,B,Pink puffer describes emphysema: thin pursed-lip breathing pink from hyperventilation.,AEMT,medium
85,Airway,Respiratory Emergency,COPD blue bloater refers to:,Emphysema,Chronic bronchitis patient cyanotic overweight,Asthma patient,Pneumonia patient,B,Blue bloater describes chronic bronchitis: cyanotic overweight productive cough.,AEMT,medium
86,Airway,Respiratory Emergency,Pulmonary embolism most commonly originates from:,Heart,Deep vein thrombosis in legs,Lungs,Arteries,B,Most PEs originate from DVT in lower extremities traveling to lungs.,AEMT,medium
87,Airway,Respiratory Emergency,Signs of pulmonary embolism include:,Wheezing only,Sudden dyspnea chest pain tachycardia hypoxia,Productive cough,Fever,B,PE: sudden dyspnea pleuritic chest pain tachycardia hypoxia; may have leg swelling.,AEMT,medium
88,Airway,Respiratory Emergency,Risk factors for PE include:,Exercise,Immobility recent surgery pregnancy,Deep breathing,Young age,B,PE risks: immobility surgery cancer pregnancy oral contraceptives previous DVT.,AEMT,medium
89,Airway,Respiratory Emergency,Spontaneous pneumothorax occurs most commonly in:,Elderly women,Tall thin young males,Infants,Athletes,B,Primary spontaneous pneumothorax most common in tall thin young males.,AEMT,medium
90,Airway,Respiratory Emergency,Hyperventilation syndrome causes respiratory:,Acidosis,Alkalosis,No pH change,Metabolic acidosis,B,Hyperventilation blows off CO2 causing respiratory alkalosis.,AEMT,medium
91,Airway,Respiratory Emergency,Carpopedal spasm in hyperventilation is caused by:,Hypoxia,Low CO2 causing decreased calcium,High CO2,Dehydration,B,Low CO2 from hyperventilation causes decreased ionized calcium leading to tetany.,AEMT,medium
92,Airway,Respiratory Emergency,Pertussis whooping cough is characterized by:,Barking cough,Paroxysmal coughing with inspiratory whoop,Productive cough,Dry cough only,B,Whooping cough has severe coughing fits followed by inspiratory whoop.,AEMT,medium
93,Airway,Respiratory Emergency,RSV respiratory syncytial virus primarily affects:,Adults,Infants and young children,Elderly only,Teenagers,B,RSV is common cause of bronchiolitis in infants and young children.,AEMT,medium
94,Airway,Respiratory Emergency,Bronchiolitis presents with:,Stridor only,Wheezing crackles respiratory distress in infants,Barking cough,No symptoms,B,Bronchiolitis: wheezing tachypnea retractions poor feeding in infants.,AEMT,medium
95,Airway,Respiratory Emergency,Treatment for bronchiolitis is primarily:,Antibiotics,Supportive care oxygen suctioning,Bronchodilators always,Steroids always,B,Bronchiolitis treatment is supportive; bronchodilators have limited evidence.,AEMT,medium
96,Airway,Respiratory Emergency,Aspiration pneumonia results from:,Viral infection,Inhaling foreign material especially gastric contents,Bacterial infection,Allergic reaction,B,Aspiration pneumonia from inhaling gastric contents food or other material.,AEMT,medium
97,Airway,Special Situations,Laryngectomy patients breathe through:,Nose and mouth,Stoma in the neck,Tracheostomy tube only,Normal airway,B,Laryngectomy patients have permanent stoma; no connection to upper airway.,AEMT,medium
98,Airway,Special Situations,When ventilating a laryngectomy patient:,Use mouth-to-mouth,Ventilate through the stoma,Cover the stoma,Use nasal cannula only,B,Ventilate laryngectomy through stoma; there is no upper airway connection.,AEMT,medium
99,Airway,Special Situations,Obese patients may have difficult airways due to:,Better anatomy,Excess tissue short neck limited mobility,Larger airways,Easier ventilation,B,Obesity: excess pharyngeal tissue short neck limited neck extension difficult mask seal.,AEMT,medium
