emr_id,category,subcategory,question_type,statement,correct_answer,rationale
EMR-TF-512,Special Populations,Labor and Delivery,true_false,Massaging the uterus after delivery helps it contract and reduces bleeding.,TRUE,Uterine atony failure to contract is the most common cause of postpartum hemorrhage. Fundal massage stimulates contraction. Locate the fundus at the umbilicus and massage firmly. Having the baby breastfeed also stimulates uterine contraction.
EMR-TF-513,Special Populations,Abnormal Deliveries,true_false,Breech presentation with buttocks or feet presenting first increases risk of complications.,TRUE,Breech deliveries have higher risk of cord prolapse and head entrapment. If a foot or buttocks presents support the presenting part do not pull and transport immediately if possible. Hospital delivery with possible cesarean is preferred.
EMR-TF-514,Special Populations,Abnormal Deliveries,true_false,Prolapsed umbilical cord is an emergency requiring immediate intervention.,TRUE,When the cord delivers before the baby it can be compressed cutting off fetal blood supply. Insert gloved hand and lift the presenting part off the cord. Keep pressure off the cord keep it moist and transport emergently for cesarean delivery.
EMR-TF-515,Special Populations,Abnormal Deliveries,true_false,Shoulder dystocia occurs when the baby's shoulders get stuck after the head delivers.,TRUE,Shoulder dystocia is an emergency where the anterior shoulder is stuck behind the pubic bone. The baby cannot be delivered and time is critical due to cord compression. McRoberts maneuver flexing mother's thighs sharply back often helps.
EMR-TF-516,Special Populations,Abnormal Deliveries,true_false,Meconium-stained amniotic fluid can indicate fetal distress.,TRUE,Meconium is fetal stool passed in utero sometimes due to stress. Green or brown amniotic fluid indicates meconium. If present be prepared to suction the baby's airway before stimulation. Meconium aspiration can cause severe respiratory problems.
EMR-TF-517,Special Populations,Abnormal Deliveries,true_false,Premature babies are at higher risk for hypothermia and respiratory problems.,TRUE,Premature infants have immature lungs lacking surfactant and less body fat for thermoregulation. They need extra attention to warming and may require respiratory support. Handle gently as premature infants are fragile.
EMR-TF-518,Special Populations,Abnormal Deliveries,true_false,Multiple births twins or more have higher rates of complications.,TRUE,Multiple gestations have increased risk of preterm delivery malpresentation cord entanglement and postpartum hemorrhage due to overdistended uterus. Be prepared for each baby to need separate resuscitation equipment.
EMR-TF-519,Special Populations,Neonatal Resuscitation,true_false,Most newborns require only warmth drying and stimulation to begin breathing.,TRUE,About 90% of newborns transition successfully with basic care. Drying provides stimulation and prevents heat loss. Most will breathe within 30 seconds. Only about 10% require more intervention and fewer than 1% need extensive resuscitation.
EMR-TF-520,Special Populations,Neonatal Resuscitation,true_false,The newborn CPR compression to ventilation ratio is 3:1 different from adults.,TRUE,Newborn resuscitation uses 3:1 ratio because most newborn arrests are respiratory in origin. Ventilation is critical. Compress one-third chest depth at a rate allowing 90 compressions and 30 breaths per minute.
EMR-TF-521,Special Populations,Neonatal Resuscitation,true_false,Newborn compressions are performed using the two-thumb encircling hands technique.,TRUE,For newborn CPR place both thumbs on the lower sternum with fingers encircling the chest. This provides good compression depth and control. An alternative is two-finger technique if alone and needing to access the umbilicus.
EMR-TF-522,Special Populations,Neonatal Resuscitation,true_false,Blow-by oxygen or oxygen mask provides adequate respiratory support for most distressed newborns.,FALSE,Free-flow oxygen does not provide positive pressure ventilation needed for apneic or poorly breathing newborns. Positive pressure ventilation with bag-mask is required for newborns who are not breathing or have heart rate below 100 despite stimulation.
EMR-TF-523,Special Populations,Patients with Disabilities,true_false,Patients with disabilities should be treated with dignity and respect like all patients.,TRUE,People with disabilities deserve respectful care. Address the patient directly not just caregivers. Ask about their needs and communication preferences. Do not make assumptions about their abilities or limitations.
EMR-TF-524,Special Populations,Patients with Disabilities,true_false,Service animals may accompany patients and should be transported with them when possible.,TRUE,Service animals provide essential support for people with disabilities. Make reasonable efforts to transport the animal with the patient. If not possible ensure the animal is secured and arrangements made for its care.
EMR-TF-525,Special Populations,Patients with Disabilities,true_false,When communicating with a deaf patient writing notes or using a communication app can help.,TRUE,Written communication visual aids and communication apps can facilitate interaction with deaf patients. Face the patient when speaking for lip reading. Learn basic signs if possible. Be patient and ensure understanding of important information.
EMR-TF-526,Special Populations,Patients with Disabilities,true_false,Patients with developmental disabilities may have difficulty communicating symptoms accurately.,TRUE,Some patients may have difficulty describing symptoms or understanding questions. Use simple language be patient and observe non-verbal cues. Caregivers can provide valuable baseline information. Do not dismiss symptoms because communication is difficult.
EMR-TF-527,Special Populations,Bariatric Patients,true_false,Obese patients may require additional resources for safe lifting and transport.,TRUE,Bariatric patients may exceed weight limits for standard equipment. Special stretchers lifting devices and additional personnel may be needed. Plan ahead for safe patient handling to prevent injury to patient and providers.
EMR-TF-528,Special Populations,Bariatric Patients,true_false,Standard blood pressure cuffs may give inaccurate readings on obese patients.,TRUE,A cuff that is too small for arm circumference gives falsely high readings. Use appropriate sized large adult or thigh cuffs for accurate measurement. Note if proper cuff was not available and readings may be inaccurate.
EMR-TF-529,Special Populations,Bariatric Patients,true_false,Obese patients may desaturate more quickly due to reduced respiratory reserve.,TRUE,Obesity decreases functional residual capacity and respiratory compliance. Obese patients have less oxygen reserve and desaturate faster during apnea or hypoventilation. Position sitting up when possible and be prepared for rapid airway intervention.
EMR-TF-530,Special Populations,Bariatric Patients,true_false,CPR in obese patients may require modifications for effective compressions.,TRUE,Achieving adequate compression depth may be difficult due to body habitus. Position patient on firm surface use stool for leverage if needed and rotate compressors frequently as fatigue occurs faster. Standard hand position applies.
EMR-TF-531,Special Populations,Technology-Dependent,true_false,Patients with tracheostomies breathe through the stoma not through nose and mouth.,TRUE,A tracheostomy is a surgical airway opening in the neck. Patients breathe through this stoma. Some have total laryngectomies and cannot breathe through upper airway at all. Airway management and ventilation must be through the stoma.
EMR-TF-532,Special Populations,Technology-Dependent,true_false,Patients with feeding tubes are at risk for aspiration.,TRUE,Feeding tubes deliver nutrition directly to stomach or intestine but do not prevent aspiration of oral secretions. Patients with feeding tubes often have swallowing dysfunction. Position upright when possible and suction as needed.
EMR-TF-533,Special Populations,Technology-Dependent,true_false,Patients on home ventilators need their ventilator or BVM support during transport.,TRUE,Ventilator-dependent patients cannot breathe adequately without support. Bring the home ventilator if possible or provide BVM ventilation during transport. Know the patient's ventilator settings and ensure adequate oxygen supply.
EMR-TF-534,Special Populations,Technology-Dependent,true_false,Central venous catheters can be used for emergency medication or fluid administration.,TRUE,Central lines provide vascular access that can be used in emergencies. However use requires training and sterile technique. If trained and protocols allow these can be used for medications. Never inject air into central lines.
EMR-TF-535,Special Populations,Technology-Dependent,true_false,Patients with pacemakers or implanted defibrillators can still have cardiac emergencies.,TRUE,Pacemakers and ICDs do not prevent all cardiac emergencies. The device may malfunction be overwhelmed by severe arrhythmia or the patient may have other cardiac problems. Treat the patient based on presentation not just the device.
EMR-TF-536,Special Populations,Hospice and Palliative,true_false,Hospice patients have chosen to focus on comfort care rather than curative treatment.,TRUE,Hospice care emphasizes quality of life and comfort for patients with terminal illnesses who have chosen to forego aggressive life-prolonging treatments. Respect these wishes while providing appropriate symptom management.
EMR-TF-537,Special Populations,Hospice and Palliative,true_false,A valid DNR order should be honored even for hospice patients experiencing distress.,TRUE,DNR orders remain valid. Hospice patients may still experience symptoms requiring treatment and transport. Honor DNR status but provide appropriate comfort care and symptom management. Discuss wishes with patient family and hospice staff.
EMR-TF-538,Special Populations,Hospice and Palliative,true_false,Hospice patients may still require emergency medical services for symptom management or caregiver support.,TRUE,EMS may be called for hospice patients experiencing uncontrolled pain respiratory distress or other symptoms. The goal is symptom relief not resuscitation. Family may also need support. Work with hospice team when possible.
EMR-TF-539,Special Populations,Mental Health,true_false,Mental health emergencies require the same professional approach as medical emergencies.,TRUE,Psychiatric patients deserve respectful professional care. Maintain calm demeanor ensure safety for everyone and transport for evaluation. Mental health conditions are medical conditions. Stigma should not affect quality of care.
EMR-TF-540,Special Populations,Mental Health,true_false,Patients experiencing psychosis may be responding to hallucinations or delusions.,TRUE,Psychotic patients may hear voices see things others do not or hold fixed false beliefs. They are responding to their perceived reality. Do not argue with delusions. Ensure safety speak calmly and transport for psychiatric evaluation.
EMR-TF-541,Special Populations,Mental Health,true_false,Physical restraint should only be used as a last resort after verbal de-escalation fails.,TRUE,Verbal de-escalation is the first approach for agitated patients. Physical restraint carries risks including positional asphyxia and should only be used when necessary for safety. If used monitor continuously and document thoroughly.
EMR-TF-542,Special Populations,Mental Health,true_false,Suicidal patients should be taken seriously and transported for evaluation.,TRUE,All suicidal statements or behaviors should be taken seriously. Patients need psychiatric evaluation to assess risk and provide intervention. Remove access to means of harm when possible. Do not leave suicidal patients alone.
EMR-TF-543,Special Populations,Cultural Considerations,true_false,Cultural beliefs may affect how patients perceive illness and interact with healthcare providers.,TRUE,Culture influences health beliefs treatment preferences communication styles and family involvement in care. Be aware of and respect cultural differences while providing appropriate medical care. Ask about preferences when possible.
EMR-TF-544,Special Populations,Cultural Considerations,true_false,Language barriers can significantly impact patient assessment and care.,TRUE,Communication is essential for history-taking obtaining consent and providing instructions. Use professional interpreters when available. Speak clearly use simple terms and confirm understanding. Family members may help but may not interpret accurately.
EMR-TF-545,Special Populations,Cultural Considerations,true_false,Religious beliefs may affect patient decisions about treatment including blood transfusions and end-of-life care.,TRUE,Some religions have specific beliefs about medical treatments. Respect patient autonomy regarding their beliefs while providing information about medical consequences. Document patient wishes and reasons for refusing specific treatments.
EMR-TF-546,Special Populations,Homeless Patients,true_false,Homeless patients may have delayed access to healthcare resulting in more advanced disease.,TRUE,Lack of regular healthcare access means conditions may be more advanced when homeless patients seek emergency care. They may also have untreated chronic conditions and limited ability to follow up. Provide thorough assessment and appropriate referrals.
EMR-TF-547,Special Populations,Homeless Patients,true_false,Homeless patients deserve the same respectful care as all other patients.,TRUE,Homelessness does not diminish a person's dignity or right to quality care. Treat homeless patients with the same respect and thoroughness as any patient. Personal biases should not affect professional care delivery.
EMR-TF-548,Special Populations,Homeless Patients,true_false,Environmental exposure is a significant risk for homeless patients.,TRUE,Without adequate shelter homeless individuals are at risk for hypothermia hyperthermia and weather-related injuries. Assess for environmental exposure even when the chief complaint is different. Address shelter needs when possible.
EMR-TF-549,Special Populations,Healthcare Providers as Patients,true_false,Healthcare providers as patients may minimize symptoms or resist care.,TRUE,Healthcare workers may downplay symptoms self-diagnose or feel uncomfortable as patients. Treat them professionally assess thoroughly and do not let their medical knowledge influence your clinical judgment about their condition.
EMR-TF-550,Special Populations,Healthcare Providers as Patients,true_false,EMS personnel responding to calls involving colleagues should maintain professional standards.,TRUE,Responding to emergencies involving colleagues or family members is emotionally challenging. Maintain professionalism provide standard care and request additional resources if you cannot remain objective. Quality care must not be compromised.
