emr_id,category,subcategory,question_type,statement,correct_answer,rationale
EMR-TF-713,Airway,Suctioning,true_false,The suction catheter should be inserted without suction and suction applied during withdrawal.,TRUE,Insert the catheter without suction to the appropriate depth then apply suction while withdrawing in a rotating motion. This prevents grabbing tissue during insertion and improves effectiveness.
EMR-TF-714,Breathing,Assessment,true_false,A patient who is breathing 30 times per minute with shallow breaths may be hypoventilating.,TRUE,Respiratory rate alone does not indicate adequacy. Rapid shallow breathing may result in low minute ventilation. Assess both rate and depth to determine if breathing is adequate.
EMR-TF-715,Breathing,Oxygen,true_false,High-flow oxygen should never be withheld from a hypoxic patient.,TRUE,Fear of oxygen toxicity should never prevent treating hypoxia. While some patients may need titrated oxygen withholding oxygen from a hypoxic patient can cause death. Treat hypoxia first.
EMR-TF-716,Breathing,Ventilation,true_false,Hyperventilation during CPR improves patient outcomes.,FALSE,Hyperventilation increases intrathoracic pressure reducing venous return and cardiac output. It also causes gastric insufflation. Ventilate at the recommended rate with adequate but not excessive volume.
EMR-TF-717,Circulation,CPR,true_false,Compression depth for adults should be at least 2 inches.,TRUE,Adult chest compressions should be at least 2 inches deep but not more than 2.4 inches. Shallow compressions are ineffective. Push hard push fast and allow complete recoil.
EMR-TF-718,Circulation,CPR,true_false,The compression fraction should be as high as possible minimizing interruptions.,TRUE,Compression fraction is the percentage of time compressions are being performed. Higher is better. Minimize interruptions for pulse checks rhythm analysis and other interventions.
EMR-TF-719,Circulation,AED,true_false,An AED will shock any abnormal heart rhythm.,FALSE,AEDs only advise shocks for ventricular fibrillation and pulseless ventricular tachycardia. Other rhythms including asystole and PEA are not shockable. Continue CPR for non-shockable rhythms.
EMR-TF-720,Circulation,Bleeding,true_false,Modern guidelines recommend earlier tourniquet use for severe extremity bleeding.,TRUE,Current guidelines emphasize early tourniquet application for life-threatening extremity hemorrhage rather than delayed application after other methods fail. Early tourniquets save lives.
EMR-TF-721,Medical,Cardiac,true_false,Women and diabetics may have heart attacks without typical chest pain.,TRUE,Atypical MI presentations are common in women elderly and diabetics. They may experience shortness of breath weakness fatigue nausea or back pain without classic chest pain.
EMR-TF-722,Medical,Stroke,true_false,FAST stands for Face Arm Speech Time.,TRUE,FAST is a stroke recognition mnemonic. Face drooping Arm weakness Speech difficulty and Time to call for help. It helps identify common stroke signs and emphasizes time urgency.
EMR-TF-723,Medical,Diabetic,true_false,Hypoglycemia can cause altered mental status confusion and seizures.,TRUE,The brain depends on glucose for energy. When blood sugar drops brain function is impaired causing symptoms from confusion to seizures and coma if untreated.
EMR-TF-724,Medical,Respiratory,true_false,Asthma primarily affects the lower airways causing bronchospasm.,TRUE,Asthma involves bronchospasm inflammation and mucus production in the bronchi and bronchioles. Wheezing is the characteristic sound of air moving through narrowed lower airways.
EMR-TF-725,Medical,Allergic,true_false,Anaphylaxis can cause death within minutes if untreated.,TRUE,Anaphylaxis can rapidly cause airway obstruction from swelling and cardiovascular collapse from vasodilation. Death can occur within minutes without epinephrine treatment.
EMR-TF-726,Trauma,Assessment,true_false,High-energy mechanisms should raise suspicion for serious injury regardless of initial appearance.,TRUE,Mechanism of injury helps predict injury patterns. High-energy mechanisms can cause serious internal injuries that are not immediately apparent. Maintain high index of suspicion.
EMR-TF-727,Trauma,Head,true_false,Declining level of consciousness after head trauma is an ominous sign.,TRUE,Deteriorating mental status indicates worsening brain injury possibly from expanding hematoma or increasing edema. This is a critical warning requiring immediate intervention.
EMR-TF-728,Trauma,Spinal,true_false,Spinal precautions should be maintained until injury is ruled out by appropriate evaluation.,TRUE,Once spinal precautions are initiated they should continue until the patient is evaluated and cleared by appropriate methods. Premature release risks paralysis or death.
EMR-TF-729,Trauma,Chest,true_false,A sucking chest wound should be covered with an occlusive dressing.,TRUE,Open chest wounds allow air into the pleural space causing pneumothorax. Cover with an occlusive dressing sealed on three sides or a commercial vented chest seal.
EMR-TF-730,Trauma,Abdominal,true_false,The spleen is the most commonly injured organ in blunt abdominal trauma.,TRUE,The spleen located in the left upper quadrant is highly vascular and commonly injured in blunt trauma. Splenic injuries cause significant hemorrhage and can be life-threatening.
EMR-TF-731,Trauma,Burns,true_false,Cool water should be used to stop the burning process in thermal burns.,TRUE,Cool running water for 10-20 minutes stops the burning process and provides pain relief. Do not use ice as this can cause frostbite and further tissue damage.
EMR-TF-732,Special Populations,Pediatric,true_false,Children have proportionally larger heads which affects airway positioning.,TRUE,Children's larger heads relative to body size cause neck flexion when supine. Padding under the torso may be needed to achieve neutral alignment. The sniffing position opens the pediatric airway.
EMR-TF-733,Special Populations,Pediatric,true_false,Bradycardia in children is usually caused by hypoxia.,TRUE,Unlike adults children become bradycardic primarily from hypoxia. Bradycardia is a pre-arrest sign in children. Treat with ventilation and oxygenation to prevent cardiac arrest.
EMR-TF-734,Special Populations,Geriatric,true_false,Elderly patients may have serious illness with minimal symptoms.,TRUE,Normal aging and multiple diseases can blunt typical responses. Elderly may have MI without pain infection without fever or acute abdomen without guarding. Maintain high suspicion.
EMR-TF-735,Special Populations,Geriatric,true_false,Falls are the leading cause of injury death in patients over 65.,TRUE,Falls cause significant morbidity and mortality in elderly. Reduced bone density anticoagulant use and decreased physiologic reserve increase injury severity. All elderly falls warrant evaluation.
EMR-TF-736,Special Populations,OB,true_false,Supine positioning in late pregnancy can cause hypotension.,TRUE,The gravid uterus compresses the inferior vena cava when supine reducing venous return and causing hypotension. Position pregnant patients on left side or with right hip elevated.
EMR-TF-737,Special Populations,OB,true_false,Crowning indicates delivery is imminent.,TRUE,When the baby's head is visible at the vaginal opening and does not retract between contractions delivery will occur within minutes. Do not transport. Prepare for delivery on scene.
EMR-TF-738,Operations,Safety,true_false,Scene safety is the first priority on every call.,TRUE,Provider safety must come first. Assess scene for hazards before approaching. An injured provider cannot help and becomes an additional patient requiring resources.
EMR-TF-739,Operations,Safety,true_false,Standard precautions should be used for all patients regardless of diagnosis.,TRUE,Standard precautions assume all blood and body fluids are potentially infectious. Do not wait for a diagnosis to use appropriate PPE. Protect yourself on every patient contact.
EMR-TF-740,Operations,Communication,true_false,Hospital notification allows the receiving facility to prepare for patient arrival.,TRUE,Radio reports give hospitals information to prepare appropriate personnel equipment and resources before patient arrival. This improves efficiency of care in the emergency department.
EMR-TF-741,Operations,Documentation,true_false,The patient care report is a legal document.,TRUE,The PCR becomes part of the permanent medical record and is a legal document that may be used in court proceedings. Document accurately objectively and thoroughly.
EMR-TF-742,Operations,Transport,true_false,Not all patients require lights and sirens transport.,TRUE,Transport mode should be based on patient condition and protocols. Lights and sirens increase accident risk and may not significantly reduce transport time for stable patients.
EMR-TF-743,Operations,MCI,true_false,In mass casualty incidents the goal shifts to doing the greatest good for the greatest number.,TRUE,MCI triage prioritizes resources to maximize overall survival. This may mean some patients receive less than optimal individual care. Focus shifts from one patient to the overall incident.
EMR-TF-744,Legal,Consent,true_false,Expressed consent requires the patient to agree to treatment directly.,TRUE,Expressed consent is when a competent patient directly states or indicates agreement to treatment. It may be verbal or written and should be informed meaning the patient understands the treatment.
EMR-TF-745,Legal,Consent,true_false,Implied consent allows treatment of unconscious patients in emergencies.,TRUE,Implied consent assumes that an unconscious patient would want emergency treatment if they could express their wishes. It allows treatment of patients who cannot give expressed consent.
EMR-TF-746,Legal,Refusal,true_false,Competent adults have the right to refuse treatment even if the decision seems unwise.,TRUE,Patient autonomy gives competent adults the right to make their own healthcare decisions including refusing care. The provider's role is to ensure informed refusal not override patient decisions.
EMR-TF-747,Legal,DNR,true_false,A DNR order means withhold all treatment.,FALSE,DNR means do not attempt resuscitation if the patient stops breathing or the heart stops. It does not mean withhold all treatment. Other care including comfort measures may still be appropriate.
EMR-TF-748,Pharmacology,Oxygen,true_false,Oxygen is considered a medication with indications and potential side effects.,TRUE,Oxygen is a medication requiring appropriate selection of delivery device and flow rate based on patient needs. While generally safe high concentrations over time can cause oxygen toxicity.
EMR-TF-749,Pharmacology,Administration,true_false,EMRs may assist patients with certain prescribed medications per protocol.,TRUE,Per protocols EMRs can often assist patients with their own prescribed medications including bronchodilator inhalers nitroglycerin and epinephrine auto-injectors. Know your scope and protocols.
EMR-TF-750,Wellness,Stress,true_false,Critical incident stress is a normal response to traumatic events in EMS.,TRUE,EMS providers frequently encounter traumatic situations. Stress reactions after critical incidents are normal. Recognizing this and seeking support when needed helps maintain provider health.
