emr_id,category,subcategory,question_type,term,definition,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-VOCAB-382,Assessment,Pupils,vocabulary,Mydriasis,Dilated pupils,Constricted pupils,Dilated large pupils,Unequal pupils,Fixed pupils,B,Mydriasis is pupil dilation. Bilateral mydriasis may result from medications stimulants cardiac arrest or brainstem dysfunction. Unilateral mydriasis may indicate herniation or direct eye trauma.
EMR-VOCAB-383,Assessment,Pupils,vocabulary,Miosis,Constricted pupils,Dilated pupils,Small constricted pupils,Unequal pupils,Fixed pupils,B,Miosis is pupil constriction. Bilateral miosis is characteristic of opioid use organophosphate poisoning and pontine hemorrhage. Bright light also causes physiologic miosis.
EMR-VOCAB-384,Assessment,Pupils,vocabulary,Anisocoria,Unequal pupil sizes,Equal pupils,Unequal pupil sizes,Dilated pupils,Constricted pupils,B,Anisocoria is asymmetry in pupil size. Small differences may be normal but significant anisocoria especially with other neurological findings suggests serious pathology like herniation or CN III palsy.
EMR-VOCAB-385,Assessment,Trauma Assessment,vocabulary,DCAP-BTLS,Mnemonic for trauma assessment findings,Vital signs,Trauma assessment mnemonic,Treatment protocol,History mnemonic,B,DCAP-BTLS helps remember what to look and feel for during trauma assessment: Deformities Contusions Abrasions Punctures/Penetrations Burns Tenderness Lacerations Swelling.
EMR-VOCAB-386,Assessment,Trauma Assessment,vocabulary,Mechanism of injury,How trauma occurred and forces involved,Medical diagnosis,How injury happened,Treatment plan,Patient history,B,Mechanism of injury describes how traumatic injuries occurred including type and direction of force speed height falls and other factors. It helps predict injury patterns and guides assessment.
EMR-VOCAB-387,Assessment,Trauma Assessment,vocabulary,Index of suspicion,Awareness of potential injuries based on mechanism,Actual injuries found,Expected injury awareness,Treatment protocol,Vital signs,B,Index of suspicion is anticipating injuries that may be present based on mechanism even if not immediately apparent. High-energy mechanisms warrant high suspicion for occult injuries.
EMR-VOCAB-388,Assessment,Trauma Assessment,vocabulary,Primary survey,Initial rapid assessment for life threats,Detailed examination,Rapid life threat assessment,History taking,Secondary survey,B,Primary survey is the initial rapid assessment identifying and treating immediate life threats following ABCDE: Airway Breathing Circulation Disability Exposure. It precedes detailed secondary survey.
EMR-VOCAB-389,Assessment,Trauma Assessment,vocabulary,Secondary survey,Detailed head-to-toe examination after primary survey,Initial rapid assessment,Detailed physical exam,History taking,Ongoing assessment,B,Secondary survey is the systematic head-to-toe examination performed after life threats are addressed. It identifies all injuries and guides treatment priorities. Includes detailed physical exam and history.
EMR-VOCAB-390,Assessment,Trauma Assessment,vocabulary,Golden hour,Critical time period for trauma patient treatment,Any time period,Critical treatment window,Recovery period,Transport time,B,The golden hour concept emphasizes that trauma patients have the best outcomes when they receive definitive surgical care within approximately one hour of injury. It drives rapid assessment transport decisions.
EMR-VOCAB-391,Assessment,General,vocabulary,Trending,Following changes in patient condition over time,Single measurement,Tracking changes over time,Final assessment,Initial assessment,B,Trending involves tracking vital signs and assessment findings over time to identify improvement or deterioration. Serial measurements are more valuable than single readings for identifying changes.
EMR-VOCAB-392,Assessment,General,vocabulary,Baseline,Patient's normal status for comparison,Abnormal finding,Normal status reference,Emergency status,Changed status,B,Baseline refers to the patient's normal condition before illness or injury. Comparing current status to baseline helps identify changes. Ask family about normal status especially for elderly or disabled patients.
EMR-VOCAB-393,Assessment,General,vocabulary,Reassessment,Repeated evaluation to monitor patient status,Initial assessment,Ongoing monitoring,History taking,Transport decision,B,Reassessment involves repeating assessment components to monitor patient response to treatment and identify changes. Frequency depends on patient acuity. Document reassessment findings.
EMR-VOCAB-394,Assessment,General,vocabulary,Differential diagnosis,List of possible conditions matching patient's presentation,Definitive diagnosis,Possible diagnoses list,Treatment plan,Final diagnosis,B,Differential diagnosis is the list of conditions that could explain the patient's signs and symptoms. Assessment aims to narrow the differential guiding treatment. EMS rarely makes definitive diagnoses.
EMR-VOCAB-395,Assessment,General,vocabulary,Clinical decision making,Process of using assessment to guide treatment decisions,Random treatment,Assessment-guided treatment,Protocol memorization,Guessing,B,Clinical decision making uses assessment findings patient history and protocols to determine appropriate treatment and transport decisions. It requires integrating information and critical thinking.
EMR-VOCAB-396,Assessment,Pediatric,vocabulary,Pediatric Assessment Triangle,Rapid pediatric assessment using appearance work of breathing and circulation,Detailed pediatric exam,Rapid visual pediatric assessment,Pediatric vital signs,Pediatric history,B,The PAT provides rapid across-the-room assessment of pediatric patients using three components: Appearance Work of Breathing and Circulation to skin. Abnormality in any suggests a sick child.
EMR-VOCAB-397,Assessment,Pediatric,vocabulary,Fontanelle,Soft spot on infant skull where bones have not fused,Hard skull bone,Soft spot on skull,Brain covering,Normal skull,B,Fontanelles are soft membranous gaps between infant skull bones. The anterior fontanelle is palpable until about 18 months. Bulging suggests increased ICP while sunken suggests dehydration.
EMR-VOCAB-398,Assessment,Geriatric,vocabulary,Atypical presentation,Unusual symptom pattern often seen in elderly,Normal presentation,Unusual symptom pattern,Pediatric presentation,Classic presentation,B,Atypical presentation occurs when patients especially elderly do not show classic symptoms of a condition. Elderly may have MI without chest pain or infection without fever. Maintain high suspicion.
EMR-VOCAB-399,Assessment,Geriatric,vocabulary,Polypharmacy,Taking multiple medications,One medication,Multiple medications,No medications,Herbal only,B,Polypharmacy is the use of multiple medications common in elderly patients. It increases risk of drug interactions adverse effects and medication-related emergencies. Document all medications thoroughly.
EMR-VOCAB-400,Assessment,Geriatric,vocabulary,Comorbidity,Presence of multiple medical conditions,Single disease,Multiple conditions,No medical history,Healthy status,B,Comorbidity refers to having multiple chronic medical conditions simultaneously. Elderly often have several comorbidities that affect their presentation response to treatment and baseline status.
