id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
43,Cardiovascular,ACS,Atypical MI presentations are more common in:,Young men,Women diabetics and elderly,Athletes,Children,B,Women elderly diabetics may have atypical symptoms like fatigue nausea dyspnea.,AEMT,medium
44,Cardiovascular,ACS,Initial treatment for suspected ACS includes:,Lay patient flat,Oxygen aspirin nitroglycerin if not contraindicated,Fluid bolus,Epinephrine,B,ACS treatment: oxygen if hypoxic aspirin 324mg NTG if SBP greater than 90.,AEMT,medium
45,Cardiovascular,ACS,Aspirin dose for suspected ACS is:,81 mg,162-324 mg chewed,500 mg,650 mg,B,Give 162-324 mg aspirin chewed for faster absorption.,AEMT,medium
46,Cardiovascular,ACS,Aspirin works in ACS by:,Dilating coronary arteries,Inhibiting platelet aggregation,Reducing pain,Lowering blood pressure,B,Aspirin inhibits platelet aggregation reducing clot formation.,AEMT,medium
47,Cardiovascular,ACS,Nitroglycerin is contraindicated when:,Patient has chest pain,Systolic BP is less than 90 or patient took ED medication,Patient is anxious,Heart rate is 90,B,NTG contraindicated if hypotensive or recent PDE5 inhibitor use.,AEMT,medium
48,Cardiovascular,ACS,Nitroglycerin works by:,Increasing heart rate,Dilating blood vessels reducing cardiac workload,Increasing blood pressure,Slowing heart rate,B,NTG causes vasodilation reducing preload and myocardial oxygen demand.,AEMT,medium
49,Cardiovascular,ACS,Nitroglycerin dose is:,0.2 mg sublingual,0.4 mg sublingual every 3-5 minutes,1 mg sublingual,2 mg sublingual,B,NTG 0.4 mg SL every 3-5 minutes up to 3 doses if BP permits.,AEMT,medium
50,Cardiovascular,ACS,Right-sided MI should be suspected when inferior MI presents with:,Hypertension,Hypotension with clear lung sounds,Pulmonary edema,Tachycardia alone,B,RV infarct presents with hypotension JVD and clear lungs.,AEMT,medium
51,Cardiovascular,ACS,Treatment for right-sided MI differs because:,More NTG is needed,Fluid bolus may be needed and avoid NTG,Less oxygen,Higher aspirin dose,B,RV infarct is preload dependent; give fluids avoid NTG.,AEMT,medium
52,Cardiovascular,Heart Failure,Left-sided heart failure causes:,Peripheral edema,Pulmonary edema,Liver congestion,JVD only,B,Left heart failure causes blood to back up into lungs causing pulmonary edema.,AEMT,medium
53,Cardiovascular,Heart Failure,Right-sided heart failure causes:,Pulmonary edema,Peripheral edema JVD hepatic congestion,Crackles in lungs,Frothy sputum,B,Right failure causes systemic venous congestion with edema JVD liver congestion.,AEMT,medium
54,Cardiovascular,Heart Failure,Signs of congestive heart failure include:,Dry skin,Dyspnea edema JVD crackles,Fever,Clear lung sounds,B,CHF presents with dyspnea orthopnea PND edema JVD pulmonary crackles.,AEMT,medium
55,Cardiovascular,Heart Failure,Treatment for acute pulmonary edema includes:,Lay patient flat give fluids,Sit patient upright give oxygen,Fluid bolus,Rapid transport only,B,Position upright high-flow O2 NTG if hypertensive.,AEMT,medium
56,Cardiovascular,Heart Failure,Patients with CHF should be positioned:,Supine,Sitting upright,Trendelenburg,Prone,B,Upright position reduces venous return and work of breathing.,AEMT,medium
57,Cardiovascular,Shock,Shock is defined as:,Low blood pressure,Inadequate tissue perfusion,Rapid heart rate,Unconsciousness,B,Shock is inadequate perfusion and oxygenation of tissues.,AEMT,medium
58,Cardiovascular,Shock,Compensated shock is characterized by:,Hypotension,Normal BP with signs of poor perfusion,Bradycardia,No symptoms,B,Compensated shock maintains BP through increased HR and vasoconstriction.,AEMT,medium
59,Cardiovascular,Shock,Decompensated shock is characterized by:,Normal blood pressure,Falling blood pressure and altered mental status,Slow heart rate,Pink skin,B,Decompensated shock shows hypotension altered mentation as compensation fails.,AEMT,medium
60,Cardiovascular,Shock,Hypovolemic shock is caused by:,Pump failure,Blood or fluid loss,Vasodilation,Spinal injury,B,Hypovolemic shock results from blood or fluid loss reducing circulating volume.,AEMT,medium
61,Cardiovascular,Shock,Cardiogenic shock is caused by:,Blood loss,Heart pump failure,Infection,Allergic reaction,B,Cardiogenic shock is pump failure from MI or other cardiac problems.,AEMT,medium
62,Cardiovascular,Shock,Distributive shock includes:,Hypovolemic and cardiogenic,Septic anaphylactic and neurogenic,Only septic,Only cardiogenic,B,Distributive shock from vasodilation includes septic anaphylactic neurogenic.,AEMT,medium
63,Cardiovascular,Shock,Obstructive shock is caused by:,Blood loss,Mechanical obstruction like PE or tamponade,Infection,Vasodilation,B,Obstructive shock from PE tension pneumothorax or cardiac tamponade.,AEMT,medium
64,Cardiovascular,Shock,Signs of shock include:,Warm dry skin,Tachycardia cool pale skin altered mental status,Bradycardia,Hypertension,B,Shock signs: tachycardia tachypnea cool pale diaphoretic skin altered mentation.,AEMT,medium
65,Cardiovascular,Shock,Neurogenic shock differs from other shock by:,Tachycardia and cool skin,Bradycardia and warm dry skin,Fever,Hypertension,B,Neurogenic shock shows bradycardia hypotension warm dry skin from sympathetic loss.,AEMT,medium
66,Cardiovascular,Shock,Septic shock early warm phase shows:,Cool clammy skin,Warm flushed skin with bounding pulses,Bradycardia,JVD,B,Early septic shock shows vasodilation with warm skin bounding pulses.,AEMT,medium
67,Cardiovascular,Shock,Anaphylactic shock treatment first priority is:,Diphenhydramine,Epinephrine,IV fluids,Oxygen,B,Epinephrine is first-line treatment for anaphylactic shock.,AEMT,medium
68,Cardiovascular,Shock,Treatment for hypovolemic shock includes:,Vasopressors first,IV fluid resuscitation and hemorrhage control,NTG,Laying patient flat only,B,Hypovolemic shock: control bleeding IV fluid resuscitation.,AEMT,medium
69,Cardiovascular,Shock,IV fluid for shock resuscitation is typically:,D5W,Normal saline or lactated Ringers,Half normal saline,D10W,B,Isotonic crystalloids NS or LR are used for volume resuscitation.,AEMT,medium
70,Cardiovascular,Shock,Fluid bolus for adult shock is typically:,250 mL,500-1000 mL or 20 mL/kg,2000 mL rapid,100 mL,B,Initial bolus 500-1000 mL or 20 mL/kg then reassess.,AEMT,medium
71,Cardiovascular,Shock,Trendelenburg position for shock is:,Always recommended,No longer routinely recommended,Required for all shock,Helpful for breathing,B,Trendelenburg not routinely recommended; may worsen breathing.,AEMT,medium
72,Cardiovascular,Shock,Pneumatic anti-shock garment PASG is:,First-line treatment,Rarely used controversial limited indications,Required for all shock,Standard of care,B,PASG/MAST rarely used; may be considered for pelvic fractures.,AEMT,medium
73,Cardiovascular,Cardiac Arrest,The chain of survival includes:,CPR only,Early recognition CPR defibrillation ALS post-arrest care,Transport only,Oxygen only,B,Chain of survival: recognition activate CPR AED/defib ALS post-arrest care.,AEMT,medium
74,Cardiovascular,Cardiac Arrest,High-quality CPR includes compressions at:,60-80 per minute,100-120 per minute,140-160 per minute,80-100 per minute,B,Compress at 100-120 per minute for high-quality CPR.,AEMT,medium
75,Cardiovascular,Cardiac Arrest,Adult CPR compression depth is:,1 inch,At least 2 inches but no more than 2.4 inches,3 inches,0.5 inches,B,Compress at least 2 inches but no more than 2.4 inches in adults.,AEMT,medium
76,Cardiovascular,Cardiac Arrest,CPR compression to ventilation ratio for adults is:,15:2,30:2,15:1,5:1,B,Adult CPR uses 30:2 ratio without advanced airway.,AEMT,medium
77,Cardiovascular,Cardiac Arrest,AED should be applied:,Only after 5 minutes of CPR,As soon as available,Only by paramedics,After transport,B,Apply AED as soon as available; early defibrillation improves survival.,AEMT,medium
78,Cardiovascular,Cardiac Arrest,Shockable rhythms include:,Asystole and PEA,Ventricular fibrillation and pulseless ventricular tachycardia,Sinus bradycardia,Atrial fibrillation,B,VF and pulseless VT are shockable rhythms.,AEMT,medium
79,Cardiovascular,Cardiac Arrest,Non-shockable rhythms include:,VF and VT,Asystole and PEA,Sinus rhythm,AFib,B,Asystole and PEA are not shockable; treat with CPR and medications.,AEMT,medium
80,Cardiovascular,Cardiac Arrest,After AED shock you should:,Check pulse immediately,Immediately resume CPR for 2 minutes,Wait 30 seconds,Transport immediately,B,Resume CPR immediately after shock for 2 minutes before reanalyzing.,AEMT,medium
81,Cardiovascular,Cardiac Arrest,Hands-off time during CPR should be:,Minimized as much as possible,At least 30 seconds,1 minute between cycles,Not important,A,Minimize interruptions; hands-off time reduces survival.,AEMT,medium
82,Cardiovascular,Cardiac Arrest,Compression fraction should be at least:,40%,60%,80%,100%,B,Aim for compression fraction of at least 60% ideally greater than 80%.,AEMT,medium
83,Cardiovascular,Cardiac Arrest,Signs of ROSC include:,Continued pulselessness,Pulse EtCO2 rise purposeful movement,Flat line on monitor,Continued CPR needed,B,ROSC signs: palpable pulse sudden EtCO2 increase spontaneous breathing movement.,AEMT,medium
84,Cardiovascular,Cardiac Arrest,Post-cardiac arrest care includes:,Stopping monitoring,Optimize oxygenation and ventilation transport to appropriate facility,Immediate discharge,No further treatment,B,Post-ROSC: maintain oxygenation ventilation BP transport for definitive care.,AEMT,medium
85,Cardiovascular,Pediatric,Infant CPR compression depth is:,0.5 inch,About 1.5 inches or one-third chest depth,2 inches,2.5 inches,B,Infant compression depth approximately 1.5 inches or one-third AP diameter.,AEMT,medium
86,Cardiovascular,Pediatric,Pediatric CPR with two rescuers uses ratio of:,30:2,15:2,5:1,10:2,B,Two-rescuer pediatric CPR uses 15:2 ratio.,AEMT,medium
87,Cardiovascular,Pediatric,Most pediatric cardiac arrests are caused by:,Primary cardiac disease,Respiratory failure leading to hypoxia,Trauma,Congenital defects,B,Pediatric arrests usually result from respiratory problems causing hypoxia.,AEMT,medium
88,Cardiovascular,Pediatric,Pediatric defibrillation dose is:,2 J/kg then 4 J/kg,100 J for all,200 J for all,1 J/kg,A,Pediatric defib 2 J/kg first shock then 4 J/kg subsequent.,AEMT,medium
89,Cardiovascular,Pediatric,Normal infant heart rate is:,60-100 bpm,100-160 bpm,160-200 bpm,40-60 bpm,B,Normal infant HR 100-160 bpm.,AEMT,medium
90,Cardiovascular,Pediatric,Bradycardia in infants requiring intervention is HR less than:,100 bpm,80 bpm,60 bpm with poor perfusion,40 bpm,C,Infant bradycardia less than 60 with poor perfusion requires CPR.,AEMT,medium
91,Cardiovascular,Geriatric,Elderly patients may not show tachycardia in shock due to:,Better health,Medications and decreased cardiac response,Faster reflexes,Lower metabolism,B,Elderly may have blunted response from beta blockers or decreased reserve.,AEMT,medium
92,Cardiovascular,Geriatric,Elderly MI patients may present with:,Classic crushing chest pain always,Atypical symptoms like weakness dyspnea confusion,No symptoms ever,Only arm pain,B,Elderly often have atypical MI presentations without classic chest pain.,AEMT,medium
93,Cardiovascular,Geriatric,Medication considerations in elderly include:,They metabolize faster,Multiple medications and slower metabolism,No considerations,They need higher doses,B,Elderly often on multiple medications with slower metabolism.,AEMT,medium
94,Cardiovascular,Hypertension,Hypertensive emergency is:,Any high blood pressure,Severely elevated BP with end-organ damage,Slightly elevated BP,Normal BP,B,Hypertensive emergency is severe HTN with evidence of organ damage.,AEMT,medium
95,Cardiovascular,Hypertension,Signs of hypertensive emergency include:,Mild headache,Severe headache visual changes chest pain altered mental status,No symptoms,Fatigue only,B,Hypertensive emergency: severe headache vision changes chest pain neurologic symptoms.,AEMT,medium
96,Cardiovascular,Hypertension,Treatment of hypertensive emergency in field:,Rapidly lower BP to normal,Supportive care monitor transport avoid rapid BP changes,Give IV fluids,Withhold oxygen,B,Do not rapidly lower BP; provide supportive care and transport.,AEMT,medium
97,Cardiovascular,Aortic Emergencies,Aortic dissection presents with:,Gradual onset mild pain,Sudden severe tearing pain radiating to back,Dull ache,No pain,B,Dissection causes sudden severe tearing pain often radiating to back.,AEMT,medium
98,Cardiovascular,Aortic Emergencies,Blood pressure difference between arms in aortic dissection:,Is normal,May indicate dissection involving subclavian,Never occurs,Always greater than 50 mmHg,B,BP differential between arms may indicate dissection affecting one subclavian.,AEMT,medium
99,Cardiovascular,Aortic Emergencies,Treatment for suspected aortic dissection:,IV fluids aggressively,Keep patient calm manage pain avoid raising BP,Increase BP,NTG,B,Keep calm gentle handling pain management avoid increasing BP.,AEMT,medium
100,Cardiovascular,Aortic Emergencies,Abdominal aortic aneurysm may present with:,Chest pain only,Abdominal or back pain with pulsatile mass,Leg weakness,Arm pain,B,AAA may present with abdominal back or flank pain and pulsatile abdominal mass.,AEMT,medium
