emr_id,category,subcategory,question_type,term,definition,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-VOCAB-336,Pathophysiology,Shock,vocabulary,Anaphylactic shock,Shock caused by severe allergic reaction,Shock from infection,Shock from allergy,Shock from blood loss,Shock from heart failure,B,Anaphylactic shock is distributive shock from severe allergic reaction causing massive histamine release vasodilation and bronchospasm. Epinephrine is life-saving treatment reversing both bronchospasm and vasodilation.
EMR-VOCAB-337,Pathophysiology,Shock,vocabulary,Neurogenic shock,Shock caused by spinal cord injury disrupting vascular control,Shock from head injury,Shock from spinal injury,Shock from blood loss,Shock from infection,B,Neurogenic shock results from spinal cord injury disrupting sympathetic control of blood vessels causing vasodilation. Unlike other shock it presents with bradycardia and warm dry skin below the injury.
EMR-VOCAB-338,Pathophysiology,Shock,vocabulary,Compensated shock,Early shock where body maintains blood pressure through compensation,Late shock,Early shock with normal BP,Shock resolution,No shock present,B,Compensated shock is early shock where compensatory mechanisms maintain blood pressure. Signs include tachycardia pallor and delayed capillary refill despite normal BP. Recognition allows early intervention.
EMR-VOCAB-339,Pathophysiology,Shock,vocabulary,Decompensated shock,Late shock where compensation fails and BP drops,Early shock,Late shock with falling BP,Shock recovery,Mild shock,B,Decompensated shock occurs when compensatory mechanisms fail and blood pressure drops. This is a late and ominous sign indicating imminent cardiovascular collapse. Aggressive intervention is critical.
EMR-VOCAB-340,Pathophysiology,Trauma,vocabulary,Contusion,Bruise caused by blunt trauma,Cut wound,Bruise from blunt force,Puncture wound,Burn,B,Contusion is a bruise where blunt force damages blood vessels under intact skin causing bleeding into tissues. It appears as discoloration progressing through color changes as it heals.
EMR-VOCAB-341,Pathophysiology,Trauma,vocabulary,Laceration,Irregular tear in tissue from forceful impact,Clean cut,Irregular torn wound,Puncture,Scrape,B,Laceration is an irregular wound with torn edges caused by forceful impact against tissue. Edges are jagged unlike incisions which have clean edges. Contamination risk is higher with lacerations.
EMR-VOCAB-342,Pathophysiology,Trauma,vocabulary,Avulsion,Tissue torn away from the body,Bruise,Tissue torn loose,Clean cut,Burn,B,Avulsion occurs when tissue is forcefully torn away either completely amputated or partially remaining attached by a flap. Bleeding can be severe and reattachment may be possible for some avulsions.
EMR-VOCAB-343,Pathophysiology,Trauma,vocabulary,Concussion,Mild traumatic brain injury from head impact,Skull fracture,Mild brain injury,Severe brain bleeding,Normal brain function,B,Concussion is mild TBI from head trauma causing temporary neurological dysfunction. Symptoms include confusion amnesia headache and balance problems. Most resolve but repeated concussions have cumulative effects.
EMR-VOCAB-344,Pathophysiology,Trauma,vocabulary,Epidural hematoma,Bleeding between skull and outer brain covering,Bleeding in brain,Bleeding between skull and dura,Bleeding under brain,Normal finding,B,Epidural hematoma is arterial bleeding between the skull and dura mater typically from temporal bone fracture tearing the middle meningeal artery. Classic presentation is brief LOC lucid interval then rapid deterioration.
EMR-VOCAB-345,Pathophysiology,Trauma,vocabulary,Subdural hematoma,Bleeding between brain coverings,Bleeding in brain tissue,Bleeding under the dura,Bleeding outside skull,Epidural bleeding,B,Subdural hematoma is venous bleeding between the dura and arachnoid membranes. It may be acute from significant trauma or chronic from minor trauma in elderly. Symptoms develop more slowly than epidural.
EMR-VOCAB-346,Pathophysiology,Trauma,vocabulary,Flail chest,Multiple rib fractures creating free-floating chest segment,Single rib fracture,Multiple fractures with floating segment,Collapsed lung,Chest bruise,B,Flail chest occurs when multiple ribs are fractured in multiple places creating a segment that moves paradoxically. It impairs ventilation and indicates severe thoracic trauma. Underlying lung contusion is common.
EMR-VOCAB-347,Pathophysiology,Trauma,vocabulary,Tension pneumothorax,Air trapped under pressure collapsing lung and shifting organs,Simple pneumothorax,Pressurized pneumothorax,Hemothorax,Normal chest,B,Tension pneumothorax occurs when air enters the pleural space through a one-way valve mechanism building pressure. It collapses the lung shifts the mediastinum and compresses the heart causing cardiovascular collapse.
EMR-VOCAB-348,Pathophysiology,Allergic,vocabulary,Anaphylaxis,Severe systemic allergic reaction,Mild allergy,Severe whole-body allergic reaction,Local allergic reaction,Non-allergic reaction,B,Anaphylaxis is a severe rapidly progressive allergic reaction involving multiple body systems. It can cause airway obstruction cardiovascular collapse and death within minutes. Epinephrine is life-saving treatment.
EMR-VOCAB-349,Pathophysiology,Allergic,vocabulary,Histamine,Chemical released during allergic reactions causing symptoms,Medication,Allergy-causing chemical release,Hormone,Vitamin,B,Histamine is released from mast cells during allergic reactions causing vasodilation increased permeability bronchospasm and itching. Antihistamines block histamine receptors reducing symptoms.
EMR-VOCAB-350,Pathophysiology,Allergic,vocabulary,Angioedema,Swelling of deep tissue especially around face and airway,Skin rash,Deep tissue swelling,Hives,Bruising,B,Angioedema is swelling in deeper skin layers and mucous membranes often affecting face lips tongue and airway. Unlike hives it involves deeper tissues. Airway angioedema is life-threatening.
