id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
19,Airway,Assessment,Paradoxical chest movement indicates:,Normal breathing,Flail chest,Asthma,COPD,B,Paradoxical movement where a segment moves opposite to the rest indicates flail chest.,AEMT,medium
20,Airway,Assessment,Cyanosis indicates:,Adequate oxygenation,Hypoxia,Hyperventilation,Normal perfusion,B,Cyanosis is a bluish discoloration indicating inadequate oxygenation.,AEMT,medium
21,Airway,Management,The head-tilt chin-lift is contraindicated in:,All unconscious patients,Suspected spinal injury,Cardiac arrest,Choking,B,Head-tilt chin-lift should not be used if cervical spine injury is suspected.,AEMT,medium
22,Airway,Management,The jaw-thrust maneuver is used when:,Spinal injury is suspected,Patient is conscious,Patient has dentures,Suctioning is needed,A,Jaw-thrust opens the airway while maintaining cervical spine alignment.,AEMT,medium
23,Airway,Management,An OPA should be sized from the:,Nose to earlobe,Corner of mouth to earlobe,Chin to ear canal,Nose to chin,B,OPA is measured from corner of mouth to earlobe or angle of jaw.,AEMT,medium
24,Airway,Management,An OPA is contraindicated in patients who:,Are unconscious,Have an intact gag reflex,Are in cardiac arrest,Need ventilation,B,OPA should not be used in patients with intact gag reflex as it may cause vomiting.,AEMT,medium
25,Airway,Management,An NPA is contraindicated in patients with:,Nasal congestion,Suspected basilar skull fracture,Unconsciousness,Respiratory distress,B,NPA is contraindicated with basilar skull fracture due to risk of intracranial placement.,AEMT,medium
26,Airway,Management,NPA size is measured from:,Corner of mouth to earlobe,Tip of nose to earlobe,Nose to chin,Ear to ear,B,NPA is measured from tip of nose to earlobe with diameter matching the nostril.,AEMT,medium
27,Airway,Management,The preferred method to insert an OPA in adults is:,Insert upside down and rotate 180 degrees,Insert with curve following the tongue,Insert through the nose,Insert sideways,A,In adults insert with tip toward palate then rotate 180 degrees.,AEMT,medium
28,Airway,Management,The preferred method to insert an OPA in children is:,Insert upside down and rotate,Insert with curve following the tongue using a tongue depressor,Insert through the nose,Insert sideways,B,In children use tongue depressor and insert following natural curve to avoid pushing tongue back.,AEMT,medium
29,Airway,Management,Suctioning of the oropharynx should be limited to:,5-10 seconds,15 seconds,30 seconds,1 minute,B,Limit suctioning to 15 seconds to prevent hypoxia.,AEMT,medium
30,Airway,Management,A rigid suction catheter is also called a:,French catheter,Yankauer catheter,Flexible catheter,Soft catheter,B,The Yankauer or tonsil-tip catheter is rigid and used for oropharyngeal suctioning.,AEMT,medium
31,Airway,Management,When suctioning a patient you should:,Apply suction while inserting,Apply suction while withdrawing,Suction for as long as needed,Never preoxygenate,B,Insert without suction then apply suction while withdrawing.,AEMT,medium
32,Airway,Management,A supraglottic airway device is placed:,In the trachea,Above the glottis in the hypopharynx,In the esophagus,In the nose,B,Supraglottic devices like King LT sit above the glottis and do not enter the trachea.,AEMT,medium
33,Airway,Management,Supraglottic airways are contraindicated in patients with:,Cardiac arrest,Intact gag reflex,Respiratory failure,Unconsciousness,B,Supraglottic airways should not be placed in patients with intact gag reflex.,AEMT,medium
34,Airway,Management,Confirmation of supraglottic airway placement includes:,Chest rise and breath sounds,Epigastric sounds only,Patient speaking,Coughing,A,Confirm with chest rise bilateral breath sounds absence of epigastric sounds and capnography.,AEMT,medium
35,Airway,Management,Recovery position is used for:,Cardiac arrest,Unconscious breathing patient with no spinal injury,Active seizure,Choking,B,Recovery position helps maintain airway and allows drainage in unconscious breathing patients.,AEMT,medium
36,Airway,Ventilation,Bag-valve-mask ventilation should deliver:,200-300 mL per breath,500-600 mL per breath,800-1000 mL per breath,1200 mL per breath,B,Deliver 500-600 mL just enough for visible chest rise.,AEMT,medium
37,Airway,Ventilation,Each BVM breath should be delivered over:,0.5 seconds,1 second,3 seconds,5 seconds,B,Deliver each breath over 1 second to reduce gastric inflation.,AEMT,medium
38,Airway,Ventilation,Ventilation rate for an adult in respiratory arrest is:,6-8 per minute,10-12 per minute,16-20 per minute,24-30 per minute,B,Ventilate respiratory arrest patient 10-12 breaths per minute one every 5-6 seconds.,AEMT,medium
39,Airway,Ventilation,During CPR with a basic airway ventilation rate is:,Continuous,30 compressions to 2 breaths,15 compressions to 2 breaths,10 compressions to 1 breath,B,Adult CPR without advanced airway uses 30:2 compression to ventilation ratio.,AEMT,medium
40,Airway,Ventilation,Signs of adequate ventilation include:,Epigastric sounds,Chest rise and improving color,Gastric distension,Continued cyanosis,B,Adequate ventilation shows visible chest rise improving color and oxygen saturation.,AEMT,medium
41,Airway,Ventilation,Gastric distension during BVM ventilation is caused by:,Proper technique,Excessive ventilation pressure or volume,Slow ventilations,Proper seal,B,Excessive pressure or volume forces air into the stomach.,AEMT,medium
42,Airway,Ventilation,To minimize gastric distension during BVM:,Ventilate rapidly,Use slow steady breaths with just enough volume for chest rise,Increase pressure,Skip ventilations,B,Slow breaths over 1 second with minimal volume reduce gastric insufflation.,AEMT,medium
43,Airway,Ventilation,The pop-off valve on pediatric BVMs releases at approximately:,20 cmH2O,40 cmH2O,60 cmH2O,80 cmH2O,B,Pediatric BVM pop-off valves release around 35-45 cmH2O.,AEMT,medium
44,Airway,Ventilation,Two-person BVM ventilation is preferred because:,It is faster,It provides better mask seal and tidal volume,It requires less training,Only one person is needed,B,Two-person technique allows better seal and more effective ventilations.,AEMT,medium
45,Airway,Ventilation,The E-C clamp technique refers to:,Chest compressions,Holding the BVM mask on the face,Suctioning,OPA insertion,B,E-C clamp uses fingers in C shape on mask and E shape lifting jaw.,AEMT,medium
46,Airway,Oxygenation,A nasal cannula at 4 liters per minute delivers approximately:,24% oxygen,28% oxygen,36% oxygen,44% oxygen,C,Nasal cannula delivers approximately 24% plus 4% per liter so 4 L equals 36%.,AEMT,medium
47,Airway,Oxygenation,A non-rebreather mask at 15 liters per minute delivers approximately:,40-50% oxygen,60-70% oxygen,80-95% oxygen,100% oxygen,C,Non-rebreather at 15 L/min with good seal delivers 80-95% oxygen.,AEMT,medium
48,Airway,Oxygenation,Minimum flow rate for a non-rebreather mask is:,2 L/min,6 L/min,10-15 L/min,20 L/min,C,Minimum 10-15 L/min keeps reservoir bag inflated.,AEMT,medium
49,Airway,Oxygenation,A simple face mask delivers:,21-24% oxygen,35-60% oxygen,80-100% oxygen,100% oxygen,B,Simple face mask at 6-10 L/min delivers 35-60% oxygen.,AEMT,medium
50,Airway,Oxygenation,Target SpO2 for most patients is:,88-92%,94-99%,80-85%,100%,B,Target SpO2 94-99% for most patients; 88-92% for COPD.,AEMT,medium
51,Airway,Oxygenation,Pulse oximetry may be inaccurate with:,Deep breathing,Carbon monoxide poisoning,High oxygen flow,Normal perfusion,B,CO poisoning causes falsely high SpO2 readings.,AEMT,medium
52,Airway,Oxygenation,Oxygen is considered a medication because:,It requires a prescription,It has indications contraindications and side effects,It is expensive,It comes in tanks,B,Oxygen is a drug with specific indications dosing and potential adverse effects.,AEMT,medium
53,Airway,Oxygenation,The oxygen cylinder color in the United States is:,Blue,Yellow,Green,White,C,US oxygen cylinders are green; international standard is white.,AEMT,medium
54,Airway,Oxygenation,A D cylinder of oxygen contains approximately:,350 liters,500 liters,625 liters,3000 liters,A,D cylinder contains approximately 350-425 liters when full.,AEMT,medium
55,Airway,Oxygenation,An M cylinder of oxygen contains approximately:,350 liters,625 liters,1500 liters,3000 liters,D,M cylinder contains approximately 3000 liters when full.,AEMT,medium
56,Airway,Pathophysiology,Hypoxia refers to:,Low oxygen in the blood,Inadequate oxygen delivery to tissues,Excess carbon dioxide,Rapid breathing,B,Hypoxia is inadequate oxygen at the tissue level.,AEMT,medium
57,Airway,Pathophysiology,Hypoxemia refers to:,Low oxygen in tissues,Low oxygen in arterial blood,High carbon dioxide,Low blood pressure,B,Hypoxemia is low oxygen content in arterial blood.,AEMT,medium
58,Airway,Pathophysiology,Hypercarbia refers to:,Elevated oxygen,Elevated carbon dioxide in blood,Low oxygen,Low carbon dioxide,B,Hypercarbia or hypercapnia is elevated CO2 in the blood.,AEMT,medium
59,Airway,Pathophysiology,Respiratory failure occurs when:,Patient is short of breath,Gas exchange cannot meet metabolic demands,Patient breathes rapidly,SpO2 is 95%,B,Respiratory failure is inability to maintain adequate oxygenation or ventilation.,AEMT,medium
60,Airway,Pathophysiology,Respiratory distress differs from respiratory failure in that:,They are the same,Distress is compensated while failure is decompensated,Failure is less serious,Distress requires intubation,B,Distress shows increased work of breathing; failure shows inadequate compensation.,AEMT,medium
61,Airway,Respiratory Emergencies,Asthma is characterized by:,Fluid in the alveoli,Reversible bronchospasm and inflammation,Fixed airway obstruction,Pulmonary embolism,B,Asthma features reversible bronchoconstriction inflammation and mucus production.,AEMT,medium
62,Airway,Respiratory Emergencies,Beta-2 agonists like albuterol work by:,Constricting bronchioles,Relaxing bronchial smooth muscle,Reducing inflammation,Thinning mucus,B,Albuterol stimulates beta-2 receptors causing bronchodilation.,AEMT,medium
63,Airway,Respiratory Emergencies,Albuterol dose for AEMT is typically:,1.25 mg nebulized,2.5 mg nebulized,5 mg nebulized,10 mg nebulized,B,Standard albuterol dose is 2.5 mg in 3 mL NS nebulized over 5-15 minutes.,AEMT,medium
64,Airway,Respiratory Emergencies,COPD differs from asthma in that COPD is:,Reversible,Progressive and largely irreversible,Only in children,Caused by allergies,B,COPD is chronic progressive and not fully reversible unlike asthma.,AEMT,medium
65,Airway,Respiratory Emergencies,Target SpO2 for COPD patients is:,94-99%,88-92%,80-85%,100%,B,COPD patients target 88-92% to avoid suppressing hypoxic drive.,AEMT,medium
66,Airway,Respiratory Emergencies,Pursed-lip breathing in COPD patients helps:,Increase respiratory rate,Maintain positive pressure and prevent airway collapse,Cool the airways,Increase oxygen absorption,B,Pursed-lip breathing creates back pressure keeping airways open.,AEMT,medium
67,Airway,Respiratory Emergencies,Tripod position indicates:,Comfort,Respiratory distress,Cardiac arrest,Sleep,B,Tripod position sitting leaning forward on hands indicates significant respiratory distress.,AEMT,medium
68,Airway,Respiratory Emergencies,Croup is characterized by:,Wheezing,Barking cough and inspiratory stridor,Productive cough,Silent chest,B,Croup presents with barking seal-like cough and inspiratory stridor.,AEMT,medium
69,Airway,Respiratory Emergencies,Croup most commonly affects:,Adults,Children 6 months to 3 years,Teenagers,Elderly,B,Croup typically affects children between 6 months and 3 years.,AEMT,medium
70,Airway,Respiratory Emergencies,Epiglottitis differs from croup by:,Gradual onset,Rapid onset high fever drooling difficulty swallowing,Barking cough,Low grade fever,B,Epiglottitis has rapid onset high fever drooling and is a true emergency.,AEMT,medium
71,Airway,Respiratory Emergencies,Management of suspected epiglottitis includes:,Examine the throat,Keep patient calm avoid agitating prepare for airway failure,Lay patient flat,Suction aggressively,B,Keep epiglottitis patient calm in position of comfort; do not examine throat.,AEMT,medium
72,Airway,Respiratory Emergencies,Pulmonary edema breath sounds include:,Wheezing only,Crackles or rales,Stridor,Absent sounds,B,Pulmonary edema produces crackles/rales from fluid in alveoli.,AEMT,medium
73,Airway,Respiratory Emergencies,Pulmonary edema is most commonly caused by:,Asthma,Heart failure,COPD,Pneumothorax,B,Cardiogenic pulmonary edema results from left heart failure.,AEMT,medium
74,Airway,Respiratory Emergencies,Treatment for pulmonary edema includes:,Lay patient flat,Sit patient upright give oxygen,Fluid bolus,Beta agonists,B,Position upright high-flow oxygen; reduces venous return and work of breathing.,AEMT,medium
75,Airway,Respiratory Emergencies,Pneumonia presents with:,Sudden onset no fever,Fever productive cough dyspnea,Barking cough,Wheezing only,B,Pneumonia presents with fever productive cough dyspnea and crackles.,AEMT,medium
76,Airway,Respiratory Emergencies,Pneumothorax occurs when:,Fluid fills the alveoli,Air enters the pleural space,The diaphragm ruptures,Bronchi constrict,B,Pneumothorax is air in the pleural space causing lung collapse.,AEMT,medium
77,Airway,Respiratory Emergencies,Tension pneumothorax signs include:,Bilateral wheezing,Tracheal deviation JVD hypotension absent breath sounds on one side,Fever and cough,Bilateral crackles,B,Tension pneumothorax shows tracheal deviation away JVD severe hypotension.,AEMT,medium
78,Airway,Respiratory Emergencies,Hyperventilation syndrome is caused by:,Hypoxia,Anxiety causing respiratory alkalosis,Asthma,Pneumonia,B,Hyperventilation from anxiety blows off CO2 causing respiratory alkalosis.,AEMT,medium
79,Airway,Respiratory Emergencies,Signs of hyperventilation syndrome include:,Cyanosis,Carpopedal spasm tingling around mouth,Fever,Unilateral weakness,B,Low CO2 causes tingling numbness carpopedal spasm.,AEMT,medium
80,Airway,Respiratory Emergencies,Treatment for hyperventilation syndrome includes:,Paper bag rebreathing,Calm reassurance coaching slower breathing,High flow oxygen,Albuterol,B,Coach patient to slow breathing; paper bag no longer recommended.,AEMT,medium
81,Airway,Respiratory Emergencies,Anaphylaxis causes airway compromise through:,Mucus production only,Laryngeal edema and bronchospasm,Fluid in alveoli,Pneumothorax,B,Anaphylaxis causes upper airway edema and lower airway bronchospasm.,AEMT,medium
82,Airway,Respiratory Emergencies,First-line treatment for anaphylaxis is:,Diphenhydramine,Epinephrine,Albuterol,Oxygen,B,Epinephrine IM is the first-line life-saving treatment for anaphylaxis.,AEMT,medium
83,Airway,Respiratory Emergencies,Epinephrine dose for anaphylaxis in adults is:,0.1 mg IM,0.3-0.5 mg IM of 1:1000,1 mg IM,0.01 mg IM,B,Adult anaphylaxis epinephrine 0.3-0.5 mg IM of 1:1000 concentration.,AEMT,medium
84,Airway,Respiratory Emergencies,Epinephrine for anaphylaxis is given:,IV push,IM in the lateral thigh,Subcutaneously,Nebulized,B,IM injection in lateral thigh provides fastest absorption.,AEMT,medium
85,Airway,Respiratory Emergencies,Foreign body airway obstruction in a conscious adult is treated with:,Back blows,Abdominal thrusts,Chest compressions,Blind finger sweeps,B,Conscious adult choking treated with abdominal thrusts Heimlich maneuver.,AEMT,medium
86,Airway,Respiratory Emergencies,Foreign body obstruction in a conscious infant is treated with:,Abdominal thrusts,5 back blows and 5 chest thrusts,Blind finger sweeps,Head tilt chin lift,B,Infant choking uses alternating 5 back blows and 5 chest thrusts.,AEMT,medium
87,Airway,Respiratory Emergencies,If a choking patient becomes unconscious you should:,Continue abdominal thrusts,Begin CPR,Only give rescue breaths,Wait for ALS,B,Unconscious choking victim receives CPR; look for object before ventilations.,AEMT,medium
88,Airway,Respiratory Emergencies,Aspiration pneumonitis results from:,Viral infection,Inhaling gastric contents,Bacterial infection,Allergic reaction,B,Aspiration pneumonitis is chemical injury from inhaling gastric contents.,AEMT,medium
89,Airway,Respiratory Emergencies,Risk factors for aspiration include:,Deep breathing,Decreased level of consciousness vomiting,Exercise,Healthy gag reflex,B,Decreased LOC impaired gag and vomiting increase aspiration risk.,AEMT,medium
90,Airway,Capnography,End-tidal CO2 measures:,Oxygen in exhaled air,Carbon dioxide at end of exhalation,Respiratory rate,Tidal volume,B,EtCO2 measures CO2 concentration at the end of exhalation.,AEMT,medium
91,Airway,Capnography,Normal EtCO2 range is:,15-25 mmHg,35-45 mmHg,50-60 mmHg,60-70 mmHg,B,Normal EtCO2 is 35-45 mmHg reflecting adequate ventilation.,AEMT,medium
92,Airway,Capnography,A sudden drop in EtCO2 during CPR suggests:,ROSC,Loss of airway or poor compressions,Adequate ventilation,Hyperventilation,B,Sudden EtCO2 drop suggests airway problem or poor compression quality.,AEMT,medium
93,Airway,Capnography,A sudden rise in EtCO2 to 40 or greater during CPR suggests:,Equipment failure,Return of spontaneous circulation,Hyperventilation,Airway obstruction,B,Sudden sustained EtCO2 rise during CPR often indicates ROSC.,AEMT,medium
94,Airway,Capnography,EtCO2 of zero with chest rise indicates:,Proper placement,Esophageal placement or equipment failure,ROSC,Adequate ventilation,B,No EtCO2 despite chest movement suggests esophageal intubation or equipment issue.,AEMT,medium
95,Airway,Capnography,Waveform capnography can help detect:,Blood pressure,Ventilation adequacy and airway patency,Heart rhythm,Blood glucose,B,Capnography assesses ventilation effectiveness and airway status.,AEMT,medium
96,Airway,Capnography,A shark fin waveform on capnography indicates:,Normal ventilation,Bronchospasm or obstructive disease,Cardiac arrest,Hyperventilation,B,Sloped shark fin waveform indicates bronchospasm with prolonged expiration.,AEMT,medium
97,Airway,Special Populations,When ventilating an infant you should:,Use adult BVM,Use appropriately sized pediatric BVM with gentle breaths,Ventilate rapidly,Use maximum pressure,B,Use pediatric BVM with gentle breaths just enough for chest rise.,AEMT,medium
98,Airway,Special Populations,Proper positioning for infant airway is:,Sniffing position,Neutral position with padding under shoulders,Full extension,Full flexion,B,Infant neutral position; shoulder padding may be needed due to large occiput.,AEMT,medium
99,Airway,Special Populations,Geriatric patients may have:,More flexible airways,Decreased lung compliance and elasticity,Stronger gag reflex,Faster respiratory rate,B,Elderly have decreased compliance increased chest wall stiffness.,AEMT,medium
100,Airway,Special Populations,Patients with tracheostomies require:,Only oral suctioning,Stoma suctioning and possible ventilation through stoma,No airway management,Standard BVM to face,B,Tracheostomy patients may need stoma care suctioning and ventilation through stoma.,AEMT,medium
