emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-306,Environmental,Drowning,scenario,A drowning victim begins vomiting during CPR. Large amounts of water come up. What should you do?,Continue CPR without stopping,Turn the patient on their side to allow drainage and suction the airway. Drowning victims often swallow water and vomiting is common during resuscitation. Clear the airway then continue CPR. Be prepared for repeated vomiting,Perform abdominal thrusts to expel water,Stop CPR as vomiting means he is alive,B,Vomiting is common in drowning resuscitation. Turn to side to allow drainage and suction airway to prevent aspiration. Then continue CPR. Do not use abdominal thrusts which do not expel water from lungs and increase aspiration risk.
EMR-SCEN-307,Environmental,Drowning,scenario,A teenager was diving into shallow water and is now floating face down. Bystanders pulled him out and he is breathing but cannot move his arms or legs. He has neck pain. What should you suspect and do?,He is just stunned from the dive,Suspect cervical spine injury from striking the bottom. Maintain spinal immobilization. Diving into shallow water commonly causes cervical fractures. The paralysis indicates spinal cord involvement. Immobilize carefully and transport emergently,Help him walk to the ambulance,Spinal injury is unlikely since he is breathing,B,Diving into shallow water is a high-risk mechanism for cervical spine injury. Paralysis of all four extremities indicates cervical cord injury. He is breathing because the injury is below the level controlling the diaphragm. Maintain strict spinal precautions.
EMR-SCEN-308,Environmental,Drowning,scenario,A 5-year-old is rescued from a pool. After initially appearing fine he is now coughing with increasing respiratory distress 30 minutes later. SpO2 is dropping. What is happening?,He is having an anxiety attack,This may be secondary drowning or delayed pulmonary injury. Aspirated water causes inflammation and pulmonary edema that can develop hours after the event. He needs hospital monitoring and treatment for pulmonary complications,He swallowed too much water,He is fine since he was initially okay,B,Secondary drowning occurs when aspirated water causes delayed pulmonary edema and respiratory distress hours after the event. All drowning victims should be monitored even if initially asymptomatic. Worsening symptoms require immediate treatment.
EMR-SCEN-309,Environmental,Bites and Stings,scenario,A hiker was bitten on the calf by a rattlesnake 20 minutes ago. The bite area is swollen and painful. She is anxious but alert with stable vital signs. What should you do?,Apply a tourniquet above the bite,Keep her calm and still. Immobilize the bitten leg at or below heart level. Remove jewelry and tight clothing from the extremity. Mark the edge of swelling with the time. Do not apply tourniquet ice or attempt to suck out venom. Transport for antivenom evaluation,Have her walk to the ambulance,Apply ice to slow venom spread,B,Snake bite management includes calming the patient immobilizing the extremity at or below heart level removing constrictive items and transporting. Do not apply tourniquet ice or attempt venom extraction which are ineffective and potentially harmful.
EMR-SCEN-310,Environmental,Bites and Stings,scenario,A man was stung by multiple bees while mowing. He has hives spreading on his chest difficulty breathing and feels his throat swelling. He has an EpiPen. What should you do?,Give antihistamine and observe,Help him use his EpiPen immediately. Multiple stings with systemic symptoms including airway involvement indicates anaphylaxis. Epinephrine is life-saving. After EpiPen provide oxygen and transport. He may need additional epinephrine doses,Wait to see if symptoms worsen,Hives will resolve on their own,B,Multiple bee stings with systemic symptoms and airway involvement is anaphylaxis requiring immediate epinephrine. Assist with EpiPen then provide supportive care and transport. Monitor for symptom recurrence as additional doses may be needed.
EMR-SCEN-311,Environmental,Bites and Stings,scenario,A patient was bitten by a spider she did not see. The bite occurred 8 hours ago and now has a central blister with surrounding redness and pain. There is no systemic reaction. What spider might this be?,Black widow,Possibly brown recluse. Brown recluse bites often are not immediately painful but develop a central blister with tissue destruction over hours to days. The patient should be transported for wound evaluation and monitoring for progression,Tarantula,Harmless house spider,B,Brown recluse bites characteristically develop a central blister or necrotic area hours after the bite. The initial bite may be painless. Medical evaluation is needed to monitor for tissue necrosis and potential systemic effects.
EMR-SCEN-312,Environmental,Altitude,scenario,A group hiking at 10000 feet has a member with severe headache nausea and vomiting. He is becoming confused and having difficulty walking straight. What condition is developing and what is the treatment?,Dehydration. Give fluids,High altitude cerebral edema HACE. Confusion and ataxia at altitude indicate brain swelling which is life-threatening. Immediate descent is critical. Give oxygen if available. Do not continue ascending. He needs to get to lower altitude immediately,Normal altitude adjustment,Food poisoning,B,HACE causes brain swelling with confusion ataxia and potentially coma and death. This is an emergency requiring immediate descent. Oxygen helps but descent is definitive treatment. Even descending a few thousand feet can be lifesaving.
EMR-SCEN-313,Environmental,Altitude,scenario,At high altitude a climber develops severe shortness of breath with cough producing pink frothy sputum. He cannot catch his breath even at rest. SpO2 is 72%. What is happening?,Asthma attack,High altitude pulmonary edema HAPE. Fluid accumulation in the lungs at altitude causing severe hypoxia. This is life-threatening. Give high-flow oxygen and descend immediately. HAPE can progress rapidly to death without treatment,Pneumonia,Common cold,B,HAPE causes pulmonary edema at altitude with severe dyspnea hypoxia and pink frothy sputum. Immediate descent and oxygen are critical. This can be fatal within hours without treatment. Descent is the definitive treatment.
EMR-SCEN-314,Environmental,Lightning,scenario,A lightning strike hit a group of people in a park. You arrive to find 5 patients. Two are unconscious and appear dead. Three are sitting up complaining of various symptoms. Who should you treat first?,The sitting patients since they are obviously alive,The unconscious patients who appear dead. Lightning strike uses reverse triage. Those who appear dead may have temporary cardiac arrest that responds to CPR. Those who are conscious will likely survive. Prioritize resuscitation of the apparently dead,Treat in order of arrival,Treat the youngest first,B,Lightning injuries use reverse triage. Lightning causes cardiac arrest through direct current that may respond to immediate CPR. Those who are conscious and breathing will likely survive without immediate intervention. Prioritize the apparently dead.
EMR-SCEN-315,Environmental,Lightning,scenario,A patient was struck by lightning and is now in cardiac arrest. Is it safe to touch him and what should you do?,No he may still be electrified,Yes it is safe. Lightning victims do not retain electrical charge. Immediately begin CPR and apply AED. Lightning commonly causes VF which is shockable. Early CPR and defibrillation can be very successful in lightning strike victims,Wait 10 minutes before touching,Only touch with rubber gloves,B,Lightning strike victims do not retain electrical charge and are safe to touch immediately. Begin CPR and use AED. Lightning commonly causes VF and survival rates with early CPR and defibrillation are better than for other causes of cardiac arrest.
EMR-SCEN-316,Environmental,Diving,scenario,A scuba diver surfaced rapidly from 60 feet due to equipment problems. He now has joint pain confusion and skin mottling 30 minutes after surfacing. What condition is this?,Nitrogen narcosis,Decompression sickness the bends. Rapid ascent caused nitrogen bubbles to form in blood and tissues. Symptoms include joint pain neurological problems and skin changes. He needs high-flow oxygen and transport to a facility with hyperbaric chamber,Normal after diving,Seasickness,B,Decompression sickness occurs when dissolved nitrogen forms bubbles during rapid ascent. Symptoms include joint pain neurological deficits and skin mottling. Treatment requires 100% oxygen and recompression in a hyperbaric chamber.
EMR-SCEN-317,Environmental,Diving,scenario,A diver ascending from depth suddenly loses consciousness and has a seizure just below the surface. What emergency is this?,Decompression sickness,Arterial gas embolism. Air expanding in the lungs during rapid ascent can enter the bloodstream and travel to the brain causing stroke-like symptoms or seizures. This is immediately life-threatening. Give oxygen and transport emergently for hyperbaric treatment,Epileptic seizure,Hyperventilation,B,Arterial gas embolism occurs when expanding air enters pulmonary vessels and travels to the brain causing immediate neurological symptoms. This is a diving emergency requiring immediate 100% oxygen and hyperbaric treatment. Time is critical.
EMR-SCEN-318,Environmental,Radiation,scenario,You respond to a reported radiation exposure at a medical facility. A technician was accidentally exposed to a radiation source but is not contaminated with radioactive material. Is it safe to treat this patient?,No the patient is radioactive,Yes. Radiation exposure alone does not make a person radioactive. The patient was exposed to radiation but is not contaminated with radioactive material. It is safe to provide normal care without special precautions,Only with lead shielding,Wait for hazmat team,B,Exposure to radiation like getting an X-ray does not make someone radioactive. The person was exposed but has no radioactive material on or in them. Normal patient care can be provided. Contamination with radioactive material is different and requires decontamination.
EMR-SCEN-319,Environmental,Toxic Exposure,scenario,Workers at a chemical plant report a coworker collapsed after a tank leaked. There is a strong chemical smell. Other workers are fleeing the area. What should you do?,Rush in to rescue the patient,Do NOT enter the hazardous area. Stage at a safe distance upwind and call for hazmat team. You cannot help the patient if you become a victim. Wait for properly equipped rescue teams. Begin planning for decontamination and treatment of victims once removed,Put on surgical mask and enter,Hold your breath and go in quickly,B,Scene safety first. Chemical exposures can incapacitate rescuers within seconds. Do not enter hazmat scenes without proper training and equipment. Stage upwind at a safe distance and request hazmat response. Plan for decontamination and treatment once victims are removed by trained teams.
EMR-SCEN-320,Environmental,Carbon Monoxide,scenario,You respond to a home where multiple family members have headaches nausea and dizziness. A gas furnace is running. One person is confused. SpO2 readings are all normal 97-99%. What should you suspect?,Viral illness affecting the whole family,Carbon monoxide poisoning. Multiple people with similar symptoms and a combustion source suggest CO. Normal SpO2 is meaningless as pulse oximetry cannot detect CO poisoning. Remove everyone from the home give high-flow oxygen and transport for CO level testing,Food poisoning,Readings are normal so they are fine,B,Multiple patients with headache nausea and neurological symptoms with a combustion source suggests CO poisoning. Pulse oximetry cannot distinguish carboxyhemoglobin from oxyhemoglobin so normal SpO2 does not rule out CO poisoning. Remove from exposure and give 100% oxygen.
