id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
68,Operations,Special Populations,Trauma in pregnancy:,Only affects mother,May affect both mother and fetus,Only affects fetus,Is never serious,B,Trauma can injure mother and fetus; assess and treat both.,AEMT,medium
69,Operations,Special Populations,Obstetric emergencies include:,Only delivery,Hemorrhage preeclampsia eclampsia prolapsed cord,Only bleeding,Only seizures,B,OB emergencies: hemorrhage preeclampsia eclampsia abnormal delivery cord prolapse.,AEMT,medium
70,Operations,Special Populations,Technology-dependent patients may have:,No special equipment,Tracheostomy ventilator feeding tube pacemaker,Standard equipment,No special needs,B,May have trachs vents G-tubes pacemakers insulin pumps dialysis access.,AEMT,medium
71,Operations,Wellness,Stress in EMS:,Is not a problem,Can lead to burnout PTSD and health problems,Should be ignored,Is always positive,B,Chronic stress leads to burnout physical and mental health problems.,AEMT,medium
72,Operations,Wellness,Signs of stress include:,Improved performance,Irritability sleep problems fatigue withdrawal,No symptoms,Only physical,B,Stress signs: irritability mood changes sleep problems GI issues withdrawal.,AEMT,medium
73,Operations,Wellness,Critical incident stress:,Is rare,Is normal response to abnormal events,Is weakness,Should be hidden,B,CIS is normal reaction to traumatic events; not sign of weakness.,AEMT,medium
74,Operations,Wellness,CISM Critical Incident Stress Management:,Is punishment,Helps process traumatic events,Is not helpful,Is mandatory,B,CISM provides support defusing debriefing after critical events.,AEMT,medium
75,Operations,Wellness,Ways to manage stress include:,Working more,Exercise nutrition sleep support systems,Avoiding help,Isolation,B,Manage stress through self-care exercise rest healthy diet seeking support.,AEMT,medium
76,Operations,Wellness,Burnout is characterized by:,Enthusiasm,Emotional exhaustion cynicism decreased effectiveness,Improved care,More energy,B,Burnout: exhaustion depersonalization reduced accomplishment.,AEMT,medium
77,Operations,Wellness,Compassion fatigue is:,Not caring,Secondary traumatic stress from helping trauma victims,Laziness,Lack of training,B,Compassion fatigue from absorbing others trauma; different from burnout.,AEMT,medium
78,Operations,Wellness,PTSD symptoms may include:,Better sleep,Flashbacks avoidance hyperarousal,Improved mood,Decreased anxiety,B,PTSD: intrusive memories avoidance negative mood hyperarousal.,AEMT,medium
79,Operations,Wellness,Seeking help for mental health:,Is weakness,Is sign of strength and self-awareness,Should be avoided,Is career ending,B,Seeking help shows strength not weakness; resources available.,AEMT,medium
80,Operations,Wellness,Work-life balance:,Is not important,Helps prevent burnout and maintain wellness,Decreases performance,Is impossible in EMS,B,Balance between work and personal life important for long-term wellness.,AEMT,medium
81,Operations,MCI,Incident command should be established:,Only for large events,For any incident that could benefit from organization,Only by fire department,Never by EMS,B,IC established early even for small incidents that may expand.,AEMT,medium
82,Operations,MCI,Unified command is used when:,Only one agency responds,Multiple agencies share command responsibilities,EMS is in charge,Fire is in charge,B,Unified command when multiple agencies jurisdictions share responsibility.,AEMT,medium
83,Operations,MCI,Triage means:,Treatment,Sorting patients by severity and survivability,Transportation,Communication,B,Triage sorts patients to prioritize treatment and transport.,AEMT,medium
84,Operations,MCI,Primary triage is:,Detailed assessment,Rapid sorting at scene using standard method,Treatment,Transport,B,Primary triage is rapid initial sorting usually START or JumpSTART.,AEMT,medium
85,Operations,MCI,Secondary triage is:,First assessment,Re-evaluation with more detailed assessment,Final assessment,No reassessment,B,Secondary triage reassesses patients may change priority.,AEMT,medium
86,Operations,MCI,Walking wounded in START triage are:,Red immediate,Green minor,Yellow delayed,Black deceased,B,Walking wounded are green minor; can walk to designated area.,AEMT,medium
87,Operations,MCI,In MCI resources go to:,Patients with best chance of survival,Most critically injured always,First patients found,Youngest patients,A,MCI shifts focus to greatest good; resources to survivable injuries.,AEMT,medium
88,Operations,MCI,EMS branch in ICS:,Does everything,Handles triage treatment transport medical operations,Only transports,Only treats,B,EMS branch handles medical operations triage treatment staging transport.,AEMT,medium
89,Operations,MCI,Staging area is where:,Patients wait,Resources gather until assigned,Treatment occurs,Triage happens,B,Staging holds resources until assigned to operational assignment.,AEMT,medium
90,Operations,MCI,Documentation in MCI:,Is not important,Is essential even if modified,Can wait,Is same as regular calls,B,Documentation important even if simplified; track patients and care.,AEMT,medium
91,Operations,Hazmat,First priority at hazmat scene is:,Patient rescue,Scene safety and isolation,Decontamination,Treatment,B,Scene safety first; do not become victim.,AEMT,medium
92,Operations,Hazmat,EMS should approach hazmat scene from:,Downwind,Upwind and uphill,Closest route,Any direction,B,Approach upwind uphill to avoid contamination exposure.,AEMT,medium
93,Operations,Hazmat,SDS Safety Data Sheets provide:,Patient history,Chemical hazard and emergency information,Treatment protocols,Hospital information,B,SDS provide chemical properties hazards emergency response info.,AEMT,medium
94,Operations,Hazmat,Decontamination should occur:,In ambulance,Before patient enters treatment area,At hospital only,Never,B,Decon in warm zone before patient contacts responders or enters care areas.,AEMT,medium
95,Operations,Hazmat,Secondary contamination is:,Original exposure,Spreading contamination from victim to responders,Decon,Treatment,B,Secondary contamination is transfer from victim to others.,AEMT,medium
96,Operations,Hazmat,PPE for hazmat is determined by:,Comfort,Hazard level and type of exposure,Availability only,Protocol only,B,PPE level based on hazard; higher levels for more dangerous exposures.,AEMT,medium
97,Operations,Hazmat,Level A PPE provides:,Splash protection,Maximum respiratory and skin protection,No protection,Only respiratory protection,B,Level A is highest protection: encapsulated suit with SCBA.,AEMT,medium
98,Operations,Hazmat,Level B PPE provides:,Skin protection,High respiratory protection with splash protection,Maximum protection,Minimum protection,B,Level B: SCBA with chemical splash suit.,AEMT,medium
99,Operations,Hazmat,Level C PPE provides:,Maximum protection,Air-purifying respirator with splash protection,No respiratory protection,Full encapsulation,B,Level C: APR with chemical splash suit when contaminant known.,AEMT,medium
