id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
14,Obstetrics,Cord Prolapse,A 30-year-old G2P1 at 38 weeks calls 911 because she felt her water break followed by something coming out of her vagina. She felt a gush of warm fluid then a bulge at her vaginal opening. She has not had previous cesarean sections. On exam you see the umbilical cord protruding from the vagina with visible pulsations. The patient is having contractions every 4 minutes. Fetal heart tones by doppler are 80 beats per minute. What is this emergency and what is the immediate management?,This is umbilical cord prolapse. Immediately insert a gloved hand into the vagina and elevate the presenting part off the cord while positioning the mother in knee-chest position,This is normal and the cord will retract with the next contraction,Push the cord back into the vagina and cover with a moist dressing,Clamp and cut the cord to prevent blood loss,B,Umbilical cord prolapse occurs when the cord descends past the presenting part after membrane rupture. It is an obstetric emergency because the presenting part compresses the cord against the pelvis cutting off fetal blood supply. The bradycardia of 80 bpm indicates fetal distress from cord compression. Immediate management is to insert a gloved hand into the vagina and manually elevate the presenting part off the cord. Position the mother in knee-chest or Trendelenburg to use gravity to reduce pressure on the cord. Keep the cord moist and warm. Rapid transport for emergent cesarean section is critical.
15,Obstetrics,Cord Prolapse,You have your hand in the vagina elevating the presenting part off the prolapsed cord. Your partner has positioned the mother in knee-chest position with her chest down and buttocks elevated. The cord pulsations have improved and doppler now shows fetal heart rate of 130. Transport time to the nearest hospital with obstetric services is 20 minutes. What must you do during transport?,Remove your hand once the fetal heart rate improves,Maintain your hand in position elevating the presenting part for the entire transport. Do not remove your hand until the patient is in the operating room,Have the mother push to speed delivery,Clamp the cord to prevent it from prolapsing further,B,Once you have relieved cord compression by elevating the presenting part you must maintain this position until the patient reaches the operating room for cesarean delivery. Removing your hand will allow the presenting part to fall back onto the cord causing recurrent compression and fetal hypoxia. This is physically challenging over a 20 minute transport but is essential for fetal survival. Keep the cord moist with saline-soaked gauze and keep it warm. Notify the receiving hospital so they can prepare for immediate cesarean section upon arrival.
16,Obstetrics,Postpartum Hemorrhage,You have just delivered a baby and placenta for a 35-year-old G4P4 at home. The delivery was uncomplicated. However over the next 10 minutes you notice continued heavy vaginal bleeding. You estimate blood loss is now approximately 800 mL and ongoing. The mother is becoming pale and states she feels lightheaded and thirsty. Vital signs are BP 92/58 HR 122 RR 22 SpO2 98%. On palpation the uterus feels soft and boggy and is not well contracted. What is the most likely cause of this hemorrhage and what is the first intervention?,Vaginal laceration requiring surgical repair,Uterine atony. Immediately begin fundal massage by rubbing the uterine fundus firmly to stimulate contraction,Retained placenta requiring manual removal,Uterine rupture requiring emergency surgery,B,Postpartum hemorrhage is defined as blood loss greater than 500 mL after vaginal delivery or greater than 1000 mL after cesarean. Uterine atony is the most common cause accounting for 70-80% of cases. Risk factors include multiparity prolonged labor overdistended uterus and oxytocin use during labor. The boggy soft uterus on palpation confirms atony. First-line treatment is bimanual uterine massage performed by placing one hand on the abdomen cupping the fundus and massaging it firmly to stimulate contraction. This should be continuous and vigorous until the uterus becomes firm.
17,Obstetrics,Postpartum Hemorrhage,You are performing fundal massage on the patient with postpartum hemorrhage. After 2 minutes of continuous firm massage the uterus is becoming firmer but bleeding continues albeit at a slower rate. Estimated total blood loss is now 1000 mL. You have established IV access and are giving a fluid bolus. Your protocol includes oxytocin for postpartum hemorrhage. What is the dose and route for oxytocin and what is its mechanism of action?,Oxytocin 10 units IV push as fast as possible,Oxytocin 10-40 units in 1000 mL crystalloid infused rapidly. It stimulates uterine smooth muscle contraction,Oxytocin 10 units IM is the only safe route,Oxytocin 1 unit IV push every minute until bleeding stops,B,Oxytocin is a uterotonic that stimulates rhythmic uterine contractions by binding to oxytocin receptors in the myometrium. For postpartum hemorrhage 10-40 units are diluted in 500-1000 mL of crystalloid and infused IV. It should never be given as an undiluted IV push as this can cause severe hypotension and cardiac arrhythmias. IM injection of 10 units is an alternative if IV access is not available. Onset is rapid within 1 minute for IV and 3-5 minutes for IM. Continue fundal massage while oxytocin infuses. If bleeding continues despite oxytocin other uterotonics like methylergonovine or misoprostol may be needed.
18,Obstetrics,Postpartum Hemorrhage,Despite fundal massage and oxytocin infusion bleeding continues. Estimated blood loss is now 1500 mL. The mother is confused with BP 78/48 HR 140 RR 28 and appears pale and diaphoretic. The uterus remains somewhat boggy despite massage. You do not have additional uterotonics available. What is the next intervention for this life-threatening hemorrhage?,Apply an abdominal compression bandage,Perform bimanual uterine compression by placing one fist inside the vagina and the other hand on the abdomen compressing the uterus between them,Pack the vagina with gauze to tamponade bleeding,Insert a Foley catheter to decompress the bladder,B,Bimanual uterine compression is performed when fundal massage and uterotonics fail to control hemorrhage. One hand is inserted into the vagina as a fist with knuckles in the anterior fornix. The other hand is placed on the abdomen over the uterine fundus. The uterus is compressed between the two hands applying firm continuous pressure. This physically compresses bleeding vessels and often stimulates uterine contraction. It can be maintained during transport. This patient is in hemorrhagic shock and needs immediate transport emergent IV fluids and likely blood transfusion and surgical intervention.
19,Obstetrics,Preeclampsia,A 32-year-old G1P0 at 35 weeks gestation calls 911 for severe headache and seeing spots. She had a doctor appointment yesterday and was told her blood pressure was high. She has no prior history of hypertension. She appears uncomfortable holding her head and squinting in the light. She has edema of her face hands and feet. Vital signs are BP 178/112 HR 96 RR 18 SpO2 99%. She has 3+ pitting edema of bilateral lower extremities and her face appears puffy. She has brisk deep tendon reflexes. What condition do you suspect and what symptoms indicate severe features?,She has chronic hypertension exacerbated by pregnancy. The symptoms are nonspecific,She has preeclampsia with severe features indicated by SBP greater than 160 or DBP greater than 110 severe headache visual disturbances and hyperreflexia,She has gestational hypertension which is benign,She is having a migraine headache unrelated to pregnancy,B,Preeclampsia is new-onset hypertension after 20 weeks gestation with proteinuria or end-organ dysfunction. Severe features include SBP 160 or greater or DBP 110 or greater severe persistent headache visual disturbances epigastric or RUQ pain elevated liver enzymes low platelets renal insufficiency and pulmonary edema. This patient has multiple severe features including severe range blood pressure headache and visual changes. Hyperreflexia suggests CNS irritability and increased seizure risk. Preeclampsia with severe features can rapidly progress to eclampsia life-threatening seizures and requires urgent treatment and delivery.
20,Obstetrics,Preeclampsia,You are transporting the patient with severe preeclampsia. During transport she suddenly becomes rigid her eyes deviate upward and she begins having generalized tonic-clonic seizure activity. She is no longer responsive. What is occurring and what is the first-line medication for treatment?,She is having a stroke and needs immediate CT scan,She is having an eclamptic seizure. Administer magnesium sulfate 4-6 grams IV over 15-20 minutes,She is having an epileptic seizure. Administer lorazepam 4 mg IV,She is having a pseudoseizure and needs psychiatric evaluation,B,Eclampsia is the occurrence of new-onset generalized tonic-clonic seizures in a patient with preeclampsia. It is a life-threatening emergency that can cause maternal death from intracranial hemorrhage aspiration or cardiac arrest and fetal death from hypoxia or abruption. Magnesium sulfate is the treatment of choice for eclamptic seizures and is more effective than traditional anticonvulsants like phenytoin or benzodiazepines. Loading dose is 4-6 grams IV over 15-20 minutes followed by maintenance infusion of 1-2 grams per hour. Magnesium prevents recurrent seizures and has neuroprotective effects.
21,Obstetrics,Preeclampsia,You have administered magnesium sulfate 4 grams IV to the eclamptic patient. The seizure has stopped after 90 seconds and she is now postictal but breathing. You continue the magnesium infusion at 2 grams per hour. During transport you should monitor for signs of magnesium toxicity. What are the signs of magnesium toxicity in order of occurrence and what is the antidote?,Seizures followed by respiratory arrest. Antidote is more magnesium,Loss of deep tendon reflexes followed by respiratory depression then cardiac arrest. Antidote is calcium gluconate,Hypertension followed by tachycardia. Antidote is labetalol,Hyperreflexia followed by seizures. Antidote is lorazepam,B,Magnesium toxicity occurs at serum levels above 7 mEq/L. The first sign is loss of deep tendon reflexes particularly the patellar reflex. As levels rise respiratory depression occurs followed by cardiac arrest at very high levels. Monitoring includes checking patellar reflexes regularly monitoring respiratory rate and pattern and observing for somnolence. If toxicity is suspected hold the infusion and administer calcium gluconate 1 gram IV slowly as the antidote. Calcium directly antagonizes the neuromuscular effects of magnesium. Therapeutic magnesium levels for seizure prophylaxis are 4-7 mEq/L.
22,Obstetrics,Placenta Previa,A 34-year-old G3P2 at 33 weeks gestation presents with sudden onset of bright red vaginal bleeding without pain. She states she woke up in a pool of blood and estimates she has soaked through several large towels. She has had two prior cesarean deliveries. She denies contractions or abdominal pain and denies any trauma. Vital signs are BP 102/68 HR 112 RR 20 SpO2 98%. Her abdomen is soft and non-tender. Fetal heart tones are 150 by doppler. What is the most likely diagnosis and what examination is contraindicated?,Placental abruption. Perform speculum exam to assess cervical dilation,Placenta previa. Do not perform digital vaginal or speculum examination as this may cause catastrophic hemorrhage,Bloody show indicating labor. Perform cervical exam to assess dilation,Vasa previa. Perform ultrasound to confirm,B,Placenta previa occurs when the placenta implants over or near the internal cervical os. Classic presentation is painless bright red vaginal bleeding in the second or third trimester. Risk factors include prior cesarean deliveries multiparity and prior placenta previa. Digital vaginal examination or speculum examination is absolutely contraindicated because touching the placenta can cause massive hemorrhage. The soft non-tender abdomen helps distinguish previa from abruption which typically has painful bleeding with uterine rigidity. Transport immediately with IV access and prepare for possible emergency cesarean.
23,Obstetrics,Placental Abruption,A 29-year-old G2P1 at 37 weeks presents after a motor vehicle collision. She was wearing her seatbelt but hit the steering wheel with her abdomen. She complains of severe constant abdominal pain. On exam her abdomen is rigid and tender to palpation and the uterus feels woody hard. There is dark red vaginal bleeding though not a large amount visibly. Vital signs are BP 94/62 HR 128 RR 24 SpO2 96%. Fetal heart tones are difficult to obtain and when found are 90 bpm. What is the most likely diagnosis and what is the pathophysiology?,Placenta previa from trauma. The placenta was torn during the accident,Placental abruption. The placenta has separated from the uterine wall causing retroplacental hemorrhage uterine irritability and fetal distress,Uterine rupture with fetal death,Normal labor following trauma,B,Placental abruption is premature separation of the placenta from the uterine wall before delivery. Trauma is a significant risk factor and even minor trauma can cause abruption due to the shearing force between the elastic uterus and inelastic placenta. Classic presentation includes painful vaginal bleeding although significant hemorrhage may be concealed behind the placenta rigid board-like tender uterus and fetal distress. The fetal bradycardia of 90 bpm indicates severe fetal compromise. This is a dual emergency threatening both mother and fetus requiring immediate cesarean delivery.
24,Obstetrics,Placental Abruption,Continuing with the abruption patient you are transporting emergently. The mother's condition is deteriorating with BP now 82/50 HR 142 and she is becoming confused. The fetal heart tones are now undetectable. You have established two large-bore IVs and are infusing crystalloid rapidly. What serious complication of placental abruption may develop that affects the mother's clotting ability?,Thrombosis from stasis,Disseminated intravascular coagulation DIC causing consumptive coagulopathy,Hemophilia,Thrombocytopenic purpura,B,Severe placental abruption can trigger disseminated intravascular coagulation DIC. Tissue thromboplastin released from the damaged placenta activates the coagulation cascade causing widespread microvascular thrombosis that consumes clotting factors and platelets. This leads to paradoxical bleeding from depletion of coagulation factors. The patient may develop bleeding from IV sites gums and surgical incisions. Laboratory findings include low fibrinogen elevated D-dimer prolonged PT/PTT and low platelets. Treatment requires delivery of the fetus and placenta to remove the source of thromboplastin plus blood product replacement.
25,Obstetrics,Ectopic Pregnancy,A 26-year-old female presents with lower abdominal pain and vaginal spotting. Her last menstrual period was 7 weeks ago. She has a history of pelvic inflammatory disease and prior chlamydia infection. She describes the pain as sharp and primarily on the right side. She appears uncomfortable and is guarding her abdomen. Vital signs are BP 108/72 HR 102 RR 18 SpO2 99%. Her abdomen is tender in the right lower quadrant with some rebound tenderness. A home pregnancy test was positive yesterday. What is the most likely diagnosis and what serious complication must be considered?,Appendicitis. The positive pregnancy test is incidental,Ectopic pregnancy most likely in the right fallopian tube. Rupture with internal hemorrhage is the major concern,Normal intrauterine pregnancy with round ligament pain,Ovarian cyst that is unrelated to pregnancy,B,Ectopic pregnancy occurs when a fertilized egg implants outside the uterus most commonly in the fallopian tube. Risk factors include prior ectopic PID tubal surgery and history of STIs. Classic presentation is unilateral pelvic pain and vaginal spotting in early pregnancy. The major danger is rupture which causes life-threatening internal hemorrhage. The rebound tenderness suggests peritoneal irritation possibly from blood or a leaking or ruptured ectopic. This patient needs emergent evaluation with ultrasound and possibly surgery. Any female of reproductive age with abdominal pain should have pregnancy testing.
26,Obstetrics,Ectopic Pregnancy,The patient with suspected ectopic pregnancy suddenly becomes pale and diaphoretic and states she feels like she might pass out. She now has severe diffuse abdominal pain and her abdomen is becoming rigid and distended. Vital signs are now BP 72/48 HR 138 RR 28 SpO2 97%. She is confused and anxious. What has happened and what is the emergency management?,She is having a vasovagal episode and needs to lie down,Her ectopic pregnancy has ruptured causing hemoperitoneum and hemorrhagic shock. She needs immediate IV access large-volume fluid resuscitation and emergent surgical intervention,She is having a panic attack from the pain,She has developed appendicitis in addition to pregnancy,B,Ruptured ectopic pregnancy is a surgical emergency. The fallopian tube ruptures causing arterial hemorrhage into the peritoneal cavity. Signs of rupture include sudden severe abdominal pain peritoneal signs from blood irritation and hemorrhagic shock with hypotension tachycardia and altered mental status. The rigid distended abdomen indicates significant hemoperitoneum. Prehospital management includes rapid transport establishing two large-bore IVs and aggressive fluid resuscitation. Definitive treatment is emergent surgery typically laparoscopic salpingectomy. Without surgery mortality is high from exsanguination.
27,Obstetrics,Preterm Labor,A 28-year-old G1P0 at 31 weeks gestation presents with regular contractions that started 2 hours ago. She describes menstrual-like cramping every 5 minutes with back pain. She has noted increased vaginal discharge but denies rupture of membranes. This is her first pregnancy. She has no prior obstetric history. Vital signs are BP 118/74 HR 88 RR 16 SpO2 99%. Fetal heart tones are 155 by doppler. On external palpation you can feel the uterus contracting regularly. What is preterm labor and why is it dangerous at this gestational age?,Preterm labor is contractions without cervical change and is not dangerous,Preterm labor is regular contractions causing cervical change before 37 weeks. At 31 weeks the fetus has significant prematurity risks including respiratory distress and other complications,Preterm labor only matters before 24 weeks,This is Braxton Hicks contractions which are normal,B,Preterm labor is defined as regular uterine contractions causing cervical dilation or effacement before 37 weeks gestation. At 31 weeks the fetus faces significant risks from prematurity including respiratory distress syndrome from surfactant deficiency intraventricular hemorrhage necrotizing enterocolitis and temperature regulation problems. While survival rates at 31 weeks are excellent with modern NICU care there is significant morbidity. Treatment may include tocolytics to stop contractions corticosteroids to accelerate fetal lung maturity and antibiotics if infection is suspected.
28,Obstetrics,Preterm Labor,You are transporting the patient in preterm labor at 31 weeks. She asks if there is anything that can be done to help her baby if it is born early. You explain that the hospital will likely give her certain medications. What medication given to the mother before preterm delivery significantly improves neonatal outcomes by accelerating fetal lung maturity?,Oxytocin to strengthen contractions and speed delivery,Betamethasone or dexamethasone corticosteroids given to the mother cross the placenta and stimulate fetal surfactant production,Magnesium sulfate given to the fetus directly,Antibiotics given to the fetus,B,Antenatal corticosteroids such as betamethasone or dexamethasone given to the mother before preterm delivery are one of the most effective interventions to improve neonatal outcomes. They cross the placenta and accelerate fetal lung maturity by stimulating surfactant production significantly reducing respiratory distress syndrome. They also reduce intraventricular hemorrhage and necrotizing enterocolitis. Maximum benefit occurs 24 hours to 7 days after administration so they are given when preterm delivery is anticipated. They are recommended for pregnancies at risk of preterm delivery between 24 and 34 weeks.
29,Obstetrics,PROM,A 33-year-old G2P1 at 34 weeks presents with a gush of clear fluid from her vagina 2 hours ago. She has not had contractions and denies pain or bleeding. She is concerned because her due date is 6 weeks away. The fluid was clear and odorless and she has continued to leak small amounts. Vital signs are normal and fetal heart tones are 140. What is the likely diagnosis and what are the two major risks associated with this condition?,She has urinary incontinence which is common in pregnancy,She likely has preterm premature rupture of membranes PPROM. Major risks are infection chorioamnionitis and cord prolapse,She has normal vaginal discharge that increased,Her water broke but this is not concerning before 37 weeks,B,Preterm premature rupture of membranes PPROM is rupture of the amniotic membranes before 37 weeks and before the onset of labor. The gush of clear odorless fluid followed by continued leaking is characteristic. Major risks include intrauterine infection chorioamnionitis which can cause maternal sepsis and fetal infection cord prolapse which is more common without intact membranes and preterm delivery with associated prematurity complications. Management depends on gestational age and includes antibiotics to prolong latency steroids for lung maturity and monitoring for infection. Signs of infection include fever maternal tachycardia fetal tachycardia uterine tenderness and foul-smelling discharge.
