id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
11,Airway,Difficult Airway,A patient with angioedema from ACE inhibitor has progressive tongue swelling and stridor. SpO2 is 91% on NRB. You should prepare for:,Awake oral intubation,Awake nasotracheal intubation,RSI with video laryngoscopy,Awake surgical cricothyrotomy,D,Severe angioedema with stridor may have complete supraglottic obstruction. If intubation is not possible prepare for awake surgical airway.,Paramedic,medium
12,Airway,Difficult Airway,LEMON assessment reveals Mallampati IV small mouth opening and short thyromental distance. This patient:,Should be easy to intubate,Has multiple predictors of difficult intubation,Only needs one attempt,Should receive blind nasotracheal intubation,B,Multiple LEMON criteria positive indicates high probability of difficult intubation. Prepare backup plans.,Paramedic,medium
13,Airway,Difficult Airway,During intubation attempt you achieve Cormack-Lehane Grade III view. This means:,Full view of glottis,Partial view of glottis,Only epiglottis visible,No structures visible,C,Grade III is only epiglottis visible no glottic structures. Consider bougie BURP or video laryngoscopy.,Paramedic,medium
14,Airway,Difficult Airway,BURP maneuver involves:,Backward Upward Rightward Pressure,Backward Upward Rightward Push,Backward Upward Rightward Positioning,Bilateral Upward Repositioning Pressure,A,BURP is Backward Upward Rightward Pressure on thyroid cartilage to improve glottic view. Different from Sellick.,Paramedic,medium
15,Airway,Difficult Airway,A bougie is properly placed when you feel:,Smooth passage,Tracheal rings or hold-up at carina,Resistance at 15 cm,Soft tissue give,B,Bougie in trachea produces clicks from tracheal rings and holds up at carina around 28-32 cm. Smooth passage suggests esophagus.,Paramedic,medium
16,Airway,Pediatric,A 2-year-old with croup has severe stridor at rest barking cough and SpO2 88% despite blow-by oxygen. Best next intervention:,Racemic epinephrine nebulizer,Immediate intubation,IM epinephrine,Oral dexamethasone only,A,Severe croup with resting stridor and hypoxia needs nebulized racemic epinephrine. Intubation is last resort as it may worsen swelling.,Paramedic,medium
17,Airway,Pediatric,What size uncuffed ETT is appropriate for a 4-year-old:,4.0 mm,4.5 mm,5.0 mm,5.5 mm,C,Uncuffed ETT size = (age/4) + 4. For 4-year-old: (4/4) + 4 = 5.0 mm.,Paramedic,medium
18,Airway,Pediatric,A 6-month-old is in respiratory failure. Proper ETT depth at the lip is:,6 cm,9 cm,12 cm,15 cm,B,ETT depth at lip = (age in years/2) + 12 or use 3x tube size. For infant approximately 9-10 cm.,Paramedic,medium
19,Airway,Pediatric,You intubate a 3-year-old and note an air leak at 15 cmH2O pressure. You should:,Reintubate with larger tube,Accept this as adequate seal,Reintubate with cuffed tube,Add more tape,A,Air leak below 20 cmH2O suggests tube too small. In pediatrics some leak is acceptable but may need upsizing if significant.,Paramedic,medium
20,Airway,Pediatric,Which statement about pediatric airways is TRUE:,The narrowest point is the vocal cords,Cuffed tubes are contraindicated in all children,The airway is more anterior and cephalad than adults,Straight blades are never used,C,Pediatric airway is more anterior and cephalad. Cricoid is narrowest in young children. Cuffed tubes now acceptable.,Paramedic,medium
21,Airway,Post-Intubation,After intubation EtCO2 shows normal waveform of 45 mmHg. Five minutes later waveform suddenly becomes flat. Most likely cause:,ROSC,Tube dislodgement or obstruction,Hyperventilation,Normal variation,B,Sudden loss of waveform with previously normal reading suggests tube displacement obstruction or disconnection.,Paramedic,medium
22,Airway,Post-Intubation,You are ventilating an intubated patient and note increasing resistance to bagging with decreasing SpO2. EtCO2 waveform is diminishing. Using DOPE what should you check first:,Obstruction,Displacement,Pneumothorax,Equipment,B,DOPE: Displacement Obstruction Pneumothorax Equipment. Check tube position first with direct visualization or EtCO2.,Paramedic,medium
23,Airway,Post-Intubation,An intubated patient has sudden onset of hypotension tracheal deviation and absent breath sounds on the right. You should:,Reintubate,Perform needle decompression on right chest,Pull ETT back 2 cm,Suction the ETT,B,Signs indicate right tension pneumothorax. Immediate needle decompression required.,Paramedic,medium
24,Airway,Post-Intubation,Target EtCO2 for a ventilated patient without head injury is:,20-25 mmHg,35-45 mmHg,50-60 mmHg,25-30 mmHg,B,Normal target EtCO2 is 35-45 mmHg reflecting adequate ventilation without hyperventilation.,Paramedic,medium
25,Airway,Post-Intubation,In a head-injured patient with signs of herniation target EtCO2 should be:,20-25 mmHg,30-35 mmHg,40-45 mmHg,50-55 mmHg,B,Brief hyperventilation for herniation targets EtCO2 30-35 mmHg. Avoid prolonged hyperventilation below 30.,Paramedic,medium
26,Airway,Pharmacology,Which RSI induction agent provides analgesia and bronchodilation:,Etomidate,Ketamine,Propofol,Midazolam,B,Ketamine provides dissociative anesthesia with analgesia and bronchodilation. Good for asthma and hypotension.,Paramedic,medium
27,Airway,Pharmacology,Succinylcholine is contraindicated in a patient with:,Asthma,Burns greater than 24 hours old,Head injury,Hypotension,B,Succinylcholine contraindicated in burns/crush greater than 24 hours due to hyperkalemia risk from receptor upregulation.,Paramedic,medium
28,Airway,Pharmacology,A patient with renal failure requiring RSI. Which paralytic is preferred:,Succinylcholine,Rocuronium,Either is equally safe,Neither should be used,B,Renal failure patients may have baseline hyperkalemia. Succinylcholine causes additional K+ release. Rocuronium is safer.,Paramedic,medium
29,Airway,Pharmacology,Duration of action of rocuronium at RSI dose is approximately:,5-10 minutes,45-60 minutes,90-120 minutes,2-3 minutes,B,Rocuronium at 1.2 mg/kg lasts 45-60 minutes. Longer than succinylcholine.,Paramedic,medium
30,Airway,Pharmacology,Sugammadex 16 mg/kg is indicated for:,Routine reversal,Immediate reversal of rocuronium,Reversal of succinylcholine,Sedation,B,Sugammadex 16 mg/kg for immediate reversal; 4 mg/kg for deep block; 2 mg/kg for moderate.,Paramedic,medium
31,Airway,Pharmacology,Etomidate may cause:,Hyperglycemia,Adrenal suppression,Bronchospasm,Malignant hyperthermia,B,Etomidate causes transient adrenal suppression. Concern for repeat dosing or septic patients.,Paramedic,medium
32,Airway,Pharmacology,Best induction agent for a hypotensive trauma patient:,Propofol,Etomidate or ketamine,Midazolam,Thiopental,B,Ketamine or etomidate maintain hemodynamics better than propofol or midazolam in hypotension.,Paramedic,medium
33,Airway,Ventilation,A patient with COPD and CO2 retention has baseline PaCO2 of 60. After intubation you should target EtCO2 of:,35 mmHg,45-55 mmHg matching baseline,60-70 mmHg,25-30 mmHg,B,Chronic CO2 retainers should be ventilated to near their baseline to avoid rapid pH changes.,Paramedic,medium
34,Airway,Ventilation,An intubated asthmatic requires ventilator settings that:,Maximize inspiratory time,Allow prolonged expiratory time with lower rate,Use high PEEP,Maximize tidal volume,B,Asthma requires prolonged expiration to prevent air trapping. Lower rate I:E ratio 1:4 or 1:5.,Paramedic,medium
35,Airway,Ventilation,Initial ventilator settings for an adult should include tidal volume of:,4-6 mL/kg ideal body weight,6-8 mL/kg ideal body weight,10-12 mL/kg ideal body weight,8-10 mL/kg actual body weight,B,Lung protective ventilation uses 6-8 mL/kg IBW. High volumes cause barotrauma.,Paramedic,medium
36,Airway,Ventilation,PEEP primarily works by:,Increasing tidal volume,Preventing alveolar collapse at end-expiration,Increasing respiratory rate,Decreasing inspiratory pressure,B,PEEP maintains positive pressure at end-expiration keeping alveoli open and improving oxygenation.,Paramedic,medium
37,Airway,Ventilation,A patient on the ventilator has plateau pressure of 35 cmH2O and peak pressure of 45 cmH2O. This suggests:,Normal pressures,Increased airway resistance,Decreased lung compliance,Equipment malfunction,B,High peak with normal plateau suggests airway resistance bronchospasm secretions kinked tube. High both suggests poor compliance.,Paramedic,medium
38,Airway,Waveform Capnography,A shark fin waveform on capnography indicates:,Normal ventilation,Bronchospasm or COPD,Esophageal intubation,Hyperventilation,B,Prolonged upslope shark fin pattern indicates obstructive disease with prolonged expiration.,Paramedic,medium
39,Airway,Waveform Capnography,During CPR EtCO2 has been 12 mmHg. It suddenly rises to 45 mmHg. This indicates:,Hyperventilation,Equipment failure,Probable ROSC,Tube displacement,C,Sudden sustained rise in EtCO2 during CPR strongly suggests return of spontaneous circulation.,Paramedic,medium
40,Airway,Waveform Capnography,Consistently low EtCO2 of 15 mmHg during CPR with good waveform suggests:,Effective compressions,Ineffective compressions or severe shock,Hyperventilation,Normal finding,B,Low EtCO2 during CPR despite good waveform suggests inadequate cardiac output from poor compressions or non-survivable state.,Paramedic,medium
41,Airway,Waveform Capnography,A curare cleft or notch in phase III of capnography indicates:,Normal finding,Patient attempting to breathe against ventilator,Esophageal intubation,Circuit leak,B,Curare cleft shows patient respiratory effort against ventilator indicating inadequate sedation or paralysis.,Paramedic,medium
42,Airway,Waveform Capnography,Gradual increase in EtCO2 baseline over time indicates:,Hyperventilation,Rebreathing from inadequate fresh gas flow or exhausted CO2 absorber,Improving ventilation,Decreasing cardiac output,B,Rising baseline suggests rebreathing of CO2 from equipment issues.,Paramedic,medium
43,Airway,Scenario,A 55-year-old male with STEMI is unresponsive with agonal breathing. After intubation he develops PEA. Most important next step:,Shock the rhythm,High quality CPR and address reversible causes,Administer atropine,Extubate and use BVM,B,PEA is non-shockable. CPR and address H's and T's. Consider if intubation caused tension pneumothorax.,Paramedic,medium
44,Airway,Scenario,An 8-year-old drowning victim is pulled from water. She is unresponsive with weak pulse and gasping respirations. Immediate priority:,C-spine immobilization,Ventilation and oxygenation,Chest compressions,IV access,B,Drowning is hypoxic event. Immediate ventilation and oxygenation is priority before other interventions.,Paramedic,medium
45,Airway,Scenario,A 30-year-old is found unresponsive after heroin overdose. Respirations are 4/min with pinpoint pupils. After naloxone patient wakes and becomes combative refusing care. You should:,Restrain and transport,Allow refusal if competent after informed consent discussion,Sedate with ketamine,Contact medical control only,B,If patient becomes competent after naloxone they can refuse. Discuss risks including re-sedation. Document thoroughly.,Paramedic,medium
46,Airway,Scenario,You arrive to find a 60-year-old male in cardiac arrest. Wife states he choked on steak. After confirming cardiac arrest you should:,Perform abdominal thrusts,Begin CPR and look in airway before ventilations,Perform blind finger sweep,Attempt intubation first,B,Cardiac arrest from FBAO: CPR then look for object during airway management. No blind sweeps.,Paramedic,medium
47,Airway,Scenario,A 25-year-old female with severe asthma becomes unresponsive during treatment. She has weak pulse and is not breathing. You should:,Begin CPR immediately,Assist ventilations with BVM,Perform immediate intubation,Administer epinephrine IV,B,Respiratory arrest with pulse present requires assisted ventilation not CPR. Prepare for intubation if needed.,Paramedic,medium
48,Airway,Scenario,A construction worker has an impaled metal rod through his left cheek with significant oral bleeding. He is conscious but having difficulty maintaining airway. Best approach:,Remove object to clear airway,Suction position and transport,Immediate surgical cricothyrotomy,Sedate and intubate,B,Cheek impalement may be removed if causing airway obstruction. However conscious patient with some airway control benefits from suction positioning supportive care.,Paramedic,medium
49,Airway,Scenario,A 40-year-old is in anaphylaxis with severe stridor and lip swelling after bee sting. Epinephrine has been given twice. SpO2 is 78%. You attempt intubation but cannot visualize cords due to swelling. Next step:,More epinephrine,Supraglottic airway,Surgical cricothyrotomy,BVM ventilation,C,Cannot intubate with severe upper airway swelling. Supraglottic airways unlikely to work. Surgical airway required.,Paramedic,medium
50,Airway,Scenario,You intubate a patient and confirm placement with EtCO2 showing waveform of 38 mmHg. During transport the EtCO2 drops to 8 mmHg but waveform pattern persists. Most likely cause:,Tube displacement,Cardiac arrest or severe hypotension,Hyperventilation,Normal variation,B,Waveform present rules out esophageal. Dramatic EtCO2 drop indicates sudden decrease in pulmonary blood flow - arrest or severe shock.,Paramedic,medium
51,Airway,Scenario,A 70-year-old with severe COPD is in respiratory failure. pH 7.18 PaCO2 88 PaO2 52 on 4L NC. He is alert but exhausted. Best management:,Immediate intubation,BiPAP with close monitoring,NRB at 15 LPM,Continue nasal cannula and transport,B,Acute on chronic respiratory failure in alert patient. BiPAP trial appropriate before intubation.,Paramedic,medium
52,Airway,Scenario,You are called to a house fire. Patient has facial burns singed nasal hair and hoarse voice but currently stable SpO2 96%. You should:,Observe and treat supportively,Consider early intubation before airway swells,Wait for respiratory distress,Apply burn dressings only,B,Signs of inhalation injury with risk of progressive edema. Consider early intubation before airway becomes impossible.,Paramedic,medium
53,Airway,Scenario,A 5-year-old with epiglottitis is sitting forward drooling with high fever. SpO2 is 92% on blow-by. The child becomes more anxious when you approach. Best management:,Immediate intubation attempt,Allow position of comfort minimize stimulation prepare for airway failure,Lay child supine for examination,Insert oropharyngeal airway,B,Epiglottitis: minimize stimulation allow position of comfort. Prepare for emergent airway but avoid precipitating complete obstruction.,Paramedic,medium
54,Airway,Scenario,During RSI of a 35-year-old male you notice significant desaturation despite preoxygenation. The patient has a large beard that prevents mask seal. Best action:,Continue with poor seal,Apply two-person technique with jaw thrust,Proceed directly to intubation,Wait for better seal,B,Two-person BVM technique improves seal. May need to trim beard in extreme cases.,Paramedic,medium
55,Airway,Scenario,An intubated patient develops sudden severe hypoxia. You suction the tube and get thick bloody secretions. SpO2 improves slightly. Most likely diagnosis:,Tube obstruction from blood,Pulmonary hemorrhage,Pneumothorax,Esophageal intubation,B,Bloody secretions with hypoxia suggests pulmonary hemorrhage. Continue suctioning and supportive care.,Paramedic,medium
56,Airway,Scenario,A 22-year-old in status epilepticus has been seizing for 20 minutes. Benzodiazepines have been given. She is cyanotic and you cannot ventilate with BVM due to jaw clenching. Best option:,Wait for seizure to stop,Nasopharyngeal airway and NRB,RSI with succinylcholine for airway control,Surgical airway,C,Prolonged seizure with inability to ventilate. RSI will stop seizure and allow airway management. NPA may help temporarily.,Paramedic,medium
57,Airway,Scenario,You are ventilating a patient with suspected pneumothorax. After needle decompression you note no improvement. Next step:,Re-attempt decompression at same site,Attempt decompression at different site or perform finger thoracostomy,Increase ventilation pressure,Chest tube insertion,B,Failed needle decompression may be due to needle length or location. Second attempt at alternate site or finger thoracostomy.,Paramedic,medium
58,Airway,Scenario,A trauma patient has a large open wound to the anterior neck with bubbling and subcutaneous emphysema. He is alert with good air exchange. Management priority:,Immediate intubation through wound,Cover wound and monitor closely prepare for surgical airway,Tracheostomy,BVM ventilation,B,Tracheal injury but currently ventilating. Cover wound occlusively monitor closely prepare for surgical airway if decompensates.,Paramedic,medium
59,Airway,Scenario,An obese patient with OSA goes into respiratory arrest. You cannot visualize landmarks for cricothyrotomy due to neck fat. Alternative:,Continue failed intubation attempts,Bougie-assisted cricothyrotomy or surgical dissection to identify landmarks,BVM only,Tracheostomy,B,Difficult surgical airway in obese. Surgical dissection to identify landmarks or bougie-assisted technique may be necessary.,Paramedic,medium
60,Airway,Scenario,A patient with a tracheostomy is in respiratory distress. You cannot pass suction catheter through the trach tube. Next action:,Remove trach and ventilate through stoma,Remove inner cannula and retry,Force the suction catheter,BVM to face,B,Tracheostomy with inner cannula: remove inner cannula to clear obstruction. If no inner cannula may need to remove and replace entire tube.,Paramedic,medium
61,Airway,Scenario,You are transporting an intubated patient when the ventilator alarms high pressure. Patient is becoming cyanotic. Systematic approach:,Silence alarm and continue,Disconnect from vent and hand ventilate while troubleshooting DOPE,Increase pressure limit,Suction immediately,B,High pressure alarm with decompensation: disconnect ventilate manually and systematically check DOPE.,Paramedic,medium
62,Airway,Scenario,A patient in PEA arrest has EtCO2 of 8 mmHg despite good CPR quality. After 20 minutes of resuscitation this suggests:,Continue resuscitation indefinitely,Poor prognosis consider termination,Increase compression rate,Tube is in esophagus,B,Persistently low EtCO2 despite quality CPR indicates poor prognosis. Consider termination per protocol.,Paramedic,medium
63,Airway,Scenario,After intubating a cardiac arrest patient you note gastric distension that is worsening with ventilation. Best action:,Ignore and continue,Insert orogastric tube to decompress,Increase ventilation rate,Remove ETT and use BVM,B,Gastric distension impairs ventilation. Insert OG/NG to decompress stomach. Confirms ETT in place as ventilation still reaches lungs.,Paramedic,medium
64,Airway,Scenario,A 16-year-old with severe asthma arrested after intubation. During CPR you note the abdomen is becoming distended and there is no chest rise. Most likely:,Tension pneumothorax bilateral,Esophageal intubation,Severe bronchospasm,Equipment failure,B,No chest rise with abdominal distension suggests esophageal intubation. Remove tube reoxygenate and reattempt.,Paramedic,medium
65,Airway,Scenario,You successfully intubate a patient but cannot hear breath sounds on the left. Tube depth is appropriate. EtCO2 confirms tracheal placement. Most likely cause:,Right mainstem intubation,Left pneumothorax or hemothorax,Left atelectasis,Esophageal intubation,B,Appropriate depth with EtCO2 but absent left sounds suggests left-sided pathology not tube position.,Paramedic,medium
66,Airway,Medication,A patient with suspected elevated ICP requires RSI. Which agent should be AVOIDED:,Ketamine,Etomidate,Succinylcholine,Rocuronium,C,Succinylcholine causes fasciculations which may transiently increase ICP. However clinical significance debated. Rocuronium often preferred.,Paramedic,medium
67,Airway,Medication,Lidocaine pretreatment before intubation is sometimes used in head injury to:,Prevent aspiration,Blunt ICP rise from laryngoscopy,Provide analgesia,Prevent arrhythmias,B,Lidocaine 1.5 mg/kg IV 3 minutes before intubation may blunt sympathetic response and ICP rise. Evidence is mixed.,Paramedic,medium
68,Airway,Medication,Fentanyl is sometimes added to RSI because:,It is a paralytic,It blunts sympathetic response to laryngoscopy,It speeds paralysis,It reverses opioids,B,Fentanyl 1-3 mcg/kg may blunt cardiovascular response to laryngoscopy useful in cardiac or neuro patients.,Paramedic,medium
69,Airway,Medication,Atropine pretreatment for pediatric RSI is recommended for children:,Under 1 year or when using succinylcholine,Over 8 years old,Only with bradycardia,Never,A,Atropine 0.02 mg/kg prevents bradycardia from succinylcholine and vagal stimulation in young children.,Paramedic,medium
70,Airway,Medication,A patient receiving succinylcholine develops rigidity and rising temperature. This suggests:,Normal response,Malignant hyperthermia,Inadequate dose,Allergic reaction,B,Muscle rigidity especially masseter with hyperthermia suggests malignant hyperthermia. Stop triggering agents give dantrolene.,Paramedic,medium
71,Airway,Assessment,A patient has oxygen saturation of 100% but remains confused and tachypneic. You should consider:,Anxiety,Carbon monoxide or cyanide poisoning,Equipment malfunction,Normal finding,B,Normal SpO2 with symptoms of hypoxia suggests CO or cyanide poisoning where SpO2 is falsely reassuring.,Paramedic,medium
72,Airway,Assessment,A trauma patient has SpO2 of 88% and remains low despite 100% oxygen by NRB. This suggests:,Equipment failure,Shunt physiology or massive V/Q mismatch,Normal for trauma,Needs higher flow,B,Hypoxia refractory to oxygen suggests true shunt or severe V/Q mismatch such as pulmonary contusion or ARDS.,Paramedic,medium
73,Airway,Assessment,A patient breathing at 8/min has EtCO2 of 65 mmHg. This indicates:,Hyperventilation,Hypoventilation with CO2 retention,Normal ventilation,Dead space ventilation,B,Low rate with high EtCO2 indicates hypoventilation and respiratory acidosis.,Paramedic,medium
74,Airway,Assessment,Pulse oximetry is LEAST reliable in which situation:,Warm well-perfused patient,Hypothermic patient in cardiogenic shock,Patient on room air,Sleeping patient,B,Poor perfusion hypothermia and shock all impair pulse oximetry accuracy.,Paramedic,medium
75,Airway,Assessment,A patient has paradoxical breathing pattern where abdomen moves out while chest moves in. This indicates:,Normal breathing,Respiratory muscle fatigue or obstruction,Hyperventilation,Good respiratory effort,B,Paradoxical breathing suggests diaphragm fatigue upper airway obstruction or impending respiratory failure.,Paramedic,medium
76,Airway,Scenario,A 35-year-old male is found unresponsive by coworkers. He has a pulse but is apneic with blue lips. Coworkers mention he was eating lunch. After opening airway you see a large piece of meat in the posterior pharynx. You should:,Attempt BVM ventilation,Remove visible obstruction with Magill forceps,Perform abdominal thrusts,Begin CPR,B,Visible obstruction in unresponsive patient should be removed with Magill forceps during laryngoscopy.,Paramedic,medium
77,Airway,Scenario,An 80-year-old female with DNR is in respiratory distress from pneumonia. Family wants her comfortable but do not want intubation. Appropriate management:,Withhold all treatment,Provide oxygen positioning suctioning and palliative care,Intubate against wishes,Transport without treatment,B,DNR does not mean do not treat. Provide comfort measures and non-invasive support per wishes.,Paramedic,medium
78,Airway,Scenario,A patient on a home ventilator has respiratory distress. The ventilator is alarming and you are unfamiliar with the model. Best approach:,Transport with home vent,Disconnect and use BVM ventilation,Turn off alarms,Wait for family to fix,B,If unfamiliar with equipment disconnect and provide manual ventilation with BVM.,Paramedic,medium
79,Airway,Scenario,You arrive at an MCI with a patient who has obvious severe facial trauma and is not breathing. Using START triage this patient is:,Red - Immediate,Yellow - Delayed,Green - Minor,Black - Deceased/Expectant,D,Patient not breathing after airway repositioning is tagged black in START triage.,Paramedic,medium
80,Airway,Scenario,During transport an intubated patient bites down on the ETT causing obstruction. Immediate action:,Remove the tube,Insert bite block and consider sedation,Nasal intubation,Cricothyrotomy,B,ETT biting requires bite block to prevent obstruction. Patient may need additional sedation.,Paramedic,medium
81,Airway,Scenario,An 18-month-old has sudden onset of coughing choking and stridor while eating grapes. She is conscious with adequate air exchange. You should:,Perform back blows and chest thrusts,Allow her to cough and monitor closely,Attempt to visualize and remove object,Perform abdominal thrusts,B,Mild FBAO with effective cough: allow patient to clear naturally. Intervene only if obstruction becomes severe.,Paramedic,medium
82,Airway,Scenario,A patient with anaphylaxis has been given IM epinephrine and is being bag-mask ventilated for respiratory failure. Despite good technique you cannot achieve chest rise due to severe bronchospasm. Consider:,Higher BVM pressures,IV epinephrine for bronchodilation,Immediate cricothyrotomy,Continue current management,B,Severe refractory bronchospasm may benefit from IV epinephrine which has faster onset than IM.,Paramedic,medium
83,Airway,Scenario,You are intubating when the patient vomits. You see vomit around the tube during placement. After intubation you should:,Assume aspiration occurred and suction through ETT,Remove tube and reattempt,Ignore and ventilate,Give antibiotics,A,Aspiration likely with vomiting during intubation. Suction ETT confirm placement provide supportive care.,Paramedic,medium
84,Airway,Scenario,A patient with severe kyphosis requires intubation. Your standard positioning does not provide adequate view. Best modification:,More head extension,Ramped position with padding under shoulders and head,Flat positioning,Lateral position,B,Kyphosis requires modified positioning. Ramping with padding to align oral pharyngeal and laryngeal axes.,Paramedic,medium
85,Airway,Scenario,A laryngectomy patient is in respiratory arrest. You attempt to ventilate through the stoma but air leaks from the nose and mouth. You should:,Cover nose and mouth and continue stoma ventilation,Ventilate through mouth instead,Abandon ventilation,Use smaller BVM,A,Partial laryngectomy may have connection to upper airway. Occlude nose and mouth and ventilate stoma.,Paramedic,medium
86,Airway,Special,A patient has a King LT in place from BLS providers. You want to intubate. Best approach:,Remove King and intubate,Intubate through the King LT,Leave King LT in place,Perform cricothyrotomy,A,To intubate must remove supraglottic airway. Preoxygenate prepare equipment then remove King and intubate.,Paramedic,medium
87,Airway,Special,During transport of intubated patient the tube becomes completely dislodged. SpO2 is dropping. First action:,Immediate reintubation,BVM ventilation while preparing for reintubation,Call for help,Insert supraglottic airway,B,Extubation emergency: immediate BVM ventilation to reoxygenate before reintubation attempt.,Paramedic,medium
88,Airway,Special,You are performing needle cricothyrotomy on a pediatric patient. After needle placement you connect to oxygen at 15 LPM using jet insufflation. You must remember to:,Allow exhalation time to prevent barotrauma,Provide continuous flow,Occlude the needle intermittently,Sedate the patient,A,Jet insufflation requires exhalation time usually 1 second on 4 seconds off to prevent barotrauma.,Paramedic,medium
89,Airway,Special,A patient with previous neck radiation has woody hard tissue over the anterior neck. If surgical airway is needed:,It will be impossible,Surgical dissection through scarred tissue will be required,Use needle cricothyrotomy only,Perform tracheostomy instead,B,Previous radiation causes fibrosis making surgical airway difficult but possible with careful dissection.,Paramedic,medium
90,Airway,Special,After successful RSI you notice the patient has unequal pupils. This is MOST likely due to:,Tube malposition,Medication effect from ketamine or underlying brain injury,Esophageal intubation,Normal finding,B,Unequal pupils post-intubation likely related to underlying pathology or medications not intubation itself.,Paramedic,medium
91,Airway,Decision Making,A 60-year-old with severe CHF has pink frothy sputum and SpO2 of 82%. He is alert but in severe distress. Best initial airway management:,Immediate RSI,CPAP or BiPAP with monitoring,BVM assist only,NRB only,B,Cardiogenic pulmonary edema with severe hypoxia in alert patient: CPAP/BiPAP first choice before intubation.,Paramedic,medium
92,Airway,Decision Making,A patient in septic shock is confused but protecting his airway with SpO2 91% on NRB. Best approach:,Immediate RSI,High flow oxygen close monitoring prepare for intubation,No airway intervention needed,Nasotracheal intubation,B,Not yet in respiratory failure. Optimize oxygenation treat sepsis and monitor closely for deterioration.,Paramedic,medium
93,Airway,Decision Making,You arrive to a heroin overdose with respiratory rate of 4 and SpO2 of 70%. Best initial action:,Naloxone IV immediately,BVM ventilation while obtaining IV access then naloxone,Intubate first,NRB at 15 LPM,B,Ventilate first to address immediate hypoxia then administer naloxone. Do not delay ventilation.,Paramedic,medium
