id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
14,OB/GYN,Assessment,A G3P2012 means:,3 pregnancies 2 term 0 preterm 1 abortion 2 living,3 pregnancies 2 deliveries,3 term deliveries,2 pregnancies 3 children,A,G3P2012: 3 pregnancies 2 term births 0 preterm 1 abortion 2 living children.,Paramedic,medium
15,OB/GYN,Assessment,Signs of imminent delivery include:,Regular contractions every 10 minutes,Crowning and urge to push,Ruptured membranes only,Bloody show only,B,Imminent delivery: crowning visible presenting part strong urge to push contractions every 2-3 min.,Paramedic,medium
16,OB/GYN,Assessment,Fetal heart tones should be assessed:,Only if mother requests,Before and after contractions,Only at hospital,Only during pushing,B,FHT assessed between contractions; decelerations during contractions may be normal or pathological.,Paramedic,medium
17,OB/GYN,Assessment,Late decelerations of FHR indicate:,Normal finding,Uteroplacental insufficiency,Head compression,Cord compression,B,Late decelerations: start after contraction peak indicate uteroplacental insufficiency; ominous sign.,Paramedic,medium
18,OB/GYN,Assessment,Variable decelerations of FHR indicate:,Uteroplacental insufficiency,Cord compression,Head compression,Normal fetal response,B,Variable decelerations: abrupt drops of various shapes indicate cord compression.,Paramedic,medium
19,OB/GYN,Complications,Placenta previa is defined as:,Placenta separating prematurely,Placenta covering cervical os,Placenta retained after delivery,Placenta accreta,B,Placenta previa: placenta implanted over or near cervical os; painless bright red bleeding.,Paramedic,medium
20,OB/GYN,Complications,Placenta previa classically presents with:,Painful vaginal bleeding with rigid abdomen,Painless bright red vaginal bleeding,No bleeding,Bleeding with contractions only,B,Previa: painless bright red bleeding typically third trimester; avoid vaginal exam.,Paramedic,medium
21,OB/GYN,Complications,Placental abruption is defined as:,Placenta over cervix,Premature separation of normally implanted placenta,Placenta accreta,Retained placenta,B,Abruption: premature separation causing maternal hemorrhage and fetal distress.,Paramedic,medium
22,OB/GYN,Complications,Placental abruption classically presents with:,Painless bright red bleeding,Painful vaginal bleeding with rigid tender uterus,No symptoms,Bleeding only during contractions,B,Abruption: painful bleeding rigid board-like uterus; may have concealed hemorrhage.,Paramedic,medium
23,OB/GYN,Complications,Risk factors for placental abruption include:,Multiparity only,Hypertension trauma cocaine use,Young maternal age,First pregnancy,B,Abruption risk: hypertension trauma cocaine tobacco previous abruption.,Paramedic,medium
24,OB/GYN,Complications,Ectopic pregnancy most commonly occurs in the:,Ovary,Fallopian tube,Cervix,Abdominal cavity,B,95% of ectopics occur in fallopian tube usually ampulla.,Paramedic,medium
25,OB/GYN,Complications,Classic triad of ruptured ectopic pregnancy:,Painless bleeding amenorrhea positive pregnancy test,Abdominal pain vaginal bleeding amenorrhea,Fever bleeding abdominal pain,Hypertension bleeding headache,B,Ruptured ectopic: sudden severe abdominal pain vaginal bleeding missed period shock.,Paramedic,medium
26,OB/GYN,Complications,Preeclampsia is defined as:,Hypertension before 20 weeks,Hypertension plus proteinuria or end-organ damage after 20 weeks,Gestational diabetes,Seizures in pregnancy,B,Preeclampsia: new HTN greater than 140/90 after 20 weeks plus proteinuria or end-organ dysfunction.,Paramedic,medium
27,OB/GYN,Complications,Severe features of preeclampsia include:,BP 140/90,BP greater than 160/110 or symptoms of end-organ damage,Mild headache,Trace proteinuria,B,Severe preeclampsia: BP greater than 160/110 platelets less than 100k elevated LFTs pulmonary edema symptoms.,Paramedic,medium
28,OB/GYN,Complications,HELLP syndrome stands for:,Hemolysis Elevated Liver enzymes Low Platelets,Hypertension Elevated Lactate Low Pressure,Hemorrhage Elevated Labs Low Perfusion,None of the above,A,HELLP: Hemolysis Elevated Liver enzymes Low Platelets; severe preeclampsia variant.,Paramedic,medium
29,OB/GYN,Complications,Eclampsia is defined as:,Hypertension in pregnancy,Preeclampsia plus seizures,Gestational diabetes,Placental abruption,B,Eclampsia: preeclampsia with new-onset generalized tonic-clonic seizures.,Paramedic,medium
30,OB/GYN,Complications,First-line treatment for eclamptic seizures:,Diazepam,Magnesium sulfate,Phenytoin,Lorazepam,B,Eclampsia treatment: magnesium sulfate 4-6 g IV loading then 1-2 g/hr; prevents recurrence.,Paramedic,medium
31,OB/GYN,Complications,Magnesium toxicity is reversed with:,Naloxone,Calcium gluconate,Atropine,Flumazenil,B,Magnesium toxicity: calcium gluconate 1 g IV; signs include loss of reflexes respiratory depression.,Paramedic,medium
32,OB/GYN,Complications,Signs of magnesium toxicity in order:,Loss of deep tendon reflexes then respiratory depression then cardiac arrest,Seizures then coma,Hypertension then tachycardia,Hyperreflexia then seizures,A,Mg toxicity: loss of DTRs at 7-10 mEq/L respiratory depression 10-15 cardiac arrest greater than 15.,Paramedic,medium
33,OB/GYN,Complications,Uterine rupture risk factors include:,First pregnancy,Previous cesarean section and uterine surgery,Young maternal age,Gestational diabetes,B,Uterine rupture risks: previous cesarean VBAC grand multiparity uterine surgery trauma.,Paramedic,medium
34,OB/GYN,Complications,Signs of uterine rupture include:,Normal contractions,Sudden severe abdominal pain loss of contractions fetal distress,Painless bleeding,Regular contractions with cervical change,B,Uterine rupture: sudden pain cessation of contractions fetal bradycardia palpable fetal parts shock.,Paramedic,medium
35,OB/GYN,Complications,Umbilical cord prolapse is an emergency because:,Risk of infection,Cord compression causes fetal hypoxia,Maternal hemorrhage,Uterine rupture,B,Cord prolapse: compression between presenting part and pelvis causes fetal hypoxia.,Paramedic,medium
36,OB/GYN,Complications,Management of umbilical cord prolapse:,Push cord back in,Elevate presenting part off cord keep cord moist,Clamp and cut cord,Pull on cord,B,Cord prolapse: gloved hand elevates presenting part off cord; knee-chest or Trendelenburg; keep cord moist.,Paramedic,medium
37,OB/GYN,Complications,Shoulder dystocia occurs when:,Baby is breech,Anterior shoulder impacted behind pubic symphysis,Cord is prolapsed,Placenta delivers first,B,Shoulder dystocia: anterior shoulder impacted; cannot deliver with normal traction.,Paramedic,medium
38,OB/GYN,Complications,First maneuver for shoulder dystocia:,Fundal pressure,McRoberts maneuver,Suprapubic pressure,Zavanelli maneuver,B,McRoberts: hyperflexion of maternal hips to straighten sacrum and increase pelvic diameter.,Paramedic,medium
39,OB/GYN,Complications,Suprapubic pressure for shoulder dystocia is applied:,Downward on fundus,Downward and lateral on anterior shoulder,Upward on symphysis,On maternal abdomen randomly,B,Suprapubic pressure: downward and lateral pressure to displace anterior shoulder under symphysis.,Paramedic,medium
40,OB/GYN,Complications,Fundal pressure in shoulder dystocia is:,Recommended first-line,Contraindicated as it worsens impaction,Helpful for delivery,Used routinely,B,Fundal pressure contraindicated in shoulder dystocia; worsens impaction and risks injury.,Paramedic,medium
41,OB/GYN,Complications,Postpartum hemorrhage is defined as blood loss greater than:,250 mL vaginal delivery,500 mL vaginal or 1000 mL cesarean,100 mL any delivery,1500 mL any delivery,B,PPH: greater than 500 mL vaginal or greater than 1000 mL cesarean; most common cause is uterine atony.,Paramedic,medium
42,OB/GYN,Complications,Most common cause of postpartum hemorrhage:,Lacerations,Uterine atony,Retained placenta,Coagulopathy,B,Uterine atony causes 70-80% of PPH; uterus fails to contract after delivery.,Paramedic,medium
43,OB/GYN,Complications,Treatment for uterine atony includes:,IV fluids only,Fundal massage and uterotonic medications,Immediate surgery,Observation,B,Uterine atony: bimanual fundal massage oxytocin methylergonovine misoprostol.,Paramedic,medium
44,OB/GYN,Complications,Oxytocin dose for postpartum hemorrhage:,5 units IV push,10-40 units in 1L NS infusion,100 units IV,1 unit IV,B,Oxytocin: 10-40 units in 1L crystalloid infused after placental delivery; not IV push.,Paramedic,medium
45,OB/GYN,Complications,Amniotic fluid embolism presents with:,Gradual onset dyspnea,Sudden cardiovascular collapse respiratory distress DIC,Fever and chills,Painless bleeding,B,AFE: sudden cardiovascular collapse respiratory failure DIC altered mental status; high mortality.,Paramedic,medium
46,OB/GYN,Delivery,Nuchal cord management during delivery:,Always cut immediately,Attempt to slip over head or clamp and cut if tight,Pull firmly,Ignore and continue delivery,B,Nuchal cord: attempt to slip over head; if too tight clamp x2 and cut between clamps.,Paramedic,medium
47,OB/GYN,Delivery,After delivery of head external rotation indicates:,Fetal distress,Normal restitution and rotation,Shoulder dystocia,Cord prolapse,B,External rotation restitution is normal as shoulders align with pelvic outlet.,Paramedic,medium
48,OB/GYN,Delivery,Normal Apgar score at 1 minute is:,0-3,4-6,7-10,Greater than 10,C,Apgar 7-10 normal; 4-6 moderate depression; 0-3 severe depression requiring intervention.,Paramedic,medium
49,OB/GYN,Delivery,APGAR assesses:,Appearance Pulse Grimace Activity Respirations,Airway Breathing Circulation,Alert Pain Glucose Allergies Rx,Amniotic Placenta Gravida Abortion Rate,A,APGAR: Appearance color Pulse HR Grimace reflex Activity tone Respirations.,Paramedic,medium
50,OB/GYN,Delivery,Meconium-stained amniotic fluid requires:,Routine suctioning of all neonates,Suctioning only if neonate is not vigorous,Immediate intubation of all,No intervention,B,Meconium: suction only non-vigorous neonates; vigorous neonates receive routine care.,Paramedic,medium
51,OB/GYN,Delivery,A vigorous neonate is defined as:,Any breathing neonate,Strong respiratory effort good tone HR greater than 100,Crying loudly,Moving extremities,B,Vigorous: strong respiratory effort good muscle tone HR greater than 100.,Paramedic,medium
52,OB/GYN,Delivery,Breech presentation types include:,Frank complete footling,Vertex and breech only,Transverse and oblique,None of the above,A,Breech: frank buttocks first complete buttocks and feet footling one or both feet first.,Paramedic,medium
53,OB/GYN,Delivery,Management of breech delivery in field:,Push back in,Support body allow head to deliver with gentle traction,Pull firmly on presenting part,Immediate cesarean,B,Breech delivery: support body do not pull; allow delivery of head with gentle suprapubic pressure.,Paramedic,medium
54,OB/GYN,Delivery,Limb presentation requires:,Field delivery,Immediate transport for cesarean,Pulling on limb,Version attempt,B,Limb presentation: cannot deliver vaginally; transport immediately for cesarean.,Paramedic,medium
55,OB/GYN,Delivery,Cord should be clamped at what time after delivery:,Immediately,30-60 seconds delayed clamping if stable,5 minutes,Never,B,Delayed cord clamping 30-60 seconds for term stable neonates improves iron stores.,Paramedic,medium
56,OB/GYN,Neonatal,Initial steps of neonatal resuscitation:,Intubation,Warm dry stimulate position clear airway,Chest compressions,IV access,B,Initial steps: warm dry stimulate position airway clear secretions if needed.,Paramedic,medium
57,OB/GYN,Neonatal,Indication for positive pressure ventilation in neonate:,HR less than 100,Apnea or gasping or HR less than 100 despite stimulation,Crying,HR greater than 100,B,PPV indicated for apnea gasping or HR less than 100 after initial steps.,Paramedic,medium
58,OB/GYN,Neonatal,Neonatal PPV rate is:,10-15 breaths/min,40-60 breaths/min,20-30 breaths/min,60-80 breaths/min,B,Neonatal PPV: 40-60 breaths/min one breath every 1-1.5 seconds.,Paramedic,medium
59,OB/GYN,Neonatal,Indication for chest compressions in neonate:,HR less than 100,HR less than 60 despite 30 seconds of effective PPV,Any bradycardia,Apnea,B,Neonatal compressions: HR less than 60 despite 30 seconds of effective ventilation.,Paramedic,medium
60,OB/GYN,Neonatal,Neonatal compression to ventilation ratio:,30:2,15:2,3:1,5:1,C,Neonatal resuscitation: 3:1 ratio 90 compressions 30 breaths per minute.,Paramedic,medium
61,OB/GYN,Neonatal,Neonatal chest compression technique:,Two-finger on sternum,Two-thumb encircling hands preferred,Heel of one hand,One finger,B,Two-thumb encircling hands technique preferred for neonatal compressions.,Paramedic,medium
62,OB/GYN,Neonatal,Neonatal compression depth:,One-half inch,One-third AP diameter approximately 1.5 inches,Two inches,One-quarter inch,B,Neonatal compression depth one-third AP diameter approximately 1.5 inches.,Paramedic,medium
63,OB/GYN,Neonatal,Location for neonatal chest compressions:,Mid-sternum,Lower third of sternum,Upper third of sternum,Xiphoid process,B,Compress lower third of sternum just below nipple line.,Paramedic,medium
64,OB/GYN,Neonatal,Neonatal epinephrine dose:,0.01 mg/kg of 1:10000 IV,0.1 mg/kg of 1:1000 IV,1 mg IV,0.001 mg/kg IV,A,Neonatal epinephrine 0.01-0.03 mg/kg IV/IO of 1:10000 or 0.05-0.1 mg/kg ET.,Paramedic,medium
65,OB/GYN,Neonatal,Neonatal epinephrine route preference:,ET first,IV/IO preferred,IM preferred,SubQ preferred,B,IV/IO preferred for neonatal epinephrine; ET if no IV access but less reliable absorption.,Paramedic,medium
66,OB/GYN,Neonatal,Normal neonatal respiratory rate:,12-20/min,30-60/min,60-80/min,10-15/min,B,Normal neonatal RR 30-60/min; greater than 60 is tachypnea.,Paramedic,medium
67,OB/GYN,Neonatal,Normal neonatal heart rate:,60-100 bpm,80-120 bpm,120-160 bpm,160-200 bpm,C,Normal neonatal HR 120-160 bpm; less than 100 requires intervention.,Paramedic,medium
68,OB/GYN,Neonatal,Neonatal hypothermia is dangerous because:,Causes tachycardia,Increases oxygen consumption and metabolic acidosis,Is uncomfortable,Causes hypertension,B,Hypothermia increases oxygen consumption causes hypoglycemia and metabolic acidosis.,Paramedic,medium
69,OB/GYN,Neonatal,Target temperature for neonatal resuscitation:,35-36 C,36.5-37.5 C,38-39 C,34-35 C,B,Maintain neonatal temp 36.5-37.5 C 97.7-99.5 F to prevent hypothermia complications.,Paramedic,medium
70,OB/GYN,Neonatal,Premature neonate considerations include:,Increased risk of hypothermia and respiratory distress,No special considerations,Decreased risk of complications,Increased birth weight,A,Preterm: immature lungs poor thermoregulation fragile skin increased infection risk.,Paramedic,medium
71,OB/GYN,Neonatal,Neonatal fluid bolus dose:,5 mL/kg,10 mL/kg,20 mL/kg,50 mL/kg,B,Neonatal volume expansion: 10 mL/kg NS or blood over 5-10 minutes.,Paramedic,medium
72,OB/GYN,Neonatal,Signs of respiratory distress in neonate:,Grunting nasal flaring retractions,Regular respirations,Strong cry,Pink color,A,Neonatal distress: grunting nasal flaring intercostal/substernal retractions tachypnea cyanosis.,Paramedic,medium
73,OB/GYN,Pediatric,Pediatric airway differs from adult:,Larger tongue relative to mouth,Smaller tongue,Same proportions,Larger airway diameter,A,Pediatric: large tongue small mandible anterior larynx narrow cricoid floppy epiglottis.,Paramedic,medium
74,OB/GYN,Pediatric,Children decompensate from shock:,Slowly with early warning signs,Rapidly with late warning signs,Same as adults,Never decompensate,B,Children compensate well then decompensate rapidly; hypotension is late sign.,Paramedic,medium
75,OB/GYN,Pediatric,Pediatric hypotension is defined as SBP less than:,5th percentile for age,90 mmHg for all ages,70 + 2 x age for children 1-10 years,100 mmHg,C,Hypotension: SBP less than 70 + 2 x age for ages 1-10; less than 90 for greater than 10 years.,Paramedic,medium
76,OB/GYN,Pediatric,Normal systolic BP for 5 year old:,70 mmHg,80 mmHg,90 mmHg,100 mmHg,B,SBP 5th percentile for age 5 is approximately 80 mmHg using 70 + 2 x age.,Paramedic,medium
77,OB/GYN,Pediatric,Pediatric tachycardia upper limit for infant:,100 bpm,150 bpm,180 bpm,220 bpm,C,Infant normal HR 100-180; toddler 90-150; school age 70-120.,Paramedic,medium
78,OB/GYN,Pediatric,Most common cause of cardiac arrest in children:,Primary cardiac disease,Respiratory failure leading to hypoxia,Trauma,Congenital defects,B,Pediatric arrest usually from respiratory failure/hypoxia; primary cardiac rare unlike adults.,Paramedic,medium
79,OB/GYN,Pediatric,Pediatric defibrillation dose:,1 J/kg,2 J/kg then 4 J/kg,5 J/kg,10 J/kg,B,Pediatric defibrillation: 2 J/kg first shock then 4 J/kg subsequent; max 10 J/kg or adult dose.,Paramedic,medium
80,OB/GYN,Pediatric,Pediatric synchronized cardioversion dose:,0.5 J/kg,0.5-1 J/kg then 2 J/kg,2 J/kg,4 J/kg,B,Pediatric cardioversion: 0.5-1 J/kg initial then 2 J/kg if needed.,Paramedic,medium
81,OB/GYN,Pediatric,IO insertion site in infants:,Distal femur,Proximal tibia 1-2 cm below tibial tuberosity,Sternum,Iliac crest,B,Infant/child IO: proximal tibia 1-2 cm below tuberosity on flat medial surface.,Paramedic,medium
82,OB/GYN,Pediatric,Febrile seizures typically occur in children ages:,0-6 months,6 months to 5 years,5-10 years,Greater than 10 years,B,Febrile seizures: 6 months to 5 years associated with fever usually benign.,Paramedic,medium
83,OB/GYN,Pediatric,Simple febrile seizure characteristics:,Focal and prolonged,Generalized less than 15 minutes not recurring in 24 hours,Multiple seizures in 24 hours,Requires anticonvulsants,B,Simple febrile seizure: generalized less than 15 min once in 24 hours.,Paramedic,medium
84,OB/GYN,Pediatric,Complex febrile seizure characteristics:,Focal or greater than 15 minutes or recurring,Brief and generalized,Always benign,No intervention needed,A,Complex febrile: focal greater than 15 min or recurrent; higher risk of epilepsy.,Paramedic,medium
85,OB/GYN,Pediatric,Signs of dehydration in pediatrics:,Tachycardia dry mucous membranes decreased tears sunken fontanelle,Bradycardia,Bulging fontanelle,Hypertension,A,Dehydration signs: tachycardia dry mucous membranes decreased tears sunken fontanelle poor skin turgor.,Paramedic,medium
86,OB/GYN,Pediatric,Croup cough is described as:,Productive and wet,Barking seal-like,Whooping,Silent,B,Croup: barking seal-like cough with inspiratory stridor hoarseness.,Paramedic,medium
87,OB/GYN,Pediatric,Epiglottitis presentation differs from croup:,Gradual onset barking cough,Rapid onset high fever drooling tripod position muffled voice,Low grade fever,Bilateral wheezing,B,Epiglottitis: toxic appearing high fever drooling tripod muffled voice stridor; airway emergency.,Paramedic,medium
88,OB/GYN,Pediatric,Management of epiglottitis:,Examine throat,Avoid agitation minimize interventions prepare for airway failure,Lay patient flat,Start IV immediately,B,Epiglottitis: keep calm minimize interventions avoid examining throat prepare for airway loss.,Paramedic,medium
89,OB/GYN,Pediatric,Bronchiolitis is typically caused by:,Bacteria,RSV and other viruses,Allergies,Foreign body,B,Bronchiolitis: usually RSV in infants less than 2 years; wheezing crackles respiratory distress.,Paramedic,medium
90,OB/GYN,Pediatric,Treatment for bronchiolitis includes:,Antibiotics,Supportive care oxygen suctioning,Bronchodilators always effective,Steroids always indicated,B,Bronchiolitis: supportive care; bronchodilators and steroids have limited evidence.,Paramedic,medium
91,OB/GYN,Pediatric,Pertussis whooping cough is characterized by:,Barking cough,Paroxysmal cough with inspiratory whoop post-tussive vomiting,Productive cough,Dry cough only,B,Pertussis: paroxysmal coughing fits inspiratory whoop cyanosis post-tussive emesis apnea in infants.,Paramedic,medium
92,OB/GYN,Pediatric,Signs of child abuse include:,Injuries inconsistent with history,Appropriate injuries for developmental stage,Single bruise on shin,Normal growth pattern,A,Abuse indicators: inconsistent history multiple bruises various stages patterned injuries delay in seeking care.,Paramedic,medium
93,OB/GYN,Pediatric,Shaken baby syndrome injuries include:,Skull fractures only,Retinal hemorrhages subdural hematomas,Rib fractures only,Long bone fractures only,B,Shaken baby: retinal hemorrhages subdural hematomas minimal external findings diffuse axonal injury.,Paramedic,medium
94,OB/GYN,Pediatric,Sudden infant death syndrome SIDS risk factors:,Supine sleep position,Prone sleep position soft bedding overheating,Breastfeeding,Pacifier use,B,SIDS risks: prone sleeping soft bedding overheating smoke exposure prematurity.,Paramedic,medium
95,OB/GYN,Pediatric,ALTE/BRUE in infants refers to:,Always life-threatening,Brief resolved unexplained event with color change tone breathing,Always requires CPR,Seizure activity,B,BRUE: brief resolved event with cyanosis/pallor breathing change tone change altered responsiveness.,Paramedic,medium
96,OB/GYN,Pediatric,Congenital heart defects may present with:,Cyanosis especially with feeding/crying,Normal development always,No symptoms ever,Only in adults,A,CHD presentations: cyanosis failure to thrive tachypnea difficulty feeding murmurs.,Paramedic,medium
97,OB/GYN,Pediatric,Duct-dependent congenital heart lesions require:,Closure of ductus arteriosus,PGE1 to keep ductus arteriosus patent,No intervention,Immediate surgery only,B,Duct-dependent lesions require PDA patency; PGE1 keeps ductus open until surgical repair.,Paramedic,medium
98,OB/GYN,Pediatric,Prostaglandin E1 side effects include:,Hypertension,Apnea hypotension fever,Tachycardia only,No side effects,B,PGE1 side effects: apnea 12% hypotension fever flushing; monitor closely.,Paramedic,medium
99,OB/GYN,Pediatric,Pediatric sepsis bundle includes:,Observation only,Fluid resuscitation antibiotics within 1 hour,IV fluids only,Antibiotics only,B,Pediatric sepsis: recognize early fluid resuscitation 20 mL/kg antibiotics within 1 hour.,Paramedic,medium
100,OB/GYN,Pediatric,Kawasaki disease presents with:,Fever greater than 5 days plus 4 of 5 criteria,Brief fever only,No specific findings,Adult onset,A,Kawasaki: fever greater than 5 days plus rash conjunctivitis oral changes extremity changes lymphadenopathy; coronary artery risk.,Paramedic,medium
