emr_id,category,subcategory,question_type,statement,correct_answer,rationale
EMR-TF-666,Circulation,Bleeding,true_false,Tourniquets should be tightened until bleeding completely stops.,TRUE,A tourniquet must completely occlude arterial flow to be effective. If bleeding continues the tourniquet is not tight enough. Tighten until bleeding stops completely or add a second tourniquet proximal to the first.
EMR-TF-667,Circulation,CPR,true_false,Chest compressions should allow complete chest recoil between compressions.,TRUE,Full chest recoil allows the heart to refill between compressions. Leaning on the chest between compressions impairs venous return and reduces CPR effectiveness. Allow complete recoil without lifting hands off.
EMR-TF-668,Circulation,CPR,true_false,Interruptions in chest compressions should be minimized.,TRUE,Every pause in compressions allows coronary and cerebral perfusion to drop. Minimize interruptions for pulse checks rhythm analysis or other interventions. Limit pauses to less than 10 seconds when possible.
EMR-TF-669,Circulation,AED,true_false,AED pads should not be placed directly over medication patches.,TRUE,Medication patches can cause burns or prevent proper pad adhesion. Remove patches and wipe the area before placing AED pads. Also avoid placing pads over pacemakers or implanted defibrillators.
EMR-TF-670,Circulation,AED,true_false,Wet patients should be dried before AED pad placement.,TRUE,Water can conduct electricity causing burns or preventing effective defibrillation. Move the patient from standing water dry the chest and then apply AED pads. This takes only seconds.
EMR-TF-671,Medical,Diabetic,true_false,Oral glucose should only be given to patients who can swallow safely.,TRUE,Oral glucose or any substance by mouth requires the patient to protect their airway. Unconscious or severely altered patients cannot swallow safely and will aspirate. Never force oral glucose.
EMR-TF-672,Medical,Diabetic,true_false,Diabetic patients may have altered mental status from either high or low blood sugar.,TRUE,Both hypoglycemia and severe hyperglycemia DKA or HHS can cause altered mental status. Hypoglycemia is more rapidly reversible with glucose. Blood glucose testing helps differentiate.
EMR-TF-673,Medical,Cardiac,true_false,Not all heart attacks present with chest pain.,TRUE,Atypical presentations without chest pain are common especially in women elderly and diabetics. They may present with shortness of breath weakness nausea back pain or general malaise.
EMR-TF-674,Medical,Cardiac,true_false,Nitroglycerin causes vasodilation which can lower blood pressure.,TRUE,Nitroglycerin dilates blood vessels reducing cardiac workload but also reducing blood pressure. Check BP before each dose and do not administer if systolic is below 100 mmHg.
EMR-TF-675,Medical,Stroke,true_false,Stroke symptoms typically develop suddenly.,TRUE,Stroke symptoms usually appear suddenly often within seconds to minutes. Sudden onset of neurological symptoms is a hallmark of stroke. Gradual onset over days suggests other diagnoses.
EMR-TF-676,Medical,Stroke,true_false,Time of symptom onset must be documented for stroke patients.,TRUE,Clot-dissolving treatments for ischemic stroke have narrow time windows typically 3-4.5 hours. Documenting when symptoms started or when patient was last known normal is critical for treatment decisions.
EMR-TF-677,Medical,Seizure,true_false,Most generalized seizures stop on their own within 2 minutes.,TRUE,Most seizures are self-limited lasting 1-2 minutes. Seizures lasting more than 5 minutes status epilepticus are unlikely to stop spontaneously and require emergency medication.
EMR-TF-678,Medical,Seizure,true_false,Patients should be restrained during a seizure to prevent injury.,FALSE,Do not restrain a seizing patient as this can cause injury. Clear the area of hazards cushion the head if possible and protect from harm without restraining movement.
EMR-TF-679,Medical,Respiratory,true_false,Wheezing indicates narrowing of the lower airways.,TRUE,Wheezing is a high-pitched musical sound caused by air flowing through narrowed bronchi and bronchioles. It is characteristic of asthma bronchospasm and other conditions causing lower airway narrowing.
EMR-TF-680,Medical,Respiratory,true_false,Stridor indicates upper airway obstruction.,TRUE,Stridor is a high-pitched sound heard primarily on inspiration caused by upper airway narrowing. Causes include croup epiglottitis foreign body and anaphylaxis. It indicates significant airway compromise.
EMR-TF-681,Trauma,Assessment,true_false,Assume spinal injury in unresponsive trauma patients.,TRUE,Unconscious trauma patients cannot report neck pain or other symptoms. Assume spinal injury based on mechanism and maintain spinal precautions until injury is ruled out by appropriate evaluation.
EMR-TF-682,Trauma,Assessment,true_false,Internal bleeding can occur without external signs.,TRUE,Significant hemorrhage can occur internally into the chest abdomen pelvis or thighs without visible external bleeding. Mechanism of injury and shock signs may be the only clues.
EMR-TF-683,Trauma,Head,true_false,Altered mental status is the most sensitive indicator of brain injury.,TRUE,Changes in level of consciousness are often the earliest sign of brain injury. Monitor GCS or AVPU frequently and document any changes. Deteriorating mental status requires urgent intervention.
EMR-TF-684,Trauma,Head,true_false,Battle sign and raccoon eyes are late signs of basilar skull fracture.,TRUE,Battle sign bruising behind the ear and raccoon eyes periorbital bruising develop hours after basilar skull fracture. They are not immediate findings but indicate significant head trauma.
EMR-TF-685,Trauma,Spine,true_false,Manual inline stabilization should be maintained until the patient is fully immobilized.,TRUE,Once manual stabilization is applied it must be maintained continuously until the patient is secured to a backboard or other immobilization device. Do not release manual stabilization prematurely.
EMR-TF-686,Trauma,Chest,true_false,Paradoxical chest wall movement indicates flail chest.,TRUE,Flail chest occurs when multiple rib fractures create a free-floating segment that moves opposite to the rest of the chest wall. It moves in during inspiration and out during expiration.
EMR-TF-687,Trauma,Chest,true_false,A tension pneumothorax can cause the trachea to shift away from the affected side.,TRUE,As air accumulates under pressure in the chest it shifts the mediastinum to the opposite side. Tracheal deviation is a late and ominous sign of tension pneumothorax indicating severe pressure buildup.
EMR-TF-688,Trauma,Abdominal,true_false,Solid organ injuries tend to cause more bleeding than hollow organ injuries.,TRUE,Solid organs like the liver and spleen are highly vascular and bleed profusely when injured. Hollow organ injuries primarily cause contamination and peritonitis though both can be life-threatening.
EMR-TF-689,Trauma,Extremity,true_false,Always check neurovascular status before and after splinting.,TRUE,Assess pulse motor function and sensation distal to the injury before splinting to establish baseline. Reassess after splinting to ensure the splint has not compromised circulation or nerve function.
EMR-TF-690,Trauma,Burns,true_false,Chemical burns require prolonged irrigation with water.,TRUE,Chemical burns require copious water irrigation for at least 20 minutes to dilute and remove the chemical. Do not attempt to neutralize chemicals as the reaction can generate heat.
EMR-TF-691,Special Populations,Pediatric,true_false,Bradycardia in an infant is usually caused by hypoxia.,TRUE,Unlike adults who develop bradycardia from cardiac problems infants become bradycardic primarily from hypoxia. Bradycardia in an infant indicates severe distress and impending arrest. Treat with ventilation.
EMR-TF-692,Special Populations,Pediatric,true_false,Children have higher metabolic rates and oxygen consumption than adults.,TRUE,Children have higher metabolic rates relative to body size consuming more oxygen per kilogram. This makes them more susceptible to hypoxia and means they can decompensate faster than adults.
EMR-TF-693,Special Populations,Geriatric,true_false,Elderly patients may have serious conditions with minimal symptoms.,TRUE,Aging and multiple diseases can blunt normal responses to illness. Elderly patients may have MI without chest pain infection without fever or acute abdomen with minimal pain. Maintain high suspicion.
EMR-TF-694,Special Populations,Geriatric,true_false,Falls in elderly patients are always significant regardless of mechanism.,TRUE,Even ground-level falls can cause serious injury in elderly patients due to brittle bones anticoagulant use and reduced physiologic reserve. All falls warrant thorough evaluation.
EMR-TF-695,Special Populations,OB,true_false,Pregnant patients in the third trimester should not lie flat on their back.,TRUE,The gravid uterus compresses the inferior vena cava when supine reducing venous return and causing hypotension. Position pregnant patients on their left side or with right hip elevated.
EMR-TF-696,Special Populations,OB,true_false,Vaginal bleeding in pregnancy is always abnormal and requires evaluation.,TRUE,Any vaginal bleeding during pregnancy may indicate serious conditions including ectopic pregnancy miscarriage placenta previa or abruption. All pregnant patients with bleeding need medical evaluation.
EMR-TF-697,Operations,Safety,true_false,Body substance isolation precautions should be used for all patient contacts.,TRUE,Standard precautions treat all blood and body fluids as potentially infectious. Use appropriate PPE for all patient contacts regardless of apparent infection status.
EMR-TF-698,Operations,Communication,true_false,Clear communication reduces medical errors.,TRUE,Communication failures contribute to many medical errors. Use clear standardized terminology confirm understanding of critical information and provide thorough handoff reports.
EMR-TF-699,Operations,Documentation,true_false,Documentation should be accurate objective and thorough.,TRUE,The patient care report is a legal document that must accurately reflect the call. Document objective findings treatments and patient responses. Avoid subjective statements and document thoroughly.
EMR-TF-700,Operations,Legal,true_false,Informed consent requires that the patient understand the treatment and its risks.,TRUE,For consent to be truly informed the patient must understand what is being proposed why it is needed what the alternatives are and what the risks are. Simply signing a form is not informed consent.
