id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
11,Cardiology,Arrhythmia,A 35-year-old has palpitations with regular narrow complex tachycardia at 180 bpm. BP 110/70. First intervention:,Synchronized cardioversion,Vagal maneuvers,Adenosine 6mg IV push,Amiodarone 150mg,B,Stable SVT: try vagal maneuvers first modified Valsalva carotid massage before adenosine.,Paramedic,medium
12,Cardiology,Arrhythmia,Vagal maneuvers fail for the above patient. Next step:,Cardioversion,Adenosine 6mg rapid IV push with flush,Diltiazem 0.25mg/kg,Amiodarone 300mg,B,Failed vagal maneuvers: adenosine 6mg rapid push with 20mL flush. May repeat with 12mg.,Paramedic,medium
13,Cardiology,Arrhythmia,After adenosine the rhythm briefly converts showing flutter waves before SVT returns. Diagnosis is:,AVNRT,AVRT,Atrial flutter with 1:1 conduction,Sinus tachycardia,C,Brief conversion revealing flutter waves indicates atrial flutter not AVNRT or AVRT.,Paramedic,medium
14,Cardiology,Arrhythmia,A patient with known WPW develops atrial fibrillation with rates 200-280 and wide QRS complexes. Treatment is:,Adenosine,Diltiazem,Procainamide or synchronized cardioversion,Amiodarone,C,WPW with AFib: avoid AV nodal blockers adenosine diltiazem digoxin. Use procainamide or cardioversion.,Paramedic,medium
15,Cardiology,Arrhythmia,Why are AV nodal blockers dangerous in WPW with AFib:,They speed conduction,They block the bypass tract forcing all conduction through it increasing ventricular rate,They cause hypotension,They convert to sinus,B,AV nodal blockers may force conduction through accessory pathway allowing extremely fast ventricular rates and VF.,Paramedic,medium
16,Cardiology,Arrhythmia,A 70-year-old has new-onset atrial fibrillation with RVR at 150 bpm. BP 88/60 and he is confused. Treatment:,Diltiazem,Metoprolol,Synchronized cardioversion 120-200J,Amiodarone drip,C,Unstable AFib RVR with hypotension and altered mental status requires immediate synchronized cardioversion.,Paramedic,medium
17,Cardiology,Arrhythmia,A stable patient with AFib RVR and HR 140 BP 100/70 has history of CHF with EF 30%. Rate control agent of choice:,Diltiazem,Metoprolol,Amiodarone or digoxin,Adenosine,C,Severe CHF contraindication to calcium channel blockers and relative for beta blockers. Amiodarone or digoxin safer.,Paramedic,medium
18,Cardiology,Arrhythmia,A patient has regular wide complex tachycardia at 170 bpm. AV dissociation is noted. This confirms:,SVT with aberrancy,Ventricular tachycardia,Atrial flutter,Sinus tachycardia,B,AV dissociation during wide complex tachycardia confirms ventricular origin.,Paramedic,medium
19,Cardiology,Arrhythmia,A stable patient with monomorphic VT at 160 bpm and BP 100/70 should receive:,Amiodarone 150mg IV over 10 minutes,Adenosine 6mg,Synchronized cardioversion,Defibrillation,A,Stable monomorphic VT: amiodarone 150mg over 10 min or lidocaine. Cardioversion if becomes unstable.,Paramedic,medium
20,Cardiology,Arrhythmia,A patient with polymorphic VT and prolonged QT on prior ECG should receive:,Amiodarone,Magnesium sulfate 2g IV,Lidocaine,Adenosine,B,Polymorphic VT with long QT is Torsades de Pointes. Magnesium 2g IV is treatment of choice. Avoid amiodarone.,Paramedic,medium
21,Cardiology,Arrhythmia,Treatment for Torsades de Pointes with a pulse:,Amiodarone,Magnesium 2g IV and overdrive pacing,Procainamide,Defibrillation,B,Torsades: magnesium IV and consider overdrive pacing to shorten QT. Avoid drugs that prolong QT.,Paramedic,medium
22,Cardiology,Arrhythmia,A patient converts from VT to this rhythm after amiodarone: rate 45 no P waves wide QRS. This is:,Idioventricular rhythm,Complete heart block,Asystole,Sinus bradycardia,A,Slow wide complex rhythm without P waves is idioventricular rhythm. May need pacing if symptomatic.,Paramedic,medium
23,Cardiology,Arrhythmia,A patient has symptomatic bradycardia at 35 bpm. ECG shows no relationship between P waves and QRS complexes. Diagnosis:,First degree AV block,Second degree Type I,Second degree Type II,Third degree AV block,D,Complete AV dissociation with P waves marching through QRS independently indicates third degree block.,Paramedic,medium
24,Cardiology,Arrhythmia,Management of third degree heart block with hypotension:,Atropine only,Transcutaneous pacing,Epinephrine only,Observation,B,Third degree block: atropine often ineffective for infranodal block. Transcutaneous pacing is treatment of choice.,Paramedic,medium
25,Cardiology,Arrhythmia,A patient with second degree Type II block at the His bundle. Atropine may:,Improve conduction,Worsen block by increasing atrial rate without improving conduction,Have no effect,Convert to sinus,B,Type II block is infranodal. Atropine increases atrial rate but does not improve infranodal conduction potentially worsening block.,Paramedic,medium
26,Cardiology,Arrhythmia,Transcutaneous pacing is set at 70 mA and 70 ppm. You see pacer spikes but no capture. You should:,Increase rate,Increase milliamps until capture,Decrease milliamps,Change pad position only,B,No capture: increase milliamps in 10 mA increments until consistent capture then add 10% for safety margin.,Paramedic,medium
27,Cardiology,Arrhythmia,How do you confirm mechanical capture during TCP:,Pacer spikes on monitor,Palpable pulse with each paced beat,Patient comfort,QRS after each spike,B,Electrical capture shows QRS after spike. Mechanical capture confirmed by pulse with each paced beat.,Paramedic,medium
28,Cardiology,Cardiac Arrest,A patient in VF receives shock then 2 minutes CPR. Rhythm check shows continued VF. Next action:,Continue CPR only,Shock then epinephrine 1mg then CPR,Amiodarone then shock,Check pulse,B,Refractory VF after first shock: shock then epinephrine 1mg IV during CPR then continue cycles.,Paramedic,medium
29,Cardiology,Cardiac Arrest,After second shock for VF rhythm remains VF. Next medication after epinephrine:,Lidocaine,Amiodarone 300mg IV,Atropine,Magnesium,B,Refractory VF: amiodarone 300mg first dose then 150mg for subsequent doses.,Paramedic,medium
30,Cardiology,Cardiac Arrest,A patient in asystole. You confirm in multiple leads. Management includes:,Defibrillation,CPR epinephrine and reversible cause search,Transcutaneous pacing,Atropine only,B,Asystole: high quality CPR epinephrine every 3-5 min search for H's and T's. Not shockable.,Paramedic,medium
31,Cardiology,Cardiac Arrest,PEA with rate of 40 and wide QRS. Most likely reversible cause to consider:,Hypovolemia,Hyperkalemia,Hypoglycemia,Hypothermia,B,Slow wide PEA suggests hyperkalemia or severe acidosis. Give calcium chloride and sodium bicarbonate.,Paramedic,medium
32,Cardiology,Cardiac Arrest,PEA with narrow complex at rate 100 is most likely caused by:,Hyperkalemia,Mechanical problem hypovolemia PE tamponade,Drug overdose,Acidosis,B,Organized narrow PEA suggests mechanical cause preventing cardiac output despite electrical activity.,Paramedic,medium
33,Cardiology,Cardiac Arrest,A drowning victim is pulled from water in cardiac arrest. Rhythm is VF. Priority difference from standard ACLS:,Shock first,Prioritize ventilation then standard ACLS,No defibrillation,Warm before resuscitation,B,Drowning is hypoxic arrest. Prioritize oxygenation but once VF identified follow standard ACLS including shocks.,Paramedic,medium
34,Cardiology,Cardiac Arrest,Hypothermic patient at 28C is in VF. After one shock there is no conversion. Management:,Continue shocking every 2 minutes,Withhold further shocks until temp above 30C,Continuous CPR no medications,Standard ACLS,B,Severe hypothermia: one shock if VF then withhold additional shocks and meds until temp greater than 30C while continuing CPR.,Paramedic,medium
35,Cardiology,Cardiac Arrest,A pregnant patient at 32 weeks is in cardiac arrest. Special considerations include:,Standard ACLS only,Manual left uterine displacement and prepare for perimortem cesarean,Place patient on right side,No chest compressions,B,Pregnant arrest: manual LUD during CPR consider perimortem cesarean at 4-5 minutes if no ROSC.,Paramedic,medium
36,Cardiology,Cardiac Arrest,During CPR EtCO2 is 8 mmHg with good waveform. This suggests:,Good compressions,Poor quality CPR or non-survivable cardiac arrest,ROSC imminent,Equipment malfunction,B,Low EtCO2 during CPR indicates poor coronary perfusion from inadequate compressions or profound shock state.,Paramedic,medium
37,Cardiology,Cardiac Arrest,A patient with STEMI goes into VF. ROSC is achieved after 3 shocks. Post-arrest management includes:,Continue aspirin only,12-lead targeted temperature management cath lab activation,No further treatment,Thrombolytics,B,Post-arrest STEMI: 12-lead to confirm transport to cath lab TTM consideration ongoing ACLS care.,Paramedic,medium
38,Cardiology,Cardiac Arrest,After ROSC patient is hypotensive with BP 70/40. Fluid bolus given. Next intervention:,More fluids only,Vasopressor norepinephrine or epinephrine infusion,Dopamine only,Observe,B,Post-arrest hypotension unresponsive to fluids requires vasopressor. Norepinephrine or epinephrine infusion.,Paramedic,medium
39,Cardiology,Cardiac Arrest,A patient has ROSC but remains comatose. Target temperature management goals include:,Hyperthermia to increase metabolism,Maintain 32-36C to improve neurological outcome,Active cooling to 28C,No temperature management,B,TTM targeting 32-36C for 24+ hours improves neurological outcomes in comatose post-arrest patients.,Paramedic,medium
40,Cardiology,Cardiac Arrest,Electrical storm is defined as:,Any VT,3 or more sustained VT or VF episodes in 24 hours,Single VF episode,Recurrent SVT,B,Electrical storm: 3+ sustained VT/VF in 24 hours. Management includes antiarrhythmics sedation and addressing underlying cause.,Paramedic,medium
41,Cardiology,Heart Failure,A 70-year-old with CHF has severe dyspnea pink frothy sputum and BP 180/100. Best initial treatment:,Fluid bolus,Nitroglycerin CPAP and furosemide,Intubation immediately,Morphine only,B,Hypertensive pulmonary edema: NTG for preload and afterload reduction CPAP for oxygenation furosemide for diuresis.,Paramedic,medium
42,Cardiology,Heart Failure,Same patient above. After NTG BP drops to 80/50 and patient becomes more confused. You should:,Continue NTG,Stop NTG position supine consider fluids and inotropes,Give more furosemide,Intubate immediately,B,Hypotension with CHF treatment suggests cardiogenic shock. Stop vasodilators consider inotropic support.,Paramedic,medium
43,Cardiology,Heart Failure,A patient in cardiogenic shock has BP 70/40 HR 120 with cold clammy skin and pulmonary edema. Treatment includes:,Aggressive fluids,Inotropic support with dobutamine or dopamine,Nitroglycerin drip,Furosemide bolus,B,Cardiogenic shock: inotropes to improve cardiac output. Avoid excess fluids and vasodilators in hypotension.,Paramedic,medium
44,Cardiology,Heart Failure,Differentiation between cardiogenic and septic shock:,Both have warm skin,Cardiogenic has cold skin and elevated JVP septic has warm skin initially,They are identical,Neither has JVD,B,Cardiogenic: cold clammy elevated JVP pulmonary congestion. Early septic: warm flushed low SVR.,Paramedic,medium
45,Cardiology,Heart Failure,A patient with acute CHF exacerbation has BiPAP applied. After 15 minutes SpO2 improves from 82% to 94% and work of breathing decreases. This indicates:,Treatment failure,Treatment success continue BiPAP,Need for intubation,Equipment malfunction,B,Improving oxygenation and decreased work of breathing indicates successful NIV. Continue monitoring.,Paramedic,medium
46,Cardiology,Heart Failure,Contraindications to CPAP or BiPAP include:,Hypoxia,Apnea facial trauma vomiting inability to protect airway,COPD,Pulmonary edema,B,NIV contraindicated if patient cannot protect airway is apneic has facial trauma or is vomiting.,Paramedic,medium
47,Cardiology,Shock,A patient with sepsis has BP 70/40 after 30 mL/kg fluid bolus. Next intervention:,More fluids only,Start vasopressor norepinephrine,Give dopamine only,Withhold further treatment,B,Septic shock refractory to fluids requires vasopressor. Norepinephrine is first-line per guidelines.,Paramedic,medium
48,Cardiology,Shock,Norepinephrine primary mechanism of action:,Beta-1 stimulation only,Alpha-1 vasoconstriction with some beta-1,Pure vasodilation,Dopaminergic effects,B,Norepinephrine is primarily alpha-1 vasoconstrictor with some beta-1 cardiac effects. First-line for septic shock.,Paramedic,medium
49,Cardiology,Shock,A trauma patient has BP 60/40 HR 130 after 2L crystalloid. Likely diagnosis and treatment:,Cardiogenic shock give inotropes,Hemorrhagic shock continue fluids blood products control bleeding,Neurogenic shock give fluids,Obstructive shock needle decompress,B,Trauma with persistent hypotension despite fluids suggests ongoing hemorrhage. Blood products and hemorrhage control needed.,Paramedic,medium
50,Cardiology,Shock,A patient with acute spinal cord injury has BP 70/40 and HR 55. Skin is warm and dry. This is:,Hypovolemic shock,Neurogenic shock,Cardiogenic shock,Septic shock,B,Spinal cord injury with hypotension bradycardia and warm skin is neurogenic shock from sympathetic disruption.,Paramedic,medium
51,Cardiology,Shock,Treatment for neurogenic shock includes:,Fluids only,Fluids and vasopressors often phenylephrine or norepinephrine,Atropine only,No treatment needed,B,Neurogenic shock: fluids first then vasopressors. May need atropine for severe bradycardia.,Paramedic,medium
52,Cardiology,Shock,Beck triad for cardiac tamponade includes:,Hypertension tachycardia clear lungs,Hypotension JVD muffled heart sounds,Hypotension flat neck veins pulmonary edema,Hypertension bradycardia irregular breathing,B,Beck triad: hypotension distended neck veins muffled heart sounds. Classic for tamponade.,Paramedic,medium
53,Cardiology,Shock,A patient with penetrating chest trauma has distended neck veins hypotension and muffled heart sounds. Treatment:,Needle decompression of chest,Pericardiocentesis or emergent thoracotomy,Fluid bolus only,Chest tube,B,Cardiac tamponade from penetrating trauma requires pericardiocentesis or surgical intervention.,Paramedic,medium
54,Cardiology,Shock,A patient with massive PE is in obstructive shock. PEA arrest occurs. Consideration for treatment:,Standard ACLS only,Thrombolytics during CPR,Pericardiocentesis,Fluid restriction,B,Massive PE with arrest: consider thrombolytics during CPR. tPA 50mg bolus may be given.,Paramedic,medium
55,Cardiology,Scenario,A 55-year-old male has chest pain that started 30 minutes ago. ECG shows hyperacute T waves in V2-V4 without ST elevation yet. This suggests:,Normal ECG,Very early STEMI before full ST elevation,Benign early repolarization,Pericarditis,B,Hyperacute T waves are earliest sign of STEMI occurring before ST elevation develops. Treat as STEMI.,Paramedic,medium
56,Cardiology,Scenario,A 48-year-old female has typical chest pain but ECG shows no ST changes. Troponin is unavailable. Management:,Discharge from scene,Treat as ACS transport for full evaluation,No treatment needed,Wait for ECG changes,B,High clinical suspicion for ACS despite non-diagnostic ECG. Treat with ASA O2 NTG transport for serial ECGs and troponin.,Paramedic,medium
57,Cardiology,Scenario,A patient with chest pain has ST elevation in I aVL V5-V6 with reciprocal depression in III aVF. This indicates:,Inferior STEMI,Lateral STEMI likely circumflex occlusion,Anterior STEMI,Posterior STEMI,B,Lateral leads I aVL V5-V6 with reciprocal inferior changes indicates lateral STEMI.,Paramedic,medium
58,Cardiology,Scenario,A dialysis patient with chest pain has ECG showing peaked T waves widened QRS and absent P waves. Management priority:,STEMI protocol,Calcium chloride for hyperkalemia then standard ACS care,Amiodarone for wide complex,Synchronized cardioversion,B,Dialysis patient with ECG findings suggests severe hyperkalemia. Calcium chloride stabilizes membrane before addressing possible ACS.,Paramedic,medium
59,Cardiology,Scenario,A patient with pacemaker has chest pain. ECG shows paced rhythm. You cannot evaluate for STEMI because:,Pacemaker prevents MI,Paced rhythm changes baseline making STEMI diagnosis difficult,Pacemaker is malfunctioning,Patient cannot have MI,B,Ventricular pacing causes secondary ST-T changes obscuring STEMI diagnosis. Clinical suspicion guides treatment.,Paramedic,medium
60,Cardiology,Scenario,A patient took sildenafil 2 hours ago and now has chest pain with BP 150/90. Treatment includes:,Nitroglycerin as usual,Aspirin but withhold nitroglycerin due to PDE5 inhibitor interaction,No treatment,Morphine only,B,NTG contraindicated within 24-48 hours of PDE5 inhibitors sildenafil tadalafil due to severe hypotension risk.,Paramedic,medium
61,Cardiology,Scenario,A 30-year-old male has sharp chest pain worse with inspiration relieved by leaning forward. ECG shows diffuse ST elevation and PR depression. Diagnosis:,STEMI,Acute pericarditis,Costochondritis,Pulmonary embolism,B,Pleuritic positional chest pain with diffuse ST elevation and PR depression is classic pericarditis.,Paramedic,medium
62,Cardiology,Scenario,Same patient above. One week later he presents with JVD hypotension and muffled heart sounds. This suggests:,Resolved pericarditis,Pericardial effusion with tamponade,MI,Pneumothorax,B,Pericarditis complicated by effusion and tamponade. Beck triad present.,Paramedic,medium
63,Cardiology,Scenario,A patient with aortic stenosis becomes hypotensive. Management differs from standard shock because:,More fluids needed,Avoid vasodilators maintain preload careful with fluids,Aggressive vasodilators,Standard treatment applies,B,Severe AS: fixed cardiac output depends on preload. Avoid vasodilators. Cautious fluids.,Paramedic,medium
64,Cardiology,Scenario,A 65-year-old has severe tearing chest pain radiating to back with different BP in each arm. Suspected diagnosis and initial treatment:,STEMI give heparin,Aortic dissection control BP and heart rate avoid anticoagulation,PE give thrombolytics,Costochondritis NSAIDs,B,Tearing pain BP differential suggests aortic dissection. Control BP HR avoid anticoagulation emergent transport.,Paramedic,medium
65,Cardiology,Scenario,Target SBP for aortic dissection management:,160-180 mmHg,100-120 mmHg,Less than 90 mmHg,Normal BP,B,Dissection: reduce BP to 100-120 systolic and HR to 60 to reduce aortic wall stress.,Paramedic,medium
66,Cardiology,Scenario,A patient with prosthetic valve presents with fever new murmur and petechiae. Suspected diagnosis:,Valvular heart disease,Endocarditis,MI,Pericarditis,B,Prosthetic valve with fever new murmur and embolic phenomena suggests endocarditis.,Paramedic,medium
67,Cardiology,Scenario,A young athlete collapses during a game immediately after being struck in the chest with a ball. He is pulseless. Most likely diagnosis and treatment:,Cardiac contusion supportive care,Commotio cordis immediate defibrillation,Tension pneumothorax needle decompress,MI thrombolytics,B,Commotio cordis: blunt chest impact during vulnerable period causes VF. Immediate defibrillation is critical.,Paramedic,medium
68,Cardiology,Scenario,A patient with known long QT syndrome takes a medication and develops syncope. ECG shows polymorphic VT. This was most likely caused by:,Aspirin,Drug that further prolongs QT,Beta blocker,Aspirin,B,Long QT with medication causing syncope and polymorphic VT suggests drug-induced QT prolongation Torsades.,Paramedic,medium
69,Cardiology,Scenario,Drugs that may prolong QT and precipitate Torsades include:,Aspirin,Antiarrhythmics antibiotics antipsychotics antiemetics,Beta blockers,ACE inhibitors,B,Many drugs prolong QT: class IA III antiarrhythmics macrolides fluoroquinolones antipsychotics ondansetron.,Paramedic,medium
70,Cardiology,Scenario,A patient on digoxin has nausea visual disturbances and ECG shows atrial tachycardia with block and frequent PVCs. This suggests:,Normal digoxin effect,Digoxin toxicity,Unrelated arrhythmia,MI,B,GI and visual symptoms with atrial tach plus block and ectopy classic for dig toxicity.,Paramedic,medium
71,Cardiology,Scenario,Management of dig toxicity with hemodynamically significant arrhythmias:,More digoxin,Digoxin-specific antibody Fab fragments,Calcium,Cardioversion,B,Severe dig toxicity: Digibind DigiFab. Avoid calcium which can worsen toxicity.,Paramedic,medium
72,Cardiology,Scenario,A patient with SVT is given adenosine. The rhythm briefly terminates then restarts. Next step:,More adenosine,Adenosine 12mg rapid push with flush,Cardioversion immediately,Amiodarone,B,SVT that terminates and restarts: repeat adenosine at higher dose 12mg.,Paramedic,medium
73,Cardiology,Scenario,A patient is cardioverted for AFib and immediately develops wide complex rhythm at 200 bpm. This is likely:,Successful cardioversion,AFib with aberrancy or VT,Normal response,Asystole,B,Post-cardioversion wide complex tachycardia may be AFib with aberrancy or VT. Assess stability and treat.,Paramedic,medium
74,Cardiology,Scenario,A patient with ICD is receiving multiple shocks and is conscious and in distress. You should:,Disable the ICD,Place magnet over ICD to inhibit shocks and treat underlying rhythm,Allow shocks to continue,Cardiovert externally,B,Multiple ICD shocks: magnet inhibits therapy. Then assess rhythm and treat underlying cause.,Paramedic,medium
75,Cardiology,Scenario,External defibrillation of a patient with pacemaker or ICD:,Is contraindicated,Can be performed with pads placed away from device,Requires removal of device,Uses lower energy,B,Can defibrillate with pads at least 1 inch from device. AP placement may be helpful.,Paramedic,medium
76,Cardiology,Scenario,A patient in cardiac arrest has continuous chest compressions and is intubated. Ventilation rate should be:,30:2 ratio,10 breaths per minute asynchronous with compressions,20 breaths per minute,As fast as possible,B,Advanced airway in place: continuous compressions with 10 breaths/min not synchronized.,Paramedic,medium
77,Cardiology,Scenario,Quality CPR metrics include:,Depth rate and recoil,Depth rate recoil fraction and ventilation rate,Rate only,Depth only,B,Quality CPR: 100-120/min 2-2.4 inches full recoil greater than 60% fraction 10 breaths/min with advanced airway.,Paramedic,medium
78,Cardiology,Scenario,A patient has ROSC after 20 minutes of CPR. He remains unresponsive with irregular breathing. Immediate post-ROSC priorities:,Discontinue monitoring,Airway oxygenation hemodynamic support and transport to appropriate facility,Wait for patient to wake,Extubate immediately,B,Post-ROSC: secure airway optimize ventilation maintain perfusion identify cause transport to PCI/CCU.,Paramedic,medium
79,Cardiology,Scenario,Push-dose epinephrine is being considered for a hypotensive patient. Appropriate concentration and dose:,1:1000 0.5mg IV push,1:10000 diluted to 10-20mcg per push,1:1000 1mg IV push,Undiluted 1mg IV,B,Push-dose epi: dilute 1:10000 to 10mcg/mL give 10-20mcg IV every 2-5 minutes.,Paramedic,medium
80,Cardiology,Scenario,A patient in cardiogenic shock is on dopamine at 20 mcg/kg/min with BP still 75/50. Next intervention:,Increase dopamine,Add or switch to norepinephrine,Add dobutamine,Stop all pressors,B,Max dopamine with continued hypotension: add or switch to norepinephrine for more vasoconstriction.,Paramedic,medium
81,Cardiology,Scenario,A patient with cocaine chest pain has STEMI on ECG. Unique treatment considerations:,Standard STEMI treatment,Avoid beta blockers give benzodiazepines,Higher dose aspirin,More nitroglycerin only,B,Cocaine STEMI: avoid beta blockers due to unopposed alpha. Benzos NTG aspirin PCI.,Paramedic,medium
82,Cardiology,Scenario,A 25-year-old with history of IV drug use has fever and new cardiac murmur with respiratory distress. Suspected diagnosis:,Myocarditis,Endocarditis with septic emboli,Pneumonia,Pericarditis,B,IVDU with fever new murmur and respiratory symptoms suggests endocarditis with possible pulmonary emboli.,Paramedic,medium
83,Cardiology,Scenario,A patient has chest pain and dyspnea. ECG shows S1Q3T3 pattern. This suggests:,STEMI,Acute pulmonary embolism,Pericarditis,Normal variant,B,S1Q3T3: S wave lead I Q wave and inverted T in III. Classic but not sensitive for PE.,Paramedic,medium
84,Cardiology,Scenario,A patient with suspected PE is hemodynamically unstable with SBP 70. In addition to supportive care consider:,Heparin only,Thrombolytics tPA,Cardioversion,Aggressive fluids only,B,Massive PE with hemodynamic instability may warrant thrombolytics despite bleeding risk.,Paramedic,medium
85,Cardiology,Scenario,A young patient with Marfan syndrome has sudden chest pain and is hypotensive. Most concerning diagnosis:,MI,Aortic dissection or rupture,Pneumothorax,Pericarditis,B,Marfan syndrome: high risk for aortic dissection. Sudden chest pain with hypotension highly concerning.,Paramedic,medium
86,Cardiology,Scenario,A patient with hypertrophic cardiomyopathy becomes hypotensive after nitroglycerin. This occurred because:,NTG allergy,Preload reduction worsened outflow obstruction,Normal response,Overdose,B,HCM: depends on preload. NTG reduces preload worsening dynamic outflow obstruction.,Paramedic,medium
87,Cardiology,Scenario,Treatment of HCM with hypotension:,More NTG,Fluids and phenylephrine avoid inotropes,Dobutamine,Vasodilators,B,HCM: increase preload with fluids. Phenylephrine if needed. Avoid inotropes which worsen obstruction.,Paramedic,medium
88,Cardiology,Scenario,A patient with mechanical valve is anticoagulated on warfarin. She has intracranial hemorrhage. Management of anticoagulation:,Continue warfarin,Reverse with vitamin K and 4-factor PCC,Reverse with FFP only,Stop warfarin only,B,Life-threatening bleed on warfarin: immediate reversal with vitamin K and 4-factor PCC.,Paramedic,medium
89,Cardiology,Scenario,A patient on dabigatran has massive GI bleed. Reversal agent:,Protamine,Idarucizumab,Vitamin K,FFP,B,Idarucizumab Praxbind specifically reverses dabigatran Pradaxa.,Paramedic,medium
90,Cardiology,Scenario,A patient has recurrent VT despite amiodarone. Additional management may include:,More amiodarone only,Lidocaine beta blockers overdrive pacing,Adenosine,Magnesium for all VT,B,Refractory VT: add lidocaine consider beta blocker especially if ischemic overdrive pacing if available.,Paramedic,medium
91,Cardiology,Scenario,A patient in VF has received 3 shocks amiodarone 300mg and 150mg epinephrine x4. VF persists. Consider:,Continue same treatment,Double sequential defibrillation or esmolol,Increase amiodarone,Thrombolytics,B,Refractory VF: consider double sequential defib vector change esmolol for sympathetic storm.,Paramedic,medium
92,Cardiology,Scenario,A teenager has syncope during exercise. Family history includes sudden cardiac death at young age. Most concerning for:,Vasovagal syncope,Inherited arrhythmia syndrome LQTS HCM ARVC,Dehydration,Anxiety,B,Exertional syncope with family history of SCD suggests inherited cardiac condition requiring urgent evaluation.,Paramedic,medium
93,Cardiology,Scenario,A 45-year-old has palpitations. ECG shows short PR delta wave and wide QRS. Current rhythm is sinus. Diagnosis:,LBBB,Wolff-Parkinson-White syndrome,First degree block,LVH,B,Short PR delta wave wide QRS in sinus rhythm is WPW pattern from accessory pathway.,Paramedic,medium
94,Cardiology,Scenario,A patient with WPW in normal sinus rhythm has no symptoms. Prehospital management:,Adenosine prophylactically,No acute treatment needed monitor,Cardioversion,Amiodarone,B,Asymptomatic WPW in sinus rhythm: no acute treatment. Document ECG and recommend follow-up.,Paramedic,medium
95,Cardiology,Scenario,A patient has complete heart block after inferior STEMI. Escape rhythm is 50 bpm with narrow QRS. Prognosis:,Poor requires permanent pacemaker,Often transient may resolve with reperfusion,Always requires emergent pacing,Fatal,B,Complete block with inferior MI often involves AV node and may resolve with reperfusion. Narrow escape better prognosis.,Paramedic,medium
96,Cardiology,Scenario,A patient has complete heart block after anterior STEMI. Escape rhythm is 30 bpm with wide QRS. Prognosis:,Good often resolves,Poor suggests extensive infarction rarely resolves,Same as inferior MI,No difference,B,Complete block with anterior MI involves His-Purkinje system indicates large infarct poor prognosis.,Paramedic,medium
97,Cardiology,Scenario,An elderly patient has syncope with ECG showing alternating RBBB and LBBB. This suggests:,Benign finding,Bilateral bundle branch disease at risk for complete block,Normal variant,Artifact,B,Alternating bundle branch block indicates severe conduction system disease. High risk for complete heart block.,Paramedic,medium
