emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-161,Trauma,Chest Injury,scenario,A patient in a car crash has paradoxical movement of the left chest wall. The area moves in during inspiration and out during expiration. He is in severe respiratory distress. What injury is this?,Broken collarbone,Flail chest from multiple rib fractures creating a free-floating segment. This impairs breathing mechanics. Stabilize the segment with your hand or a bulky dressing. Provide oxygen and assist ventilation if needed,Simple rib fracture,Muscle spasm,B,Paradoxical chest movement indicates flail chest with multiple rib fractures in multiple places. The floating segment impairs normal breathing mechanics. Stabilize if possible provide oxygen and prepare for assisted ventilation if patient fatigues.
EMR-SCEN-162,Trauma,Chest Injury,scenario,A trauma patient has absent breath sounds on the right side and his trachea appears shifted to the left. He is hypotensive with distended neck veins and severe respiratory distress. What do you suspect?,Asthma attack,Tension pneumothorax. Air is accumulating under pressure in the right chest shifting structures to the left. This is immediately life-threatening. Provide oxygen and transport immediately. This requires needle decompression by ALS,Heart attack,Simple pneumothorax,B,Absent breath sounds tracheal deviation away from affected side JVD and hypotension indicate tension pneumothorax. Pressure builds pushing the mediastinum to the opposite side and compressing the heart. This is immediately fatal without treatment.
EMR-SCEN-163,Trauma,Abdominal Injury,scenario,A patient was punched in the left side of his abdomen. He has left upper quadrant tenderness and pain radiating to his left shoulder. He is showing signs of shock. What organ is likely injured?,Liver,Spleen. Left upper quadrant trauma with referred pain to the left shoulder Kehr sign and shock suggests splenic injury. The spleen is highly vascular and bleeds profusely when injured. Transport rapidly for surgical evaluation,Kidney,Stomach,B,The spleen located in the LUQ is the most commonly injured organ in blunt abdominal trauma. Kehr sign left shoulder pain from diaphragm irritation suggests splenic injury. The spleen is very vascular and splenic injuries can cause rapid exsanguination.
EMR-SCEN-164,Trauma,Abdominal Injury,scenario,A stabbing victim has a wound to the abdomen with loops of intestine protruding through the wound. What is this injury called and how should you manage it?,Push the intestines back in and cover with dry gauze,This is an evisceration. Do NOT push organs back in. Cover with a sterile dressing moistened with saline and then cover with an occlusive layer to prevent drying. Keep patient warm and transport,Leave the wound uncovered,Apply direct pressure to the intestines,B,Evisceration is protrusion of abdominal contents through a wound. Never push organs back as this risks contamination and further injury. Cover with moist sterile dressings and occlusive outer layer to prevent drying. Keep patient supine and warm.
EMR-SCEN-165,Trauma,Impaled Objects,scenario,A patient has a knife impaled in his thigh. It is still in place and there is minimal bleeding around it. He wants you to pull it out. What should you do?,Remove the knife so you can control bleeding,Leave the knife in place and stabilize it with bulky dressings. Impaled objects may be tamponading bleeding and removal could cause severe hemorrhage. Only remove if it interferes with CPR or transport,Remove it since bleeding is minimal,Let him remove it himself,B,Never remove impaled objects in the field except when necessary for CPR or airway access or if they prevent transport. The object may be tamponading blood vessels. Stabilize with bulky dressings and transport with object in place for surgical removal.
EMR-SCEN-166,Trauma,Burns,scenario,A patient pulled a pot of boiling water off the stove onto himself. He has red blistered skin on his chest and abdomen. He is in severe pain. What degree burns are these and what is your initial treatment?,First degree burns. Apply burn cream,Second degree or partial thickness burns indicated by blisters. Cool with room temperature water for 10-20 minutes to stop burning and relieve pain. Cover with clean dry dressing and transport,Third degree burns. No treatment needed since nerves are destroyed,Minor burns. Send him to his doctor tomorrow,B,Blisters indicate partial thickness second degree burns extending into the dermis. Cool with room temperature water not ice to stop the burning process and provide pain relief. Cover with clean dry dressings to prevent contamination.
EMR-SCEN-167,Trauma,Burns,scenario,An electrician was shocked by high voltage and is now unconscious. He has small entry and exit wounds on his hand and foot. Why might his injuries be more serious than they appear?,Electrical injuries are never serious,Electrical burns cause deep internal damage along the current pathway that is not visible externally. Internal organs muscles nerves and blood vessels may be damaged. Also suspect cardiac arrhythmias. Monitor closely,The small wounds mean minor injury,He will wake up on his own,B,Electrical injuries cause damage along the current path through the body. Small entrance and exit wounds may hide massive internal injury to muscles vessels and organs. Cardiac arrhythmias are common. All electrical injury patients need cardiac monitoring.
EMR-SCEN-168,Trauma,Burns,scenario,A chemical splash has burned a worker's arm and chest. The chemical container says it is an acid. What is your priority treatment?,Neutralize the acid with a base solution,Immediately flush with large amounts of water for at least 20 minutes. Remove contaminated clothing. Do not try to neutralize chemicals as the reaction can generate heat and cause more damage,Brush off the chemical then rinse briefly,Apply burn cream and bandage,B,Chemical burns require immediate copious water irrigation to dilute and remove the agent. Do not attempt to neutralize chemicals as exothermic reactions can worsen injury. Remove contaminated clothing while irrigating. Continue irrigation for at least 20 minutes.
EMR-SCEN-169,Trauma,Extremity Injury,scenario,A patient fell and has obvious deformity of the ankle with the foot rotated outward. Pedal pulse is present. She is in severe pain. What should you do?,Straighten the ankle before splinting,Splint the ankle in the position found. Do not attempt to straighten deformities unless there is no distal pulse. Check pulse motor function and sensation before and after splinting. Apply ice and elevate,Wait for x-ray before doing anything,Have her try to walk on it,B,Splint injuries in position found unless there is absent distal pulse which may require gentle realignment. Check neurovascular status before and after splinting. Immobilize the joint above and below the injury. Apply ice and elevate to reduce swelling.
EMR-SCEN-170,Trauma,Extremity Injury,scenario,After splinting an arm fracture you recheck and find the patient's fingers are now pale and cold and she cannot feel you touching them. What has happened and what should you do?,This is normal after splinting,The splint is too tight and has compromised circulation and nerve function. Loosen the splint immediately and recheck pulses sensation and movement. Adjust until circulation is restored while maintaining immobilization,The fingers were already like that,Tighten the splint more for better immobilization,B,Neurovascular compromise after splinting indicates the splint is too tight. Immediately loosen and reassess. You must balance adequate immobilization with maintaining circulation. Always check pulses motor and sensory function before and after splinting.
