emr_id,category,subcategory,question_type,statement,correct_answer,rationale
EMR-TF-411,Environmental,Cold Emergencies,true_false,Hypothermia is defined as core body temperature below 95°F or 35°C.,TRUE,Normal body temperature is approximately 98.6°F or 37°C. Hypothermia begins when core temperature drops below 95°F. It is classified as mild 90-95°F moderate 82-90°F or severe below 82°F each with different symptoms and treatment considerations.
EMR-TF-412,Environmental,Cold Emergencies,true_false,Shivering is the body's attempt to generate heat through muscle activity.,TRUE,Shivering is involuntary rapid muscle contraction that generates heat. It is most effective in mild hypothermia. As hypothermia worsens and energy stores deplete shivering decreases and eventually stops in severe hypothermia.
EMR-TF-413,Environmental,Cold Emergencies,true_false,The absence of shivering in a cold patient indicates mild hypothermia.,FALSE,Shivering stops in severe hypothermia approximately below 86°F when the body can no longer generate heat through muscle activity. A cold patient who is not shivering may be in severe hypothermia which is more dangerous than mild hypothermia with shivering.
EMR-TF-414,Environmental,Cold Emergencies,true_false,Hypothermic patients should be handled gently because the cold heart is prone to arrhythmias.,TRUE,Cold myocardium is irritable and prone to ventricular fibrillation. Rough handling jostling sudden movements can trigger lethal arrhythmias. Move hypothermic patients slowly and gently with minimal stimulation.
EMR-TF-415,Environmental,Cold Emergencies,true_false,Rubbing or massaging cold extremities helps warm a hypothermic patient.,FALSE,Rubbing cold extremities can cause cold acidotic blood to return to the core potentially triggering arrhythmias or causing further core temperature drop. It can also damage frostbitten tissue. Rewarm the core first through passive and active measures.
EMR-TF-416,Environmental,Cold Emergencies,true_false,Alcohol consumption increases the risk of hypothermia.,TRUE,Alcohol causes peripheral vasodilation increasing heat loss. It also impairs judgment leading to poor decisions about shelter and clothing and impairs the shivering response. Intoxicated individuals are at high risk for hypothermia.
EMR-TF-417,Environmental,Cold Emergencies,true_false,Wet clothing should be removed from hypothermic patients and replaced with dry covering.,TRUE,Wet clothing dramatically increases heat loss through conduction. Removing wet clothing and replacing with dry insulation is essential. If dry clothing is not available even wrapping in plastic or vapor barrier beneath blankets helps reduce evaporative loss.
EMR-TF-418,Environmental,Cold Emergencies,true_false,Hypothermic patients in cardiac arrest should receive CPR but may need prolonged resuscitation.,TRUE,Hypothermia is protective and patients can survive prolonged arrest if cold. Standard CPR is performed but defibrillation may be ineffective until rewarmed. Continue resuscitation during rewarming. The saying is they are not dead until warm and dead.
EMR-TF-419,Environmental,Cold Emergencies,true_false,Frostbite is localized freezing of tissue usually affecting fingers toes ears and nose.,TRUE,Frostbite occurs when tissue actually freezes forming ice crystals in cells. It typically affects exposed areas and extremities where blood flow is reduced in cold. Severity ranges from superficial with numbness and pale skin to deep with hard frozen tissue.
EMR-TF-420,Environmental,Cold Emergencies,true_false,Frostbitten tissue should be rapidly rewarmed by rubbing with snow or placing near a fire.,FALSE,Do not rub frostbitten tissue as this causes more damage. Do not rewarm near direct heat as frozen tissue cannot sense temperature and burns easily. If transport is prolonged rewarm by immersion in warm 98-102°F water. Do not rewarm if refreezing may occur.
EMR-TF-421,Environmental,Cold Emergencies,true_false,Refreezing of thawed frostbitten tissue causes more damage than the initial freezing.,TRUE,Once frostbitten tissue is thawed it is extremely vulnerable to additional damage. Refreezing causes more severe injury than the original frostbite. Do not rewarm frostbitten extremities if there is any chance of refreezing such as if patient must walk on frostbitten feet.
EMR-TF-422,Environmental,Cold Emergencies,true_false,Frostbitten tissue appears white or grayish and feels hard and waxy.,TRUE,Frozen tissue lacks blood flow giving it a white or grayish color. The tissue feels hard and waxy to touch and the patient loses sensation in the affected area. These are signs of significant frostbite requiring medical treatment.
EMR-TF-423,Environmental,Drowning,true_false,Drowning can occur in any amount of water including bathtubs and buckets.,TRUE,Drowning is submersion in liquid causing suffocation. It can occur in very small amounts of water especially in young children who can drown in only a few inches. Never leave young children unattended near any water source.
EMR-TF-424,Environmental,Drowning,true_false,Fresh water and salt water drowning require different treatment approaches in the field.,FALSE,In the field drowning is managed the same regardless of water type. Both cause pulmonary dysfunction from aspiration. Field treatment focuses on rescue airway management ventilation support and treatment of hypothermia. Hospital treatment may differ.
EMR-TF-425,Environmental,Drowning,true_false,All drowning victims should be suspected of having spinal injuries if the mechanism is unknown.,TRUE,If how the drowning occurred is unknown or if diving jumping or trauma was involved assume spinal injury. Use spinal precautions during rescue and treatment. Spinal injury should be presumed until ruled out by evaluation.
EMR-TF-426,Environmental,Drowning,true_false,Drowning victims often swallow water and are at risk for vomiting during resuscitation.,TRUE,Drowning victims frequently swallow water causing gastric distension. Vomiting is common during resuscitation especially with positive pressure ventilation. Be prepared to suction and turn the patient to clear the airway.
EMR-TF-427,Environmental,Drowning,true_false,The Heimlich maneuver should be performed on drowning victims to expel water from the lungs.,FALSE,Abdominal thrusts do not expel water from the lungs and are not recommended for drowning. Water rapidly absorbs into lung tissue. Abdominal thrusts increase vomiting and aspiration risk. Provide standard airway management and ventilation support.
EMR-TF-428,Environmental,Drowning,true_false,Cold water drowning victims may survive prolonged submersion due to hypothermia's protective effect.,TRUE,Cold water rapidly induces hypothermia which slows metabolism and protects organs especially the brain from hypoxic damage. Survival has been documented after extended cold water submersion. Resuscitate cold water drowning victims and do not pronounce death until rewarmed.
EMR-TF-429,Environmental,Drowning,true_false,Secondary drowning refers to respiratory complications that develop hours after a drowning event.,TRUE,Secondary or delayed drowning occurs when aspirated water causes pulmonary edema or inflammation hours after the event. Patients who appear to recover from submersion can deteriorate later. All drowning victims should be transported for monitoring.
EMR-TF-430,Environmental,Altitude,true_false,Acute mountain sickness can occur when ascending to elevations above 8000 feet.,TRUE,Acute mountain sickness results from decreased oxygen at altitude. Symptoms include headache nausea fatigue and dizziness typically developing 6-12 hours after ascent. Gradual ascent and acclimatization help prevent it.
EMR-TF-431,Environmental,Altitude,true_false,High altitude pulmonary edema HAPE and high altitude cerebral edema HACE are life-threatening altitude emergencies.,TRUE,HAPE involves fluid accumulation in the lungs causing severe dyspnea and hypoxia. HACE involves brain swelling causing altered mental status and ataxia. Both are medical emergencies requiring immediate descent and supplemental oxygen.
EMR-TF-432,Environmental,Altitude,true_false,The definitive treatment for serious altitude illness is descent to lower elevation.,TRUE,While oxygen and medications help the definitive treatment for HAPE HACE and severe altitude sickness is descent to lower elevation where oxygen pressure is higher. Even a few thousand feet of descent can be lifesaving.
EMR-TF-433,Environmental,Lightning,true_false,Lightning strike victims may be safely touched immediately as they do not retain electrical charge.,TRUE,Unlike electrical equipment people do not store electrical charge. It is safe to touch and treat a lightning strike victim immediately. They need rapid assessment and treatment. Multiple victims from a lightning strike should be triaged.
EMR-TF-434,Environmental,Lightning,true_false,Lightning strike victims in cardiac arrest have better resuscitation outcomes than other cardiac arrest patients.,TRUE,Lightning causes cardiac arrest through direct current stunning the heart. Unlike other causes of arrest many lightning victims particularly young otherwise healthy people have better than average survival with immediate CPR and defibrillation.
EMR-TF-435,Environmental,Lightning,true_false,In multiple lightning casualties triage priority should go to patients who appear dead without pulse or breathing.,TRUE,Reverse triage applies to lightning casualties. Those who appear dead may respond to CPR because lightning often causes temporary cardiac arrest in otherwise healthy victims. Those who are conscious will likely survive without intervention. Prioritize the apparently dead.
EMR-TF-436,Environmental,Radiation,true_false,Radiation exposure does not make a patient radioactive or dangerous to rescuers in most cases.,TRUE,Exposure to radiation like getting an X-ray does not make someone radioactive. Contamination with radioactive material is different and requires decontamination. Most radiation exposure victims are safe to treat without special precautions.
EMR-TF-437,Environmental,Radiation,true_false,Time distance and shielding are principles of radiation protection.,TRUE,Minimize time near radiation source maximize distance as radiation intensity decreases with distance squared and use shielding materials between you and the source. These principles protect rescuers from radiation exposure.
EMR-TF-438,Environmental,Bites and Stings,true_false,Most snake bites in the United States occur from pit vipers like rattlesnakes copperheads and cottonmouths.,TRUE,Pit vipers cause the majority of venomous snake bites in the US. They have triangular heads vertical pupils heat-sensing pits and retractable fangs. Coral snakes are also venomous but encounters and bites are rare.
EMR-TF-439,Environmental,Bites and Stings,true_false,Tourniquets should be applied for snake bites to prevent venom spread.,FALSE,Tourniquets are not recommended for snake bites. They can cause ischemia and may concentrate venom in the limb. Keep the patient calm immobilize the limb at or below heart level and transport for antivenom evaluation.
EMR-TF-440,Environmental,Bites and Stings,true_false,Ice should be applied to snake bites to slow venom absorption.,FALSE,Ice can cause tissue damage and is not recommended for snake bites. It does not effectively slow venom absorption and may worsen local tissue injury. Keep the limb immobilized at or below heart level and transport.
EMR-TF-441,Environmental,Bites and Stings,true_false,Bee stings can cause fatal anaphylaxis in allergic individuals.,TRUE,Hymenoptera stings bees wasps hornets are a leading cause of anaphylaxis deaths. Allergic individuals can develop life-threatening airway swelling and shock within minutes. Epinephrine is the life-saving treatment.
EMR-TF-442,Environmental,Bites and Stings,true_false,When a bee stings the stinger should be removed as quickly as possible.,TRUE,Bee stingers continue to inject venom after being embedded. Remove the stinger as quickly as possible by any method. Scraping was previously recommended over pinching but speed of removal is more important than technique.
EMR-TF-443,Environmental,Bites and Stings,true_false,Black widow spider bites can cause severe muscle pain and cramping.,TRUE,Black widow venom is neurotoxic causing severe muscle pain cramping and spasms especially in the abdomen back and chest. Systemic symptoms include sweating anxiety and autonomic instability. Medical treatment may be needed.
EMR-TF-444,Environmental,Bites and Stings,true_false,Brown recluse spider bites can cause local tissue death necrosis.,TRUE,Brown recluse venom causes local tissue destruction. Initial bite may be painless but over hours to days a painful ulcer with necrotic tissue develops. Systemic reactions can occur. Medical evaluation is recommended.
EMR-TF-445,Environmental,Bites and Stings,true_false,Tick bites can transmit Lyme disease Rocky Mountain spotted fever and other infections.,TRUE,Ticks are vectors for multiple diseases. Lyme disease causes distinctive rash and later arthritis and neurological problems. Rocky Mountain spotted fever causes fever rash and can be fatal. Proper tick removal and monitoring are important.
EMR-TF-446,Environmental,Bites and Stings,true_false,Embedded ticks should be removed by grasping close to the skin and pulling straight out.,TRUE,Use fine tweezers to grasp the tick as close to the skin as possible and pull straight out with steady pressure. Do not twist squeeze or burn the tick as this may cause it to inject more pathogens. Save the tick for identification if possible.
EMR-TF-447,Environmental,Bites and Stings,true_false,Marine animal stings from jellyfish should be rinsed with fresh water.,FALSE,Fresh water can trigger nematocyst discharge worsening the sting. Rinse with salt water or vinegar depending on species. Remove tentacles with tweezers not bare hands. Hot water immersion often helps with pain from many marine stings.
EMR-TF-448,Environmental,Plants,true_false,Poison ivy oak and sumac cause allergic contact dermatitis with characteristic itchy blistered rash.,TRUE,These plants contain urushiol which causes allergic reaction in sensitized individuals. The rash develops 24-72 hours after contact with intense itching redness and blisters. It is not contagious and does not spread from blister fluid.
EMR-TF-449,Environmental,Plants,true_false,Washing skin soon after contact with poison ivy can reduce or prevent the rash.,TRUE,Urushiol must bind to skin to cause reaction. Washing with soap and water within 15-30 minutes of contact can remove the oil and reduce or prevent the allergic response. After binding occurs washing is less effective.
EMR-TF-450,Environmental,Diving,true_false,Decompression sickness the bends occurs when dissolved gases form bubbles in the blood and tissues.,TRUE,During diving nitrogen dissolves in blood under pressure. If a diver ascends too quickly nitrogen comes out of solution forming bubbles. These cause joint pain neurological symptoms and potentially life-threatening complications. Treatment is recompression in a hyperbaric chamber.
