id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
11,Trauma,Kinematics,Penetrating trauma injury depends on:,Mechanism only,Velocity path of projectile and organs struck,Weapon type only,Only distance,B,Penetrating injury depends on velocity energy path and affected organs.,AEMT,medium
12,Trauma,Kinematics,Low-velocity penetrating trauma includes:,Gunshot wounds,Stab wounds impaled objects,Rifle wounds,Shotgun blasts,B,Low velocity: knives impaled objects; wound track is more predictable.,AEMT,medium
13,Trauma,Kinematics,High-velocity penetrating trauma:,Follows wound track only,Creates cavitation and affects surrounding tissue,Is less severe,Has predictable pattern,B,High-velocity projectiles create temporary cavity damaging surrounding tissue.,AEMT,medium
14,Trauma,Kinematics,Blast injuries occur in phases:,One phase,Primary secondary tertiary quaternary,Two phases,Three phases,B,Blast: primary pressure secondary debris tertiary body thrown quaternary other.,AEMT,medium
15,Trauma,Kinematics,Primary blast injury affects:,Solid organs,Air-filled organs ears lungs GI,Bones,Skin only,B,Primary blast wave affects air-filled structures: ears lungs bowel.,AEMT,medium
16,Trauma,Assessment,Trauma assessment should be:,Slow and thorough,Rapid and systematic,Only secondary,Delayed,B,Trauma assessment should be rapid systematic to identify life threats.,AEMT,medium
17,Trauma,Assessment,Life threats identified in primary survey should be:,Documented for hospital,Treated immediately as found,Treated after complete exam,Ignored initially,B,Treat life threats immediately during primary survey.,AEMT,medium
18,Trauma,Assessment,Load and go decision means:,Transport slowly,Rapid transport with treatment en route,Complete on-scene treatment,Wait for ALS,B,Load and go: rapid transport for conditions requiring hospital intervention.,AEMT,medium
19,Trauma,Assessment,Stay and play approach is appropriate when:,Scene is unsafe,Treatment required that cannot be done during transport,Patient is critical,Time is not important,B,Stay and play only when necessary interventions cannot be done during transport.,AEMT,medium
20,Trauma,Assessment,GCS eye opening score of 3 means:,Opens spontaneously,Opens to verbal stimuli,Opens to painful stimuli,No eye opening,C,GCS eye 3 is opens to pain; 4 spontaneous 2 to pain 1 none.,AEMT,medium
21,Trauma,Assessment,GCS verbal score of 3 means:,Oriented speech,Confused speech,Inappropriate words,Incomprehensible sounds,C,GCS verbal 3 is inappropriate words; 5 oriented 4 confused 2 incomprehensible 1 none.,AEMT,medium
22,Trauma,Assessment,GCS motor score of 4 means:,Obeys commands,Localizes pain,Withdraws from pain,Abnormal flexion,C,GCS motor 4 is withdrawal; 6 obeys 5 localizes 3 abnormal flexion 2 extension 1 none.,AEMT,medium
23,Trauma,Assessment,Revised trauma score uses:,GCS BP and respiratory rate,GCS and heart rate,Only GCS,BP and heart rate,A,RTS uses GCS respiratory rate and systolic blood pressure.,AEMT,medium
24,Trauma,Assessment,Trauma triage criteria include:,Only mechanism,Vital signs anatomy mechanism special considerations,Only visible injuries,Age only,B,Trauma triage: physiologic anatomic mechanism and special populations.,AEMT,medium
25,Trauma,Assessment,Level I trauma center provides:,Basic trauma care,Comprehensive 24/7 trauma care with all specialties,Only surgical care,Pediatric care only,B,Level I: full resources 24/7 including all surgical specialties research.,AEMT,medium
26,Trauma,Soft Tissue,Contusion is:,Open wound,Closed wound with bruising from blunt trauma,Laceration,Abrasion,B,Contusion is bruise from blunt trauma; bleeding into tissue without break in skin.,AEMT,medium
27,Trauma,Soft Tissue,Hematoma is:,Small bruise,Collection of blood beneath skin,Laceration,Abrasion,B,Hematoma is localized collection of blood usually clotted in tissue.,AEMT,medium
28,Trauma,Soft Tissue,Abrasion is:,Deep cut,Scraping away of superficial skin layers,Puncture,Avulsion,B,Abrasion is superficial wound from friction rubbing away epidermis.,AEMT,medium
29,Trauma,Soft Tissue,Laceration is:,Superficial scrape,Cut or tear in skin and underlying tissue,Puncture,Contusion,B,Laceration is open wound with irregular or regular edges through skin.,AEMT,medium
30,Trauma,Soft Tissue,Avulsion is:,Simple cut,Tearing away of tissue creating a flap,Puncture,Bruise,B,Avulsion is skin or tissue torn loose or completely off.,AEMT,medium
31,Trauma,Soft Tissue,Puncture wound:,Is always superficial,May have deeper injury than visible,Is never serious,Does not bleed,B,Puncture may have significant depth with little external evidence.,AEMT,medium
32,Trauma,Soft Tissue,Impaled objects should be:,Removed in field,Stabilized in place and not removed,Pushed through,Shortened always,B,Stabilize impaled objects in place; removal may cause hemorrhage.,AEMT,medium
33,Trauma,Soft Tissue,Exception to leaving impaled object is:,Chest wound,Object through cheek obstructing airway,Abdominal wound,Extremity wound,B,Remove impaled object if obstructing airway as in through cheek.,AEMT,medium
34,Trauma,Soft Tissue,Wound irrigation is used to:,Stop bleeding,Clean contamination from wound,Close wound,Assess depth,B,Irrigation removes debris and contaminants; use saline or clean water.,AEMT,medium
35,Trauma,Soft Tissue,Dressings are used to:,Close wounds,Control bleeding protect wound absorb drainage,Irrigate,Remove debris,B,Dressings cover wounds control bleeding absorb drainage protect from contamination.,AEMT,medium
36,Trauma,Soft Tissue,Bandages are used to:,Cover wound directly,Hold dressings in place,Stop bleeding directly,Clean wounds,B,Bandages secure dressings and provide pressure.,AEMT,medium
37,Trauma,Soft Tissue,Pressure dressing:,Is loosely applied,Applies direct pressure to control bleeding,Is for burns only,Never uses bandage,B,Pressure dressing uses bulky dressing with tight bandage for pressure.,AEMT,medium
38,Trauma,Soft Tissue,Arterial bleeding appears:,Dark and flowing,Bright red and spurting,Slow oozing,Not visible,B,Arterial bleeding is bright red and may spurt with pulse.,AEMT,medium
39,Trauma,Soft Tissue,Venous bleeding appears:,Bright red spurting,Dark red with steady flow,Slow oozing,Bright and pulsatile,B,Venous bleeding is darker red with steady non-pulsatile flow.,AEMT,medium
40,Trauma,Soft Tissue,Capillary bleeding appears:,Spurting,Slow oozing,Heavy flow,Pulsatile,B,Capillary bleeding is slow ooze from superficial wounds.,AEMT,medium
41,Trauma,Hemorrhage,Most external bleeding is controlled by:,Tourniquet first,Direct pressure,Elevation alone,Pressure points alone,B,Direct pressure controls most external bleeding; first-line intervention.,AEMT,medium
42,Trauma,Hemorrhage,Wound packing is used for:,Minor cuts,Deep wounds in junctional areas to fill space and apply pressure,All wounds,Superficial abrasions,B,Pack deep or junctional wounds to apply direct pressure throughout wound.,AEMT,medium
43,Trauma,Hemorrhage,Hemostatic agents:,Replace direct pressure,Enhance clotting used with direct pressure,Stop all bleeding instantly,Are used alone,B,Hemostatic agents promote clotting; still require direct pressure.,AEMT,medium
44,Trauma,Hemorrhage,Tourniquet width should be:,Narrow as possible,At least 1-1.5 inches wide,Very wide,Does not matter,B,Wider tourniquets more effective and less tissue damage than narrow.,AEMT,medium
45,Trauma,Hemorrhage,Tourniquet should be tightened until:,Bleeding slows,Bleeding stops completely,Patient feels pressure,Pulse is still present,B,Tighten until bleeding stops; distal pulse should be absent.,AEMT,medium
46,Trauma,Hemorrhage,If one tourniquet fails to stop bleeding:,Remove and try again,Apply second tourniquet proximal to first,Loosen first,Apply tourniquet distally,B,If inadequate add second tourniquet proximal to first.,AEMT,medium
47,Trauma,Hemorrhage,Tourniquet time should be documented because:,It determines transport,Prolonged time affects limb viability,Hospital billing,Not important,B,Prolonged tourniquet time increases risk of tissue damage.,AEMT,medium
48,Trauma,Hemorrhage,Junctional hemorrhage locations include:,Only extremities,Groin axilla neck,Scalp only,Fingers,B,Junctional areas: groin axilla neck where tourniquets cannot be applied.,AEMT,medium
49,Trauma,Hemorrhage,Junctional hemorrhage is controlled by:,Tourniquet,Wound packing with direct pressure or specialized devices,Elevation,Pressure points,B,Pack wound with hemostatic dressing and direct pressure.,AEMT,medium
50,Trauma,Hemorrhage,Scalp wounds bleed heavily because:,Head is high,Rich blood supply and poor vasoconstriction,Veins are large,Arteries are superficial,B,Scalp has excellent blood supply and does not vasoconstrict well.,AEMT,medium
51,Trauma,Head,Closed head injury:,Has visible wound,Has no break in skull but brain injury present,Is minor,Never causes serious injury,B,Closed head injury: brain injured without skull fracture or open wound.,AEMT,medium
52,Trauma,Head,Open head injury:,Is always fatal,Has break in skull with potential brain exposure,Is minor,Never bleeds,B,Open head injury: skull fractured with communication to outside.,AEMT,medium
53,Trauma,Head,Linear skull fracture:,Is most dangerous type,Is crack in skull without displacement,Has bone fragments,Is always open,B,Linear fracture is simple crack; may or may not have underlying brain injury.,AEMT,medium
54,Trauma,Head,Depressed skull fracture:,Is simple crack,Has bone fragments pushed inward,Is never serious,Does not affect brain,B,Depressed fracture: bone pushed in toward brain potentially causing damage.,AEMT,medium
55,Trauma,Head,Basilar skull fracture signs include:,Facial droop,Battle sign raccoon eyes CSF leak,Arm weakness,Leg weakness,B,Basilar fracture: Battle sign raccoon eyes CSF from nose/ears hemotympanum.,AEMT,medium
56,Trauma,Head,Concussion:,Is severe brain injury,Is temporary brain dysfunction without structural damage,Always causes LOC,Requires surgery,B,Concussion is temporary neurological dysfunction; may or may not have LOC.,AEMT,medium
57,Trauma,Head,Cerebral contusion is:,Minor head injury,Bruising of brain tissue,Skull fracture,Hematoma,B,Contusion is bruising of brain tissue from impact.,AEMT,medium
58,Trauma,Head,Epidural hematoma is:,Below dura,Between skull and dura,In brain tissue,Below arachnoid,B,Epidural is arterial bleeding between skull and dura mater.,AEMT,medium
59,Trauma,Head,Subdural hematoma is:,Above dura,Between dura and brain,In brain,Below skull only,B,Subdural is venous bleeding between dura and brain surface.,AEMT,medium
60,Trauma,Head,Intracerebral hematoma is:,Outside brain,Bleeding within brain tissue itself,Between skull and brain,Always arterial,B,Intracerebral hematoma is bleeding within brain parenchyma.,AEMT,medium
61,Trauma,Head,Diffuse axonal injury results from:,Direct impact,Rotational acceleration shearing brain connections,Bleeding,Skull fracture,B,DAI from rotation and acceleration/deceleration shearing axons.,AEMT,medium
62,Trauma,Head,Unequal pupils in head injury suggests:,Minor injury,Increased ICP with possible herniation,Normal finding,Eye injury only,B,Unilateral dilated pupil may indicate increased ICP with herniation.,AEMT,medium
63,Trauma,Head,Decorticate posturing shows:,Arms extended,Arms flexed legs extended,Arm extension only,No movement,B,Decorticate: arms flexed to chest legs extended; cortical injury.,AEMT,medium
64,Trauma,Head,Decerebrate posturing shows:,Arms flexed,Arms and legs extended,Arms to chest,Normal position,B,Decerebrate: arms and legs extended; brainstem injury worse prognosis.,AEMT,medium
65,Trauma,Head,Avoid routine hyperventilation in head injury because:,It does not work,It causes cerebral vasoconstriction reducing perfusion,It is too slow,It raises ICP,B,Hyperventilation lowers CO2 causing vasoconstriction; may worsen ischemia.,AEMT,medium
66,Trauma,Spinal,Cervical spine injuries are most common at:,C1-C2 and C5-C7,C3-C4 only,T1-T4,L1-L5,A,Most cervical injuries at C1-C2 upper and C5-C7 lower cervical.,AEMT,medium
67,Trauma,Spinal,Thoracolumbar junction is common injury site at:,C7-T1,T12-L2,L5-S1,T1-T6,B,Thoracolumbar junction T12-L2 common injury site due to transition.,AEMT,medium
68,Trauma,Spinal,NEXUS criteria help determine:,Need for surgery,Low-risk patients who may not need imaging,Neurological deficit,Severity of injury,B,NEXUS criteria identify low-risk patients who may not need c-spine imaging.,AEMT,medium
69,Trauma,Spinal,Spinal cord injury without radiographic abnormality SCIWORA:,Does not exist,May occur especially in children,Is always visible,Only occurs in adults,B,SCIWORA: spinal cord injury with normal imaging more common in children.,AEMT,medium
70,Trauma,Spinal,Primary spinal cord injury occurs:,Hours later,At time of trauma,During transport,At hospital,B,Primary injury occurs at moment of trauma from mechanical forces.,AEMT,medium
71,Trauma,Spinal,Secondary spinal cord injury can be caused by:,Rest,Movement hypoxia hypotension,Immobilization,Oxygen therapy,B,Secondary injury from hypoxia hypotension edema movement.,AEMT,medium
72,Trauma,Spinal,Spinal shock is:,Neurogenic shock,Temporary loss of function below injury level,Permanent paralysis,Hypovolemic shock,B,Spinal shock is temporary loss of cord function below injury; may improve.,AEMT,medium
73,Trauma,Spinal,Autonomic dysreflexia occurs with injuries above:,L1,T6,C3,T12,B,Autonomic dysreflexia occurs with injuries above T6.,AEMT,medium
74,Trauma,Spinal,Autonomic dysreflexia is triggered by:,Rest,Noxious stimulus below injury level bladder bowel,Movement,Oxygen,B,Triggers include distended bladder bowel impaction skin irritation.,AEMT,medium
75,Trauma,Spinal,Autonomic dysreflexia presents with:,Hypotension tachycardia,Hypertension bradycardia headache flushing,Tachycardia hypotension,Normal vital signs,B,Dysreflexia: severe HTN bradycardia headache sweating above injury.,AEMT,medium
76,Trauma,Chest,Simple pneumothorax:,Is life-threatening,Does not cause cardiovascular compromise,Always requires needle decompression,Causes mediastinal shift,B,Simple pneumothorax: lung collapse without tension or cardiovascular effects.,AEMT,medium
77,Trauma,Chest,Tension pneumothorax causes shock because:,Air in lung,Mediastinal shift compressing heart and vessels,Blood loss,Pain,B,Tension: positive pressure shifts mediastinum compresses vena cava heart.,AEMT,medium
78,Trauma,Chest,Hemothorax treatment in field:,Needle decompression,Supportive care oxygen IV transport,Chest tube,Pericardiocentesis,B,Hemothorax: supportive care; chest tube at hospital.,AEMT,medium
79,Trauma,Chest,Pulmonary contusion:,Is visible externally,May worsen over 24-72 hours,Improves quickly,Requires no monitoring,B,Contusion: may worsen over 24-72 hours as edema develops.,AEMT,medium
80,Trauma,Chest,Rib fractures are painful and may cause:,No complications,Splinting with shallow breathing leading to atelectasis pneumonia,Improved breathing,No pain,B,Pain causes splinting shallow breathing atelectasis possible pneumonia.,AEMT,medium
81,Trauma,Chest,Sternal fracture indicates:,Minor injury,Significant blunt force consider cardiac contusion,No concern,Pneumothorax,B,Sternal fracture indicates significant force; consider cardiac injury.,AEMT,medium
82,Trauma,Chest,Traumatic asphyxia results from:,Chest wound,Severe thoracic compression,Hemothorax,Pneumothorax,B,Traumatic asphyxia from severe thoracic compression; JVD facial cyanosis.,AEMT,medium
83,Trauma,Abdomen,Solid organ injury typically causes:,No bleeding,Significant internal hemorrhage,Minor symptoms,External bleeding,B,Solid organs liver spleen kidneys bleed significantly when injured.,AEMT,medium
84,Trauma,Abdomen,Hollow organ injury typically causes:,Hemorrhage,Contamination and peritonitis,No symptoms,Immediate shock,B,Hollow organ rupture causes spillage contamination peritonitis.,AEMT,medium
85,Trauma,Abdomen,Referred pain to left shoulder after abdominal trauma suggests:,Heart attack,Splenic injury Kehr sign,Liver injury,Kidney injury,B,Kehr sign: left shoulder pain from blood irritating diaphragm; splenic injury.,AEMT,medium
86,Trauma,Abdomen,Abdominal guarding is:,Normal finding,Voluntary or involuntary muscle contraction to protect,Sign of gas,Minor symptom,B,Guarding: muscles tense to protect injured area; may be voluntary or involuntary.,AEMT,medium
87,Trauma,Abdomen,Abdominal rigidity is:,Soft abdomen,Board-like hardness indicating peritonitis,Normal finding,Gas distension,B,Rigidity: board-like abdomen indicating significant peritoneal irritation.,AEMT,medium
88,Trauma,Abdomen,Distended abdomen after trauma may indicate:,Gas only,Internal bleeding or hollow organ injury,Normal finding,Hunger,B,Distension may indicate blood or fluid accumulation.,AEMT,medium
89,Trauma,Abdomen,Seat belt sign across abdomen indicates:,Proper restraint use,Potential for abdominal organ injury,No injury,Minor bruising,B,Seat belt sign: bruising pattern associated with bowel and spine injuries.,AEMT,medium
90,Trauma,Extremity,Fracture is:,Soft tissue injury only,Break or crack in bone,Dislocation,Sprain,B,Fracture is any break or crack in bone continuity.,AEMT,medium
91,Trauma,Extremity,Dislocation is:,Bone break,Bone displaced from joint,Muscle tear,Ligament stretch,B,Dislocation is displacement of bone from its normal joint position.,AEMT,medium
92,Trauma,Extremity,Sprain is injury to:,Bone,Ligaments around joint,Muscle,Tendon,B,Sprain is stretching or tearing of ligaments.,AEMT,medium
93,Trauma,Extremity,Strain is injury to:,Ligament,Muscle or tendon,Bone,Joint,B,Strain is injury to muscle or tendon from stretching or overuse.,AEMT,medium
94,Trauma,Extremity,Crepitus in fracture is:,Normal finding,Grating sound or sensation of bone ends rubbing,Sign of healing,Not significant,B,Crepitus is grating of bone fragments; do not deliberately elicit.,AEMT,medium
95,Trauma,Extremity,Fracture deformity includes:,Normal position,Angulation shortening rotation,Straightness,No visible change,B,Deformity from fracture includes angulation shortening rotation.,AEMT,medium
96,Trauma,Extremity,Pulse motor sensory check assesses:,Vital signs,Neurovascular status distal to injury,Fracture type,Pain level,B,PMS checks circulation nerve function and sensation distal to injury.,AEMT,medium
97,Trauma,Extremity,Splinting purpose is to:,Fix the fracture,Immobilize prevent further injury reduce pain,Diagnose injury,Clean wound,B,Splinting immobilizes injury reducing pain bleeding and further damage.,AEMT,medium
98,Trauma,Extremity,General splinting rule is immobilize:,Only the fracture,Joint above and joint below injury,Entire body,Only joint above,B,Immobilize joint above and below suspected fracture.,AEMT,medium
99,Trauma,Extremity,Cold application to injury helps:,Increase swelling,Reduce swelling and pain,Heal faster,Increase bleeding,B,Cold reduces swelling pain and bleeding; use barrier do not apply directly.,AEMT,medium
