emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-331,Operations,Refusal,scenario,A 45-year-old man had chest pain that resolved. He now refuses transport saying he feels fine. He is alert and oriented and understands the risks. What must you do?,Force him to go because chest pain is serious,Ensure he has decision-making capacity. Explain the risks of refusing including possible heart attack and death. Document the conversation thoroughly including specific risks explained and that he understood. Have him sign refusal and offer to return if symptoms recur,Just leave since he refused,Do not accept refusal for chest pain,B,Competent adults can refuse care. Your responsibility is to ensure capacity explain risks thoroughly document the conversation completely have the patient sign refusal and advise to call back if symptoms return. This protects the patient and provider.
EMR-SCEN-332,Operations,Refusal,scenario,A 16-year-old was in a minor car accident. She says she is fine and does not want to go to the hospital. Her parents are not present. Can she refuse?,Yes she seems mature enough to decide,No minors generally cannot refuse emergency medical care without parental consent. Attempt to contact parents. If unable to reach them and she needs treatment implied consent allows treatment. If truly minor injury document thoroughly and attempt parental contact,Only if she signs a form,Wait indefinitely for parents,B,Minors cannot provide legally valid refusal in most circumstances. Attempt parental contact. If injury requires treatment and parents are unreachable implied consent applies. Document all attempts to reach parents and clinical findings.
EMR-SCEN-333,Operations,MCI,scenario,A bus crash has resulted in approximately 20 patients. You are first on scene. What is your first priority?,Start treating the most injured patient,Establish incident command assume command role until relieved assess the scene request appropriate resources and begin triage. Do not begin treating individuals until you have assessed the scope and started the system response,Transport patients in your ambulance,Wait for more units to arrive,B,First arriving unit at an MCI establishes incident command. Assess the situation request resources and begin triage. Do not get tunnel vision treating one patient while others die. Start the system response then distribute resources.
EMR-SCEN-334,Operations,MCI,scenario,You are triaging patients at an MCI using START. A patient is not breathing. You open the airway and he starts breathing at 20 per minute. What is his triage category?,Deceased black since he was not breathing,Immediate red. In START if patient breathes after airway opening they are categorized as immediate. They need airway management but are salvageable. Tag as immediate and move on. Do not stay to treat during initial triage,Minor green,Delayed yellow,B,START triage for non-breathing patients: open airway. If they then breathe they are immediate red meaning they need prompt intervention but are salvageable. If they do not breathe after airway opening they are deceased black.
EMR-SCEN-335,Operations,MCI,scenario,At the same MCI a patient is walking around asking what happened. He has some cuts and bruises but is ambulatory and alert. What is his triage category?,Immediate because he is bleeding,Minor green. Walking wounded who can ambulate are categorized as minor. They can wait for treatment while resources focus on more critical patients. Direct them to a designated area for minor injuries,Delayed yellow,Deceased black,B,In START triage patients who can walk are automatically categorized as minor green. They have the lowest priority. Direct walking wounded to a designated collection area while focusing resources on immediate and delayed patients.
EMR-SCEN-336,Operations,MCI,scenario,A patient at the MCI has a respiratory rate of 32 capillary refill of 4 seconds and does not follow commands. Using START what category is she?,Minor because she is breathing,Immediate red. Respiratory rate over 30 is immediate. Capillary refill over 2 seconds is immediate. Not following commands is immediate. Any one of these makes her immediate. She has all three confirming the immediate category,Delayed yellow,Deceased black,B,START assessment: Respirations over 30 equals immediate. Perfusion capillary refill over 2 seconds equals immediate. Mental status not following commands equals immediate. This patient meets all criteria for immediate red category.
EMR-SCEN-337,Operations,MCI,scenario,As the MCI progresses you are assigned to the treatment area. Your job is to provide care to triaged patients. An immediate patient and a delayed patient both need attention. Who do you treat first?,The delayed patient because they have been waiting,The immediate red patient takes priority over delayed yellow. Immediate patients have life-threatening conditions that are treatable. Delayed patients have serious injuries but can wait. Resources go to immediate patients first,Whoever is closest,Whichever patient asks first,B,In the treatment area immediate red patients receive priority over delayed yellow. Immediate means life-threatening but treatable. Delayed means serious but can wait for treatment without immediate risk to life.
EMR-SCEN-338,Operations,Hazmat,scenario,You respond to an industrial facility where workers report a chemical leak. One worker collapsed inside and others are fleeing. You smell a strong chemical odor from 100 feet away. What do you do?,Rush in to rescue the collapsed worker,Do NOT enter. Move upwind to a safe distance. Establish a perimeter. Request hazmat team and additional resources. The collapsed worker needs help but you cannot help if you become a victim. Wait for properly equipped rescue teams,Put on gloves and enter,Hold your breath and go in quickly,B,Never enter a hazmat scene without proper equipment and training. The smell indicates hazardous atmosphere. Stage upwind at a safe distance request hazmat and prepare for decontaminated patients. You cannot help if you become a victim.
EMR-SCEN-339,Operations,Hazmat,scenario,Hazmat teams bring out decontaminated patients from the chemical spill. They are wet from decon and complaining of cold. What concerns should you have?,They are clean so treat normally,Even after decontamination some chemical exposure may have occurred. Watch for delayed symptoms. The decon process with cold water causes hypothermia risk. Warm and dry the patients. Document the chemical involved for hospital,Refuse to treat them until completely dry,Decontamination removes all risk,B,Decontaminated patients may still have some exposure effects and are at risk for hypothermia from the decon process. Warm and dry them continue monitoring for delayed symptoms and document the specific chemical for hospital care.
EMR-SCEN-340,Operations,Incident Command,scenario,You are incident commander at a small MCI. A higher-ranking officer arrives on scene. What happens to your command role?,You remain in command since you were there first,Transfer command to the arriving officer following proper transfer procedures. Brief them on the situation resources deployed patients triaged and treated and any issues. Command transfers to more qualified personnel as they arrive,Leave the scene since you are no longer needed,Ignore the arriving officer and continue,B,Incident command transfers to more qualified personnel as they arrive. Provide a thorough briefing during transfer including situation status actions taken resources deployed and any issues. Proper transfer ensures continuity.
EMR-SCEN-341,Operations,Vehicle Operations,scenario,You are responding to an emergency with lights and sirens. You approach a red light with cross traffic. What should you do?,Proceed through without stopping since you have right of way,Come to a complete stop or near stop. Ensure all traffic has yielded and it is safe to proceed. Then carefully proceed through. Emergency vehicles do not automatically have the right of way. Other drivers may not see or yield,Speed up to get through quickly,Turn off lights and wait for green,B,Emergency vehicles must ensure intersections are clear before proceeding even with lights and sirens. Come to a complete stop or near stop look for all traffic to yield then proceed carefully. Due regard requires ensuring safety.
EMR-SCEN-342,Operations,Vehicle Operations,scenario,You are backing the ambulance in a parking lot. Your partner is not available to spot. What should you do?,Back up slowly using only mirrors,Stop. Get out and walk around the vehicle to check for obstacles. If possible find someone else to spot. If you must back without a spotter use extreme caution with mirrors cameras and frequent stops to recheck. Never back blindly,Back up quickly to get it over with,Have the patient look out the back window,B,Backing without a spotter greatly increases accident risk. Best practice is to always use a spotter. If unavailable physically check behind the vehicle then back with extreme caution using all available aids.
EMR-SCEN-343,Operations,Transfer of Care,scenario,You are transferring care of your patient to the emergency department nurse. What information must you provide?,Just the chief complaint,Provide a complete verbal report including patient identification chief complaint history assessment findings vital signs and trends all treatments given and patient response allergies and medications and any changes during transport,Written report is sufficient,They will figure it out from the monitor,B,Verbal handoff report ensures continuity of care. Include patient identification chief complaint history findings vitals treatments and responses and any concerns. Do not assume the written report is sufficient. Direct communication prevents errors.
EMR-SCEN-344,Operations,Ethics,scenario,You respond to a terminally ill patient whose family wants aggressive treatment but the patient has a valid DNR saying no resuscitation. The patient is now unresponsive and not breathing. What should you do?,Start CPR because family wants it,Honor the valid DNR. The patient's documented wishes take legal precedence over family preferences. Provide comfort care and support the family. Explain compassionately that you must respect what the patient wanted,Ignore the DNR since patient cannot speak,Let the family decide,B,Valid DNR orders represent the patient's autonomous decision and must be honored even if family disagrees. The patient's documented wishes take legal precedence. Provide comfort care and compassionate family support.
EMR-SCEN-345,Operations,Stress Management,scenario,After responding to a call involving the death of a child the same age as your own child you feel overwhelmed and cannot stop thinking about it. What should you do?,Ignore the feelings and continue working,Recognize this is a normal response to a critical incident. Talk to your partner supervisor or a counselor. Participate in CISD if offered. Take care of yourself. Seeking help is appropriate not a sign of weakness,Keep it to yourself to appear strong,Request time off without telling anyone why,B,Critical incident stress is normal after traumatic calls. Recognize your reactions seek support from partners supervisors or mental health resources and participate in debriefings. Seeking help is strength not weakness.
