id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
37,Operations,Communications,Hospital notification should include:,Patient name first,Age sex chief complaint vitals interventions ETA,Insurance info,Home address,B,Report: age/sex chief complaint history vitals treatment ETA.,AEMT,medium
38,Operations,Communications,Radio communications should be:,Casual,Brief clear and organized,Detailed with full history,Only when necessary,B,Radio: brief clear organized; avoid unnecessary information.,AEMT,medium
39,Operations,Communications,SBAR format stands for:,Situation Background Assessment Recommendation,Signs Blood pressure Assessment Report,Standard Background Assessment Review,None of above,A,SBAR: Situation Background Assessment Recommendation.,AEMT,medium
40,Operations,Communications,Verbal orders should be:,Memorized,Repeated back for confirmation,Ignored,Written only,B,Repeat verbal orders back to confirm understanding.,AEMT,medium
41,Operations,Communications,PCR patient care report is:,Optional,Legal document of patient encounter,Only for trauma,Only for transport,B,PCR is legal medical document of encounter.,AEMT,medium
42,Operations,Communications,Pertinent negatives are:,Not important,Expected findings that are absent,Positive findings,Documentation errors,B,Pertinent negatives: expected findings not present help rule out conditions.,AEMT,medium
43,Operations,Transport,Transport decision is based on:,Distance only,Patient condition and appropriate destination,Time of day,Family preference only,B,Transport based on patient condition and need for specialized care.,AEMT,medium
44,Operations,Transport,Trauma center transport is indicated for:,All trauma,Significant mechanism or injuries meeting criteria,Minor injuries,Patient request only,B,Trauma center for significant MOI or injuries meeting criteria.,AEMT,medium
45,Operations,Transport,Air medical transport considered when:,Always,Time/distance advantage exists or specialized care needed,For all critical patients,Never,B,Consider air transport when significant time advantage or specialized care.,AEMT,medium
46,Operations,Transport,Helicopter landing zone should be:,Any size,Minimum 100 x 100 feet clear of debris,50 x 50 feet,Right next to scene,B,LZ minimum 100x100 feet clear of debris wires vehicles.,AEMT,medium
47,Operations,Transport,Approach helicopter:,From the rear,From front in pilot view,From any direction,From uphill side,B,Approach from front in pilot view; never from rear.,AEMT,medium
48,Operations,Transport,Patient should be secured for transport with:,Nothing special,Straps over body at appropriate locations,One strap only,Restraints always,B,Secure patient with straps at chest hips legs as appropriate.,AEMT,medium
49,Operations,Wellness,Signs of critical incident stress include:,Better performance,Irritability sleep problems difficulty concentrating,Improved mood,Increased energy,B,CISD signs: irritability sleep disturbance concentration problems.,AEMT,medium
50,Operations,Wellness,CISM stands for:,Critical Incident Stress Management,Complete Immediate Scene Management,Crisis Intervention Services Medical,None of above,A,CISM: Critical Incident Stress Management.,AEMT,medium
51,Pharmacology,Basics,Routes of medication administration include:,IV only,Oral IM IV IO SL IN,Oral only,IV and IM only,B,Multiple routes: oral sublingual IM IV IO intranasal and others.,AEMT,medium
52,Pharmacology,Basics,Onset of action refers to:,How long drug lasts,Time from administration to effect,Maximum effect,Drug half-life,B,Onset: time from administration to therapeutic effect beginning.,AEMT,medium
53,Pharmacology,Basics,Duration of action refers to:,Time to onset,Time drug effect lasts,Maximum effect,Drug half-life,B,Duration: how long drug effect lasts.,AEMT,medium
54,Pharmacology,Basics,Indication is:,Reason not to give drug,Reason to give drug condition it treats,Side effect,Adverse reaction,B,Indication: condition or reason for giving medication.,AEMT,medium
55,Pharmacology,Basics,Contraindication is:,Reason to give drug,Reason not to give drug,Side effect,Dosage,B,Contraindication: condition making drug inadvisable.,AEMT,medium
56,Pharmacology,Basics,Side effect is:,Only harmful effects,Expected effect other than therapeutic,Allergic reaction,Overdose effect,B,Side effect: expected secondary effect may be undesirable.,AEMT,medium
57,Pharmacology,Basics,The six rights of medication administration:,Right patient drug dose route time documentation,Right patient drug dose,Right drug and patient,Right patient and route,A,Six rights: patient drug dose route time documentation.,AEMT,medium
58,Pharmacology,Basics,Before giving medication verify:,Only drug name,Drug indication dose route expiration patient allergies,Only expiration,Nothing needed,B,Verify right drug dose route expiration allergies patient.,AEMT,medium
59,Pharmacology,Basics,IM injection sites include:,Only deltoid,Deltoid vastus lateralis gluteus,Only gluteus,Only vastus lateralis,B,IM sites: deltoid vastus lateralis gluteus; varies by age and volume.,AEMT,medium
60,Pharmacology,Basics,Maximum volume for adult deltoid IM:,0.5 mL,1-2 mL,5 mL,10 mL,B,Deltoid max volume 1-2 mL in adults.,AEMT,medium
61,Pharmacology,Basics,Sublingual medications are placed:,On top of tongue,Under the tongue,In the cheek,Swallowed whole,B,Sublingual: under tongue for absorption through mucosa.,AEMT,medium
62,Pharmacology,Basics,Intranasal medication administration:,Is never used,Allows absorption through nasal mucosa,Is only for nasal congestion,Requires injection,B,IN route: absorption through nasal mucosa; useful when no IV.,AEMT,medium
63,Pharmacology,IV Therapy,Isotonic solutions include:,D5W,Normal saline and lactated Ringers,Half normal saline,D10W,B,Isotonic: NS 0.9% and LR stay in vascular space.,AEMT,medium
64,Pharmacology,IV Therapy,Normal saline is:,0.45% NaCl,0.9% NaCl,5% dextrose,10% dextrose,B,Normal saline is 0.9% sodium chloride.,AEMT,medium
65,Pharmacology,IV Therapy,Lactated Ringers contains:,Only sodium chloride,Sodium potassium calcium chloride lactate,Only glucose,Only potassium,B,LR contains electrolytes similar to plasma.,AEMT,medium
66,Pharmacology,IV Therapy,IV fluid bolus for hypovolemic shock:,100 mL,500-1000 mL or 20 mL/kg,2 liters always,5 liters,B,Bolus 500-1000 mL or 20 mL/kg reassess repeat as needed.,AEMT,medium
67,Pharmacology,IV Therapy,Signs of infiltration include:,Warm red site,Swelling coolness pain at site,Blood return,Rapid flow,B,Infiltration: fluid in tissue; swelling cool painful.,AEMT,medium
68,Pharmacology,IV Therapy,Treatment for infiltration:,Continue infusion,Discontinue IV remove catheter,Increase flow rate,Apply heat,B,Infiltration: stop infusion remove catheter restart elsewhere.,AEMT,medium
69,Pharmacology,IV Therapy,Phlebitis is:,IV running too fast,Inflammation of vein,Normal finding,Air embolism,B,Phlebitis: vein inflammation; red warm tender along vein.,AEMT,medium
70,Pharmacology,IV Therapy,IO access is indicated when:,Always first choice,IV access fails or is not feasible in emergency,Only for cardiac arrest,Only for pediatrics,B,IO when IV access unobtainable and emergency exists.,AEMT,medium
71,Pharmacology,IV Therapy,IO insertion site in adults:,Only tibial,Proximal tibia or proximal humerus,Only humerus,Sternum,B,Adult IO: proximal tibia or proximal humerus.,AEMT,medium
72,Pharmacology,IV Therapy,IO flow rates can be increased by:,Nothing,Using pressure bag or push-pull syringe,Larger needle,Smaller needle,B,IO flow increased with pressure infusion or syringe bolus.,AEMT,medium
73,Pharmacology,Medications,Oxygen is indicated for:,All patients,Hypoxia or suspected hypoxia,Only cardiac patients,Only trauma patients,B,Oxygen for hypoxia respiratory distress shock.,AEMT,medium
74,Pharmacology,Medications,Aspirin dose for ACS:,81 mg,162-324 mg chewed,500 mg,650 mg,B,ASA for ACS: 162-324 mg chewed if not contraindicated.,AEMT,medium
75,Pharmacology,Medications,Aspirin is contraindicated in:,Chest pain,Active GI bleeding aspirin allergy,Heart attack,High blood pressure,B,ASA contraindicated: allergy active bleeding some conditions.,AEMT,medium
76,Pharmacology,Medications,Nitroglycerin is indicated for:,All chest pain,Chest pain suspected cardiac with SBP greater than 90,Low blood pressure,Headache,B,NTG for cardiac chest pain if SBP greater than 90 no recent ED meds.,AEMT,medium
77,Pharmacology,Medications,Nitroglycerin dose:,0.2 mg SL,0.4 mg SL every 3-5 minutes max 3 doses,1 mg SL,2 mg SL,B,NTG 0.4 mg SL every 3-5 min up to 3 doses if BP permits.,AEMT,medium
78,Pharmacology,Medications,Albuterol is indicated for:,All respiratory distress,Bronchospasm from asthma or COPD,Upper airway obstruction,Heart failure,B,Albuterol for bronchospasm asthma COPD; beta-2 agonist.,AEMT,medium
79,Pharmacology,Medications,Albuterol dose:,1.25 mg,2.5 mg nebulized,5 mg,10 mg,B,Albuterol 2.5 mg in 3 mL NS nebulized over 5-15 min.,AEMT,medium
80,Pharmacology,Medications,Albuterol side effects include:,Bradycardia,Tachycardia tremor nervousness,Hypotension,Sedation,B,Albuterol side effects: tachycardia tremor palpitations.,AEMT,medium
81,Pharmacology,Medications,Epinephrine 1:1000 is used for:,Cardiac arrest,Anaphylaxis IM injection,IV push,Hypotension only,B,1:1000 1 mg/mL for anaphylaxis given IM.,AEMT,medium
82,Pharmacology,Medications,Epinephrine 1:10000 is used for:,Anaphylaxis,Cardiac arrest IV/IO,IM injection,Allergic reaction,B,1:10000 0.1 mg/mL for cardiac arrest IV/IO.,AEMT,medium
83,Pharmacology,Medications,Adult epinephrine dose for anaphylaxis:,0.1 mg IM,0.3-0.5 mg IM of 1:1000,1 mg IM,0.01 mg IM,B,Anaphylaxis: 0.3-0.5 mg IM 1:1000 in lateral thigh.,AEMT,medium
84,Pharmacology,Medications,Epinephrine dose for cardiac arrest:,0.5 mg IV,1 mg IV/IO every 3-5 minutes,0.1 mg IV,5 mg IV,B,Cardiac arrest: 1 mg IV/IO 1:10000 every 3-5 min.,AEMT,medium
85,Pharmacology,Medications,Naloxone is indicated for:,All altered mental status,Opioid overdose with respiratory depression,Alcohol intoxication,Seizures,B,Naloxone for opioid overdose reversing respiratory depression.,AEMT,medium
86,Pharmacology,Medications,Naloxone dose:,0.1 mg,0.4-2 mg IV/IM/IN titrated,5 mg,10 mg,B,Naloxone 0.4-2 mg titrate to respiratory effort.,AEMT,medium
87,Pharmacology,Medications,Naloxone may be given:,IV only,IV IM IN or SubQ,Orally only,Rectally only,B,Naloxone routes: IV IM intranasal SubQ.,AEMT,medium
88,Pharmacology,Medications,Oral glucose is indicated for:,All diabetics,Conscious hypoglycemic patient,Unconscious patient,Hyperglycemia,B,Oral glucose for conscious hypoglycemic patient who can swallow.,AEMT,medium
89,Pharmacology,Medications,Oral glucose dose:,5 grams,15-25 grams,50 grams,100 grams,B,Oral glucose 15-25 grams; tube of glucose gel or juice.,AEMT,medium
90,Pharmacology,Medications,Dextrose 50% dose for adult hypoglycemia:,10 grams,25 grams,50 grams,100 grams,B,D50 25 grams which is 50 mL of D50.,AEMT,medium
91,Pharmacology,Medications,Glucagon is indicated when:,Oral glucose can be given,Hypoglycemia with no IV access,Patient is conscious,Blood sugar is high,B,Glucagon when hypoglycemic and no IV access.,AEMT,medium
92,Pharmacology,Medications,Glucagon dose:,0.5 mg,1 mg IM,2 mg,5 mg,B,Glucagon 1 mg IM; onset 10-20 minutes.,AEMT,medium
93,Pharmacology,Medications,Diphenhydramine is indicated for:,Anaphylaxis first-line,Allergic reactions as adjunct to epinephrine,Cardiac arrest,Seizures,B,Diphenhydramine adjunct for allergic reactions; not first-line for anaphylaxis.,AEMT,medium
94,Pharmacology,Medications,Diphenhydramine dose:,12.5 mg,25-50 mg IV/IM/PO,100 mg,200 mg,B,Diphenhydramine 25-50 mg IV IM or PO.,AEMT,medium
95,Pharmacology,Medications,Activated charcoal is indicated for:,All poisonings,Recent oral ingestion of adsorbed substances,Caustic ingestion,Altered LOC,B,Activated charcoal for recent oral ingestion of adsorbable substances.,AEMT,medium
96,Pharmacology,Medications,Activated charcoal dose:,10 grams,25-50 grams for adults,100 grams,5 grams,B,Activated charcoal 25-50 grams adult; 1 g/kg pediatric.,AEMT,medium
97,Pharmacology,Medications,Activated charcoal is contraindicated for:,Aspirin overdose,Caustics altered LOC risk of aspiration,Acetaminophen,Recent ingestion,B,Contraindicated: caustics hydrocarbons metals altered LOC.,AEMT,medium
98,Pharmacology,Calculations,A 70 kg patient needs 20 mL/kg fluid bolus total is:,700 mL,1400 mL,2100 mL,350 mL,B,70 kg x 20 mL/kg = 1400 mL.,AEMT,medium
99,Pharmacology,Calculations,To give 0.5 mg from 1 mg/mL solution you need:,0.5 mL,1 mL,2 mL,5 mL,A,0.5 mg / 1 mg/mL = 0.5 mL.,AEMT,medium
