emr_id,category,subcategory,question_type,term,definition,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-VOCAB-611,Anatomy,Skeletal,vocabulary,Costal margin,Lower edge of the rib cage,Upper ribs,Lower rib edge,Sternum,Spine,B,The costal margin is the lower border of the thoracic cage formed by the cartilages of ribs 7-10. It is a landmark for abdominal examination dividing upper from lower abdomen.
EMR-VOCAB-612,Anatomy,Skeletal,vocabulary,Iliac crest,Upper border of the hip bone,Lower pelvis,Top of hip bone,Sacrum,Pubis,B,The iliac crest is the curved upper border of the ilium the largest pelvic bone. It is palpable at the waist and serves as a landmark for positioning and splinting.
EMR-VOCAB-613,Anatomy,Skeletal,vocabulary,Greater trochanter,Bony prominence on lateral upper femur,Knee bone,Lateral hip prominence,Ankle bone,Lower femur,B,The greater trochanter is the bony prominence palpable on the lateral hip. It is a site for femur fracture assessment and serves as a landmark for hip positioning.
EMR-VOCAB-614,Anatomy,Skeletal,vocabulary,Malleolus,Bony prominences on each side of ankle,Knee bone,Ankle bone prominence,Heel bone,Toe bone,B,The malleoli are the bony prominences on each side of the ankle. The medial malleolus is part of the tibia and the lateral malleolus is part of the fibula. Both are commonly injured.
EMR-VOCAB-615,Anatomy,Skeletal,vocabulary,Olecranon,Point of the elbow formed by the ulna,Front of elbow,Back of elbow point,Wrist bone,Shoulder bone,B,The olecranon is the bony point of the elbow formed by the proximal ulna. It is commonly injured in falls and is the site where the triceps tendon inserts.
EMR-VOCAB-616,Anatomy,Cardiovascular,vocabulary,Pulmonary artery,Artery carrying deoxygenated blood from heart to lungs,Lung vein,Heart to lung artery,Body artery,Coronary artery,B,The pulmonary artery carries deoxygenated blood from the right ventricle to the lungs for oxygenation. It is the only artery carrying deoxygenated blood. It divides into right and left branches.
EMR-VOCAB-617,Anatomy,Cardiovascular,vocabulary,Pulmonary vein,Vein carrying oxygenated blood from lungs to heart,Lung artery,Lung to heart vein,Body vein,Coronary vein,B,Pulmonary veins carry oxygenated blood from the lungs to the left atrium. They are the only veins carrying oxygenated blood. Four pulmonary veins enter the left atrium.
EMR-VOCAB-618,Anatomy,Cardiovascular,vocabulary,Septum,Wall separating right and left sides of heart,Heart valve,Heart dividing wall,Heart chamber,Blood vessel,B,The septum is the muscular wall dividing the heart into right and left sides. The interatrial septum separates the atria and the interventricular septum separates the ventricles preventing blood mixing.
EMR-VOCAB-619,Anatomy,Cardiovascular,vocabulary,Tricuspid valve,Valve between right atrium and right ventricle,Left heart valve,Right AV valve,Aortic valve,Pulmonary valve,B,The tricuspid valve has three leaflets and controls blood flow from the right atrium to the right ventricle. It prevents backflow during ventricular contraction.
EMR-VOCAB-620,Anatomy,Cardiovascular,vocabulary,Mitral valve,Valve between left atrium and left ventricle,Right heart valve,Left AV valve,Aortic valve,Pulmonary valve,B,The mitral or bicuspid valve has two leaflets and controls blood flow from the left atrium to the left ventricle. It prevents backflow during ventricular contraction.
EMR-VOCAB-621,Anatomy,Cardiovascular,vocabulary,Aortic valve,Valve between left ventricle and aorta,AV valve,Left outflow valve,Tricuspid valve,Mitral valve,B,The aortic valve controls blood flow from the left ventricle into the aorta. It opens during ventricular contraction and closes during relaxation to prevent backflow.
EMR-VOCAB-622,Anatomy,Cardiovascular,vocabulary,Pulmonic valve,Valve between right ventricle and pulmonary artery,AV valve,Right outflow valve,Tricuspid valve,Mitral valve,B,The pulmonic valve controls blood flow from the right ventricle into the pulmonary artery. It opens during ventricular contraction and closes to prevent backflow.
EMR-VOCAB-623,Anatomy,Cardiovascular,vocabulary,SA node,Heart's primary pacemaker in right atrium,AV node,Primary pacemaker,Bundle of His,Purkinje fibers,B,The sinoatrial SA node is the heart's natural pacemaker located in the right atrium. It generates electrical impulses that spread through the heart causing coordinated contraction at 60-100 bpm.
EMR-VOCAB-624,Anatomy,Cardiovascular,vocabulary,AV node,Electrical relay point between atria and ventricles,SA node,Atrial-ventricular junction,Bundle of His,Purkinje fibers,B,The atrioventricular AV node receives impulses from the SA node and delays them briefly before passing to the ventricles. This delay allows atrial contraction to complete before ventricular contraction.
EMR-VOCAB-625,Anatomy,Nervous,vocabulary,Cranial nerves,Twelve pairs of nerves arising directly from the brain,Spinal nerves,Brain-originating nerves,Peripheral nerves,Autonomic nerves,B,The 12 pairs of cranial nerves originate from the brain and brainstem controlling functions including vision eye movement facial sensation and movement hearing and swallowing.
EMR-VOCAB-626,Anatomy,Nervous,vocabulary,Spinal nerves,Nerves arising from the spinal cord,Cranial nerves,Cord-originating nerves,Brain nerves,Autonomic only,B,Thirty-one pairs of spinal nerves exit the spinal cord carrying sensory information in and motor commands out. They are named for the vertebral level where they exit.
EMR-VOCAB-627,Anatomy,Nervous,vocabulary,Peripheral nervous system,Nerves outside the brain and spinal cord,Central nervous system,Nerves outside CNS,Brain only,Spinal cord only,B,The PNS includes all nerves outside the CNS including cranial nerves spinal nerves and their branches. It connects the CNS to the rest of the body.
EMR-VOCAB-628,Anatomy,Nervous,vocabulary,Central nervous system,Brain and spinal cord,Peripheral nerves,Brain and spinal cord,Autonomic system,Cranial nerves,B,The CNS consists of the brain and spinal cord. It processes information and coordinates responses. It is protected by bone meninges and cerebrospinal fluid.
EMR-VOCAB-629,Anatomy,Nervous,vocabulary,Motor neurons,Nerves carrying signals from CNS to muscles,Sensory neurons,Movement command nerves,Interneurons,Autonomic neurons,B,Motor or efferent neurons carry signals from the CNS to muscles and glands causing movement and other responses. Damage causes weakness or paralysis.
EMR-VOCAB-630,Anatomy,Nervous,vocabulary,Sensory neurons,Nerves carrying signals from body to CNS,Motor neurons,Sensation-carrying nerves,Interneurons,Autonomic neurons,B,Sensory or afferent neurons carry information from sensory receptors to the CNS. They transmit touch pain temperature and position sense. Damage causes numbness.
EMR-VOCAB-631,Anatomy,Digestive,vocabulary,Esophagus,Tube connecting throat to stomach,Trachea,Food tube to stomach,Windpipe,Small intestine,B,The esophagus is a muscular tube approximately 10 inches long connecting the pharynx to the stomach. It passes behind the trachea and heart through the diaphragm to the stomach.
EMR-VOCAB-632,Anatomy,Digestive,vocabulary,Stomach,Organ that stores and begins digestion of food,Small intestine,Food storage and digestion organ,Large intestine,Esophagus,B,The stomach is a J-shaped organ in the left upper quadrant that stores food secretes acid and enzymes and mechanically breaks down food. It can hold approximately 1 liter.
EMR-VOCAB-633,Anatomy,Digestive,vocabulary,Small intestine,Long tube where most nutrient absorption occurs,Stomach,Nutrient absorption tube,Large intestine,Esophagus,B,The small intestine is approximately 20 feet long and is where most digestion and nutrient absorption occurs. It has three sections: duodenum jejunum and ileum.
EMR-VOCAB-634,Anatomy,Digestive,vocabulary,Large intestine,Colon where water absorption and waste storage occurs,Small intestine,Water absorption and storage,Stomach,Esophagus,B,The large intestine or colon is approximately 5 feet long and absorbs water and electrolytes from digestive waste. It stores feces until elimination. It includes the cecum colon and rectum.
EMR-VOCAB-635,Anatomy,Digestive,vocabulary,Gallbladder,Organ storing bile produced by the liver,Liver,Bile storage organ,Pancreas,Stomach,B,The gallbladder is a small sac beneath the liver that stores and concentrates bile. Bile is released into the duodenum to help digest fats. Gallstones can cause pain and obstruction.
EMR-VOCAB-636,Anatomy,Urinary,vocabulary,Ureters,Tubes carrying urine from kidneys to bladder,Urethra,Kidney to bladder tubes,Bladder to outside,Kidney vessels,B,The ureters are muscular tubes approximately 10 inches long that transport urine from each kidney to the bladder by peristalsis. Kidney stones can obstruct them causing severe pain.
EMR-VOCAB-637,Anatomy,Urinary,vocabulary,Bladder,Organ storing urine until elimination,Kidney,Urine storage organ,Ureter,Urethra,B,The urinary bladder is a muscular sac that stores urine. It can hold 300-500 mL comfortably. Bladder trauma can occur with pelvic fractures especially when full.
EMR-VOCAB-638,Anatomy,Urinary,vocabulary,Urethra,Tube carrying urine from bladder to outside,Ureter,Bladder to outside tube,Kidney tube,Bladder,B,The urethra is the tube that carries urine from the bladder to the outside of the body. It is longer in males than females. Urethral injury can occur with pelvic trauma.
EMR-VOCAB-639,Anatomy,Reproductive,vocabulary,Uterus,Female organ where fetus develops during pregnancy,Ovary,Fetal development organ,Fallopian tube,Vagina,B,The uterus or womb is a pear-shaped muscular organ in the female pelvis where a fertilized egg implants and the fetus develops. It expands greatly during pregnancy.
EMR-VOCAB-640,Anatomy,Reproductive,vocabulary,Placenta,Organ connecting fetus to uterine wall providing nutrients,Umbilical cord,Fetal-maternal connection organ,Amniotic sac,Uterus,B,The placenta develops during pregnancy and attaches to the uterine wall. It allows exchange of oxygen nutrients and waste between mother and fetus via the umbilical cord.
EMR-VOCAB-641,Anatomy,Reproductive,vocabulary,Umbilical cord,Connection between fetus and placenta,Placenta,Fetus to placenta cord,Amniotic sac,Uterus,B,The umbilical cord connects the fetus to the placenta containing two arteries and one vein. It transports oxygenated blood and nutrients to the fetus and waste away.
EMR-VOCAB-642,Anatomy,Lymphatic,vocabulary,Lymph nodes,Small organs filtering lymph fluid,Blood vessels,Lymph filtering organs,Heart,Spleen,B,Lymph nodes are small bean-shaped organs that filter lymph fluid removing pathogens and abnormal cells. They are located throughout the body and swell during infection.
EMR-VOCAB-643,Anatomy,Lymphatic,vocabulary,Lymphatic vessels,Vessels carrying lymph fluid throughout the body,Blood vessels,Lymph transport vessels,Arteries,Veins,B,Lymphatic vessels transport lymph fluid from tissues back to the bloodstream. They parallel blood vessels and pass through lymph nodes. The lymphatic system aids immunity.
EMR-VOCAB-644,Anatomy,Endocrine,vocabulary,Thyroid gland,Gland in neck controlling metabolism,Adrenal gland,Neck metabolic gland,Pituitary gland,Pancreas,B,The thyroid gland is located in the anterior neck and produces hormones regulating metabolism. Thyroid emergencies include thyroid storm hyperthyroidism and myxedema coma hypothyroidism.
EMR-VOCAB-645,Anatomy,Endocrine,vocabulary,Adrenal glands,Glands on kidneys producing stress hormones,Thyroid,Kidney-top stress glands,Pituitary,Pancreas,B,The adrenal glands sit atop each kidney and produce hormones including cortisol and epinephrine. They are essential for stress response. Adrenal crisis is a life-threatening emergency.
EMR-VOCAB-646,Anatomy,Endocrine,vocabulary,Pituitary gland,Master gland in brain controlling other glands,Thyroid,Brain master gland,Adrenal,Pancreas,B,The pituitary gland at the base of the brain produces hormones that control other endocrine glands. It regulates growth metabolism and reproduction among other functions.
EMR-VOCAB-647,Anatomy,Special Senses,vocabulary,Tympanic membrane,Eardrum separating outer and middle ear,Inner ear,Eardrum,Cochlea,Auditory canal,B,The tympanic membrane or eardrum is a thin membrane that vibrates in response to sound waves. It separates the external ear canal from the middle ear. Rupture causes hearing loss.
EMR-VOCAB-648,Anatomy,Special Senses,vocabulary,Cornea,Clear front surface of the eye,Retina,Clear eye front,Lens,Pupil,B,The cornea is the transparent front portion of the eye that covers the iris and pupil. It refracts light and protects the eye. Corneal abrasions are painful common injuries.
EMR-VOCAB-649,Anatomy,Special Senses,vocabulary,Retina,Light-sensitive layer at back of eye,Cornea,Back of eye light sensor,Lens,Iris,B,The retina lines the back of the eye and contains photoreceptors that convert light to nerve signals. These signals travel via the optic nerve to the brain for vision processing.
EMR-VOCAB-650,Anatomy,Special Senses,vocabulary,Pupil,Opening in center of iris controlling light entry,Cornea,Light-controlling opening,Retina,Lens,B,The pupil is the circular opening in the center of the iris. It constricts in bright light and dilates in darkness. Pupil size and reaction are important neurological assessment findings.
