emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-256,Special Populations,Pediatric Medical,scenario,Parents call 911 because their 6-month-old has had fever and is now very fussy with a high-pitched cry. The soft spot on his head appears to be bulging. He arches his back when you pick him up. What should you suspect?,Teething,Meningitis. Fever bulging fontanelle high-pitched cry irritability and opisthotonos arching are signs of meningitis in infants. This is a medical emergency. Use appropriate PPE as bacterial meningitis can be contagious. Transport immediately,Colic,Ear infection,B,Bulging fontanelle with fever irritability and opisthotonos are classic meningitis signs in infants. This is immediately life-threatening. Use respiratory precautions as bacterial meningitis can be contagious. Transport emergently for antibiotics.
EMR-SCEN-257,Special Populations,Pediatric Medical,scenario,A mother gives her 2-year-old her blood pressure medication by mistake thinking it was children's Tylenol. The child is now drowsy with a HR of 52 and BP of 70/40. What should you do?,Wait to see if he wakes up,This is a poisoning emergency. The child has symptomatic bradycardia and hypotension from the blood pressure medication. Provide supportive care position appropriately give oxygen and transport immediately. Bring the medication bottle,Give him activated charcoal,Make him vomit,B,Accidental medication ingestion causing bradycardia and hypotension is a life-threatening emergency. Support ABCs position with legs elevated if not contraindicated give oxygen and transport rapidly. Bring the medication bottle for identification.
EMR-SCEN-258,Special Populations,Pediatric Medical,scenario,An 11-year-old diabetic is found by his school confused and sweaty. He did not eat breakfast. Blood glucose is 48 mg/dL. He can follow commands but is disoriented. What should you do?,He needs insulin for his diabetes,Give oral glucose immediately. Blood glucose of 48 with altered mental status is hypoglycemia. Since he can follow commands and presumably swallow give oral glucose gel or juice. Reassess after treatment,Wait for the school nurse,Call his parents before treating,B,Hypoglycemia with blood glucose of 48 and altered mental status in a diabetic who missed a meal is classic. Since he can follow commands give oral glucose. Do not wait as hypoglycemia can rapidly worsen to unconsciousness and seizures.
EMR-SCEN-259,Special Populations,Pediatric Abuse,scenario,A 14-month-old has a spiral fracture of the femur. The parents say he fell off the couch. The child is not yet walking. Are you concerned about this history?,No toddlers fall frequently,Yes this is concerning. A spiral femur fracture requires twisting force not consistent with a simple fall and is unlikely in a non-walking child. This mechanism does not match the injury. Document objectively and report suspected abuse per protocol,This is a common injury in toddlers,Only worry if parents seem nervous,B,Spiral fractures require twisting force not typical of falls. A pre-walking child cannot generate this force. When injury does not match stated mechanism or developmental capability suspect non-accidental trauma. Document objectively and report.
EMR-SCEN-260,Special Populations,Pediatric Approach,scenario,You need to assess a scared 4-year-old who fell at the playground. She is clinging to her mother and crying when you approach. How should you conduct your assessment?,Have security hold her so you can examine her,Let her stay with mom. Get down to her eye level and speak softly. Show her equipment and let her touch your stethoscope. Assess from toe to head. Do the most intrusive parts last. Use distraction and praise,Tell her to stop crying so you can help,Assess her while she is screaming to get it over with,B,Pediatric assessment requires building trust. Keep child with parent assess at their level use calm voice and let them explore equipment. Toe-to-head assessment is less threatening. Distraction and praise help. A calm child is easier to assess accurately.
EMR-SCEN-261,Special Populations,Geriatric Assessment,scenario,An 82-year-old man fell at home. He is confused according to his wife who says he is normally sharp as a tack. Vital signs are normal and he has no obvious injuries. She says he takes warfarin. Why is this fall concerning?,Falls are normal in elderly patients,He is at high risk for intracranial bleeding. Anticoagulated elderly patients can have serious brain bleeds from minor falls. His acute confusion may be the only sign. He needs CT scan evaluation even without external head injury. Transport for evaluation,If his vitals are normal he is fine,Confusion is expected with aging,B,Anticoagulated elderly patients are at very high risk for intracranial hemorrhage. Acute confusion change from baseline may be the only sign of brain bleed. All head-injured patients on blood thinners need evaluation even with normal vitals and no external injury.
EMR-SCEN-262,Special Populations,Geriatric Assessment,scenario,A 78-year-old woman has called 911 for weakness. She has vague complaints and normal vital signs. She takes multiple medications for various conditions. Her daughter says mom just does not seem right but cannot explain why. Should you be concerned?,No she is just getting old,Yes. Vague complaints feeling not right and family concern in elderly can indicate serious illness presenting atypically. Elderly often have MI stroke or infection without typical symptoms. Transport for thorough evaluation,Only if she has specific symptoms,She is probably just lonely,B,Elderly patients often present atypically. Vague symptoms like weakness or just not feeling right can indicate MI stroke infection or other serious conditions. Family members often notice subtle changes. Have a low threshold for transport and evaluation.
EMR-SCEN-263,Special Populations,Geriatric Emergencies,scenario,A nursing home patient has new onset confusion and incontinence but no fever and normal vital signs. Staff report she was fine yesterday. Urinalysis would likely show infection. What should you suspect?,Dementia progression,Urinary tract infection UTI. In elderly patients UTI commonly presents with confusion as the primary symptom without the typical fever or urinary symptoms. Acute mental status change in elderly requires evaluation for infection among other causes,She is just sundowning,Incontinence is normal in nursing homes,B,UTI in elderly often presents with confusion as the primary or only symptom. Typical symptoms of burning and frequency may be absent. Acute confusion in a previously alert elderly patient should prompt evaluation for UTI and other infections.
EMR-SCEN-264,Special Populations,Geriatric Emergencies,scenario,An 85-year-old man has severe back pain after minimal activity. He has history of prostate cancer. The pain is constant and worse at night. He has had 15 pounds of weight loss. What should you suspect?,Muscle strain from overexertion,Possible pathologic fracture or spinal metastasis. Back pain with history of cancer weight loss and pain worse at night are red flags for malignancy involving the spine. This could be a pathologic fracture from metastatic disease. Handle carefully and transport for imaging,Kidney stones,Normal aging,B,Red flags for back pain include history of cancer unexplained weight loss pain worse at night and age over 50. This patient likely has metastatic disease to the spine possibly with pathologic fracture. Handle gently and transport for evaluation.
EMR-SCEN-265,Special Populations,Geriatric Emergencies,scenario,An 80-year-old woman fell and has classic signs of hip fracture with shortened externally rotated leg. She is alert and in severe pain. She says she would rather die than go through surgery and does not want to go to the hospital. How do you handle this?,Force her to go because hip fractures are serious,Assess her decision-making capacity. If she understands the situation and consequences she has the right to refuse. Explain the risks including prolonged pain disability and possible death. Offer pain management options. Document thoroughly if she still refuses,She cannot refuse because of her age,Call her family to override her decision,B,Competent adults can refuse treatment even for serious injuries. Assess capacity thoroughly explain risks clearly and document the conversation. Offer alternatives like pain management. If she maintains refusal despite understanding consequences she has that right.
EMR-SCEN-266,Special Populations,Geriatric Emergencies,scenario,You respond to an elderly man who has fallen. His home is cluttered with newspapers his refrigerator is nearly empty and he appears unkempt with soiled clothing. He says his son manages his finances but he has not seen his son in weeks. What should you consider?,His housekeeping is not your concern,Consider possible elder neglect or self-neglect. The cluttered unsafe environment poor nutrition and hygiene and absent caregiver are concerning. Document findings objectively and report to appropriate authorities per protocol,Elderly people are just messy,Only report if there is physical injury,B,Environmental observations can indicate neglect including self-neglect or caregiver neglect. Document findings objectively including living conditions nutrition hygiene and caregiver involvement. Report concerns per mandatory reporting requirements.
EMR-SCEN-267,Special Populations,Obstetric Emergency,scenario,A 28-year-old woman who is 8 weeks pregnant has lower abdominal pain and vaginal spotting. She feels lightheaded when standing. HR is 112 and BP is 100/62. She looks pale. What should you suspect?,Normal pregnancy symptoms,Possible ectopic pregnancy with rupture. Abdominal pain vaginal bleeding and signs of shock in early pregnancy suggest ruptured ectopic pregnancy. This is life-threatening from internal hemorrhage. Two large bore IVs if ALS or rapid transport to surgical care,Miscarriage which will resolve on its own,Round ligament pain,B,Early pregnancy bleeding with abdominal pain and shock signs suggest ruptured ectopic pregnancy which causes life-threatening internal hemorrhage. This requires emergency surgery. Transport immediately and alert the receiving facility.
EMR-SCEN-268,Special Populations,Obstetric Emergency,scenario,A woman at 34 weeks pregnancy had a car accident. She has abdominal pain and her uterus feels rigid and tender. There is minimal vaginal bleeding. She reports decreased fetal movement since the accident. What complication do you suspect?,The baby is just sleeping,Placental abruption. Trauma can cause the placenta to separate from the uterine wall. Rigid tender uterus vaginal bleeding and decreased fetal movement are warning signs. Significant bleeding may be concealed. Both mother and fetus are at risk,Braxton Hicks contractions,She is going into labor,B,Trauma-induced placental abruption presents with abdominal pain rigid tender uterus and vaginal bleeding. Decreased fetal movement indicates fetal distress. Bleeding can be concealed behind the placenta. This threatens both lives and requires emergency cesarean.
EMR-SCEN-269,Special Populations,Obstetric Emergency,scenario,A 38-week pregnant woman has a severe headache blurred vision and upper abdominal pain. Her BP is 180/110. She is anxious and her face appears swollen. She had normal BP at her last appointment. What do you suspect?,Migraine headache,Severe preeclampsia. Hypertension headache visual changes epigastric pain and edema in late pregnancy indicate preeclampsia. This can progress to eclampsia seizures. Transport immediately and be prepared to manage seizures. Magnesium sulfate is given at hospital,High BP from anxiety,She ate something that disagreed with her,B,Severe preeclampsia presents with hypertension headache visual disturbances epigastric pain from liver capsule stretching and edema. This can progress to eclampsia with seizures. Immediate transport is needed. Be prepared for seizures during transport.
EMR-SCEN-270,Special Populations,Labor and Delivery,scenario,A woman is in active labor with contractions every 2 minutes. She feels intense pressure and urge to push. You check and see the baby's head is visible at the vaginal opening even between contractions. What should you do?,Transport immediately before delivery occurs,Prepare for imminent delivery. Crowning means birth is about to occur. Do not transport with crowning baby as delivery will occur in the ambulance. Prepare delivery supplies position mother and prepare to support the baby as it delivers,Tell her not to push so you can get to the hospital,Push the head back in and transport,B,Crowning with visible head that does not retract means delivery is imminent. Do not attempt transport. Prepare for delivery on scene. Have delivery supplies ready support the head as it delivers and check for cord around neck. This baby is coming now.
