emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-061,Airway,Suction,scenario,You are suctioning an adult patient's airway with a rigid Yankauer catheter. How far should you insert it?,As deep as possible to get all secretions,Only as far as you can see. Do not blindly insert the catheter beyond the oropharynx as this can cause trauma vomiting or laryngospasm,To the level of the carina,Until the patient gags,B,Insert suction catheters only as far as you can see in adults. Blind deep insertion can cause trauma stimulate vomiting or trigger laryngospasm. Use sweeping motions to clear visible secretions in the oropharynx.
EMR-SCEN-062,Airway,BVM Ventilation,scenario,You are ventilating an apneic patient with a BVM connected to oxygen. What ventilation rate and volume should you deliver for an adult?,As fast as possible with maximum volume,10-12 breaths per minute with just enough volume to see the chest rise lasting about 1 second per breath. Excessive rate or volume causes gastric insufflation,30 breaths per minute,4-6 breaths per minute,B,Adult ventilation rate is 10-12 breaths per minute one every 5-6 seconds. Each breath should last about 1 second with just enough volume to see chest rise. Excessive rate or volume causes gastric distension and aspiration risk.
EMR-SCEN-063,Airway,BVM Ventilation,scenario,You are alone and must ventilate an unresponsive patient with a BVM. What technique provides the best mask seal?,Use one hand in C-E grip on mask and squeeze bag with other hand. C shape holds mask while E shape lifts jaw,Hold mask with one finger,Place mask on face without holding it,Have family member hold the mask,A,Single-rescuer BVM requires the C-E technique. Thumb and index finger form a C around the mask connector creating seal. Remaining fingers form an E under the jaw lifting it into the mask. This is challenging and two rescuers are preferred.
EMR-SCEN-064,Airway,BVM Ventilation,scenario,Two EMRs are ventilating a patient. What is the advantage of two-person BVM ventilation over one-person technique?,No advantage both are equal,Two-person technique provides better mask seal and more effective ventilation. One person uses both hands to hold mask and maintain airway while the other squeezes the bag,Only one person should ever ventilate,Two people use more oxygen,B,Two-person BVM is more effective because one rescuer can use both hands to maintain mask seal and airway positioning while the second rescuer squeezes the bag. This results in better tidal volumes and less air leak.
EMR-SCEN-065,Airway,BVM Ventilation,scenario,You are providing BVM ventilation and notice the patient's stomach is becoming distended. What is the cause and how do you correct it?,This is normal during ventilation,Gastric insufflation from air entering stomach. Correct by repositioning airway ensuring adequate head tilt ventilating more slowly using less volume and giving breaths just until chest rise is visible,The patient is waking up,You need to suction the stomach,B,Gastric insufflation results from air entering the esophagus instead of trachea. Causes include excessive volume rapid delivery or poor airway positioning. Correct by repositioning head giving slower breaths and using only enough volume for visible chest rise.
EMR-SCEN-066,Airway,Oxygen Delivery,scenario,A patient with mild respiratory distress has SpO2 of 92% on room air. She is alert and talking. What oxygen delivery device is most appropriate?,Non-rebreather mask at 15 LPM,Nasal cannula at 2-4 LPM. For mild hypoxia in an alert patient nasal cannula provides adequate supplementation while allowing the patient to talk and is more comfortable,BVM ventilation,No oxygen needed since she is talking,B,For mild hypoxia in alert patients nasal cannula at 2-4 LPM is appropriate. It delivers 24-44% oxygen allows conversation and is well-tolerated. Non-rebreather would be excessive for mild hypoxia. Target SpO2 of 94% or above.
EMR-SCEN-067,Airway,Oxygen Delivery,scenario,A patient in severe respiratory distress has SpO2 of 82%. She is using accessory muscles and can only speak one word at a time. What oxygen delivery method is most appropriate?,Nasal cannula at 6 LPM,Non-rebreather mask at 15 LPM to deliver highest concentration of oxygen. Severe hypoxia requires high-flow oxygen. Monitor closely for deterioration requiring assisted ventilation,Simple face mask at 8 LPM,Blow-by oxygen,B,Severe hypoxia with signs of respiratory distress requires high-flow high-concentration oxygen. Non-rebreather mask at 15 LPM delivers approximately 90% oxygen. Monitor for further deterioration which would require assisted ventilation.
EMR-SCEN-068,Airway,Oxygen Delivery,scenario,A 62-year-old male with COPD is in respiratory distress. SpO2 is 84%. He is on home oxygen at 2 LPM. Some providers worry about giving COPD patients high-flow oxygen. What should you do?,Withhold oxygen because COPD patients should never get high-flow oxygen,Give oxygen to maintain SpO2 around 88-92%. While some COPD patients rely on hypoxic drive never withhold oxygen from a hypoxic patient. Hypoxia kills faster than hypercapnia. Monitor for decreased respirations,Only give 2 LPM since that is his home setting,Give 100% oxygen with no concern,B,Never withhold oxygen from a hypoxic patient. While some COPD patients have hypoxic respiratory drive the risk of hypoxia outweighs CO2 retention risk. Target SpO2 of 88-92% in COPD patients and monitor for respiratory depression.
EMR-SCEN-069,Airway,Oxygen Delivery,scenario,You place a nasal cannula on a patient at 6 LPM. She complains that her nose is becoming dry and uncomfortable. What can you do?,Remove the oxygen,Consider humidified oxygen if available for extended use or flows above 4 LPM. Nasal cannula flow above 4-6 LPM can dry mucous membranes. For short transport standard non-humidified oxygen is acceptable,Increase flow to 10 LPM,Switch to non-rebreather mask,B,High-flow nasal cannula can dry and irritate nasal mucosa. Humidified oxygen reduces discomfort. For short prehospital transports standard oxygen is acceptable. For extended use humidification improves comfort and tolerance.
EMR-SCEN-070,Airway,Oxygen Delivery,scenario,A child with respiratory distress becomes very upset when you try to place an oxygen mask on her face. Fighting the mask makes her SpO2 drop further. What is an alternative approach?,Force the mask on because she needs oxygen,Use blow-by oxygen by holding the mask or tubing near her face without touching. A calm child receiving blow-by oxygen often does better than a crying child fighting a mask,Give up on oxygen therapy,Have parents restrain her,B,Pediatric patients often do not tolerate masks. Blow-by oxygen held near the face provides some benefit without causing distress. A crying struggling child increases oxygen consumption potentially worsening hypoxia. Blow-by with calm child often achieves better oxygenation.
EMR-SCEN-071,Airway,Choking Adult,scenario,You are at a restaurant when a 50-year-old man stands up clutching his throat. He cannot speak cough or breathe and appears panicked. His face is turning blue. What should you do?,Perform back blows only,Perform abdominal thrusts Heimlich maneuver. Stand behind him wrap arms around waist make a fist above navel and deliver quick upward thrusts until object is expelled or he becomes unconscious,Encourage him to try to cough,Call 911 and wait,B,Complete airway obstruction in a conscious adult is treated with abdominal thrusts. Inability to speak cough or breathe indicates complete obstruction. Continue thrusts until successful or patient becomes unconscious then begin CPR.
EMR-SCEN-072,Airway,Choking Adult,scenario,The choking victim becomes unconscious during your attempts to relieve the obstruction. He collapses to the floor. What should you do now?,Continue abdominal thrusts on the ground,Lower him carefully and begin CPR starting with chest compressions. Look in the mouth before each breath attempt and remove any visible object. Chest compressions may help dislodge the obstruction,Perform a blind finger sweep,Wait for EMS since he is unconscious,B,When a choking victim becomes unconscious begin CPR starting with chest compressions. Before each ventilation attempt look in the mouth and remove any visible object. Do not perform blind finger sweeps. Chest compressions can help dislodge foreign bodies.
EMR-SCEN-073,Airway,Choking Adult,scenario,A conscious adult has a partial airway obstruction. He is coughing forcefully and able to get some air. He appears distressed. What should you do?,Perform abdominal thrusts immediately,Encourage continued coughing. Do not interfere with effective coughing efforts. Stay with the patient and be ready to act if cough becomes ineffective or patient becomes unconscious,Give him water to wash down the obstruction,Perform back blows,B,Partial obstruction with effective coughing should not be treated with abdominal thrusts which could convert partial to complete obstruction. Encourage coughing. Monitor closely and be prepared to intervene if cough becomes ineffective or patient deteriorates.
EMR-SCEN-074,Airway,Choking Infant,scenario,A mother hands you her 8-month-old baby who is choking and not breathing. The infant is conscious but cannot cry or cough. What is the correct technique to relieve choking in an infant?,Abdominal thrusts like an adult,Alternate 5 back blows and 5 chest thrusts. Support infant face down on forearm with head lower than body for back blows then turn face up for chest thrusts. Continue until object expelled or infant unconscious,Only back blows,Only chest thrusts,B,Infant choking is treated with alternating 5 back blows and 5 chest thrusts not abdominal thrusts which can damage internal organs. Support infant properly with head lower than body. Continue cycles until successful or infant becomes unconscious.
EMR-SCEN-075,Airway,Choking Infant,scenario,The choking infant becomes unconscious in your arms. What should you do?,Continue back blows and chest thrusts,Begin infant CPR. Place on firm surface give 30 compressions look in mouth and remove visible object give 2 breaths. If breaths do not go in reposition and try again then continue CPR,Perform abdominal thrusts now that she is unconscious,Blind finger sweep to find object,B,Unconscious infant choking is treated with CPR. Place on firm surface and begin compressions. Look in mouth before each breath and remove visible objects only. Do not perform blind finger sweeps. Compressions may help dislodge the object.
