emr_id,category,subcategory,question_type,question,option_a,option_b,option_c,option_d,correct_answer,rationale
EMR-SCEN-111,CPR/Cardiac,Pediatric CPR,scenario,You find an unresponsive 6-year-old child who is not breathing and has no pulse. You are alone. What should you do first?,Call 911 immediately then begin CPR,Give 2 minutes of CPR first then call 911. For children who likely arrested from respiratory causes initial CPR may restore circulation. If alone with a child perform CPR for 2 minutes before leaving to call for help,Begin CPR and continue until someone else arrives,Drive the child to the hospital yourself,B,Pediatric arrests are usually respiratory in origin so early oxygenation is critical. For single rescuers who find an unresponsive child perform 2 minutes of CPR before calling 911. If a phone is immediately available call while providing CPR.
EMR-SCEN-112,CPR/Cardiac,Pediatric CPR,scenario,You and a partner are performing two-rescuer CPR on a 4-year-old child. What compression to ventilation ratio should you use?,30:2 same as adults,15:2. Two-rescuer pediatric CPR uses 15 compressions to 2 ventilations to provide more ventilations per minute since children usually arrest from respiratory causes,10:2 for better oxygenation,20:2 compromise ratio,B,Two-rescuer CPR for infants and children uses 15:2 ratio compared to 30:2 for adults. This provides more ventilations per minute which is important because pediatric arrests typically result from respiratory failure. Single rescuer still uses 30:2.
EMR-SCEN-113,CPR/Cardiac,Infant CPR,scenario,You find an unresponsive infant not breathing with no brachial pulse. You are alone. What technique should you use for chest compressions?,Heel of one hand on center of chest,Two fingers placed on the sternum just below the nipple line. Compress about 1.5 inches deep at 100-120 per minute with 30:2 ratio for single rescuer,Both hands overlapping on chest,Compress on the abdomen,B,Single-rescuer infant CPR uses the two-finger technique on the lower half of the sternum just below the nipple line. Compress approximately 1.5 inches one-third chest depth at 100-120 per minute. Ratio is 30:2 for single rescuer.
EMR-SCEN-114,CPR/Cardiac,Infant CPR,scenario,Two EMRs are performing CPR on an 8-month-old infant. What compression technique is preferred for two-rescuer infant CPR?,Two-finger technique same as single rescuer,Two thumb-encircling hands technique. Place both thumbs side by side on the lower sternum with fingers encircling the chest. This technique generates better compression force and depth,One-hand technique like a child,Full adult hand placement,B,Two-rescuer infant CPR preferentially uses the two thumb-encircling hands technique. Encircle the chest with both hands placing thumbs side by side on the lower sternum. This generates better compression depth and quality than the two-finger technique.
EMR-SCEN-115,CPR/Cardiac,Special Situations,scenario,You respond to a cardiac arrest in a bathtub. The patient is in several inches of water. What should you do?,Perform CPR in the tub,Quickly remove the patient from the water to a dry flat surface then begin CPR. Do not attempt defibrillation while patient is in standing water. Dry the chest before applying AED,Drain the tub first then do CPR,Do not move the patient and call for special equipment,B,Remove the patient from standing water before beginning CPR and using an AED. CPR cannot be performed effectively in water and electrical shock in standing water poses risks. Quickly move to a dry surface dry the chest then proceed with resuscitation.
EMR-SCEN-116,CPR/Cardiac,Special Situations,scenario,You arrive at a cardiac arrest for an obviously pregnant woman in her third trimester. She has no pulse. How should you modify CPR?,Do not perform CPR on pregnant women,Perform standard CPR but have someone manually displace the uterus to the left or place a wedge under the right side to tilt the patient. This relieves pressure on the vena cava improving blood return and CPR effectiveness,CPR cannot help if the patient is pregnant,Perform abdominal compressions only,B,In late pregnancy the enlarged uterus compresses the inferior vena cava when supine reducing blood return. During CPR manually displace the uterus to the left or provide left lateral tilt of 15-30 degrees while keeping the patient as supine as possible for effective compressions.
EMR-SCEN-117,CPR/Cardiac,Special Situations,scenario,You find a person who appears to have been down in the cold for an unknown period. He is unresponsive cold to touch with no obvious breathing or pulse after checking for 30-60 seconds. What should you do?,Do not start CPR since he is probably dead,Begin CPR. Hypothermic patients may have very slow heart rates that are difficult to detect. They should receive resuscitation as cold protects the brain. Continue until rewarmed at the hospital,Wait to see if the patient warms up,Only provide rescue breathing,B,Hypothermic cardiac arrest patients should receive CPR. Cold protects organs and survival is possible even after prolonged arrest. Pulse may be very slow or difficult to detect. The saying is the patient is not dead until warm and dead. Transport for rewarming.
EMR-SCEN-118,CPR/Cardiac,Special Situations,scenario,A family member shows you a DNR form for their unresponsive father who has no pulse. Another family member is crying and begging you to save him. What should you do?,Ignore the DNR since family wants resuscitation,Review the DNR form for validity. If it appears valid and current honor the patient's documented wishes for no resuscitation. Explain compassionately to the family that you must respect what the patient wanted,Start CPR because any family member can override a DNR,Call medical direction before making any decision,B,Valid DNR orders represent the patient's autonomous decision and should be honored even if family members object. The patient's wishes take precedence. If DNR validity is in doubt begin resuscitation while seeking clarification. Provide compassionate support to family.
EMR-SCEN-119,CPR/Cardiac,Chest Pain,scenario,A 62-year-old man complains of crushing chest pressure radiating to his left arm. He is pale and sweating. He rates the pain 9/10 and it started 30 minutes ago at rest. He is alert and his BP is 146/92. What condition is likely and what should you do?,Muscle strain. Apply ice to his chest,Possible heart attack. Keep him calm in position of comfort. Give oxygen if available and assist with his nitroglycerin if he has it. Give aspirin 160-325mg to chew if not contraindicated. Transport rapidly,Indigestion. Give him antacids,Anxiety. Help him calm down,B,Classic heart attack presentation includes crushing chest pressure radiation to arm pallor diaphoresis and onset at rest. Immediate care includes calming the patient oxygen positioning for comfort aspirin if not contraindicated and assisting with prescribed nitroglycerin. Rapid transport is essential.
EMR-SCEN-120,CPR/Cardiac,Chest Pain,scenario,The heart attack patient has prescribed nitroglycerin tablets. He has already taken one without relief. His blood pressure is now 142/88. Can you help him take another nitroglycerin?,No nitroglycerin should only be taken once,Yes you may assist with nitroglycerin if his systolic BP remains above 100. He can take up to 3 doses 5 minutes apart. Monitor blood pressure before each dose and do not give if systolic drops below 100,Only if he asks for it,Only a paramedic can give nitroglycerin,B,EMRs may assist patients with their own prescribed nitroglycerin for chest pain. Up to 3 doses can be given 5 minutes apart. Always check blood pressure before each dose. Do not administer if systolic BP is below 100 as nitroglycerin causes vasodilation and can drop pressure further.
EMR-SCEN-121,CPR/Cardiac,Chest Pain,scenario,A 54-year-old diabetic woman complains of fatigue weakness nausea and shortness of breath for the past hour. She denies chest pain. Her skin is pale and moist. BP is 138/86. Could this be a heart attack?,No heart attacks always cause chest pain,Yes. Women diabetics and elderly patients often have atypical heart attack symptoms without classic chest pain. Her symptoms of fatigue weakness nausea dyspnea and diaphoresis could indicate MI. Treat as possible cardiac emergency,These symptoms indicate the flu,Only if she develops chest pain should you be concerned,B,Atypical heart attack presentations without chest pain are common in women diabetic patients and the elderly. Symptoms may include fatigue weakness nausea vomiting shortness of breath and diaphoresis. Maintain high suspicion and treat as possible cardiac event.
EMR-SCEN-122,CPR/Cardiac,Chest Pain,scenario,You are helping a chest pain patient take aspirin. What dose should you give and how should it be administered?,81mg swallowed whole with water,160-325mg chewed not swallowed whole. Chewing speeds absorption providing faster antiplatelet effect. Regular aspirin tablets work as well as baby aspirin,500mg dissolved in juice,325mg given rectally,B,Aspirin dose for suspected heart attack is 160-325mg. It should be chewed not swallowed whole because chewing dramatically speeds absorption and onset of antiplatelet effect. Do not give aspirin if patient is allergic takes blood thinners or has active GI bleeding.
EMR-SCEN-123,CPR/Cardiac,CPR Quality,scenario,You are coaching a bystander who is doing CPR until your equipment is ready. You notice they are compressing very fast and not letting the chest fully recoil between compressions. What feedback should you give?,They are doing great keep going,Coach them to slow down to 100-120 per minute and allow the chest to come all the way back up between each compression. Fast compressions without full recoil reduce blood flow,Tell them to compress even faster,Speed does not matter as long as they are compressing,B,High-quality CPR requires proper rate 100-120/min AND full chest recoil. Compressing too fast reduces compression depth and recoil time. Incomplete recoil prevents adequate cardiac filling reducing blood flow. Coach for both proper rate and complete chest return.
EMR-SCEN-124,CPR/Cardiac,CPR Quality,scenario,During CPR you notice the patient's abdomen is becoming increasingly distended despite good chest compressions. What is likely happening and how should you address it?,The patient is breathing so stop CPR,Gastric insufflation from air entering the stomach during ventilations. Ensure the head is properly positioned deliver breaths more slowly with just enough volume to see chest rise and avoid excessive ventilation,This is normal during CPR,Compress on the abdomen to release the air,B,Gastric distension during CPR indicates air is entering the stomach during ventilations usually from excessive volume rapid delivery or poor airway positioning. Reposition the head give slower breaths and use only enough volume to see chest rise. Consider OPA if not already placed.
EMR-SCEN-125,CPR/Cardiac,ROSC,scenario,During CPR the patient suddenly coughs gasps and begins to move purposefully. You check and find a strong carotid pulse. What should you do?,Continue CPR since he was just in arrest,Stop CPR since pulse has returned. This is return of spontaneous circulation ROSC. Maintain the airway provide oxygen and monitor closely. Be prepared to resume CPR immediately as re-arrest is common,Remove the AED pads,Have the patient sit up and drink water,B,Signs of ROSC include return of pulse spontaneous breathing purposeful movement and improving color. Stop compressions but maintain close monitoring. Post-arrest patients are unstable and can re-arrest at any time. Keep AED attached and be ready to resume CPR immediately.
