id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
16,Medical,Endocrine Advanced,HHS fluid deficit typically:,1-2 liters,8-10 liters,3-4 liters,500 mL,B,HHS: severe dehydration 8-10 liter deficit typical.,Paramedic,medium
17,Medical,Endocrine Advanced,Myxedema coma precipitants include:,Infection cold exposure medication non-compliance,Heat exposure,Hyperthyroid medication,Excessive thyroid hormone,A,Myxedema precipitants: infection cold trauma surgery medication non-compliance.,Paramedic,medium
18,Medical,Endocrine Advanced,Myxedema coma treatment includes:,Rapid rewarming,Passive rewarming thyroid hormone corticosteroids,Cooling,Insulin,B,Myxedema: passive rewarming IV T4/T3 hydrocortisone supportive care.,Paramedic,medium
19,Medical,Endocrine Advanced,Thyroid storm treatment includes:,Thyroid hormone,Beta blockers PTU/methimazole iodine corticosteroids,Warming,Stimulants,B,Thyroid storm: beta blockers thionamides iodine after thionamide steroids cooling.,Paramedic,medium
20,Medical,Endocrine Advanced,Pheochromocytoma crisis presents with:,Hypotension,Severe hypertension tachycardia headache diaphoresis,Bradycardia,Hypothermia,B,Pheo crisis: catecholamine excess severe HTN tachycardia headache sweating.,Paramedic,medium
21,Medical,Neurological Advanced,Stroke mimics include:,Hypoglycemia seizure migraine,Only TIA,Only hemorrhage,Only ischemia,A,Stroke mimics: hypoglycemia postictal migraine with aura conversion disorder tumor.,Paramedic,medium
22,Medical,Neurological Advanced,Large vessel occlusion stroke treatment:,tPA only,Mechanical thrombectomy up to 24 hours select patients,Aspirin only,Observation,B,LVO: mechanical thrombectomy extends window with advanced imaging selection.,Paramedic,medium
23,Medical,Neurological Advanced,NIH Stroke Scale maximum score:,21,42,100,15,B,NIHSS: 0-42 higher score worse deficit; used for severity and tPA eligibility.,Paramedic,medium
24,Medical,Neurological Advanced,Blood pressure management acute ischemic stroke no tPA:,Lower to normal immediately,Permissive hypertension allow up to 220/120,Raise blood pressure,Ignore blood pressure,B,Ischemic stroke no tPA: allow BP up to 220/120 maintain perfusion.,Paramedic,medium
25,Medical,Neurological Advanced,Blood pressure target post-tPA:,Less than 220/120,Less than 180/105,Less than 140/90,Any pressure acceptable,B,Post-tPA: maintain BP less than 180/105 to reduce hemorrhage risk.,Paramedic,medium
26,Medical,Neurological Advanced,Hemorrhagic stroke blood pressure goal:,Allow any pressure,Reduce to less than 140 systolic,Raise blood pressure,Less than 220/120,B,ICH: target SBP less than 140 in most patients reduces hematoma expansion.,Paramedic,medium
27,Medical,Neurological Advanced,Status epilepticus refractory to benzos treat with:,More benzos indefinitely,Phenytoin/fosphenytoin or levetiracetam or valproate,Observation,Paralysis only,B,Refractory SE: second-line phenytoin levetiracetam valproate; third-line anesthetics.,Paramedic,medium
28,Medical,Neurological Advanced,Phenytoin loading dose:,100 mg IV,15-20 mg/kg IV max 50 mg/min,500 mg IV push,1 mg/kg IV,B,Phenytoin load: 15-20 mg/kg IV no faster than 50 mg/min cardiac monitoring.,Paramedic,medium
29,Medical,Neurological Advanced,Levetiracetam advantage over phenytoin:,Cheaper,Faster infusion fewer drug interactions,More effective,Better sedation,B,Levetiracetam: can infuse faster fewer interactions no cardiac toxicity.,Paramedic,medium
30,Medical,Neurological Advanced,Non-convulsive status epilepticus:,Obvious seizure activity,Altered mental status with EEG seizure activity,Normal EEG,Focal weakness,B,Non-convulsive SE: subtle or no motor signs but ongoing electrical seizure requires EEG.,Paramedic,medium
31,Medical,Neurological Advanced,Increased ICP treatment includes:,Hypotonic fluids,Head elevation osmotic therapy hyperventilation short term,Flat positioning,Hypercapnia,B,ICP: head elevated 30 degrees hypertonic saline mannitol brief hyperventilation for herniation.,Paramedic,medium
32,Medical,Neurological Advanced,Mannitol dose for increased ICP:,0.25 g/kg,0.5-1 g/kg IV,2-3 g/kg,5 g/kg,B,Mannitol: 0.5-1 g/kg IV; onset 15-30 min; monitor osmolality.,Paramedic,medium
33,Medical,Neurological Advanced,Hypertonic saline for ICP:,3% 150-250 mL or 23.4% 30 mL,Normal saline,D5W,Lactated Ringers,A,Hypertonic saline: 3% 150-250 mL or 23.4% 30 mL for herniation.,Paramedic,medium
34,Medical,Neurological Advanced,Hyperventilation for herniation target PaCO2:,20-25 mmHg,30-35 mmHg,40-45 mmHg,50-55 mmHg,B,Brief hyperventilation: target PaCO2 30-35; avoid prolonged use causes vasoconstriction ischemia.,Paramedic,medium
35,Medical,Toxicology Advanced,Toxidrome recognition is important because:,Always identifies specific drug,Guides empiric treatment,Replaces drug testing,Not clinically useful,B,Toxidrome: constellation of signs guides empiric treatment while awaiting confirmatory tests.,Paramedic,medium
36,Medical,Toxicology Advanced,Serotonin syndrome vs NMS:,Identical,SS rapid onset hyperreflexia clonus; NMS slow onset rigidity,NMS is rapid,No difference,B,SS: rapid onset clonus hyperreflexia; NMS: slow onset lead-pipe rigidity hyporeflexia.,Paramedic,medium
37,Medical,Toxicology Advanced,Serotonin syndrome treatment:,Dantrolene,Cyproheptadine and benzodiazepines cooling,Bromocriptine,Physostigmine,B,SS: stop offending agent benzos cyproheptadine serotonin antagonist cooling supportive.,Paramedic,medium
38,Medical,Toxicology Advanced,NMS treatment:,Cyproheptadine,Dantrolene and bromocriptine cooling,Flumazenil,Naloxone,B,NMS: stop offending agent dantrolene muscle relaxant bromocriptine dopamine agonist cooling.,Paramedic,medium
39,Medical,Toxicology Advanced,Anticholinergic toxicity treatment:,Atropine,Physostigmine for severe cases,More anticholinergics,Pralidoxime,B,Anticholinergic: supportive care physostigmine for severe agitation seizures arrhythmias.,Paramedic,medium
40,Medical,Toxicology Advanced,Physostigmine dose:,0.5-2 mg IV slow,5 mg IV push,10 mg IV,0.1 mg IV,A,Physostigmine: 0.5-2 mg IV over 5 min; can cause bradycardia seizures.,Paramedic,medium
41,Medical,Toxicology Advanced,Calcium channel blocker OD causes:,Tachycardia,Bradycardia hypotension hyperglycemia,Hypertension,Hypoglycemia,B,CCB OD: blocks L-type calcium channels bradycardia hypotension; hyperglycemia from blocked insulin release.,Paramedic,medium
42,Medical,Toxicology Advanced,High-dose insulin therapy for CCB OD:,0.5 units/kg,1 unit/kg bolus then 1-10 units/kg/hr,10 units/kg bolus,0.1 unit/kg,B,HIE: insulin 1 unit/kg bolus then 1-10 units/kg/hr with dextrose; improves inotropy.,Paramedic,medium
43,Medical,Toxicology Advanced,Beta blocker OD first-line treatment:,Epinephrine,Glucagon,Atropine,Flumazenil,B,Beta blocker OD: glucagon 3-5 mg IV bypasses beta receptor activates cAMP.,Paramedic,medium
44,Medical,Toxicology Advanced,Digoxin toxicity specific treatment:,Calcium,Digoxin immune Fab DigiFab,Atropine only,Cardioversion,B,Dig toxicity: Digibind/DigiFab for severe arrhythmias hyperkalemia; avoid calcium.,Paramedic,medium
45,Medical,Toxicology Advanced,Digoxin immune Fab indication:,Any dig level,Life-threatening arrhythmias hyperkalemia high levels,Therapeutic levels,Bradycardia only,B,DigiFab: VT VF progressive bradycardia K greater than 5.5 dig greater than 10 ng/mL ingestion greater than 10 mg.,Paramedic,medium
46,Medical,Toxicology Advanced,Lithium toxicity treatment:,Sodium bicarbonate,IV fluids whole bowel irrigation hemodialysis severe,Activated charcoal,Flumazenil,B,Lithium: NS hydration WBI for sustained release hemodialysis for severe; charcoal does not bind.,Paramedic,medium
47,Medical,Toxicology Advanced,Iron toxicity treatment:,NAC,Deferoxamine whole bowel irrigation,Activated charcoal,Sodium bicarbonate,B,Iron: deferoxamine chelation WBI; charcoal does not bind iron.,Paramedic,medium
48,Medical,Toxicology Advanced,Lead toxicity treatment:,Flumazenil,Chelation therapy EDTA succimer,Deferoxamine,NAC,B,Lead: chelation with CaEDTA or succimer DMSA; remove from exposure.,Paramedic,medium
49,Medical,Toxicology Advanced,Cyanide toxicity cellular mechanism:,Blocks sodium channels,Inhibits cytochrome oxidase stops cellular respiration,Blocks calcium channels,Inhibits ACE,B,Cyanide: binds cytochrome a3 blocks oxidative phosphorylation cellular asphyxiation.,Paramedic,medium
50,Medical,Toxicology Advanced,Cyanide kit contains:,Naloxone only,Amyl nitrite sodium nitrite sodium thiosulfate,NAC,Flumazenil,B,Traditional cyanide kit: nitrites induce methemoglobin binds CN; thiosulfate converts to thiocyanate.,Paramedic,medium
51,Medical,Toxicology Advanced,Hydroxocobalamin for cyanide works by:,Creating methemoglobin,Directly binding cyanide forming cyanocobalamin,Inhibiting absorption,Inducing vomiting,B,Hydroxocobalamin: binds CN directly to form non-toxic cyanocobalamin B12; safer than nitrites.,Paramedic,medium
52,Medical,Toxicology Advanced,Methemoglobinemia treatment:,Oxygen alone,Methylene blue 1-2 mg/kg IV,Hydroxocobalamin,Exchange transfusion only,B,MetHb: methylene blue 1-2 mg/kg IV reduces metHb to Hb; contraindicated G6PD deficiency.,Paramedic,medium
53,Medical,Toxicology Advanced,Ethylene glycol metabolized to:,Acetaldehyde,Oxalic acid and glycolic acid,Formic acid,Acetic acid,B,Ethylene glycol: metabolized to glycolic acid and oxalic acid; calcium oxalate crystals.,Paramedic,medium
54,Medical,Toxicology Advanced,Methanol metabolized to:,Oxalic acid,Formic acid,Glycolic acid,Acetic acid,B,Methanol: metabolized to formic acid causes blindness metabolic acidosis.,Paramedic,medium
55,Medical,Toxicology Advanced,Fomepizole mechanism:,Increases alcohol dehydrogenase,Inhibits alcohol dehydrogenase,Enhances metabolism,Induces vomiting,B,Fomepizole: competitive inhibitor of ADH prevents toxic metabolite formation.,Paramedic,medium
56,Medical,Toxicology Advanced,Ethanol infusion for toxic alcohols target level:,50 mg/dL,100-150 mg/dL,200-300 mg/dL,400 mg/dL,B,Ethanol: target 100-150 mg/dL saturates ADH; fomepizole preferred if available.,Paramedic,medium
57,Medical,Hematological Advanced,DIC treatment focuses on:,Heparin alone,Treating underlying cause and supportive transfusion,Warfarin,TPA,B,DIC: treat underlying cause; transfuse platelets FFP cryo for bleeding; heparin controversial.,Paramedic,medium
58,Medical,Hematological Advanced,TTP classic pentad:,Fever only,Thrombocytopenia MAHA renal dysfunction neurologic changes fever,Bleeding only,Thrombosis only,B,TTP pentad: thrombocytopenia microangiopathic hemolytic anemia renal neuro fever.,Paramedic,medium
59,Medical,Hematological Advanced,TTP treatment differs from DIC:,Same treatment,Plasma exchange avoid platelets,More platelets,Heparin,B,TTP: emergent plasma exchange; platelet transfusion may worsen; do not give platelets.,Paramedic,medium
60,Medical,Hematological Advanced,HIT heparin-induced thrombocytopenia:,Give more heparin,Stop all heparin start alternative anticoagulant,Observation,Platelet transfusion,B,HIT: stop all heparin including flushes; start direct thrombin inhibitor or fondaparinux.,Paramedic,medium
61,Medical,Infectious Advanced,Sepsis-3 definition requires:,SIRS criteria,Infection plus organ dysfunction SOFA score increase 2 or more,Bacteremia,Hypotension,B,Sepsis-3: suspected infection plus acute increase in SOFA score 2 or more points.,Paramedic,medium
62,Medical,Infectious Advanced,qSOFA score includes:,Temp WBC HR,RR 22 or more SBP 100 or less altered mental status,Lactate,Procalcitonin,B,qSOFA: RR 22 or more SBP 100 or less AMS; 2 or more suggests worse prognosis.,Paramedic,medium
63,Medical,Infectious Advanced,Hour-1 sepsis bundle includes:,Observation,Lactate blood cultures antibiotics fluids vasopressors if needed,Antibiotics only,CT scan,B,Hour-1 bundle: measure lactate blood cultures broad antibiotics 30 mL/kg crystalloid vasopressors for refractory.,Paramedic,medium
64,Medical,Infectious Advanced,Vasopressor of choice for septic shock:,Dopamine,Norepinephrine,Epinephrine first-line,Phenylephrine,B,Septic shock: norepinephrine first-line; vasopressin or epinephrine as second-line.,Paramedic,medium
65,Medical,Infectious Advanced,Lactate clearance target in sepsis:,Any decrease,Greater than 10% decrease in 2-6 hours,No change needed,Increase acceptable,B,Lactate: target greater than 10% clearance; persistently elevated indicates poor prognosis.,Paramedic,medium
66,Medical,Infectious Advanced,Neutropenic fever requires:,Observation,Immediate broad-spectrum antibiotics,Oral antibiotics only,Delayed treatment,B,Neutropenic fever: medical emergency immediate broad-spectrum antibiotics.,Paramedic,medium
67,Medical,Infectious Advanced,Meningococcemia rash is:,Maculopapular blanching,Petechial/purpuric non-blanching,Vesicular,Urticarial,B,Meningococcemia: petechiae and purpura non-blanching; can progress rapidly to purpura fulminans.,Paramedic,medium
68,Medical,Infectious Advanced,Bacterial meningitis empiric treatment adult:,Ampicillin alone,Vancomycin plus ceftriaxone plus dexamethasone,Penicillin only,Observation,B,Bacterial meningitis: vanc ceftriaxone; add ampicillin if greater than 50 or immunocompromised for Listeria; dex before or with antibiotics.,Paramedic,medium
69,Medical,Infectious Advanced,Dexamethasone in bacterial meningitis:,Contraindicated,Reduces mortality and neurological sequelae if given before or with antibiotics,No benefit,After antibiotics only,B,Dexamethasone: give before or with first dose antibiotics; reduces inflammation and hearing loss.,Paramedic,medium
70,Medical,Infectious Advanced,Necrotizing fasciitis requires:,Antibiotics alone,Emergent surgical debridement plus antibiotics,Observation,Wound care only,B,Nec fasc: surgical emergency; antibiotics alone inadequate; wide debridement required.,Paramedic,medium
71,Medical,Psychiatric Advanced,Excited delirium mortality risk from:,Sedation,Sudden cardiac death hyperthermia acidosis,Trauma only,Infection,B,Excited delirium: extreme catecholamine surge hyperthermia acidosis rhabdo sudden death.,Paramedic,medium
72,Medical,Psychiatric Advanced,Excited delirium treatment:,Physical restraint alone,Rapid chemical sedation ketamine or benzos,Observation,Verbal de-escalation only,B,Excited delirium: rapid chemical sedation essential; physical restraint alone increases mortality.,Paramedic,medium
73,Medical,Psychiatric Advanced,Ketamine advantage for agitation:,Slower onset,Rapid onset preserves respirations,Lower doses needed,No side effects,B,Ketamine: rapid onset IM preserves respiratory drive; watch for emergence reactions.,Paramedic,medium
74,Medical,Psychiatric Advanced,Acute dystonic reaction treatment:,More antipsychotic,Diphenhydramine or benztropine,Benzos,Observation,B,Dystonia: diphenhydramine 25-50 mg IV/IM or benztropine 1-2 mg; rapid response.,Paramedic,medium
75,Medical,Psychiatric Advanced,Akathisia differs from agitation:,Same thing,Inner restlessness inability to sit still not psychotic,Always violent,Requires restraint,B,Akathisia: subjective restlessness from antipsychotics; may appear agitated but not psychotic.,Paramedic,medium
76,Medical,Renal Advanced,Hyperkalemia ECG progression:,ST elevation then peaked T,Peaked T then prolonged PR then wide QRS then sine wave then VF,Q waves then asystole,No ECG changes,B,HyperK progression: peaked T PR prolongation QRS widening P wave loss sine wave VF/asystole.,Paramedic,medium
77,Medical,Renal Advanced,Calcium in hyperkalemia onset:,30-60 minutes,1-3 minutes,Immediate,Hours,B,Calcium: onset 1-3 minutes stabilizes membrane; duration 30-60 minutes.,Paramedic,medium
78,Medical,Renal Advanced,Insulin/glucose in hyperkalemia shifts K in:,5-10 minutes,15-30 minutes,1-2 hours,Immediately,B,Insulin/glucose: onset 15-30 minutes peaks 30-60 minutes; lowers K 0.5-1.5 mEq/L.,Paramedic,medium
79,Medical,Renal Advanced,Albuterol for hyperkalemia dose:,2.5 mg nebulized,10-20 mg nebulized,1 puff MDI,0.5 mg nebulized,B,Albuterol: 10-20 mg nebulized for hyperkalemia; beta-2 shifts K intracellularly.,Paramedic,medium
80,Medical,Renal Advanced,Kayexalate removes potassium by:,Shifting into cells,GI exchange sodium for potassium,Renal excretion,Direct binding in blood,B,Kayexalate: exchanges Na for K in GI tract; slow onset hours; use sorbitol cautiously.,Paramedic,medium
81,Medical,Renal Advanced,Dialysis indications in poisoning SLIME:,Symptoms only,Salicylates Lithium Isopropanol Methanol Ethylene glycol,Any ingestion,Asymptomatic patients,B,Dialysis: severe cases of salicylates lithium toxic alcohols; also for theophylline phenobarbital.,Paramedic,medium
82,Medical,Allergic Advanced,Anaphylaxis biphasic reaction:,Never occurs,Occurs 1-72 hours in up to 20% of cases,Only with food allergies,Prevented by steroids,B,Biphasic: 1-72 hours typically 8-10 hours; observe 4-6 hours minimum.,Paramedic,medium
83,Medical,Allergic Advanced,Refractory anaphylaxis treatment:,More IM epinephrine indefinitely,IV epinephrine infusion 1-4 mcg/min,Antihistamines only,Steroids only,B,Refractory anaphylaxis: IV epinephrine infusion starting 1-4 mcg/min titrated to effect.,Paramedic,medium
84,Medical,Allergic Advanced,Glucagon for anaphylaxis indicated when:,Always,Beta-blocker use limiting epinephrine response,First-line treatment,Never indicated,B,Glucagon: for beta-blocked patients not responding to epinephrine; 1-2 mg IV.,Paramedic,medium
85,Medical,Allergic Advanced,Angioedema from ACE inhibitors:,Histamine mediated responds to antihistamines,Bradykinin mediated may not respond to standard treatment,Always mild,Same as allergic angioedema,B,ACE-I angioedema: bradykinin mediated; epi antihistamines steroids may have limited effect; consider icatibant.,Paramedic,medium
86,Medical,GI Advanced,Variceal bleeding treatment:,NSAIDs,Octreotide antibiotics PPI blood products,Aspirin,Anticoagulation,B,Variceal bleed: octreotide somatostatin analog antibiotics PPI transfuse; emergent endoscopy.,Paramedic,medium
87,Medical,GI Advanced,Octreotide for GI bleeding dose:,25 mcg IV,50 mcg IV bolus then 50 mcg/hr infusion,200 mcg IV,10 mcg IV,B,Octreotide: 50 mcg IV bolus then 25-50 mcg/hr; reduces splanchnic blood flow.,Paramedic,medium
88,Medical,GI Advanced,Acute pancreatitis severity indicators:,Low lipase,SIRS organ failure necrosis,Normal amylase,Pain level only,B,Severe pancreatitis: persistent organ failure necrosis local complications; BISAP APACHE scores.,Paramedic,medium
89,Medical,GI Advanced,Pancreatitis fluid resuscitation:,Restrict fluids,Aggressive crystalloid 5-10 mL/kg/hr initially,Colloids only,No fluids,B,Pancreatitis: aggressive early fluid resuscitation 5-10 mL/kg/hr first 24 hours.,Paramedic,medium
90,Medical,GI Advanced,SBP spontaneous bacterial peritonitis diagnosed by:,Culture only,Ascitic fluid PMN greater than 250,Positive blood cultures,CT scan,B,SBP: ascitic fluid PMN greater than 250 cells/mm3; treat with ceftriaxone or fluoroquinolone.,Paramedic,medium
91,Medical,GI Advanced,Hepatic encephalopathy treatment:,Protein restriction,Lactulose and rifaximin,High protein diet,Benzodiazepines,B,Hepatic encephalopathy: lactulose reduces ammonia; rifaximin reduces gut bacteria.,Paramedic,medium
92,Medical,GI Advanced,Acetaminophen hepatotoxicity NAC most effective if given within:,2 hours,8 hours,24 hours,72 hours,B,NAC: most effective within 8 hours but beneficial up to 24-72 hours.,Paramedic,medium
93,Medical,GI Advanced,Rumack-Matthew nomogram used for:,All overdoses,Acetaminophen level at 4 hours predicts toxicity,Aspirin,Opioids,B,Rumack-Matthew: acetaminophen level at 4 hours or later plots toxicity risk guides NAC.,Paramedic,medium
94,Medical,Environmental,Heat stroke vs heat exhaustion:,Same thing,Heat stroke CNS dysfunction temp greater than 40 C; exhaustion no CNS,Heat exhaustion is worse,Both have CNS changes,B,Heat stroke: medical emergency CNS dysfunction greater than 40C; exhaustion: no CNS changes.,Paramedic,medium
95,Medical,Environmental,Heat stroke treatment:,Slow cooling,Rapid cooling to 39C within 30 minutes,Antipyretics effective,Observation,B,Heat stroke: rapid cooling cold water immersion ice packs evaporative; target 39C.,Paramedic,medium
96,Medical,Environmental,Hypothermia rewarming methods:,Same for all temps,Passive for mild; active external for moderate; active internal for severe,Active for all,Passive for all,B,Rewarming: mild greater than 32C passive; moderate 28-32C active external; severe less than 28C active internal.,Paramedic,medium
97,Medical,Environmental,Cold water drowning has better outcomes due to:,Faster death,Hypothermia reducing metabolic demand,Warmer water,Shorter submersion,B,Cold water: hypothermia reduces O2 demand; extended resuscitation may be successful.,Paramedic,medium
98,Medical,Environmental,High altitude pulmonary edema treatment:,Ascend higher,Descent supplemental O2 nifedipine,Diuretics,Fluid restriction,B,HAPE: descent is definitive; O2 nifedipine dexamethasone if descent delayed.,Paramedic,medium
99,Medical,Environmental,High altitude cerebral edema treatment:,Ascend higher,Immediate descent O2 dexamethasone,Observation,Diuretics,B,HACE: medical emergency; immediate descent O2 dexamethasone.,Paramedic,medium
