id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
12,Medical,Diabetic Emergencies,Signs of DKA include:,Diaphoresis and tremor,Kussmaul respirations fruity breath dehydration,Moist skin,Weight gain,B,DKA: hyperventilation fruity breath nausea vomiting dehydration altered mental status.,AEMT,medium
13,Medical,Diabetic Emergencies,Kussmaul respirations are:,Slow shallow breathing,Deep rapid breathing,Irregular breathing,No breathing,B,Kussmaul is deep rapid breathing compensating for metabolic acidosis.,AEMT,medium
14,Medical,Diabetic Emergencies,Fruity breath odor in diabetics indicates:,Hypoglycemia,Ketone production in DKA,Alcohol use,Normal finding,B,Acetone from ketone production causes fruity breath odor in DKA.,AEMT,medium
15,Medical,Diabetic Emergencies,Treatment for DKA in the field includes:,Insulin administration,IV fluids oxygen and transport,Oral glucose,D50 push,B,Field DKA treatment: oxygen IV NS 20 mL/kg monitor transport.,AEMT,medium
16,Medical,Diabetic Emergencies,HHS hyperosmolar hyperglycemic state differs from DKA by:,Lower glucose levels,Extremely high glucose minimal ketosis more dehydration,More ketones,Younger patients,B,HHS has very high glucose greater than 600 minimal ketones severe dehydration.,AEMT,medium
17,Medical,Seizures,A generalized tonic-clonic seizure involves:,One limb only,Whole body stiffening and jerking,Staring spells,Focal twitching,B,Generalized tonic-clonic: whole body stiffening tonic then jerking clonic.,AEMT,medium
18,Medical,Seizures,Postictal state is:,Before the seizure,Recovery period after seizure with confusion and fatigue,During the seizure,Normal state,B,Postictal is recovery period with confusion drowsiness and gradual improvement.,AEMT,medium
19,Medical,Seizures,Status epilepticus is defined as:,Any seizure,Seizure lasting greater than 5 minutes or repeated seizures without recovery,Brief seizure,Febrile seizure,B,Status epilepticus: greater than 5 minutes continuous or recurrent without regaining consciousness.,AEMT,medium
20,Medical,Seizures,First priority in seizure management is:,Restraining the patient,Protecting from injury and maintaining airway,Inserting OPA during seizure,IV access,B,Protect from injury clear area do not restrain maintain airway after.,AEMT,medium
21,Medical,Seizures,During an active seizure you should NOT:,Protect from injury,Force anything between the teeth,Provide oxygen after,Time the seizure,B,Never force objects between teeth during seizure; protect from injury instead.,AEMT,medium
22,Medical,Seizures,Benzodiazepines for seizures work by:,Blocking sodium channels,Enhancing GABA inhibition,Stimulating the brain,Blocking dopamine,B,Benzodiazepines enhance GABA inhibition reducing seizure activity.,AEMT,medium
23,Medical,Seizures,Midazolam for seizures can be given:,IV only,IV IM or intranasal,Orally only,Subcutaneously only,B,Midazolam can be given IV IM or IN making it versatile in the field.,AEMT,medium
24,Medical,Seizures,Febrile seizures occur in children ages:,0-6 months,6 months to 5 years,5-10 years,10-15 years,B,Febrile seizures typically occur between 6 months and 5 years.,AEMT,medium
25,Medical,Seizures,Simple febrile seizures are:,Usually benign lasting less than 15 minutes,Always serious,Focal in nature,Recurrent same day,A,Simple febrile seizures are usually benign generalized and less than 15 minutes.,AEMT,medium
26,Medical,Stroke,The Cincinnati Stroke Scale assesses:,Blood pressure,Facial droop arm drift speech,Blood glucose,Pupil response,B,Cincinnati Stroke Scale: facial droop arm drift abnormal speech.,AEMT,medium
27,Medical,Stroke,Facial droop is assessed by asking patient to:,Close eyes,Show teeth or smile,Stick out tongue,Raise eyebrows,B,Assess facial droop by having patient smile or show teeth.,AEMT,medium
28,Medical,Stroke,Arm drift is assessed by:,Having patient grip your hands,Arms out palms up eyes closed,Touching finger to nose,Checking reflexes,B,Arm drift: arms extended palms up eyes closed for 10 seconds.,AEMT,medium
29,Medical,Stroke,Slurred speech or inability to repeat a sentence indicates:,Normal,Possible stroke,Intoxication only,Anxiety,B,Abnormal speech slurred wrong words or unable to speak suggests stroke.,AEMT,medium
30,Medical,Stroke,Sudden severe headache may indicate:,Tension headache,Hemorrhagic stroke,Dehydration,Eye strain,B,Thunderclap severe headache may indicate hemorrhagic stroke ruptured aneurysm.,AEMT,medium
31,Medical,Stroke,Time of symptom onset is critical because:,It determines hospital choice,tPA has a limited time window,It is required documentation,It predicts recovery,B,tPA window is 3-4.5 hours; knowing onset time is critical for treatment.,AEMT,medium
32,Medical,Stroke,Treatment for suspected stroke includes:,Lowering blood pressure immediately,Oxygen glucose check rapid transport to stroke center,Aspirin,NTG,B,Stroke: oxygen check glucose do not give aspirin rapid transport to stroke center.,AEMT,medium
33,Medical,Stroke,Blood pressure management in acute stroke:,Lower to normal immediately,Generally allow permissive hypertension,Raise blood pressure,Is not important,B,Generally allow higher BP in stroke to maintain cerebral perfusion unless extremely high.,AEMT,medium
34,Medical,Stroke,Blood glucose should be checked in stroke because:,Diabetes causes stroke,Hypoglycemia can mimic stroke,High glucose is dangerous,It is required,B,Hypoglycemia can cause stroke-like symptoms and is easily treatable.,AEMT,medium
35,Medical,Allergic Reactions,Urticaria is:,Difficulty breathing,Hives raised itchy welts,Swelling of lips,Hypotension,B,Urticaria or hives are raised itchy welts from histamine release.,AEMT,medium
36,Medical,Allergic Reactions,Angioedema is:,Hives,Swelling of deeper tissues especially face lips tongue,Rash,Low blood pressure,B,Angioedema is swelling of deeper tissues face lips tongue and airway.,AEMT,medium
37,Medical,Allergic Reactions,Anaphylaxis involves:,Skin symptoms only,Multi-system involvement with respiratory or cardiovascular compromise,Minor itching,Localized swelling,B,Anaphylaxis: systemic reaction with skin plus respiratory or cardiovascular involvement.,AEMT,medium
38,Medical,Allergic Reactions,Epinephrine is the first-line treatment for anaphylaxis because:,It reduces itching,It reverses bronchospasm vasodilation and hypotension,It is cheap,It works slowly,B,Epinephrine: alpha vasoconstriction beta bronchodilation and cardiac effects.,AEMT,medium
39,Medical,Allergic Reactions,Adult epinephrine dose for anaphylaxis is:,0.1 mg IM,0.3-0.5 mg IM of 1:1000,1 mg IV,0.01 mg IM,B,Adult anaphylaxis: 0.3-0.5 mg IM 1:1000 in lateral thigh.,AEMT,medium
40,Medical,Allergic Reactions,Epinephrine for anaphylaxis is given:,Subcutaneously,Intramuscularly in lateral thigh,Intravenously push,Orally,B,IM in lateral thigh provides fastest absorption.,AEMT,medium
41,Medical,Allergic Reactions,Pediatric epinephrine dose for anaphylaxis is:,0.01 mg/kg IM up to 0.3-0.5 mg,0.1 mg/kg IM,1 mg regardless of weight,0.5 mg/kg IM,A,Pediatric: 0.01 mg/kg IM of 1:1000 max 0.3 mg child 0.5 mg adolescent.,AEMT,medium
42,Medical,Allergic Reactions,Diphenhydramine Benadryl for allergic reactions:,Is first-line for anaphylaxis,Is second-line treats hives and itching,Replaces epinephrine,Should not be given,B,Antihistamines like diphenhydramine are adjunct not replacement for epinephrine.,AEMT,medium
43,Medical,Allergic Reactions,Biphasic anaphylaxis means:,Reaction to two allergens,Symptoms may return hours later,Only affects two systems,Two doses of epinephrine needed,B,Biphasic: symptoms may return 1-72 hours later without re-exposure.,AEMT,medium
44,Medical,Allergic Reactions,Auto-injector epinephrine dose for adults EpiPen:,0.15 mg,0.3 mg,0.5 mg,1 mg,B,Adult EpiPen contains 0.3 mg; pediatric contains 0.15 mg.,AEMT,medium
45,Medical,Poisoning,The most important information to obtain in poisoning:,Patient weight,What when how much and any treatment given,Patient age,Blood pressure,B,Obtain: substance time amount route patient condition any treatment already given.,AEMT,medium
46,Medical,Poisoning,Activated charcoal works by:,Neutralizing poison,Adsorbing toxins in GI tract,Inducing vomiting,Diluting poison,B,Activated charcoal adsorbs toxins preventing absorption; not for all poisonings.,AEMT,medium
47,Medical,Poisoning,Activated charcoal is contraindicated for:,All poisonings,Caustic ingestions altered mental status,Aspirin overdose,Recent ingestions,B,Contraindicated: caustics hydrocarbons metals altered LOC aspiration risk.,AEMT,medium
48,Medical,Poisoning,Activated charcoal dose for adults is:,10-25 grams,25-50 grams,100 grams,200 grams,B,Adult dose 25-50 grams; pediatric 1 g/kg or 12.5-25 grams.,AEMT,medium
49,Medical,Poisoning,Opioid overdose triad includes:,Dilated pupils tachycardia hypertension,Pinpoint pupils respiratory depression altered mental status,Seizures fever,Vomiting diarrhea,B,Opioid toxidrome: miosis respiratory depression CNS depression.,AEMT,medium
50,Medical,Poisoning,Naloxone Narcan reverses opioids by:,Metabolizing the drug,Blocking opioid receptors,Stimulating breathing,Increasing heart rate,B,Naloxone is competitive antagonist at opioid receptors.,AEMT,medium
51,Medical,Poisoning,Naloxone can be given:,IV only,IV IM IN or SubQ,Orally only,Rectally only,B,Naloxone can be given IV IM intranasal or SubQ.,AEMT,medium
52,Medical,Poisoning,Naloxone dose for respiratory depression is:,0.04 mg,0.4-2 mg titrated to respiratory effort,10 mg,0.01 mg,B,Start with 0.4-2 mg titrate to respiratory effort.,AEMT,medium
53,Medical,Poisoning,When giving naloxone you should titrate to:,Complete arousal,Adequate respiratory effort,Normal mental status,No response,B,Titrate to breathing not alertness to avoid withdrawal.,AEMT,medium
54,Medical,Poisoning,Naloxone duration is:,4-6 hours,30-90 minutes,24 hours,5 minutes,B,Naloxone lasts 30-90 minutes; shorter than most opioids requiring monitoring.,AEMT,medium
55,Medical,Poisoning,Signs of sympathomimetic overdose include:,Pinpoint pupils slow pulse,Dilated pupils tachycardia hypertension agitation,Bradycardia hypotension,Constricted pupils,B,Sympathomimetics cocaine meth cause mydriasis tachycardia HTN hyperthermia.,AEMT,medium
56,Medical,Poisoning,Signs of cholinergic poisoning organophosphates include:,Dry mouth dilated pupils,SLUDGE salivation lacrimation urination defecation GI emesis,Tachycardia,Dry skin,B,Cholinergic excess: SLUDGE or DUMBELS secretions bradycardia miosis.,AEMT,medium
57,Medical,Poisoning,Alcohol intoxication can cause:,Only euphoria,Altered mental status respiratory depression hypothermia,Increased awareness,Hyperthermia,B,Severe intoxication: CNS depression respiratory depression hypothermia.,AEMT,medium
58,Medical,Poisoning,Carbon monoxide poisoning presents with:,Blue skin,Headache confusion cherry red skin may appear normal,Cyanosis,Yellow skin,B,CO poisoning: headache nausea confusion; cherry red skin unreliable may look normal.,AEMT,medium
59,Medical,Poisoning,Treatment for carbon monoxide poisoning:,Room air,High-flow oxygen,Low-flow oxygen,No treatment needed,B,High-flow 100% O2 via NRB; reduces CO half-life from 5 hours to 90 minutes.,AEMT,medium
60,Medical,Poisoning,Pulse oximetry in CO poisoning:,Accurately shows hypoxia,May be falsely normal,Shows low reading,Is not affected,B,SpO2 falsely normal in CO poisoning; CO bound Hb reads as oxygenated.,AEMT,medium
61,Medical,Behavioral,A behavioral emergency is:,Any unusual behavior,Behavior posing threat to patient or others,Always psychiatric,Criminal behavior,B,Behavioral emergency: abnormal behavior threatening harm to self or others.,AEMT,medium
62,Medical,Behavioral,When assessing behavioral emergencies always consider:,Psychiatric cause only,Medical causes that may mimic psychiatric,Criminal intent,Drug seeking,B,Rule out medical causes: hypoglycemia hypoxia head injury drugs infection.,AEMT,medium
63,Medical,Behavioral,Signs of excited delirium include:,Calm behavior,Extreme agitation superhuman strength hyperthermia,Depression,Drowsiness,B,Excited delirium: extreme agitation diaphoresis hyperthermia high mortality risk.,AEMT,medium
64,Medical,Behavioral,Approach to agitated patients should be:,Forceful and direct,Calm non-threatening with escape route planned,Confrontational,Ignore them,B,Stay calm speak softly maintain safe distance have exit plan request backup.,AEMT,medium
65,Medical,Behavioral,Physical restraints should be used:,As first option,When verbal de-escalation fails and patient is danger,Routinely,Never,B,Restraints after de-escalation fails and patient poses imminent danger.,AEMT,medium
66,Medical,Behavioral,When restraining a patient:,Use prone position,Avoid prone position use supine or lateral monitor continuously,Tie to fixed stretcher point,Leave unmonitored,B,Avoid prone due to asphyxiation risk; monitor continuously.,AEMT,medium
67,Medical,Behavioral,Suicidal patients should:,Be left alone,Be taken seriously with direct questions about intent,Never be asked about suicide,Be restrained immediately,B,Take seriously ask direct questions about plans means and intent.,AEMT,medium
68,Medical,Abdominal,Acute abdomen refers to:,Chronic stomach pain,Sudden severe abdominal pain requiring evaluation,Mild discomfort,Normal finding,B,Acute abdomen: sudden onset severe pain potentially requiring surgical intervention.,AEMT,medium
69,Medical,Abdominal,Rebound tenderness suggests:,Gas pain,Peritoneal irritation or inflammation,Muscle strain,Constipation,B,Rebound tenderness indicates peritoneal irritation or inflammation.,AEMT,medium
70,Medical,Abdominal,Rigid board-like abdomen suggests:,Normal exam,Peritonitis,Gas,Constipation,B,Rigid abdomen with guarding suggests peritonitis or serious pathology.,AEMT,medium
71,Medical,Abdominal,Right lower quadrant pain fever nausea in young patient suggests:,Gastritis,Appendicitis,Heart attack,Stroke,B,Classic appendicitis: RLQ pain fever nausea vomiting.,AEMT,medium
72,Medical,Abdominal,Epigastric pain radiating to back with nausea suggests:,Heart attack,Pancreatitis,Appendicitis,Kidney stones,B,Pancreatitis: epigastric pain radiating to back worse after eating.,AEMT,medium
73,Medical,Abdominal,Right upper quadrant pain worse after fatty meal suggests:,Appendicitis,Gallbladder disease cholecystitis,Kidney stones,Pancreatitis,B,Cholecystitis: RUQ pain especially after fatty meals Murphy sign positive.,AEMT,medium
74,Medical,Abdominal,Flank pain radiating to groin with hematuria suggests:,Appendicitis,Kidney stone renal colic,Gallbladder,Pancreatitis,B,Renal colic: severe colicky flank pain radiating to groin with hematuria.,AEMT,medium
75,Medical,Abdominal,Abdominal aortic aneurysm may present with:,Chest pain,Abdominal back or flank pain with pulsatile mass,Leg pain only,Arm pain,B,AAA: abdominal or back pain pulsatile abdominal mass hypotension if ruptured.,AEMT,medium
76,Medical,Abdominal,Treatment for abdominal emergencies generally includes:,Food and drink,NPO oxygen IV transport position of comfort,Laxatives,Antacids,B,Keep NPO in case surgery needed; oxygen IV supportive transport.,AEMT,medium
77,Medical,Environmental,Hypothermia is core temperature below:,98.6 F,95 F 35 C,90 F,100 F,B,Hypothermia is core temp below 95F or 35C.,AEMT,medium
78,Medical,Environmental,Signs of mild hypothermia include:,Unconsciousness,Shivering increased heart rate,No shivering,Cardiac arrest,B,Mild 90-95F: shivering tachycardia increased BP.,AEMT,medium
79,Medical,Environmental,As hypothermia worsens shivering:,Increases,Stops and patient becomes lethargic,Stays same,Is not affected,B,Severe hypothermia: shivering stops altered LOC bradycardia arrhythmias.,AEMT,medium
80,Medical,Environmental,Treatment for hypothermia includes:,Rapid rewarming in field,Remove wet clothing passive rewarming prevent heat loss,Cold IV fluids,Exercise to warm up,B,Remove wet clothes insulate warm environment warm fluids if conscious.,AEMT,medium
81,Medical,Environmental,Heat exhaustion presents with:,Dry hot skin altered mental status,Heavy sweating weakness normal or slightly elevated temp,Seizures,Unconsciousness,B,Heat exhaustion: sweating weakness headache nausea temp usually less than 104F.,AEMT,medium
82,Medical,Environmental,Heat stroke presents with:,Heavy sweating,Hot skin often dry altered mental status high temperature,Normal temperature,Mild symptoms,B,Heat stroke: hot skin often dry temp greater than 104F altered LOC emergency.,AEMT,medium
83,Medical,Environmental,Treatment for heat stroke:,Slow cooling,Rapid cooling remove from heat cold packs to neck groin axilla,Warm fluids,Blankets,B,Heat stroke: rapid cooling is critical; cold water ice packs evaporative cooling.,AEMT,medium
84,Medical,Environmental,Drowning victims should receive:,Routine care only,Immediate ventilation and oxygenation,Abdominal thrusts to remove water,Back blows,B,Drowning: focus on ventilation and oxygenation; do not delay for water removal.,AEMT,medium
85,Medical,Environmental,High altitude illness can cause:,Only fatigue,Headache nausea pulmonary edema cerebral edema,Better performance,No symptoms,B,Altitude illness: AMS HACE HAPE; symptoms include headache nausea confusion edema.,AEMT,medium
86,Medical,Environmental,Treatment for altitude illness includes:,Stay at altitude,Descent supplemental oxygen,Ascend higher,Fluid restriction,B,Descend and give supplemental oxygen.,AEMT,medium
87,Medical,Environmental,Local cold injury frostbite treatment includes:,Rubbing affected area,Protect from further injury do not rub or apply direct heat,Apply snow,Rapid rewarming in field,B,Protect frostbite; do not rub or use direct heat; rewarm only if no refreezing risk.,AEMT,medium
88,Medical,Environmental,Signs of frostbite include:,Red warm skin,Pale waxy skin numbness,Normal sensation,Sweating,B,Frostbite: pale white waxy skin; numbness then pain as rewarming.,AEMT,medium
89,Medical,Infectious,Standard precautions should be used:,Only for known infections,For all patient contacts,Only for blood exposure,Never,B,Standard precautions for ALL patient contacts assuming all body fluids infectious.,AEMT,medium
90,Medical,Infectious,Signs of sepsis include:,Localized infection only,Fever tachycardia tachypnea altered mental status hypotension,Bradycardia,Normal vital signs,B,Sepsis: infection plus signs of systemic response and organ dysfunction.,AEMT,medium
91,Medical,Infectious,Treatment for sepsis includes:,Observation only,Oxygen IV fluids rapid transport,Antibiotics in field,Cooling measures,B,Field sepsis: oxygen IV fluid bolus 20 mL/kg maintain BP rapid transport.,AEMT,medium
92,Medical,Infectious,Meningitis presents with:,Cough and cold symptoms,Fever headache stiff neck light sensitivity altered mental status,Diarrhea only,Rash only,B,Meningitis: fever severe headache nuchal rigidity photophobia altered LOC.,AEMT,medium
93,Medical,Infectious,Infection control for suspected meningitis:,No precautions,Respiratory precautions mask for patient and provider,Contact only,Gloves only,B,Meningitis: droplet precautions; mask for patient and provider.,AEMT,medium
94,Medical,Infectious,Tuberculosis transmission is:,Contact only,Airborne via respiratory droplets,Blood only,Fecal-oral,B,TB spreads via airborne droplet nuclei; requires N95 respirator.,AEMT,medium
95,Medical,Renal,Signs of kidney failure include:,Increased urine output,Decreased urine edema weakness nausea,Weight loss,Increased energy,B,Renal failure: decreased urine edema electrolyte imbalances weakness nausea.,AEMT,medium
96,Medical,Renal,Dialysis patients may have emergencies related to:,Only access site,Fluid overload electrolyte imbalances hypotension,Minor issues only,No emergencies,B,Dialysis emergencies: hyperkalemia pulmonary edema hypotension access problems.,AEMT,medium
97,Medical,Renal,AV fistula in dialysis patient:,Can be used for IV access,Should not be used for BP or IV on that arm,Is normal vein,Can be compressed,B,Protect fistula; no BP IV or tourniquet on fistula arm.,AEMT,medium
98,Medical,Hematology,Sickle cell crisis causes:,Increased oxygen,Severe pain from vaso-occlusion,No symptoms,Bleeding,B,Sickle crisis: severe pain from sickled cells blocking vessels; treat pain oxygen fluids.,AEMT,medium
99,Medical,Hematology,Treatment for sickle cell crisis includes:,Tourniquet,Oxygen IV fluids pain management,Cold packs,Nothing,B,Sickle crisis: high-flow O2 IV fluids analgesics transport.,AEMT,medium
100,Medical,Hematology,Hemophilia patients may:,Clot too easily,Have prolonged bleeding from minor injuries,Have too many platelets,Never bleed,B,Hemophilia: clotting factor deficiency; prolonged bleeding from minor trauma.,AEMT,medium
