id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale,certification,difficulty
15,Trauma,Hemorrhage,Class IV hemorrhage involves blood loss of:,Up to 15%,15-30%,30-40%,Greater than 40%,D,Class IV: greater than 40% life-threatening marked hypotension altered LOC.,AEMT,medium
16,Trauma,Hemorrhage,Signs of hemorrhagic shock include:,Slow pulse warm skin,Rapid pulse cool pale skin altered mental status,Normal vitals,Bradycardia,B,Shock: tachycardia tachypnea cool pale diaphoretic skin altered mental status.,AEMT,medium
17,Trauma,Hemorrhage,First step in controlling external hemorrhage:,Tourniquet,Direct pressure,Elevation,Pressure points,B,Direct pressure is first step for external bleeding control.,AEMT,medium
18,Trauma,Hemorrhage,Tourniquets should be used when:,Never,Direct pressure fails or for severe extremity hemorrhage,For all bleeding,Only by surgeons,B,Tourniquets for life-threatening extremity hemorrhage when direct pressure inadequate.,AEMT,medium
19,Trauma,Hemorrhage,Tourniquet placement should be:,Over a joint,2-3 inches proximal to wound not over joint,Distal to wound,As loose as possible,B,Place 2-3 inches above wound not over joints; tighten until bleeding stops.,AEMT,medium
20,Trauma,Hemorrhage,Once applied a tourniquet should:,Be loosened every 15 minutes,Not be removed in the field,Be removed after 5 minutes,Be loosened when bleeding slows,B,Do not loosen or remove in field; note time of application.,AEMT,medium
21,Trauma,Hemorrhage,Hemostatic dressings:,Replace tourniquets,Promote clotting for severe bleeding,Are for minor cuts,Should never be used,B,Hemostatic agents promote clotting; pack into wounds with direct pressure.,AEMT,medium
22,Trauma,Hemorrhage,IV fluid resuscitation in trauma:,Replace all lost blood,Maintain perfusion without over-resuscitation,Is not needed,2 liters immediately always,B,Goal is adequate perfusion; avoid over-resuscitation which can worsen bleeding.,AEMT,medium
23,Trauma,Hemorrhage,Normal saline bolus for trauma is typically:,100 mL,500-1000 mL then reassess,3 liters,5 liters,B,Give 500-1000 mL or 20 mL/kg bolus then reassess; repeat as needed.,AEMT,medium
24,Trauma,Hemorrhage,Internal hemorrhage can occur in:,Only the abdomen,Chest abdomen pelvis thighs,Only with open wounds,Only extremities,B,Internal bleeding can be significant in chest abdomen pelvis and femur.,AEMT,medium
25,Trauma,Hemorrhage,Signs of internal hemorrhage include:,Visible bleeding only,Shock without obvious external blood loss,Normal vital signs,Slow pulse,B,Suspect internal bleeding: shock signs without visible blood loss.,AEMT,medium
26,Trauma,Head Injury,Primary brain injury occurs:,After hospital arrival,At moment of impact,Days later,During transport,B,Primary injury occurs at moment of impact from direct trauma.,AEMT,medium
27,Trauma,Head Injury,Secondary brain injury is caused by:,Initial impact,Hypoxia hypotension and swelling after initial injury,Skull fracture only,Scalp laceration,B,Secondary injury from hypoxia hypotension increased ICP edema; preventable.,AEMT,medium
28,Trauma,Head Injury,Prevention of secondary brain injury focuses on:,Surgery,Maintaining oxygenation and perfusion,Rest only,Ice application,B,Prevent secondary injury: maintain airway oxygen adequate BP.,AEMT,medium
29,Trauma,Head Injury,Cushing triad indicates:,Shock,Increased intracranial pressure,Spinal injury,Cardiac tamponade,B,Cushing triad: hypertension bradycardia irregular respirations indicates high ICP.,AEMT,medium
30,Trauma,Head Injury,Signs of increased ICP include:,Hypotension tachycardia,Hypertension bradycardia altered mental status pupil changes,Normal vital signs,Tachypnea only,B,Increased ICP: Cushing triad altered LOC pupil changes posturing vomiting.,AEMT,medium
31,Trauma,Head Injury,Battle sign indicates:,Facial fracture,Basilar skull fracture,Cervical injury,Mandible fracture,B,Battle sign: mastoid ecchymosis indicates basilar skull fracture.,AEMT,medium
32,Trauma,Head Injury,Raccoon eyes indicate:,Direct eye trauma,Basilar skull fracture,Allergic reaction,Eye infection,B,Periorbital ecchymosis indicates anterior basilar skull fracture.,AEMT,medium
33,Trauma,Head Injury,CSF leaking from nose or ears indicates:,Sinus infection,Basilar skull fracture,Ear infection,Normal drainage,B,Clear fluid from nose/ears may be CSF indicating skull fracture.,AEMT,medium
34,Trauma,Head Injury,Target SpO2 in head injury is:,88-92%,Greater than 94%,100%,80-85%,B,Maintain SpO2 greater than 94% to prevent hypoxic brain injury.,AEMT,medium
35,Trauma,Head Injury,Target blood pressure in head injury:,Allow hypotension,Maintain SBP greater than 90 ideally greater than 100,SBP less than 90,Any pressure acceptable,B,Maintain adequate BP SBP greater than 90 for cerebral perfusion.,AEMT,medium
36,Trauma,Head Injury,Hyperventilation in head injury is reserved for:,All head injuries,Signs of herniation only,Mild head injury,Prophylactic use,B,Hyperventilation only for herniation signs; causes vasoconstriction.,AEMT,medium
37,Trauma,Head Injury,Signs of herniation include:,Normal pupils,Unilateral dilated pupil posturing Cushing triad,Bilateral small pupils,Headache only,B,Herniation: blown pupil posturing Cushing triad; needs immediate intervention.,AEMT,medium
38,Trauma,Head Injury,Concussion is:,Severe brain injury,Temporary brain dysfunction without structural damage,Skull fracture,Bleeding in brain,B,Concussion: temporary neurological dysfunction; no structural damage on CT.,AEMT,medium
39,Trauma,Head Injury,Epidural hematoma classically presents with:,Gradual decline,Loss of consciousness lucid interval then rapid deterioration,Immediate coma,No symptoms,B,Epidural: LOC lucid interval rapid deterioration from arterial bleeding.,AEMT,medium
40,Trauma,Head Injury,Subdural hematoma is more common in:,Young athletes,Elderly and alcoholics,Children,Infants only,B,Subdural more common in elderly alcoholics; from bridging vein rupture.,AEMT,medium
41,Trauma,Spinal Injury,Spinal motion restriction is indicated for:,All trauma patients,Significant mechanism altered LOC spinal pain neurologic deficit,Minor trauma only,Never,B,SMR for significant MOI altered LOC midline tenderness neuro deficit intoxication.,AEMT,medium
42,Trauma,Spinal Injury,Cervical collar alone:,Provides complete immobilization,Reduces but does not eliminate movement,Is never needed,Replaces backboard,B,Collar reduces movement but does not eliminate it.,AEMT,medium
43,Trauma,Spinal Injury,Log roll requires minimum of:,2 people,4 people,1 person,6 people,B,Proper log roll requires minimum 4 rescuers.,AEMT,medium
44,Trauma,Spinal Injury,Neutral alignment of the spine means:,Head extended back,Head in line with body ears in line with shoulders,Head flexed forward,Head turned to side,B,Neutral: head aligned with body not flexed extended or rotated.,AEMT,medium
45,Trauma,Spinal Injury,Padding behind the head in adults is used to:,Flex the neck,Maintain neutral alignment on flat surface,Extend the neck,Is never needed,B,Padding maintains neutral alignment.,AEMT,medium
46,Trauma,Spinal Injury,Padding under shoulders in children is used because:,They are smaller,Large occiput causes neck flexion on flat surface,They are more comfortable,It is never needed,B,Children have large heads; shoulder padding maintains neutral position.,AEMT,medium
47,Trauma,Spinal Injury,Neurogenic shock from spinal injury causes:,Tachycardia vasoconstriction,Bradycardia hypotension warm dry skin,Fever,Hypertension,B,Neurogenic shock: loss of sympathetic tone causes bradycardia hypotension.,AEMT,medium
48,Trauma,Spinal Injury,Treatment for neurogenic shock includes:,Fluids only,Fluids and possibly vasopressors keep warm,Cooling,No treatment,B,Neurogenic: IV fluids keep warm may need vasopressors.,AEMT,medium
49,Trauma,Spinal Injury,Priapism in male trauma patient suggests:,Bladder injury,Spinal cord injury,Normal finding,Genital trauma,B,Priapism is a sign of spinal cord injury.,AEMT,medium
50,Trauma,Spinal Injury,Complete spinal cord injury results in:,Temporary weakness,Loss of all function below the level,No symptoms,Pain only,B,Complete injury: total loss of motor and sensory function below level.,AEMT,medium
51,Trauma,Chest Injury,Tension pneumothorax is life-threatening because:,Pain is severe,Air pressure collapses lung and compresses heart,Bleeding is severe,Rib fractures,B,Tension pneumo: pressure shifts mediastinum decreases venous return.,AEMT,medium
52,Trauma,Chest Injury,Signs of tension pneumothorax include:,Bilateral breath sounds,Tracheal deviation JVD hypotension absent breath sounds,Normal vital signs,Fever,B,Tension: tracheal deviation away JVD hypotension absent sounds.,AEMT,medium
53,Trauma,Chest Injury,Treatment for tension pneumothorax:,Oxygen only,Needle decompression,Chest tube only,CPR,B,Needle decompression releases pressure.,AEMT,medium
54,Trauma,Chest Injury,Needle decompression site is:,4th ICS midaxillary or 2nd ICS midclavicular,Left lower quadrant,Epigastric area,Posterior chest,A,Decompress at 2nd ICS MCL or 4th-5th ICS MAL.,AEMT,medium
55,Trauma,Chest Injury,Open pneumothorax should be covered with:,Dry sterile dressing,Occlusive dressing taped on three sides,Nothing,Regular bandage,B,Three-sided occlusive dressing allows air out prevents air in.,AEMT,medium
56,Trauma,Chest Injury,If patient worsens after sealing open chest wound:,Seal all four sides,Burp the dressing to release tension,Apply more dressings,Do nothing,B,If tension develops unseal one side to release pressure.,AEMT,medium
57,Trauma,Chest Injury,Flail chest is:,Single rib fracture,Two or more ribs fractured in two or more places,Sternal fracture only,Clavicle fracture,B,Flail chest: segment fractured in multiple places moves paradoxically.,AEMT,medium
58,Trauma,Chest Injury,Paradoxical motion in flail chest means:,Both sides move together,Injured segment moves opposite to rest of chest,Normal movement,No movement,B,Flail segment moves in on inspiration out on expiration.,AEMT,medium
59,Trauma,Chest Injury,Primary problem with flail chest is:,Pain,Underlying pulmonary contusion,Rib fractures themselves,Skin damage,B,Major issue is pulmonary contusion underneath causing hypoxia.,AEMT,medium
60,Trauma,Chest Injury,Treatment for flail chest includes:,Splinting with sandbags,Oxygen positive pressure ventilation if needed,Binding the chest,Ice packs,B,Treat with O2 assist ventilations; PPV splints internally; do not bind.,AEMT,medium
61,Trauma,Chest Injury,Hemothorax is:,Air in pleural space,Blood in pleural space,Fluid in lungs,Air in pericardium,B,Hemothorax: blood accumulation in pleural space.,AEMT,medium
62,Trauma,Chest Injury,Cardiac tamponade occurs when:,Heart stops,Blood fills pericardial sac compressing heart,Lungs collapse,Aorta ruptures,B,Tamponade: blood in pericardium restricts heart filling.,AEMT,medium
63,Trauma,Chest Injury,Beck triad of cardiac tamponade:,JVD muffled heart sounds hypotension,Tracheal deviation absent breath sounds hypotension,Hypertension bradycardia irregular breathing,Fever tachycardia hypotension,A,Beck triad: JVD muffled heart sounds hypotension.,AEMT,medium
64,Trauma,Chest Injury,Commotio cordis is:,Cardiac contusion,Cardiac arrest from blunt impact during vulnerable period,Heart attack,Penetrating injury,B,Commotio cordis: VF from blunt chest impact during repolarization.,AEMT,medium
65,Trauma,Chest Injury,Traumatic aortic injury is suspected with:,Minor trauma,Rapid deceleration mechanism,Rib fractures only,Minor MVA,B,Aortic injury: high-energy deceleration; often fatal.,AEMT,medium
66,Trauma,Abdominal Injury,Solid abdominal organs include:,Stomach and intestines,Liver spleen kidneys,Bladder only,Colon,B,Solid organs: liver spleen kidneys pancreas bleed significantly.,AEMT,medium
67,Trauma,Abdominal Injury,Hollow abdominal organs include:,Liver and spleen,Stomach intestines bladder,Kidneys,Pancreas,B,Hollow organs: stomach intestines bladder; spillage causes peritonitis.,AEMT,medium
68,Trauma,Abdominal Injury,Most commonly injured abdominal organ:,Liver,Spleen,Kidney,Stomach,B,Spleen is most commonly injured in blunt abdominal trauma.,AEMT,medium
69,Trauma,Abdominal Injury,Signs of abdominal injury include:,Normal soft abdomen,Rigidity guarding tenderness distension,Pain with breathing only,Back pain only,A,Abdominal injury: guarding rigidity tenderness distension.,AEMT,medium
70,Trauma,Abdominal Injury,Eviscerated organs should be:,Pushed back in,Covered with moist sterile dressing,Left exposed,Wrapped tightly,B,Cover with moist sterile dressing; do not replace.,AEMT,medium
71,Trauma,Abdominal Injury,Impaled objects should be:,Removed immediately,Stabilized in place and not removed,Pushed through,Shortened,B,Stabilize in place; removal may cause hemorrhage.,AEMT,medium
72,Trauma,Abdominal Injury,Kehr sign suggests:,Heart attack,Splenic injury,Shoulder injury,Lung injury,B,Kehr sign: referred left shoulder pain from splenic bleeding.,AEMT,medium
73,Trauma,Abdominal Injury,Grey Turner sign is:,Periorbital bruising,Flank bruising retroperitoneal bleeding,Abdominal distension,Periumbilical bruising,B,Grey Turner: flank ecchymosis retroperitoneal hemorrhage.,AEMT,medium
74,Trauma,Abdominal Injury,Cullen sign is:,Flank bruising,Periumbilical bruising intraperitoneal bleeding,Chest bruising,Back bruising,B,Cullen sign: periumbilical ecchymosis intraperitoneal blood.,AEMT,medium
75,Trauma,Pelvic Injury,Pelvic fractures can cause:,Minor bleeding,Life-threatening hemorrhage,No bleeding,Only pain,B,Pelvic fractures can cause massive retroperitoneal hemorrhage.,AEMT,medium
76,Trauma,Pelvic Injury,Signs of pelvic fracture include:,No symptoms,Pain instability leg length discrepancy,Back pain only,Chest pain,B,Pelvic fracture: pain instability crepitus leg length discrepancy.,AEMT,medium
77,Trauma,Pelvic Injury,Pelvic binder placement:,At iliac crests,At level of greater trochanters,At mid-thigh,At waist,B,Pelvic binder at greater trochanters.,AEMT,medium
78,Trauma,Pelvic Injury,If pelvic fracture suspected:,Rock the pelvis,Palpate once gently do not repeatedly manipulate,Compress firmly,Apply traction,B,Assess once gently; repeated manipulation worsens bleeding.,AEMT,medium
79,Trauma,Pelvic Injury,Blood at urethral meatus suggests:,Normal,Urethral injury avoid catheter,Minor injury,Bladder rupture,B,Blood at meatus indicates urethral injury.,AEMT,medium
80,Trauma,Extremity Injury,6 Ps of compartment syndrome:,Pain Pallor Pulselessness Paresthesias Paralysis Pressure,Pain Pulse Perfusion,Primary Secondary,None,A,6 Ps assess for compartment syndrome.,AEMT,medium
81,Trauma,Extremity Injury,Compartment syndrome is emergency because:,Painful,Increased pressure causes tissue death,Common,Causes infection,B,Compartment syndrome reduces perfusion causing necrosis.,AEMT,medium
82,Trauma,Extremity Injury,Pain with passive stretch suggests:,Normal,Compartment syndrome,Simple fracture,Sprain,B,Pain with passive stretch is early sign.,AEMT,medium
83,Trauma,Extremity Injury,Open fracture management:,Push bone back,Control bleeding sterile dressing splint,Close wound,Ignore opening,B,Open fracture: control bleeding moist sterile dressing splint.,AEMT,medium
84,Trauma,Extremity Injury,Femur fracture blood loss:,100 mL,500 mL,1000-2000 mL,50 mL,C,Femur fractures can lose 1000-2000 mL.,AEMT,medium
85,Trauma,Extremity Injury,Splinting reduces:,Only pain,Pain bleeding swelling further injury,Nothing,Infection,B,Splinting reduces pain bleeding movement further injury.,AEMT,medium
86,Trauma,Extremity Injury,Splint should immobilize:,Only fracture site,Joint above and below injury,Entire extremity always,Only joint below,B,Splint should immobilize joints above and below.,AEMT,medium
87,Trauma,Extremity Injury,Check neurovascular status:,After splinting only,Before and after splinting,Only if patient complains,Never,B,Check PMS before and after splinting.,AEMT,medium
88,Trauma,Extremity Injury,Traction splint is used for:,All leg fractures,Midshaft femur fractures,Ankle fractures,Arm fractures,B,Traction splint for midshaft femur fractures.,AEMT,medium
89,Trauma,Extremity Injury,Traction splint contraindications:,Femur fracture,Hip or knee injury pelvic fracture,All femur fractures,None,B,Contraindicated: hip knee pelvic injury.,AEMT,medium
90,Trauma,Extremity Injury,Amputated parts should be:,Placed directly on ice,Wrapped moist gauze plastic bag on ice,Left at scene,Immersed in water,B,Wrap moist sterile gauze plastic bag on ice transport.,AEMT,medium
91,Trauma,Burns,Rule of Nines adult anterior trunk:,9%,18%,27%,36%,B,Adult anterior trunk equals 18%.,AEMT,medium
92,Trauma,Burns,Rule of Nines adult entire arm:,4.5%,9%,18%,1%,B,Adult entire arm equals 9%.,AEMT,medium
93,Trauma,Burns,Rule of Nines adult entire leg:,9%,18%,27%,36%,B,Adult entire leg equals 18%.,AEMT,medium
94,Trauma,Burns,Rule of Nines adult head:,4.5%,9%,18%,1%,B,Adult head and neck equals 9%.,AEMT,medium
95,Trauma,Burns,Palm method estimates:,9% each palm,1% BSA using patient palm,18% each palm,Rule of Nines,B,Patient palm equals approximately 1% BSA.,AEMT,medium
96,Trauma,Burns,Superficial burns appear:,White waxy,Red painful no blisters,Charred,Blistered,B,Superficial: red painful dry no blisters.,AEMT,medium
97,Trauma,Burns,Partial thickness burns appear:,Dry painless,Blistered moist very painful,Charred,White leathery,B,Partial thickness: blisters moist painful.,AEMT,medium
98,Trauma,Burns,Full thickness burns appear:,Red painful,White leathery or charred painless,Blistered,Pink moist,B,Full thickness: dry leathery painless.,AEMT,medium
99,Trauma,Burns,Initial burn treatment:,Ice application,Stop burning cool cover dry sterile dressing,Butter ointment,Break blisters,B,Stop burning remove clothing cool briefly cover.,AEMT,medium
