id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
19,Trauma,Chest Trauma,A 45-year-old male fell from a ladder landing on his left side on a concrete floor. He has severe left-sided chest pain and is extremely short of breath. On exam breath sounds are markedly diminished on the left with dullness to percussion at the left base. His neck veins are flat. He has no tracheal deviation. Vital signs are BP 96/64 HR 128 RR 32 SpO2 90% on room air. What chest injury is most likely based on these findings?,Tension pneumothorax,Massive hemothorax with blood accumulating in the left pleural space. The dullness to percussion and flat neck veins distinguish this from tension pneumothorax,Simple pneumothorax,Pulmonary contusion only,B,Hemothorax is blood in the pleural space usually from intercostal vessel injury or lung laceration. Massive hemothorax involves more than 1500 mL of blood. Physical findings include decreased breath sounds on the affected side dullness to percussion from the fluid collection and signs of hypovolemia. Unlike tension pneumothorax which has hyperresonance to percussion distended neck veins and eventual tracheal deviation hemothorax has dullness flat neck veins from hypovolemia and no tracheal deviation. Treatment is supportive with oxygen IV access fluid resuscitation per hemorrhagic shock protocols and rapid transport. Definitive treatment is chest tube and possibly thoracotomy.
20,Trauma,Abdominal Trauma,A 16-year-old male was playing football and was tackled with a helmet to his left upper abdomen. He initially continued playing but now 30 minutes later has severe left upper quadrant and left shoulder pain. He feels lightheaded when standing. Vital signs lying down are BP 102/68 HR 114 RR 20 SpO2 98%. When you sit him up his BP drops to 84/58 and HR increases to 138. What is the significance of the left shoulder pain and what is the likely injured organ?,The shoulder pain is from the tackle and is unrelated to the abdominal injury,Left shoulder pain referred from abdominal injury is Kehr sign indicating diaphragmatic irritation from splenic injury with blood in the peritoneum,He has a separated shoulder from the tackle,The shoulder pain indicates cardiac injury,B,Kehr sign is left shoulder pain caused by diaphragmatic irritation from blood or other material in the left upper quadrant of the peritoneum. It strongly suggests splenic injury. The spleen is the most commonly injured abdominal organ in blunt trauma due to its location size and fragile capsule. The orthostatic vital sign changes dropping BP and rising HR when moving from lying to sitting indicate significant blood loss approximately 15-20% of blood volume. This patient has a likely splenic injury with ongoing hemorrhage and needs rapid transport to a trauma center. Apply oxygen establish IV access and keep him supine.
21,Trauma,Abdominal Trauma,A 28-year-old female was in a motorcycle crash and has a handlebar imprint bruise across her upper abdomen. She complains of severe abdominal pain. Her abdomen is rigid and she has involuntary guarding with rebound tenderness. She has no external bleeding. Vital signs are BP 88/62 HR 134 RR 26 SpO2 97% on room air. She is pale and diaphoretic. What abdominal injuries are suggested by the handlebar imprint and what is peritonitis?,The handlebar injury is superficial and only causes bruising,The handlebar imprint suggests hollow organ injury such as bowel rupture or solid organ injury. Peritonitis is inflammation of the peritoneum from blood bile or intestinal contents causing rigid abdomen with guarding and rebound tenderness,Handlebar injuries only affect the skin,Peritonitis only occurs with infection not trauma,B,Handlebar injuries concentrate force over a small area and can cause significant intra-abdominal injury including duodenal rupture pancreatic injury hepatic or splenic laceration and bowel perforation. The rigid abdomen with guarding involuntary muscle contraction and rebound tenderness pain when pressure is released indicates peritonitis which is irritation and inflammation of the peritoneum. In trauma this can result from blood bile from liver or gallbladder injury or intestinal contents from bowel perforation. This patient is in hemorrhagic shock from internal bleeding and needs emergent surgical exploration.
22,Trauma,Abdominal Trauma,A 35-year-old male was stabbed in the right upper quadrant of his abdomen. The knife is still impaled approximately 4 inches into his abdomen. He is alert but in significant pain. There is minimal blood around the wound. Vital signs are BP 112/74 HR 104 RR 20 SpO2 98% on room air. How should you manage the impaled object?,Remove the knife to assess the wound beneath it,Stabilize the knife in place with bulky dressings and do not remove it. Removing impaled objects can cause uncontrolled hemorrhage,Push the knife deeper to make it more stable,Cut the knife shorter for easier transport,B,Impaled objects should never be removed in the field unless they interfere with CPR or airway management. The object may be tamponading blood vessels and removal can cause uncontrolled hemorrhage. Stabilize the object in place using bulky dressings rolled gauze or trauma pads secured with tape to prevent movement during transport. If the object is too long for transport it may need to be shortened but this should be done carefully without causing movement at the wound site. The relatively stable vital signs suggest the knife may be providing some tamponade effect. Rapid transport to a trauma center is essential.
23,Trauma,Abdominal Trauma,A 42-year-old male was assaulted and kicked repeatedly in the abdomen. He now has a large open wound to his lower abdomen with loops of intestine visible protruding through the wound. He is writhing in pain. Vital signs are BP 104/68 HR 118 RR 24 SpO2 97% on room air. How should you manage this evisceration?,Push the intestines back into the abdomen to prevent them from drying out,Cover the exposed organs with a moist sterile dressing then cover with an occlusive layer to retain moisture and warmth. Never attempt to push organs back in,Leave the organs exposed so surgeons can assess them,Pack the wound with dry gauze,B,Evisceration is protrusion of abdominal organs through a wound. Management involves covering the exposed organs with sterile saline-moistened dressings to prevent drying and tissue damage. Then cover with an occlusive dressing such as plastic wrap to retain moisture and heat. Never attempt to replace organs into the abdominal cavity as this can introduce contamination cause further injury and is not possible without surgical conditions. Keep the patient warm as exposed abdominal contents lose heat rapidly. Position the patient with knees flexed to reduce abdominal wall tension. Rapid transport is essential.
24,Trauma,Musculoskeletal Trauma,A 62-year-old female slipped on ice and fell onto her outstretched right hand. She has obvious deformity of her right wrist which is angulated dorsally and has a dinner fork appearance. She has severe pain and cannot move her wrist. Her fingers are pink and warm with good capillary refill and she can feel you touching each finger. Vital signs are normal. What is the likely injury and how should it be splinted?,This is a wrist sprain that just needs ice,This is likely a Colles fracture or distal radius fracture. Splint in position of function with a padded rigid splint or pillow splint immobilizing the joint above and below the injury,This needs immediate reduction in the field,Apply traction to straighten the wrist,B,Colles fracture is a fracture of the distal radius typically from a fall onto an outstretched hand. The classic dinner fork deformity results from dorsal displacement of the distal fragment. Management includes splinting in the position found or position of comfort immobilizing the joint above elbow and below fingers applying ice and providing pain management. Since neurovascular status is intact no immediate manipulation is needed. A padded board splint vacuum splint or pillow splint with the wrist in neutral position is appropriate. Document neurovascular status before and after splinting including pulses motor function and sensation.
25,Trauma,Musculoskeletal Trauma,A 23-year-old male injured his right lower leg playing soccer. He has a closed deformity at the mid-tibia with significant angulation. His foot is pale and cool compared to the left and you cannot palpate a dorsalis pedis pulse. He has decreased sensation in his foot. He rates his pain as 10 out of 10. Vital signs are normal. What is the significance of the neurovascular findings and what should you do?,The absent pulse is expected with this injury and will return after hospital treatment,The absent pulse cool foot and sensory changes indicate vascular compromise. Attempt gentle realignment with longitudinal traction to restore blood flow then reassess and splint,Splint in the position found regardless of pulses,Elevate the leg to restore blood flow,B,Absent distal pulses cool extremity and sensory changes indicate vascular compromise likely from the angulated bone compressing or kinking the popliteal or tibial artery. This is a limb-threatening emergency. When neurovascular compromise is present attempt gentle realignment by applying steady longitudinal traction while supporting above and below the fracture to bring the bone into better alignment. Reassess pulses sensation and motor function after realignment. If pulses return splint in that position. If pulses do not return splint and transport rapidly. Document neurovascular status before and after all interventions.
26,Trauma,Musculoskeletal Trauma,A 48-year-old male fell while hiking and has an obvious deformity of his right thigh with the leg shortened and externally rotated. He has severe pain and is unable to move the leg. There is significant swelling of the thigh but no external wound. Distal pulses are present and the foot is warm with intact sensation. Vital signs are BP 108/72 HR 112 RR 20 SpO2 98%. What type of splint is indicated for this midshaft femur fracture?,A rigid board splint applied to the lateral leg,A traction splint which applies longitudinal traction to reduce muscle spasm align the fracture and reduce internal bleeding,A pillow splint,No splint is needed if pulses are present,B,Midshaft femur fractures are best managed with traction splints such as the Hare Sager or CT-6. These devices apply approximately 10-15 pounds of longitudinal traction which realigns the fracture reduces muscle spasm decreases pain and most importantly reduces internal bleeding by decreasing the volume of the thigh compartment. A fractured femur can result in 1-2 liters of blood loss into the thigh. Contraindications to traction splints include pelvic fracture hip injury or dislocation knee injury or partial amputation. Apply per device instructions and reassess neurovascular status after application.
27,Trauma,Musculoskeletal Trauma,While applying a traction splint to the femur fracture patient you note there is an open wound on the posterior thigh that was not initially visible with a small bone fragment protruding. How does this change your management?,Continue with traction splint application as planned,This is now an open femur fracture. Control bleeding cover the wound with a sterile moist dressing then apply the traction splint. Open fractures require antibiotics within 6 hours at the hospital,Open fractures cannot have traction splints applied,Push the bone fragment back into the wound before splinting,B,Open fractures have a wound communicating with the fracture site dramatically increasing infection risk including osteomyelitis. Management includes controlling hemorrhage covering the wound with a sterile saline-moistened dressing and then splinting. Do not push protruding bone back into the wound as this introduces contamination. Traction splints can still be applied to open femur fractures. Document the wound carefully including size location and whether bone was visible. These patients need antibiotics within 6 hours and surgical irrigation and debridement. The open fracture does not change the benefit of traction splinting for hemorrhage control and pain reduction.
28,Trauma,Musculoskeletal Trauma,A 55-year-old female stepped in a hole while walking and heard a pop in her right ankle. She has severe pain and obvious deformity at the ankle with the foot rotated outward. She cannot bear any weight. You note the skin over the medial malleolus is tented and appears white and stretched. Distal pulses are weak compared to the other foot. Vital signs are normal. What does the skin tenting indicate and how should this be managed?,Skin tenting is normal and requires no special treatment,The tented blanched skin indicates impending skin necrosis from pressure of displaced bone. Attempt gentle realignment with inline traction to relieve pressure on the skin then splint,Apply ice directly to the tented area,Wrap tightly with an elastic bandage,B,Skin tenting occurs when displaced bone fragments push against the skin from inside. The blanched white appearance indicates the skin is ischemic from pressure and will necrose if not relieved. This can convert a closed fracture to an open one. Combined with the weak distal pulses this fracture-dislocation needs gentle realignment. Apply steady inline traction on the foot while supporting above the ankle and gently bring the foot into more normal alignment. This often relieves skin tension and improves distal perfusion. Reassess skin color and pulses then splint in the improved position. Document carefully.
29,Trauma,Musculoskeletal Trauma,A 70-year-old female fell at home and is unable to get up due to right hip pain. She is lying with her right leg shortened and externally rotated. She has point tenderness over the greater trochanter. She cannot lift her right leg off the ground. She takes alendronate for osteoporosis. Vital signs are normal. Her medical history includes hypertension and diabetes. What is the likely injury and what are the key concerns in elderly hip fracture patients?,This is likely a hip strain and she can be helped to walk,This is likely a hip fracture. Key concerns include significant blood loss even in closed fractures pain management skin breakdown from immobilization and this is a marker of frailty with high mortality in elderly patients,Hip fractures only occur from high-energy trauma,She should attempt to stand to assess the injury,B,Hip fracture is very common in elderly patients with osteoporosis. The classic presentation is shortened externally rotated leg with inability to bear weight. Hip fractures can cause significant hemorrhage 500-1000 mL even when closed. Hip fracture in elderly is associated with high one-year mortality up to 20-30% due to complications of immobility pneumonia DVT PE and exacerbation of comorbidities. Provide gentle handling pain management per protocols and transport on a padded stretcher. A pillow between the legs may improve comfort. Do not attempt to straighten the leg as the fracture configuration determines the position.
